Image type	Feature Class	Feature Name	1: RTSTRUCT: RTstruct_9_segment_R post temporal
logarithm	ngtdm	Busyness	0.38688841516474753
logarithm	ngtdm	Coarseness	0.011424924792167014
logarithm	ngtdm	Complexity	32.763124100421166
logarithm	ngtdm	Contrast	0.019933569462487408
logarithm	ngtdm	Strength	2.4302388507138173
gradient	firstorder	10Percentile	15.649638843536376
gradient	firstorder	90Percentile	77.99751052856449
gradient	firstorder	Energy	96814692.3659697
gradient	firstorder	Entropy	2.0509924124694816
gradient	firstorder	InterquartileRange	35.46216869354248
gradient	firstorder	Kurtosis	4.203586931236841
gradient	firstorder	Maximum	161.7969970703125
gradient	firstorder	MeanAbsoluteDeviation	20.116965507983416
gradient	firstorder	Mean	47.36818144763622
gradient	firstorder	Median	45.45151710510254
gradient	firstorder	Minimum	3.3834474086761475
gradient	firstorder	Range	158.41354966163635
gradient	firstorder	RobustMeanAbsoluteDeviation	14.144417364205747
gradient	firstorder	RootMeanSquared	348.3126033199789
gradient	firstorder	Skewness	0.8114297277133068
gradient	firstorder	TotalEnergy	96814692.3659697
gradient	firstorder	Uniformity	0.27414086594933446
gradient	firstorder	Variance	657.016149303066
gradient	glcm	Autocorrelation	5.677951360993149
gradient	glcm	JointAverage	2.300891873918182
gradient	glcm	ClusterProminence	31.545372715340196
gradient	glcm	ClusterShade	2.990718893807554
gradient	glcm	ClusterTendency	2.853526287307201
gradient	glcm	Contrast	1.3219261855756754
gradient	glcm	Correlation	0.36369481820112787
gradient	glcm	DifferenceAverage	0.8059832970836754
gradient	glcm	DifferenceEntropy	1.600561690583389
gradient	glcm	DifferenceVariance	0.6550238175493691
gradient	glcm	JointEnergy	0.09302138343281421
gradient	glcm	JointEntropy	3.800872751084882
gradient	glcm	Imc1	-0.08672132876442605
gradient	glcm	Imc2	0.5003764330502697
gradient	glcm	Idm	0.6472945095085414
gradient	glcm	Idmn	0.9754348173790792
gradient	glcm	Id	0.6696391005883314
gradient	glcm	Idn	0.9059374370015727
gradient	glcm	InverseVariance	0.4715413949372944
gradient	glcm	MaximumProbability	0.15293571568252037
gradient	glcm	SumEntropy	2.7011992244852463
gradient	glcm	SumSquares	1.043863118220719
gradient	glrlm	GrayLevelNonUniformity	143.0451195245643
gradient	glrlm	GrayLevelNonUniformityNormalized	0.2620417282438231
gradient	glrlm	GrayLevelVariance	1.264254913747423
gradient	glrlm	HighGrayLevelRunEmphasis	7.5895980317760525
gradient	glrlm	LongRunEmphasis	2.9909225122288343
gradient	glrlm	LongRunHighGrayLevelEmphasis	17.83172697201921
gradient	glrlm	LongRunLowGrayLevelEmphasis	1.1583461928864822
gradient	glrlm	LowGrayLevelRunEmphasis	0.316451561731287
gradient	glrlm	RunEntropy	3.359501624466638
gradient	glrlm	RunLengthNonUniformity	295.0203625725418
gradient	glrlm	RunLengthNonUniformityNormalized	0.5324749711360803
gradient	glrlm	RunPercentage	0.6846925004819742
gradient	glrlm	RunVariance	0.7641676851795859
gradient	glrlm	ShortRunEmphasis	0.7537629313012607
gradient	glrlm	ShortRunHighGrayLevelEmphasis	6.218941744288072
gradient	glrlm	ShortRunLowGrayLevelEmphasis	0.22132578040298068
gradient	glszm	GrayLevelNonUniformity	7.0
gradient	glszm	GrayLevelNonUniformityNormalized	0.21875
gradient	glszm	GrayLevelVariance	3.109375
gradient	glszm	HighGrayLevelZoneEmphasis	18.125
gradient	glszm	LargeAreaEmphasis	4741.375
gradient	glszm	LargeAreaHighGrayLevelEmphasis	27515.90625
gradient	glszm	LargeAreaLowGrayLevelEmphasis	1284.527568912982
gradient	glszm	LowGrayLevelZoneEmphasis	0.2407112740929705
gradient	glszm	SizeZoneNonUniformity	4.6875
gradient	glszm	SizeZoneNonUniformityNormalized	0.146484375
gradient	glszm	SmallAreaEmphasis	0.3660213150295246
gradient	glszm	SmallAreaHighGrayLevelEmphasis	8.11119047133547
gradient	glszm	SmallAreaLowGrayLevelEmphasis	0.10496568115938378
gradient	glszm	ZoneEntropy	4.476409765557383
gradient	glszm	ZonePercentage	0.040100250626566414
gradient	glszm	ZoneVariance	4119.49609375
gradient	gldm	DependenceEntropy	5.747432814840698
gradient	gldm	DependenceNonUniformity	53.611528822055135
gradient	gldm	DependenceNonUniformityNormalized	0.06718236694493125
gradient	gldm	DependenceVariance	21.251524801979887
gradient	gldm	GrayLevelNonUniformity	218.7644110275689
gradient	gldm	GrayLevelVariance	1.147054666742043
gradient	gldm	HighGrayLevelEmphasis	6.845864661654136
gradient	gldm	LargeDependenceEmphasis	105.8546365914787
gradient	gldm	LargeDependenceHighGrayLevelEmphasis	477.2092731829574
gradient	gldm	LargeDependenceLowGrayLevelEmphasis	49.76325673168181
gradient	gldm	LowGrayLevelEmphasis	0.34641810734318795
gradient	gldm	SmallDependenceEmphasis	0.04128621020136296
gradient	gldm	SmallDependenceHighGrayLevelEmphasis	0.6009337451373609
gradient	gldm	SmallDependenceLowGrayLevelEmphasis	0.01146876948910757
gradient	ngtdm	Busyness	6.46359338295169
gradient	ngtdm	Coarseness	0.0090860124063891
gradient	ngtdm	Complexity	14.64906297272828
gradient	ngtdm	Contrast	0.03303849954086264
gradient	ngtdm	Strength	0.22473256335663366
log-sigma-1-0-mm-3D	firstorder	10Percentile	-47.312203598022464
log-sigma-1-0-mm-3D	firstorder	90Percentile	10.952007579803468
log-sigma-1-0-mm-3D	firstorder	Energy	64022745.89277364
log-sigma-1-0-mm-3D	firstorder	Entropy	2.119283096983608
log-sigma-1-0-mm-3D	firstorder	InterquartileRange	32.19287121295929
log-sigma-1-0-mm-3D	firstorder	Kurtosis	4.212704061264843
log-sigma-1-0-mm-3D	firstorder	Maximum	66.98057556152344
log-sigma-1-0-mm-3D	firstorder	MeanAbsoluteDeviation	19.44630674898157
log-sigma-1-0-mm-3D	firstorder	Mean	-17.87151837360142
log-sigma-1-0-mm-3D	firstorder	Median	-18.65291976928711
log-sigma-1-0-mm-3D	firstorder	Minimum	-121.48611450195312
log-sigma-1-0-mm-3D	firstorder	Range	188.46669006347656
log-sigma-1-0-mm-3D	firstorder	RobustMeanAbsoluteDeviation	13.233452961263652
log-sigma-1-0-mm-3D	firstorder	RootMeanSquared	283.2472504335434
log-sigma-1-0-mm-3D	firstorder	Skewness	-0.34207700639409033
log-sigma-1-0-mm-3D	firstorder	TotalEnergy	64022745.89277364
log-sigma-1-0-mm-3D	firstorder	Uniformity	0.2725422579003901
log-sigma-1-0-mm-3D	firstorder	Variance	632.5247333453391
log-sigma-1-0-mm-3D	glcm	Autocorrelation	22.650409961590963
log-sigma-1-0-mm-3D	glcm	JointAverage	4.7128922469969865
log-sigma-1-0-mm-3D	glcm	ClusterProminence	34.74880506459429
log-sigma-1-0-mm-3D	glcm	ClusterShade	-0.15073490534166314
log-sigma-1-0-mm-3D	glcm	ClusterTendency	3.0289323713623904
log-sigma-1-0-mm-3D	glcm	Contrast	1.2746553895214807
log-sigma-1-0-mm-3D	glcm	Correlation	0.40711681487693535
log-sigma-1-0-mm-3D	glcm	DifferenceAverage	0.7880001589050335
log-sigma-1-0-mm-3D	glcm	DifferenceEntropy	1.5723332052948231
log-sigma-1-0-mm-3D	glcm	DifferenceVariance	0.6309802043766083
log-sigma-1-0-mm-3D	glcm	JointEnergy	0.09569279934453045
log-sigma-1-0-mm-3D	glcm	JointEntropy	3.9371726893429146
log-sigma-1-0-mm-3D	glcm	Imc1	-0.10226572794721264
log-sigma-1-0-mm-3D	glcm	Imc2	0.5494480632062112
log-sigma-1-0-mm-3D	glcm	Idm	0.6532411884850691
log-sigma-1-0-mm-3D	glcm	Idmn	0.98150922937118
log-sigma-1-0-mm-3D	glcm	Id	0.6738103917866598
log-sigma-1-0-mm-3D	glcm	Idn	0.9174977267406041
log-sigma-1-0-mm-3D	glcm	InverseVariance	0.47783148769769485
log-sigma-1-0-mm-3D	glcm	MaximumProbability	0.1617507505961454
log-sigma-1-0-mm-3D	glcm	SumEntropy	2.803153459843245
log-sigma-1-0-mm-3D	glcm	SumSquares	1.0758969402209677
log-sigma-1-0-mm-3D	glrlm	GrayLevelNonUniformity	137.68902683226372
log-sigma-1-0-mm-3D	glrlm	GrayLevelNonUniformityNormalized	0.25305054909764757
log-sigma-1-0-mm-3D	glrlm	GrayLevelVariance	1.3491141505039463
log-sigma-1-0-mm-3D	glrlm	HighGrayLevelRunEmphasis	24.653509107051516
log-sigma-1-0-mm-3D	glrlm	LongRunEmphasis	3.0887215594952284
log-sigma-1-0-mm-3D	glrlm	LongRunHighGrayLevelEmphasis	72.83130514490239
log-sigma-1-0-mm-3D	glrlm	LongRunLowGrayLevelEmphasis	0.16517253706034235
log-sigma-1-0-mm-3D	glrlm	LowGrayLevelRunEmphasis	0.06062122570749156
log-sigma-1-0-mm-3D	glrlm	RunEntropy	3.478079513896368
log-sigma-1-0-mm-3D	glrlm	RunLengthNonUniformity	292.1095718676842
log-sigma-1-0-mm-3D	glrlm	RunLengthNonUniformityNormalized	0.5270502144891704
log-sigma-1-0-mm-3D	glrlm	RunPercentage	0.6808367071524967
log-sigma-1-0-mm-3D	glrlm	RunVariance	0.7993073302498165
log-sigma-1-0-mm-3D	glrlm	ShortRunEmphasis	0.7473043781469364
log-sigma-1-0-mm-3D	glrlm	ShortRunHighGrayLevelEmphasis	18.767917847956877
log-sigma-1-0-mm-3D	glrlm	ShortRunLowGrayLevelEmphasis	0.0476363867270203
log-sigma-1-0-mm-3D	glszm	GrayLevelNonUniformity	4.2592592592592595
log-sigma-1-0-mm-3D	glszm	GrayLevelNonUniformityNormalized	0.15775034293552812
log-sigma-1-0-mm-3D	glszm	GrayLevelVariance	4.949245541838134
log-sigma-1-0-mm-3D	glszm	HighGrayLevelZoneEmphasis	27.074074074074073
log-sigma-1-0-mm-3D	glszm	LargeAreaEmphasis	5721.407407407408
log-sigma-1-0-mm-3D	glszm	LargeAreaHighGrayLevelEmphasis	130376.29629629629
log-sigma-1-0-mm-3D	glszm	LargeAreaLowGrayLevelEmphasis	271.1007851473923
log-sigma-1-0-mm-3D	glszm	LowGrayLevelZoneEmphasis	0.14780160829764005
log-sigma-1-0-mm-3D	glszm	SizeZoneNonUniformity	4.037037037037037
log-sigma-1-0-mm-3D	glszm	SizeZoneNonUniformityNormalized	0.149519890260631
log-sigma-1-0-mm-3D	glszm	SmallAreaEmphasis	0.3460536171067012
log-sigma-1-0-mm-3D	glszm	SmallAreaHighGrayLevelEmphasis	11.317770586447093
log-sigma-1-0-mm-3D	glszm	SmallAreaLowGrayLevelEmphasis	0.035393027398134116
log-sigma-1-0-mm-3D	glszm	ZoneEntropy	4.356558335416667
log-sigma-1-0-mm-3D	glszm	ZonePercentage	0.03383458646616541
log-sigma-1-0-mm-3D	glszm	ZoneVariance	4847.876543209877
log-sigma-1-0-mm-3D	gldm	DependenceEntropy	5.886747310601434
log-sigma-1-0-mm-3D	gldm	DependenceNonUniformity	52.40100250626566
log-sigma-1-0-mm-3D	gldm	DependenceNonUniformityNormalized	0.06566541667451838
log-sigma-1-0-mm-3D	gldm	DependenceVariance	20.08899441586422
log-sigma-1-0-mm-3D	gldm	GrayLevelNonUniformity	217.48872180451127
log-sigma-1-0-mm-3D	gldm	GrayLevelVariance	1.1532528062009662
log-sigma-1-0-mm-3D	gldm	HighGrayLevelEmphasis	24.140350877192983
log-sigma-1-0-mm-3D	gldm	LargeDependenceEmphasis	106.54636591478696
log-sigma-1-0-mm-3D	gldm	LargeDependenceHighGrayLevelEmphasis	2388.5263157894738
log-sigma-1-0-mm-3D	gldm	LargeDependenceLowGrayLevelEmphasis	5.341283924806348
log-sigma-1-0-mm-3D	gldm	LowGrayLevelEmphasis	0.0573516735432686
log-sigma-1-0-mm-3D	gldm	SmallDependenceEmphasis	0.03764527305739449
log-sigma-1-0-mm-3D	gldm	SmallDependenceHighGrayLevelEmphasis	1.0507063662718943
log-sigma-1-0-mm-3D	gldm	SmallDependenceLowGrayLevelEmphasis	0.0035399400822215747
log-sigma-1-0-mm-3D	ngtdm	Busyness	2.118696883645544
log-sigma-1-0-mm-3D	ngtdm	Coarseness	0.010499738251177839
log-sigma-1-0-mm-3D	ngtdm	Complexity	14.340478849038746
log-sigma-1-0-mm-3D	ngtdm	Contrast	0.022642918990778176
log-sigma-1-0-mm-3D	ngtdm	Strength	0.23669778120160478
log-sigma-2-0-mm-3D	firstorder	10Percentile	-73.2860221862793
log-sigma-2-0-mm-3D	firstorder	90Percentile	-2.240104365348814
log-sigma-2-0-mm-3D	firstorder	Energy	55699712.6681319
log-sigma-2-0-mm-3D	firstorder	Entropy	2.1385985694275544
log-sigma-2-0-mm-3D	firstorder	InterquartileRange	43.01432943344116
log-sigma-2-0-mm-3D	firstorder	Kurtosis	2.1966632841452984
log-sigma-2-0-mm-3D	firstorder	Maximum	40.49746322631836
log-sigma-2-0-mm-3D	firstorder	MeanAbsoluteDeviation	22.4815181967147
log-sigma-2-0-mm-3D	firstorder	Mean	-37.15256838102762
log-sigma-2-0-mm-3D	firstorder	Median	-35.59075927734375
log-sigma-2-0-mm-3D	firstorder	Minimum	-97.47239685058594
log-sigma-2-0-mm-3D	firstorder	Range	137.9698600769043
log-sigma-2-0-mm-3D	firstorder	RobustMeanAbsoluteDeviation	17.198652601824516
log-sigma-2-0-mm-3D	firstorder	RootMeanSquared	264.19526619882794
log-sigma-2-0-mm-3D	firstorder	Skewness	-0.04023866289039791
log-sigma-2-0-mm-3D	firstorder	TotalEnergy	55699712.6681319
log-sigma-2-0-mm-3D	firstorder	Uniformity	0.24971890880082415
log-sigma-2-0-mm-3D	firstorder	Variance	710.3663731791996
log-sigma-2-0-mm-3D	glcm	Autocorrelation	8.660533550190193
log-sigma-2-0-mm-3D	glcm	JointAverage	2.8149385015135744
log-sigma-2-0-mm-3D	glcm	ClusterProminence	30.87755605458855
log-sigma-2-0-mm-3D	glcm	ClusterShade	0.3959064690446662
log-sigma-2-0-mm-3D	glcm	ClusterTendency	3.6291580929123084
log-sigma-2-0-mm-3D	glcm	Contrast	0.6950809887967009
log-sigma-2-0-mm-3D	glcm	Correlation	0.676294240220298
log-sigma-2-0-mm-3D	glcm	DifferenceAverage	0.5775798794153408
log-sigma-2-0-mm-3D	glcm	DifferenceEntropy	1.2226912856969536
log-sigma-2-0-mm-3D	glcm	DifferenceVariance	0.3451921239212407
log-sigma-2-0-mm-3D	glcm	JointEnergy	0.09845980734083236
log-sigma-2-0-mm-3D	glcm	JointEntropy	3.63413270074732
log-sigma-2-0-mm-3D	glcm	Imc1	-0.24234753298570472
log-sigma-2-0-mm-3D	glcm	Imc2	0.7749763188976921
log-sigma-2-0-mm-3D	glcm	Idm	0.7229601712304655
log-sigma-2-0-mm-3D	glcm	Idmn	0.9817007365966628
log-sigma-2-0-mm-3D	glcm	Id	0.7306567654989776
log-sigma-2-0-mm-3D	glcm	Idn	0.9195803078451623
log-sigma-2-0-mm-3D	glcm	InverseVariance	0.476058531707117
log-sigma-2-0-mm-3D	glcm	MaximumProbability	0.16806199441917022
log-sigma-2-0-mm-3D	glcm	SumEntropy	2.908378246664948
log-sigma-2-0-mm-3D	glcm	SumSquares	1.0810597704272522
log-sigma-2-0-mm-3D	glrlm	GrayLevelNonUniformity	125.1207502926184
log-sigma-2-0-mm-3D	glrlm	GrayLevelNonUniformityNormalized	0.25213264515109873
log-sigma-2-0-mm-3D	glrlm	GrayLevelVariance	1.2020553811426575
log-sigma-2-0-mm-3D	glrlm	HighGrayLevelRunEmphasis	11.50201067582044
log-sigma-2-0-mm-3D	glrlm	LongRunEmphasis	3.9736518078155716
log-sigma-2-0-mm-3D	glrlm	LongRunHighGrayLevelEmphasis	36.83614453439333
log-sigma-2-0-mm-3D	glrlm	LongRunLowGrayLevelEmphasis	0.869342647432127
log-sigma-2-0-mm-3D	glrlm	LowGrayLevelRunEmphasis	0.1751721535713601
log-sigma-2-0-mm-3D	glrlm	RunEntropy	3.5491178780315575
log-sigma-2-0-mm-3D	glrlm	RunLengthNonUniformity	241.12052887630597
log-sigma-2-0-mm-3D	glrlm	RunLengthNonUniformityNormalized	0.4733463223600977
log-sigma-2-0-mm-3D	glrlm	RunPercentage	0.6209755157123578
log-sigma-2-0-mm-3D	glrlm	RunVariance	1.1662511909596704
log-sigma-2-0-mm-3D	glrlm	ShortRunEmphasis	0.7087118256519028
log-sigma-2-0-mm-3D	glrlm	ShortRunHighGrayLevelEmphasis	8.94452777634453
log-sigma-2-0-mm-3D	glrlm	ShortRunLowGrayLevelEmphasis	0.10515340165198676
log-sigma-2-0-mm-3D	glszm	GrayLevelNonUniformity	4.5
log-sigma-2-0-mm-3D	glszm	GrayLevelNonUniformityNormalized	0.375
log-sigma-2-0-mm-3D	glszm	GrayLevelVariance	2.020833333333333
log-sigma-2-0-mm-3D	glszm	HighGrayLevelZoneEmphasis	20.083333333333332
log-sigma-2-0-mm-3D	glszm	LargeAreaEmphasis	13086.833333333334
log-sigma-2-0-mm-3D	glszm	LargeAreaHighGrayLevelEmphasis	131381.25
log-sigma-2-0-mm-3D	glszm	LargeAreaLowGrayLevelEmphasis	2022.1611342592596
log-sigma-2-0-mm-3D	glszm	LowGrayLevelZoneEmphasis	0.14428240740740741
log-sigma-2-0-mm-3D	glszm	SizeZoneNonUniformity	1.5
log-sigma-2-0-mm-3D	glszm	SizeZoneNonUniformityNormalized	0.125
log-sigma-2-0-mm-3D	glszm	SmallAreaEmphasis	0.2272516684991869
log-sigma-2-0-mm-3D	glszm	SmallAreaHighGrayLevelEmphasis	5.782590408947844
log-sigma-2-0-mm-3D	glszm	SmallAreaLowGrayLevelEmphasis	0.008996392452929677
log-sigma-2-0-mm-3D	glszm	ZoneEntropy	3.2516291673878195
log-sigma-2-0-mm-3D	glszm	ZonePercentage	0.015037593984962405
log-sigma-2-0-mm-3D	glszm	ZoneVariance	8664.583333333332
log-sigma-2-0-mm-3D	gldm	DependenceEntropy	5.968967772202424
log-sigma-2-0-mm-3D	gldm	DependenceNonUniformity	50.909774436090224
log-sigma-2-0-mm-3D	gldm	DependenceNonUniformityNormalized	0.06379670981966194
log-sigma-2-0-mm-3D	gldm	DependenceVariance	25.297165218811436
log-sigma-2-0-mm-3D	gldm	GrayLevelNonUniformity	199.27568922305764
log-sigma-2-0-mm-3D	gldm	GrayLevelVariance	1.1959111437742225
log-sigma-2-0-mm-3D	gldm	HighGrayLevelEmphasis	10.369674185463658
log-sigma-2-0-mm-3D	gldm	LargeDependenceEmphasis	143.1203007518797
log-sigma-2-0-mm-3D	gldm	LargeDependenceHighGrayLevelEmphasis	1070.4974937343359
log-sigma-2-0-mm-3D	gldm	LargeDependenceLowGrayLevelEmphasis	38.10576615148983
log-sigma-2-0-mm-3D	gldm	LowGrayLevelEmphasis	0.19948586744639377
log-sigma-2-0-mm-3D	gldm	SmallDependenceEmphasis	0.022028211378556314
log-sigma-2-0-mm-3D	gldm	SmallDependenceHighGrayLevelEmphasis	0.37760743843874556
log-sigma-2-0-mm-3D	gldm	SmallDependenceLowGrayLevelEmphasis	0.0024721052203406525
log-sigma-2-0-mm-3D	ngtdm	Busyness	4.17902851973777
log-sigma-2-0-mm-3D	ngtdm	Coarseness	0.01438552589275487
log-sigma-2-0-mm-3D	ngtdm	Complexity	5.285687026755497
log-sigma-2-0-mm-3D	ngtdm	Contrast	0.030559808280566435
log-sigma-2-0-mm-3D	ngtdm	Strength	0.17005251280707162
log-sigma-3-0-mm-3D	firstorder	10Percentile	-83.69211807250977
log-sigma-3-0-mm-3D	firstorder	90Percentile	-9.935134792327874
log-sigma-3-0-mm-3D	firstorder	Energy	52893762.13808058
log-sigma-3-0-mm-3D	firstorder	Entropy	2.197532275615015
log-sigma-3-0-mm-3D	firstorder	InterquartileRange	41.35745096206665
log-sigma-3-0-mm-3D	firstorder	Kurtosis	2.4222837899958383
log-sigma-3-0-mm-3D	firstorder	Maximum	29.900707244873047
log-sigma-3-0-mm-3D	firstorder	MeanAbsoluteDeviation	22.933866937804716
log-sigma-3-0-mm-3D	firstorder	Mean	-44.046349658105605
log-sigma-3-0-mm-3D	firstorder	Median	-40.682912826538086
log-sigma-3-0-mm-3D	firstorder	Minimum	-109.78445434570312
log-sigma-3-0-mm-3D	firstorder	Range	139.68516159057617
log-sigma-3-0-mm-3D	firstorder	RobustMeanAbsoluteDeviation	16.883520694624366
log-sigma-3-0-mm-3D	firstorder	RootMeanSquared	257.4546755207009
log-sigma-3-0-mm-3D	firstorder	Skewness	-0.260684118457317
log-sigma-3-0-mm-3D	firstorder	TotalEnergy	52893762.13808058
log-sigma-3-0-mm-3D	firstorder	Uniformity	0.2435851533595894
log-sigma-3-0-mm-3D	firstorder	Variance	770.6388241286663
log-sigma-3-0-mm-3D	glcm	Autocorrelation	13.344757710077435
log-sigma-3-0-mm-3D	glcm	JointAverage	3.517663974456011
log-sigma-3-0-mm-3D	glcm	ClusterProminence	46.975306237179474
log-sigma-3-0-mm-3D	glcm	ClusterShade	-1.300876561365288
log-sigma-3-0-mm-3D	glcm	ClusterTendency	4.467768320621447
log-sigma-3-0-mm-3D	glcm	Contrast	0.5967898853086351
log-sigma-3-0-mm-3D	glcm	Correlation	0.7639178261799339
log-sigma-3-0-mm-3D	glcm	DifferenceAverage	0.5359648399591932
log-sigma-3-0-mm-3D	glcm	DifferenceEntropy	1.1226159719431132
log-sigma-3-0-mm-3D	glcm	DifferenceVariance	0.2963734034779414
log-sigma-3-0-mm-3D	glcm	JointEnergy	0.09428599030964092
log-sigma-3-0-mm-3D	glcm	JointEntropy	3.6789132318303617
log-sigma-3-0-mm-3D	glcm	Imc1	-0.3158198047298114
log-sigma-3-0-mm-3D	glcm	Imc2	0.8540835098680362
log-sigma-3-0-mm-3D	glcm	Idm	0.7381000845553477
log-sigma-3-0-mm-3D	glcm	Idmn	0.9882019193776375
log-sigma-3-0-mm-3D	glcm	Id	0.7421550875786439
log-sigma-3-0-mm-3D	glcm	Idn	0.9338491873016207
log-sigma-3-0-mm-3D	glcm	InverseVariance	0.4827429252784314
log-sigma-3-0-mm-3D	glcm	MaximumProbability	0.16119039746736366
log-sigma-3-0-mm-3D	glcm	SumEntropy	3.0536311739814037
log-sigma-3-0-mm-3D	glcm	SumSquares	1.2661395514825207
log-sigma-3-0-mm-3D	glrlm	GrayLevelNonUniformity	119.76823634721319
log-sigma-3-0-mm-3D	glrlm	GrayLevelNonUniformityNormalized	0.24608397190738993
log-sigma-3-0-mm-3D	glrlm	GrayLevelVariance	1.3016907586731181
log-sigma-3-0-mm-3D	glrlm	HighGrayLevelRunEmphasis	15.893197376837787
log-sigma-3-0-mm-3D	glrlm	LongRunEmphasis	3.948189836847337
log-sigma-3-0-mm-3D	glrlm	LongRunHighGrayLevelEmphasis	57.81248929681463
log-sigma-3-0-mm-3D	glrlm	LongRunLowGrayLevelEmphasis	0.4591149789108758
log-sigma-3-0-mm-3D	glrlm	LowGrayLevelRunEmphasis	0.10948970106121589
log-sigma-3-0-mm-3D	glrlm	RunEntropy	3.6648539056516474
log-sigma-3-0-mm-3D	glrlm	RunLengthNonUniformity	224.91871497622822
log-sigma-3-0-mm-3D	glrlm	RunLengthNonUniformityNormalized	0.44730603456469925
log-sigma-3-0-mm-3D	glrlm	RunPercentage	0.6101792943898207
log-sigma-3-0-mm-3D	glrlm	RunVariance	1.0292674638559238
log-sigma-3-0-mm-3D	glrlm	ShortRunEmphasis	0.6731470505246483
log-sigma-3-0-mm-3D	glrlm	ShortRunHighGrayLevelEmphasis	11.233553003637695
log-sigma-3-0-mm-3D	glrlm	ShortRunLowGrayLevelEmphasis	0.0675755800594953
log-sigma-3-0-mm-3D	glszm	GrayLevelNonUniformity	2.5
log-sigma-3-0-mm-3D	glszm	GrayLevelNonUniformityNormalized	0.20833333333333334
log-sigma-3-0-mm-3D	glszm	GrayLevelVariance	3.0555555555555554
log-sigma-3-0-mm-3D	glszm	HighGrayLevelZoneEmphasis	24.833333333333332
log-sigma-3-0-mm-3D	glszm	LargeAreaEmphasis	11267.0
log-sigma-3-0-mm-3D	glszm	LargeAreaHighGrayLevelEmphasis	162756.91666666666
log-sigma-3-0-mm-3D	glszm	LargeAreaLowGrayLevelEmphasis	1028.0729369803478
log-sigma-3-0-mm-3D	glszm	LowGrayLevelZoneEmphasis	0.13959419879062737
log-sigma-3-0-mm-3D	glszm	SizeZoneNonUniformity	2.1666666666666665
log-sigma-3-0-mm-3D	glszm	SizeZoneNonUniformityNormalized	0.18055555555555555
log-sigma-3-0-mm-3D	glszm	SmallAreaEmphasis	0.35470881545690663
log-sigma-3-0-mm-3D	glszm	SmallAreaHighGrayLevelEmphasis	12.114189322050466
log-sigma-3-0-mm-3D	glszm	SmallAreaLowGrayLevelEmphasis	0.010969976866491178
log-sigma-3-0-mm-3D	glszm	ZoneEntropy	3.188721875540864
log-sigma-3-0-mm-3D	glszm	ZonePercentage	0.015037593984962405
log-sigma-3-0-mm-3D	glszm	ZoneVariance	6844.749999999999
log-sigma-3-0-mm-3D	gldm	DependenceEntropy	5.627787028832472
log-sigma-3-0-mm-3D	gldm	DependenceNonUniformity	67.79448621553885
log-sigma-3-0-mm-3D	gldm	DependenceNonUniformityNormalized	0.0849554965107003
log-sigma-3-0-mm-3D	gldm	DependenceVariance	12.142084534644884
log-sigma-3-0-mm-3D	gldm	GrayLevelNonUniformity	194.38095238095238
log-sigma-3-0-mm-3D	gldm	GrayLevelVariance	1.3032471529701444
log-sigma-3-0-mm-3D	gldm	HighGrayLevelEmphasis	15.201754385964913
log-sigma-3-0-mm-3D	gldm	LargeDependenceEmphasis	136.13784461152883
log-sigma-3-0-mm-3D	gldm	LargeDependenceHighGrayLevelEmphasis	1873.0238095238096
log-sigma-3-0-mm-3D	gldm	LargeDependenceLowGrayLevelEmphasis	17.204762167607228
log-sigma-3-0-mm-3D	gldm	LowGrayLevelEmphasis	0.11477580714825612
log-sigma-3-0-mm-3D	gldm	SmallDependenceEmphasis	0.01862978553100006
log-sigma-3-0-mm-3D	gldm	SmallDependenceHighGrayLevelEmphasis	0.4421506769494702
log-sigma-3-0-mm-3D	gldm	SmallDependenceLowGrayLevelEmphasis	0.0013007891100569088
log-sigma-3-0-mm-3D	ngtdm	Busyness	2.206606289649815
log-sigma-3-0-mm-3D	ngtdm	Coarseness	0.016528396475083036
log-sigma-3-0-mm-3D	ngtdm	Complexity	6.544922312943688
log-sigma-3-0-mm-3D	ngtdm	Contrast	0.020551349838371095
log-sigma-3-0-mm-3D	ngtdm	Strength	0.2848707805008525
log-sigma-4-0-mm-3D	firstorder	10Percentile	-68.38067779541015
log-sigma-4-0-mm-3D	firstorder	90Percentile	-12.195304679870597
log-sigma-4-0-mm-3D	firstorder	Energy	54602387.56148665
log-sigma-4-0-mm-3D	firstorder	Entropy	1.8663109082085392
log-sigma-4-0-mm-3D	firstorder	InterquartileRange	30.72749376296997
log-sigma-4-0-mm-3D	firstorder	Kurtosis	2.396982792796794
log-sigma-4-0-mm-3D	firstorder	Maximum	17.472869873046875
log-sigma-4-0-mm-3D	firstorder	MeanAbsoluteDeviation	17.29386476903454
log-sigma-4-0-mm-3D	firstorder	Mean	-39.261444936569475
log-sigma-4-0-mm-3D	firstorder	Median	-37.84411430358887
log-sigma-4-0-mm-3D	firstorder	Minimum	-87.26323699951172
log-sigma-4-0-mm-3D	firstorder	Range	104.7361068725586
log-sigma-4-0-mm-3D	firstorder	RobustMeanAbsoluteDeviation	12.729573150950067
log-sigma-4-0-mm-3D	firstorder	RootMeanSquared	261.5799009160805
log-sigma-4-0-mm-3D	firstorder	Skewness	-0.10372394798060013
log-sigma-4-0-mm-3D	firstorder	TotalEnergy	54602387.56148665
log-sigma-4-0-mm-3D	firstorder	Uniformity	0.3065872701804636
