Image type	Feature Class	Feature Name	1: RTSTRUCT: RTstruct_7_segment_Lt post Cerebllar	1: RTSTRUCT: RTstruct_7_segment_Rt inf Occipital	1: RTSTRUCT: RTstruct_7_segment_Lt inf Temporal	1: RTSTRUCT: RTstruct_7_segment_Lt lat Temporal
square	gldm	DependenceNonUniformity	3.3333333333333335		2.0	13.407407407407407
square	gldm	DependenceNonUniformityNormalized	0.5555555555555556		0.5	0.24828532235939643
square	gldm	DependenceVariance	0.2222222222222222		0.25	1.212620027434842
square	gldm	GrayLevelNonUniformity	2.0		1.5	7.666666666666667
square	gldm	GrayLevelVariance	0.8888888888888888		0.6875	8.277434842249656
square	gldm	HighGrayLevelEmphasis	6.333333333333333		3.75	33.092592592592595
square	gldm	LargeDependenceEmphasis	2.0		2.5	7.37037037037037
square	gldm	LargeDependenceHighGrayLevelEmphasis	10.333333333333334		5.25	175.24074074074073
square	gldm	LargeDependenceLowGrayLevelEmphasis	0.5706018518518519		2.0902777777777777	0.6014187387351067
square	gldm	LowGrayLevelEmphasis	0.32060185185185186		0.5902777777777778	0.09966036052921776
square	gldm	SmallDependenceEmphasis	0.75		0.625	0.3411471193415637
square	gldm	SmallDependenceHighGrayLevelEmphasis	5.333333333333333		3.375	15.52454218106996
square	gldm	SmallDependenceLowGrayLevelEmphasis	0.25810185185185186		0.2152777777777778	0.047875467409501334
square	ngtdm	Busyness	0.39999999999999997		1.5	0.33708256078809595
square	ngtdm	Coarseness	0.46875		0.6666666666666666	0.06881363495764374
square	ngtdm	Complexity	6.633333333333333		3.1111111111111116	159.661311531548
square	ngtdm	Contrast	0.18436213991769546		0.22916666666666666	0.2256184185192871
square	ngtdm	Strength	2.321428571428572		2.125	6.26463763450683
squareroot	firstorder	10Percentile	214.482995923594		244.8853431006482	233.24359331417287
squareroot	firstorder	90Percentile	244.4964515608375		265.3654391640842	314.28193839833557
squareroot	firstorder	Energy	1681044.947542213		1231525.5701276194	17689425.097668387
squareroot	firstorder	Entropy	0.9182958340544889		0.9999999999999993	2.419381945646369
squareroot	firstorder	InterquartileRange	18.988091047768194		17.66374930071177	47.757541112029855
squareroot	firstorder	Kurtosis	1.7031264979942897		1.1291863195192207	2.4958082832927064
squareroot	firstorder	Maximum	248.1004939587538		266.8156341147046	350.22483648910884
squareroot	firstorder	MeanAbsoluteDeviation	10.428790875555398		9.614193195557057	26.701204082710333
squareroot	firstorder	Mean	229.16697735514023		254.78444933478022	271.40066554806737
squareroot	firstorder	Median	228.52148458098912		253.93209484081524	267.7486188422274
squareroot	firstorder	Minimum	212.54242608834258		244.4579735427858	214.97205109734938
squareroot	firstorder	Range	35.55806787041121		22.357660571918814	135.25278539175946
squareroot	firstorder	RobustMeanAbsoluteDeviation	6.7536693457302945		8.049556105154707	18.62009911315336
squareroot	firstorder	RootMeanSquared	529.3148004011433		554.8706088196642	572.3477494086251
squareroot	firstorder	Skewness	0.14718490469318857		0.08229270449354878	0.5094051365923242
squareroot	firstorder	TotalEnergy	2244523.7009083135		1644327.4372094998	17689425.097668387
squareroot	firstorder	Uniformity	0.5555555555555556		0.5	0.2167352537722908
squareroot	firstorder	Variance	156.46800052668024		95.60730820954065	1083.2256643439382
squareroot	glcm	Autocorrelation	2.9166666666666665		2.125	13.66959728494778
squareroot	glcm	JointAverage	1.7291666666666665		1.5	3.6563211573323238
squareroot	glcm	ClusterProminence	0.03414351851851854		0.25	50.196533159942206
squareroot	glcm	ClusterShade	0.018518518518518566		0.0	2.5867256461456796
squareroot	glcm	ClusterTendency	0.11805555555555555		0.25	4.423175263881811
squareroot	glcm	Contrast	0.5416666666666666		0.75	3.2730025028288052
squareroot	glcm	Correlation	-0.20833333333333293		-0.49999999999999956	0.157486377500131
squareroot	glcm	DifferenceAverage	0.5416666666666666		0.75	1.4489373999237525
squareroot	glcm	DifferenceEntropy	0.4795739585136219		-3.203426503814917e-16	1.9469499084830395
squareroot	glcm	DifferenceVariance	0.11805555555555555		0.0	1.0788742710827977
squareroot	glcm	JointEnergy	0.5520833333333334		0.5	0.0604215167498348
squareroot	glcm	JointEntropy	1.0212406251802881		0.9999999999999993	4.337986105793187
squareroot	glcm	Imc1	-0.35627079547757834		-1.0	-0.2326679333849211
squareroot	glcm	Imc2	0.5062399134131655		0.9298734950321936	0.8198775417751185
squareroot	glcm	Idm	0.7291666666666666		0.625	0.45047641854407294
squareroot	glcm	Idmn	0.8916666666666667		0.8500000000000001	0.9424230688807008
squareroot	glcm	Id	0.7291666666666666		0.625	0.5093193672464763
squareroot	glcm	Idn	0.8194444444444444		0.7499999999999999	0.8416755654141407
squareroot	glcm	InverseVariance	0.5416666666666666		0.75	0.46380678070258813
squareroot	glcm	MaximumProbability	0.5833333333333334		0.5	0.11984543007806032
squareroot	glcm	SumEntropy	0.4795739585136219		0.24999999999999958	2.844719685939286
squareroot	glcm	SumSquares	0.16493055555555555		0.25	1.9240444416776539
squareroot	glrlm	GrayLevelNonUniformity	2.4833333333333334		1.75	10.18801999932586
squareroot	glrlm	GrayLevelNonUniformityNormalized	0.518888888888889		0.5	0.2113259716917854
squareroot	glrlm	GrayLevelVariance	0.24055555555555555		0.25	1.9415751952296343
squareroot	glrlm	HighGrayLevelRunEmphasis	2.7		2.5	13.23643763494844
squareroot	glrlm	LongRunEmphasis	1.9		1.75	1.4191225730905377
squareroot	glrlm	LongRunHighGrayLevelEmphasis	6.3		4.375	18.7440023653667
squareroot	glrlm	LongRunLowGrayLevelEmphasis	0.8		1.09375	0.21908133506525573
squareroot	glrlm	LowGrayLevelRunEmphasis	0.575		0.625	0.17339954578822855
squareroot	glrlm	RunEntropy	1.1100559822354623		0.9999999999999993	2.851903845710528
squareroot	glrlm	RunLengthNonUniformity	3.35		3.5	39.68273741937273
squareroot	glrlm	RunLengthNonUniformityNormalized	0.67		1.0	0.8172406425094808
squareroot	glrlm	RunPercentage	0.7916666666666666		0.875	0.8931623931623931
squareroot	glrlm	RunVariance	0.165		0.0	0.1481759467727697
squareroot	glrlm	ShortRunEmphasis	0.775		0.8125	0.9202036942964115
squareroot	glrlm	ShortRunHighGrayLevelEmphasis	1.8		2.03125	12.194605565114735
squareroot	glrlm	ShortRunLowGrayLevelEmphasis	0.51875		0.5078125	0.16441335170188912
squareroot	glszm	GrayLevelNonUniformity	1.6666666666666667		1.0	1.9090909090909092
squareroot	glszm	GrayLevelNonUniformityNormalized	0.5555555555555556		0.5	0.17355371900826447
squareroot	glszm	GrayLevelVariance	0.2222222222222222		0.25	3.867768595041322
squareroot	glszm	HighGrayLevelZoneEmphasis	2.0		2.5	15.181818181818182
squareroot	glszm	LargeAreaEmphasis	6.0		4.0	52.36363636363637
squareroot	glszm	LargeAreaHighGrayLevelEmphasis	22.0		10.0	563.8181818181819
squareroot	glszm	LargeAreaLowGrayLevelEmphasis	2.0		2.5	7.101375489589776
squareroot	glszm	LowGrayLevelZoneEmphasis	0.75		0.625	0.33503710575139145
squareroot	glszm	SizeZoneNonUniformity	1.6666666666666667		2.0	3.909090909090909
squareroot	glszm	SizeZoneNonUniformityNormalized	0.5555555555555556		1.0	0.35537190082644626
squareroot	glszm	SmallAreaEmphasis	0.6875		0.25	0.5593423421061829
squareroot	glszm	SmallAreaHighGrayLevelEmphasis	0.75		0.625	7.4272313314808995
squareroot	glszm	SmallAreaLowGrayLevelEmphasis	0.671875		0.15625	0.2909843486593736
squareroot	glszm	ZoneEntropy	0.9182958340544889		0.9999999999999993	3.0271691184406153
squareroot	glszm	ZonePercentage	0.5		0.5	0.2037037037037037
squareroot	glszm	ZoneVariance	2.0		0.0	28.264462809917354
squareroot	gldm	DependenceEntropy	1.5849625007211552		0.9999999999999993	4.230396411099381
squareroot	gldm	DependenceNonUniformity	2.0		4.0	11.296296296296296
squareroot	gldm	DependenceNonUniformityNormalized	0.3333333333333333		1.0	0.20919067215363513
squareroot	gldm	DependenceVariance	1.5555555555555554		0.0	3.061728395061728
squareroot	gldm	GrayLevelNonUniformity	3.3333333333333335		2.0	11.703703703703704
squareroot	gldm	GrayLevelVariance	0.2222222222222222		0.25	1.8628257887517146
squareroot	gldm	HighGrayLevelEmphasis	3.0		2.5	13.222222222222221
squareroot	gldm	LargeDependenceEmphasis	8.666666666666666		4.0	17.333333333333332
squareroot	gldm	LargeDependenceHighGrayLevelEmphasis	33.666666666666664		10.0	219.74074074074073
squareroot	gldm	LargeDependenceLowGrayLevelEmphasis	2.4166666666666665		2.5	1.9259283404719911
squareroot	gldm	LowGrayLevelEmphasis	0.5		0.625	0.1664118795666415
squareroot	gldm	SmallDependenceEmphasis	0.3912037037037037		0.25	0.18729891030486268
squareroot	gldm	SmallDependenceHighGrayLevelEmphasis	0.5648148148148148		0.625	2.401376973628958
squareroot	gldm	SmallDependenceLowGrayLevelEmphasis	0.3478009259259259		0.15625	0.06980330060865224
squareroot	ngtdm	Busyness	0.8222222222222221		1.3333333333333335	0.5510383149103903
squareroot	ngtdm	Coarseness	0.6081081081081082		0.7499999999999999	0.10337216809636703
squareroot	ngtdm	Complexity	0.548148148148148		0.6666666666666667	18.29535534334222
squareroot	ngtdm	Contrast	0.12839506172839504		0.16666666666666669	0.0876487977883534
squareroot	ngtdm	Strength	0.576923076923077		0.7499999999999999	1.6423442700286974
logarithm	firstorder	10Percentile	267.1196314597471		303.2049481369048	301.86118389359297
logarithm	firstorder	90Percentile	280.95406881736517		312.56992674010223	337.3253121264932
logarithm	firstorder	Energy	1976810.8664323974		1477480.569536744	20703024.906364538
logarithm	firstorder	Entropy	0.9182958340544889		-3.203426503814917e-16	1.3917460118961191
logarithm	firstorder	InterquartileRange	8.784245250716936		8.100055770526978	21.010298421842265
logarithm	firstorder	Kurtosis	1.6869681527356284		1.122005311575668	2.32210034971365
logarithm	firstorder	Maximum	282.5131696091778		313.2099642264736	350.22483648910884
logarithm	firstorder	MeanAbsoluteDeviation	4.80770869498059		4.401395338783061	11.574474198524719
logarithm	firstorder	Mean	273.96457956315174		307.74183974373824	319.022222648793
logarithm	firstorder	Median	273.82003841234297		307.37784550682517	318.25537565306036
logarithm	firstorder	Minimum	266.1641627433485		303.00170373482916	292.1807766679559
logarithm	firstorder	Range	16.349006865829267		10.20826049164441	58.04405982115293
logarithm	firstorder	RobustMeanAbsoluteDeviation	3.1243113260135686		3.6986604317439173	8.185558819087756
logarithm	firstorder	RootMeanSquared	573.9934474702067		607.758292731729	619.1844233488613
logarithm	firstorder	Skewness	0.09229016222992642		0.07553147697010515	0.29122715382358005
logarithm	firstorder	TotalEnergy	2639429.0339516317		1972725.4531803415	20703024.906364538
logarithm	firstorder	Uniformity	0.5555555555555556		1.0	0.44787379972565156
logarithm	firstorder	Variance	33.13914562735648		19.998609082338525	200.83798481016927
logarithm	glcm	Autocorrelation	2.0		1.0	5.60047679523486
logarithm	glcm	JointAverage	1.4583333333333333		1.0	2.361065180782923
logarithm	glcm	ClusterProminence	0.2962962962962965		0.0	1.9618029455503907
logarithm	glcm	ClusterShade	0.14814814814814833		0.0	0.14771845998614122
logarithm	glcm	ClusterTendency	0.22222222222222227		0.0	0.8364080271872982
logarithm	glcm	Contrast	0.75		0.0	0.7445879512194649
logarithm	glcm	Correlation	-0.49999999999999956		1.0	0.052793248130835156
logarithm	glcm	DifferenceAverage	0.75		0.0	0.6193246783755468
logarithm	glcm	DifferenceEntropy	-3.203426503814917e-16		-3.203426503814917e-16	1.189559532664511
logarithm	glcm	DifferenceVariance	0.0		0.0	0.33695674899874195
logarithm	glcm	JointEnergy	0.5138888888888888		1.0	0.21294317118422462
logarithm	glcm	JointEntropy	0.9795739585136218		-3.203426503814917e-16	2.570675794732289
logarithm	glcm	Imc1	-0.9999999999999999		0.0	-0.12689784399048226
logarithm	glcm	Imc2	0.9266212239857328		0.0	0.5013849601332127
logarithm	glcm	Idm	0.625		1.0	0.7028639880966184
logarithm	glcm	Idmn	0.8500000000000001		1.0	0.9584112370961007
logarithm	glcm	Id	0.625		1.0	0.7112148729528796
logarithm	glcm	Idn	0.75		1.0	0.8803105067530214
logarithm	glcm	InverseVariance	0.75		0.0	0.5097193146371186
logarithm	glcm	MaximumProbability	0.5416666666666666		1.0	0.3145202538906013
logarithm	glcm	SumEntropy	0.22957395851362197		-3.203426503814917e-16	1.791381705207397
logarithm	glcm	SumSquares	0.24305555555555555		0.0	0.3952489946016908
logarithm	glrlm	GrayLevelNonUniformity	2.9166666666666665		2.5	17.200872734329128
logarithm	glrlm	GrayLevelNonUniformityNormalized	0.5555555555555556		1.0	0.42178639893310155
logarithm	glrlm	GrayLevelVariance	0.2222222222222222		0.0	0.4608472404901725
logarithm	glrlm	HighGrayLevelRunEmphasis	2.0		1.0	5.33346092047292
logarithm	glrlm	LongRunEmphasis	1.75		3.0	2.2936146877584376
logarithm	glrlm	LongRunHighGrayLevelEmphasis	3.5		3.0	12.61586364787083
logarithm	glrlm	LongRunLowGrayLevelEmphasis	1.3125		3.0	0.5686021114874983
logarithm	glrlm	LowGrayLevelRunEmphasis	0.75		1.0	0.2990904342293331
logarithm	glrlm	RunEntropy	0.9182958340544889		0.4591479170272443	2.3742867373287857
logarithm	glrlm	RunLengthNonUniformity	5.25		1.8333333333333335	25.06761708913263
logarithm	glrlm	RunLengthNonUniformityNormalized	1.0		0.7777777777777778	0.5981959850892153
logarithm	glrlm	RunPercentage	0.875		0.625	0.7521367521367519
logarithm	glrlm	RunVariance	0.0		0.1111111111111111	0.3927623721491911
logarithm	glrlm	ShortRunEmphasis	0.8125		0.5	0.7882821357156485
logarithm	glrlm	ShortRunHighGrayLevelEmphasis	1.625		0.5	4.118748837635935
logarithm	glrlm	ShortRunLowGrayLevelEmphasis	0.609375		0.5	0.2552132621510657
logarithm	glszm	GrayLevelNonUniformity	1.6666666666666667		1.0	2.7142857142857144
logarithm	glszm	GrayLevelNonUniformityNormalized	0.5555555555555556		1.0	0.3877551020408163
logarithm	glszm	GrayLevelVariance	0.2222222222222222		0.0	1.2653061224489797
logarithm	glszm	HighGrayLevelZoneEmphasis	2.0		1.0	4.714285714285714
logarithm	glszm	LargeAreaEmphasis	4.0		16.0	184.0
logarithm	glszm	LargeAreaHighGrayLevelEmphasis	8.0		16.0	917.5714285714286
logarithm	glszm	LargeAreaLowGrayLevelEmphasis	3.0		16.0	41.64384920634921
logarithm	glszm	LowGrayLevelZoneEmphasis	0.75		1.0	0.6319444444444444
logarithm	glszm	SizeZoneNonUniformity	3.0		1.0	2.7142857142857144
logarithm	glszm	SizeZoneNonUniformityNormalized	1.0		1.0	0.3877551020408163
logarithm	glszm	SmallAreaEmphasis	0.25		0.0625	0.6078404017857143
logarithm	glszm	SmallAreaHighGrayLevelEmphasis	0.5		0.0625	2.755580357142857
logarithm	glszm	SmallAreaLowGrayLevelEmphasis	0.1875		0.0625	0.4733111669146825
logarithm	glszm	ZoneEntropy	0.9182958340544889		-3.203426503814917e-16	2.1280852788913927
logarithm	glszm	ZonePercentage	0.5		0.25	0.12962962962962962
logarithm	glszm	ZoneVariance	0.0		0.0	124.48979591836732
logarithm	gldm	DependenceEntropy	0.9182958340544889		-3.203426503814917e-16	4.182004224949619
logarithm	gldm	DependenceNonUniformity	6.0		4.0	5.592592592592593
logarithm	gldm	DependenceNonUniformityNormalized	1.0		1.0	0.10356652949245541
logarithm	gldm	DependenceVariance	0.0		0.0	10.39506172839506
logarithm	gldm	GrayLevelNonUniformity	3.3333333333333335		4.0	24.185185185185187
logarithm	gldm	GrayLevelVariance	0.2222222222222222		0.0	0.4050068587105624
logarithm	gldm	HighGrayLevelEmphasis	2.0		1.0	5.425925925925926
logarithm	gldm	LargeDependenceEmphasis	4.0		16.0	65.81481481481481
logarithm	gldm	LargeDependenceHighGrayLevelEmphasis	8.0		16.0	379.35185185185185
logarithm	gldm	LargeDependenceLowGrayLevelEmphasis	3.0		16.0	13.367412551440328
logarithm	gldm	LowGrayLevelEmphasis	0.75		1.0	0.27481995884773663
logarithm	gldm	SmallDependenceEmphasis	0.25		0.0625	0.10172914332782243
logarithm	gldm	SmallDependenceHighGrayLevelEmphasis	0.5		0.0625	0.4649809578726726
logarithm	gldm	SmallDependenceLowGrayLevelEmphasis	0.1875		0.0625	0.06972988008796657
logarithm	ngtdm	Busyness	0.0		0.0	1.1104142392259677
logarithm	ngtdm	Coarseness	0.43269230769230765		1000000.0	0.10903699620085441
logarithm	ngtdm	Complexity	0.7703703703703705		0.0	2.951560142478479
logarithm	ngtdm	Contrast	0.15802469135802472		0.0	0.0330923926531271
logarithm	ngtdm	Strength	0.4687499999999999		0.0	0.5204372516243654
gradient	firstorder	10Percentile	27.64897632598877		28.040491676330568	54.48425102233887
gradient	firstorder	90Percentile	55.042877197265625		35.92195835113525	110.21848602294922
gradient	firstorder	Energy	698725.2957511259		439652.6281378442	7821448.2508169
gradient	firstorder	Entropy	0.6500224216483536		-3.203426503814917e-16	1.9425807452687875
gradient	firstorder	InterquartileRange	12.393589496612549		3.7800798416137695	28.47245216369629
gradient	firstorder	Kurtosis	2.5747752240401027		2.090159840973079	2.676811147277474
gradient	firstorder	Maximum	64.82145690917969		37.99930191040039	137.49945068359375
gradient	firstorder	MeanAbsoluteDeviation	9.814464886983236		3.245776653289795	19.247809170695493
gradient	firstorder	Mean	41.018540382385254		31.5077486038208	79.86757031193486
gradient	firstorder	Median	40.36376762390137		30.324057579040527	75.90878295898438
gradient	firstorder	Minimum	25.19211196899414		27.383577346801758	35.18932342529297
gradient	firstorder	Range	39.62934494018555		10.615724563598633	102.31012725830078
gradient	firstorder	RobustMeanAbsoluteDeviation	4.814361095428467		0.7507658004760742	13.672400039880452
gradient	firstorder	RootMeanSquared	341.253887829166		331.5315324889339	380.5806540989532
gradient	firstorder	Skewness	0.6783957862427843		0.7828148314011898	0.471153892181153
gradient	firstorder	TotalEnergy	932934.8920922836		587022.2241617015	7821448.2508169
gradient	firstorder	Uniformity	0.7222222222222223		1.0	0.2997256515775034
gradient	firstorder	Variance	160.57107398846196		15.769650087001537	542.2632996942788
gradient	glcm	Autocorrelation	1.2708333333333333		1.0	7.543614172668144
gradient	glcm	JointAverage	1.1354166666666667		1.0	2.6972413113387055
gradient	glcm	ClusterProminence	0.054651331018518524		0.0	13.167401074694663
gradient	glcm	ClusterShade	0.04195601851851853		0.0	1.494897702501874
gradient	glcm	ClusterTendency	0.16493055555555555		0.0	2.231280696144081
gradient	glcm	Contrast	0.2708333333333333		0.0	1.1882056426659404
gradient	glcm	Correlation	0.08095238095238119		1.0	0.2999710717525625
gradient	glcm	DifferenceAverage	0.2708333333333333		0.0	0.8100118309299451
gradient	glcm	DifferenceEntropy	0.6823934896284051		-3.203426503814917e-16	1.4488921719145553
gradient	glcm	DifferenceVariance	0.16493055555555555		0.0	0.4963897798623756
gradient	glcm	JointEnergy	0.6171875		1.0	0.12201780389617835
gradient	glcm	JointEntropy	0.953226822961738		-3.203426503814917e-16	3.3876810915559057
gradient	glcm	Imc1	-0.06827664655247116		0.0	-0.1400191064481424
gradient	glcm	Imc2	0.24862759769381793		0.0	0.6128657864217881
gradient	glcm	Idm	0.8645833333333333		1.0	0.6328134657086271
gradient	glcm	Idmn	0.9458333333333333		1.0	0.9577687328547351
gradient	glcm	Id	0.8645833333333333		1.0	0.654618266832907
gradient	glcm	Idn	0.9097222222222222		1.0	0.8737592056250482
gradient	glcm	InverseVariance	0.2708333333333333		0.0	0.5112800424320793
gradient	glcm	MaximumProbability	0.7291666666666666		1.0	0.23570296614961628
gradient	glcm	SumEntropy	0.6823934896284051		-3.203426503814917e-16	2.455160208399564
gradient	glcm	SumSquares	0.10894097222222221		0.0	0.8548715847025053
gradient	glrlm	GrayLevelNonUniformity	2.5166666666666666		2.5	11.972764610989554
gradient	glrlm	GrayLevelNonUniformityNormalized	0.6213888888888889		1.0	0.2774890226576611
gradient	glrlm	GrayLevelVariance	0.18930555555555556		0.0	1.0288334535838553
gradient	glrlm	HighGrayLevelRunEmphasis	1.775		1.0	8.492528212554445
gradient	glrlm	LongRunEmphasis	2.816666666666667		3.0	1.8747284659603045
gradient	glrlm	LongRunHighGrayLevelEmphasis	3.591666666666667		3.0	14.458145116981182
gradient	glrlm	LongRunLowGrayLevelEmphasis	2.622916666666667		3.0	0.4136976880081183
gradient	glrlm	LowGrayLevelRunEmphasis	0.80625		1.0	0.2294525165786068
gradient	glrlm	RunEntropy	1.4889782737939552		0.4591479170272443	2.752368389680894
gradient	glrlm	RunLengthNonUniformity	2.1		1.8333333333333335	28.594716126551287
gradient	glrlm	RunLengthNonUniformityNormalized	0.5033333333333334		0.7777777777777778	0.6521362119484659
gradient	glrlm	RunPercentage	0.6666666666666666		0.625	0.7991452991452992
gradient	glrlm	RunVariance	0.33166666666666667		0.1111111111111111	0.2542672474536349
gradient	glrlm	ShortRunEmphasis	0.638425925925926		0.5	0.8256477453801817
gradient	glrlm	ShortRunHighGrayLevelEmphasis	1.4134259259259259		0.5	7.251809934359084
gradient	glrlm	ShortRunLowGrayLevelEmphasis	0.4446759259259259		0.5	0.19490987918274733
gradient	glszm	GrayLevelNonUniformity	1.0		1.0	1.3333333333333333
gradient	glszm	GrayLevelNonUniformityNormalized	0.5		1.0	0.2222222222222222
gradient	glszm	GrayLevelVariance	0.25		0.0	2.2222222222222223
gradient	glszm	HighGrayLevelZoneEmphasis	2.5		1.0	9.333333333333334
gradient	glszm	LargeAreaEmphasis	13.0		16.0	144.66666666666666
gradient	glszm	LargeAreaHighGrayLevelEmphasis	14.5		16.0	975.1666666666666
gradient	glszm	LargeAreaLowGrayLevelEmphasis	12.625		16.0	28.94333333333333
gradient	glszm	LowGrayLevelZoneEmphasis	0.625		1.0	0.4106018518518519
gradient	glszm	SizeZoneNonUniformity	1.0		1.0	1.0
gradient	glszm	SizeZoneNonUniformityNormalized	0.5		1.0	0.16666666666666666
gradient	glszm	SmallAreaEmphasis	0.52		0.0625	0.22957431912063295
gradient	glszm	SmallAreaHighGrayLevelEmphasis	2.02		0.0625	1.2614454246306799
gradient	glszm	SmallAreaLowGrayLevelEmphasis	0.145		0.0625	0.18711708801061092
gradient	glszm	ZoneEntropy	0.9999999999999993		-3.203426503814917e-16	2.5849625007211543
gradient	glszm	ZonePercentage	0.3333333333333333		0.25	0.1111111111111111
gradient	glszm	ZoneVariance	4.0		0.0	63.666666666666664
gradient	gldm	DependenceEntropy	1.9182958340544882		-3.203426503814917e-16	4.460144039924689
gradient	gldm	DependenceNonUniformity	1.6666666666666667		4.0	5.703703703703703
gradient	gldm	DependenceNonUniformityNormalized	0.2777777777777778		1.0	0.1056241426611797
gradient	gldm	DependenceVariance	1.8888888888888888		0.0	10.580246913580247
gradient	gldm	GrayLevelNonUniformity	4.333333333333333		4.0	16.185185185185187
gradient	gldm	GrayLevelVariance	0.1388888888888889		0.0	0.9564471879286695
gradient	gldm	HighGrayLevelEmphasis	1.5		1.0	8.166666666666666
gradient	gldm	LargeDependenceEmphasis	15.333333333333334		16.0	49.2962962962963
gradient	gldm	LargeDependenceHighGrayLevelEmphasis	15.833333333333334		16.0	297.05555555555554
gradient	gldm	LargeDependenceLowGrayLevelEmphasis	15.208333333333334		16.0	10.616008230452676
gradient	gldm	LowGrayLevelEmphasis	0.875		1.0	0.2244753086419753
gradient	gldm	SmallDependenceEmphasis	0.21935185185185188		0.0625	0.0729239247454173
gradient	gldm	SmallDependenceHighGrayLevelEmphasis	0.7193518518518518		0.0625	0.576520696882064
gradient	gldm	SmallDependenceLowGrayLevelEmphasis	0.09435185185185185		0.0625	0.03493605623120422
gradient	ngtdm	Busyness	0.7777777777777777		0.0	0.8590486836048729
gradient	ngtdm	Coarseness	1.2857142857142858		1000000.0	0.13205931202315968
gradient	ngtdm	Complexity	0.25925925925925924		0.0	4.957414068543819
gradient	ngtdm	Contrast	0.040123456790123455		0.0	0.0539286218664992
gradient	ngtdm	Strength	1.153846153846154		0.0	1.0035478782201441
log-sigma-1-0-mm-3D	firstorder	10Percentile	-49.23166847229004		-41.85002479553223	-112.14957199096679
log-sigma-1-0-mm-3D	firstorder	90Percentile	-29.483675003051758		-29.875231552124024	-17.76267871856689
log-sigma-1-0-mm-3D	firstorder	Energy	411285.02152850875		278917.33132272726	3256460.048897288
log-sigma-1-0-mm-3D	firstorder	Entropy	0.6500224216483536		-3.203426503814917e-16	2.5019156644298572
log-sigma-1-0-mm-3D	firstorder	InterquartileRange	11.591724395751953		10.0918550491333	57.13242435455322
log-sigma-1-0-mm-3D	firstorder	Kurtosis	1.8037387974204577		1.144892709106259	2.3977089050210805
log-sigma-1-0-mm-3D	firstorder	Maximum	-25.274478912353516		-29.0446834564209	1.7260417938232422
log-sigma-1-0-mm-3D	firstorder	MeanAbsoluteDeviation	7.269576602511935		5.568965911865234	29.94111203362422
log-sigma-1-0-mm-3D	firstorder	Mean	-38.32730356852213		-35.99789619445801	-57.09368170632256
log-sigma-1-0-mm-3D	firstorder	Median	-36.26656723022461		-36.336066246032715	-52.20228958129883
log-sigma-1-0-mm-3D	firstorder	Minimum	-50.60505294799805		-42.2747688293457	-137.57720947265625
log-sigma-1-0-mm-3D	firstorder	Range	25.33057403564453		13.230085372924805	139.3032512664795
log-sigma-1-0-mm-3D	firstorder	RobustMeanAbsoluteDeviation	4.668605804443359		4.522889137268066	21.75664071323109
log-sigma-1-0-mm-3D	firstorder	RootMeanSquared	261.81578177811355		264.0631228147577	245.57038852500142
log-sigma-1-0-mm-3D	firstorder	Skewness	-0.08467048906813832		0.06462423740252252	-0.5936354816217086
log-sigma-1-0-mm-3D	firstorder	TotalEnergy	549145.9225995162		372409.1742241994	3256460.048897288
log-sigma-1-0-mm-3D	firstorder	Uniformity	0.7222222222222223		1.0	0.19478737997256512
log-sigma-1-0-mm-3D	firstorder	Variance	74.90353036442764		32.22201692965064	1301.3362533308223
log-sigma-1-0-mm-3D	glcm	Autocorrelation	3.083333333333333		1.0	15.766877515946991
log-sigma-1-0-mm-3D	glcm	JointAverage	1.7708333333333333		1.0	3.891433516971669
log-sigma-1-0-mm-3D	glcm	ClusterProminence	0.06539351851851852		0.0	84.83088293832952
log-sigma-1-0-mm-3D	glcm	ClusterShade	-0.018518518518518483		0.0	-2.8088211101797502
log-sigma-1-0-mm-3D	glcm	ClusterTendency	0.24305555555555558		0.0	5.962612908806642
log-sigma-1-0-mm-3D	glcm	Contrast	0.4583333333333333		0.0	3.521485550198329
log-sigma-1-0-mm-3D	glcm	Correlation	-0.2999999999999996		1.0	0.26257769790312135
log-sigma-1-0-mm-3D	glcm	DifferenceAverage	0.4583333333333333		0.0	1.4827281132523067
log-sigma-1-0-mm-3D	glcm	DifferenceEntropy	0.9795739585136218		-3.203426503814917e-16	1.9961425381869522
log-sigma-1-0-mm-3D	glcm	DifferenceVariance	0.24305555555555555		0.0	1.2465246006285549
log-sigma-1-0-mm-3D	glcm	JointEnergy	0.40625		1.0	0.04977581099030111
log-sigma-1-0-mm-3D	glcm	JointEntropy	1.4379072918469549		-3.203426503814917e-16	4.519959757939331
log-sigma-1-0-mm-3D	glcm	Imc1	-0.13192000133228385		0.0	-0.22079342371421037
log-sigma-1-0-mm-3D	glcm	Imc2	0.42563158666737644		0.0	0.8127203733060105
log-sigma-1-0-mm-3D	glcm	Idm	0.7708333333333333		1.0	0.452272246786387
log-sigma-1-0-mm-3D	glcm	Idmn	0.9083333333333334		1.0	0.9388260986975118
log-sigma-1-0-mm-3D	glcm	Id	0.7708333333333333		1.0	0.5135031537832406
log-sigma-1-0-mm-3D	glcm	Idn	0.8472222222222222		1.0	0.8398676361792833
log-sigma-1-0-mm-3D	glcm	InverseVariance	0.4583333333333333		0.0	0.42915918547927606
log-sigma-1-0-mm-3D	glcm	MaximumProbability	0.5416666666666666		1.0	0.08561397224083328
