Image type	Feature Class	Feature Name	1: RTSTRUCT: ANON_31_segment_Lt Frontal
gradient	firstorder	MeanAbsoluteDeviation	11.637769776947646
gradient	firstorder	Mean	44.70437962668283
gradient	firstorder	Median	41.13703155517578
gradient	firstorder	Minimum	27.2714786529541
gradient	firstorder	Range	39.475088119506836
gradient	firstorder	RobustMeanAbsoluteDeviation	8.820624542236327
gradient	firstorder	RootMeanSquared	344.9607640654565
gradient	firstorder	Skewness	0.2665912038241421
gradient	firstorder	TotalEnergy	3229645.539788292
gradient	firstorder	Uniformity	0.5408163265306123
gradient	firstorder	Variance	176.81941080730195
gradient	glcm	Autocorrelation	2.0590277777777777
gradient	glcm	JointAverage	1.4185380591630592
gradient	glcm	ClusterProminence	0.6086498842924551
gradient	glcm	ClusterShade	0.14197699455424545
gradient	glcm	ClusterTendency	0.5761374486854736
gradient	glcm	Contrast	0.3931727994227994
gradient	glcm	Correlation	0.1946428571428569
gradient	glcm	DifferenceAverage	0.3931727994227994
gradient	glcm	DifferenceEntropy	0.9036941586091195
gradient	glcm	DifferenceVariance	0.21873671750227486
gradient	glcm	JointEnergy	0.2966081584435886
gradient	glcm	JointEntropy	1.8696543157921293
gradient	glcm	Imc1	-0.08982530238692064
gradient	glcm	Imc2	0.31237992241435397
gradient	glcm	Idm	0.8034136002886002
gradient	glcm	Idmn	0.9213654401154401
gradient	glcm	Id	0.8034136002886002
gradient	glcm	Idn	0.8689424001924002
gradient	glcm	InverseVariance	0.3931727994227994
gradient	glcm	MaximumProbability	0.38487554112554107
gradient	glcm	SumEntropy	1.4764815163693301
gradient	glcm	SumSquares	0.24232756202706823
gradient	glrlm	GrayLevelNonUniformity	4.627272727272727
gradient	glrlm	GrayLevelNonUniformityNormalized	0.5420752984389348
gradient	glrlm	GrayLevelVariance	0.2289623507805326
gradient	glrlm	HighGrayLevelRunEmphasis	2.0727272727272728
gradient	glrlm	LongRunEmphasis	4.198989898989899
gradient	glrlm	LongRunHighGrayLevelEmphasis	8.126262626262626
gradient	glrlm	LongRunLowGrayLevelEmphasis	3.217171717171717
gradient	glrlm	LowGrayLevelRunEmphasis	0.7318181818181818
gradient	glrlm	RunEntropy	1.9573712377149395
gradient	glrlm	RunLengthNonUniformity	4.153535353535354
gradient	glrlm	RunLengthNonUniformityNormalized	0.47687582899704106
gradient	glrlm	RunPercentage	0.6071428571428571
gradient	glrlm	RunVariance	0.624154678094072
gradient	glrlm	ShortRunEmphasis	0.5695364758698092
gradient	glrlm	ShortRunHighGrayLevelEmphasis	1.095294051627385
gradient	glrlm	ShortRunLowGrayLevelEmphasis	0.4380970819304153
gradient	glszm	GrayLevelNonUniformity	1.0
gradient	glszm	GrayLevelNonUniformityNormalized	0.5
gradient	glszm	GrayLevelVariance	0.25
gradient	glszm	HighGrayLevelZoneEmphasis	2.5
gradient	glszm	LargeAreaEmphasis	53.0
gradient	glszm	LargeAreaHighGrayLevelEmphasis	90.5
gradient	glszm	LargeAreaLowGrayLevelEmphasis	43.625
gradient	glszm	LowGrayLevelZoneEmphasis	0.625
gradient	glszm	SizeZoneNonUniformity	1.0
gradient	glszm	SizeZoneNonUniformityNormalized	0.5
gradient	glszm	SmallAreaEmphasis	0.02617283950617284
gradient	glszm	SmallAreaHighGrayLevelEmphasis	0.08617283950617284
gradient	glszm	SmallAreaLowGrayLevelEmphasis	0.01117283950617284
gradient	glszm	ZoneEntropy	0.9999999999999993
gradient	glszm	ZonePercentage	0.14285714285714285
gradient	glszm	ZoneVariance	4.0
gradient	gldm	DependenceEntropy	2.8962915290459255
gradient	gldm	DependenceNonUniformity	3.7142857142857144
gradient	gldm	DependenceNonUniformityNormalized	0.2653061224489796
gradient	gldm	DependenceVariance	1.4081632653061225
gradient	gldm	GrayLevelNonUniformity	7.571428571428571
gradient	gldm	GrayLevelVariance	0.22959183673469388
gradient	gldm	HighGrayLevelEmphasis	2.0714285714285716
gradient	gldm	LargeDependenceEmphasis	18.571428571428573
gradient	gldm	LargeDependenceHighGrayLevelEmphasis	38.07142857142857
gradient	gldm	LargeDependenceLowGrayLevelEmphasis	13.696428571428571
gradient	gldm	LowGrayLevelEmphasis	0.7321428571428571
gradient	gldm	SmallDependenceEmphasis	0.07687439261418852
gradient	gldm	SmallDependenceHighGrayLevelEmphasis	0.14461248785228373
gradient	gldm	SmallDependenceLowGrayLevelEmphasis	0.059939868804664724
gradient	ngtdm	Busyness	17.492857142857154
gradient	ngtdm	Coarseness	0.4001633319722335
gradient	ngtdm	Complexity	0.356997084548105
gradient	ngtdm	Contrast	0.07723344439816744
gradient	ngtdm	Strength	0.4246713852376137
log-sigma-1-0-mm-3D	firstorder	10Percentile	-31.836321449279787
log-sigma-1-0-mm-3D	firstorder	90Percentile	46.86211433410645
log-sigma-1-0-mm-3D	firstorder	Energy	1401178.979874881
log-sigma-1-0-mm-3D	firstorder	Entropy	2.120952031026402
log-sigma-1-0-mm-3D	firstorder	InterquartileRange	48.12415540218353
log-sigma-1-0-mm-3D	firstorder	Kurtosis	1.8678226832248292
log-sigma-1-0-mm-3D	firstorder	Maximum	53.92795944213867
log-sigma-1-0-mm-3D	firstorder	MeanAbsoluteDeviation	25.773900285059092
log-sigma-1-0-mm-3D	firstorder	Mean	14.935137646538871
log-sigma-1-0-mm-3D	firstorder	Median	20.090328216552734
log-sigma-1-0-mm-3D	firstorder	Minimum	-36.31487274169922
log-sigma-1-0-mm-3D	firstorder	Range	90.24283218383789
log-sigma-1-0-mm-3D	firstorder	RobustMeanAbsoluteDeviation	18.294752073287963
log-sigma-1-0-mm-3D	firstorder	RootMeanSquared	316.36089020010957
log-sigma-1-0-mm-3D	firstorder	Skewness	-0.47323961247756974
log-sigma-1-0-mm-3D	firstorder	TotalEnergy	2716320.653967971
log-sigma-1-0-mm-3D	firstorder	Uniformity	0.25510204081632654
log-sigma-1-0-mm-3D	firstorder	Variance	900.0719237613843
log-sigma-1-0-mm-3D	glcm	Autocorrelation	9.463113275613276
log-sigma-1-0-mm-3D	glcm	JointAverage	3.0300099206349205
log-sigma-1-0-mm-3D	glcm	ClusterProminence	18.51994112164395
log-sigma-1-0-mm-3D	glcm	ClusterShade	-1.695346942743515
log-sigma-1-0-mm-3D	glcm	ClusterTendency	2.858020128295426
log-sigma-1-0-mm-3D	glcm	Contrast	1.7471590909090908
log-sigma-1-0-mm-3D	glcm	Correlation	0.21143877274322298
log-sigma-1-0-mm-3D	glcm	DifferenceAverage	1.098349567099567
log-sigma-1-0-mm-3D	glcm	DifferenceEntropy	1.135383643209175
log-sigma-1-0-mm-3D	glcm	DifferenceVariance	0.3359036064494668
log-sigma-1-0-mm-3D	glcm	JointEnergy	0.15122101292116175
log-sigma-1-0-mm-3D	glcm	JointEntropy	2.936065757878568
log-sigma-1-0-mm-3D	glcm	Imc1	-0.49208364778876607
log-sigma-1-0-mm-3D	glcm	Imc2	0.9191598568429193
log-sigma-1-0-mm-3D	glcm	Idm	0.5157061688311688
log-sigma-1-0-mm-3D	glcm	Idmn	0.9391681784240101
log-sigma-1-0-mm-3D	glcm	Id	0.5500315656565657
log-sigma-1-0-mm-3D	glcm	Idn	0.8317518295196867
log-sigma-1-0-mm-3D	glcm	InverseVariance	0.6149666305916306
log-sigma-1-0-mm-3D	glcm	MaximumProbability	0.2241838023088023
log-sigma-1-0-mm-3D	glcm	SumEntropy	2.054978095540907
log-sigma-1-0-mm-3D	glcm	SumSquares	1.1512948048011293
log-sigma-1-0-mm-3D	glrlm	GrayLevelNonUniformity	2.967032967032967
log-sigma-1-0-mm-3D	glrlm	GrayLevelNonUniformityNormalized	0.2443243569617196
log-sigma-1-0-mm-3D	glrlm	GrayLevelVariance	1.4507456828885401
log-sigma-1-0-mm-3D	glrlm	HighGrayLevelRunEmphasis	10.667582417582418
log-sigma-1-0-mm-3D	glrlm	LongRunEmphasis	2.2362637362637363
log-sigma-1-0-mm-3D	glrlm	LongRunHighGrayLevelEmphasis	25.090659340659343
log-sigma-1-0-mm-3D	glrlm	LongRunLowGrayLevelEmphasis	0.447135989010989
log-sigma-1-0-mm-3D	glrlm	LowGrayLevelRunEmphasis	0.24338141025641027
log-sigma-1-0-mm-3D	glrlm	RunEntropy	2.293786729092697
log-sigma-1-0-mm-3D	glrlm	RunLengthNonUniformity	10.538461538461538
log-sigma-1-0-mm-3D	glrlm	RunLengthNonUniformityNormalized	0.8216398985629755
log-sigma-1-0-mm-3D	glrlm	RunPercentage	0.8571428571428572
log-sigma-1-0-mm-3D	glrlm	RunVariance	0.44632290786136936
log-sigma-1-0-mm-3D	glrlm	ShortRunEmphasis	0.8918269230769231
log-sigma-1-0-mm-3D	glrlm	ShortRunHighGrayLevelEmphasis	9.572973901098901
log-sigma-1-0-mm-3D	glrlm	ShortRunLowGrayLevelEmphasis	0.20988138163919415
log-sigma-1-0-mm-3D	glszm	GrayLevelNonUniformity	1.3333333333333333
log-sigma-1-0-mm-3D	glszm	GrayLevelNonUniformityNormalized	0.2222222222222222
log-sigma-1-0-mm-3D	glszm	GrayLevelVariance	1.8055555555555554
log-sigma-1-0-mm-3D	glszm	HighGrayLevelZoneEmphasis	9.833333333333334
log-sigma-1-0-mm-3D	glszm	LargeAreaEmphasis	8.0
log-sigma-1-0-mm-3D	glszm	LargeAreaHighGrayLevelEmphasis	96.83333333333333
log-sigma-1-0-mm-3D	glszm	LargeAreaLowGrayLevelEmphasis	1.3133796296296296
log-sigma-1-0-mm-3D	glszm	LowGrayLevelZoneEmphasis	0.2856018518518519
log-sigma-1-0-mm-3D	glszm	SizeZoneNonUniformity	2.0
log-sigma-1-0-mm-3D	glszm	SizeZoneNonUniformityNormalized	0.3333333333333333
log-sigma-1-0-mm-3D	glszm	SmallAreaEmphasis	0.55875
log-sigma-1-0-mm-3D	glszm	SmallAreaHighGrayLevelEmphasis	5.742083333333333
log-sigma-1-0-mm-3D	glszm	SmallAreaLowGrayLevelEmphasis	0.13324074074074074
log-sigma-1-0-mm-3D	glszm	ZoneEntropy	2.2516291673878213
log-sigma-1-0-mm-3D	glszm	ZonePercentage	0.42857142857142855
log-sigma-1-0-mm-3D	glszm	ZoneVariance	2.5555555555555554
log-sigma-1-0-mm-3D	gldm	DependenceEntropy	2.7534343861887827
log-sigma-1-0-mm-3D	gldm	DependenceNonUniformity	5.0
log-sigma-1-0-mm-3D	gldm	DependenceNonUniformityNormalized	0.35714285714285715
log-sigma-1-0-mm-3D	gldm	DependenceVariance	0.5510204081632654
log-sigma-1-0-mm-3D	gldm	GrayLevelNonUniformity	3.5714285714285716
log-sigma-1-0-mm-3D	gldm	GrayLevelVariance	1.3520408163265305
log-sigma-1-0-mm-3D	gldm	HighGrayLevelEmphasis	10.785714285714286
log-sigma-1-0-mm-3D	gldm	LargeDependenceEmphasis	5.142857142857143
log-sigma-1-0-mm-3D	gldm	LargeDependenceHighGrayLevelEmphasis	59.642857142857146
log-sigma-1-0-mm-3D	gldm	LargeDependenceLowGrayLevelEmphasis	0.9725992063492063
log-sigma-1-0-mm-3D	gldm	LowGrayLevelEmphasis	0.23549603174603176
log-sigma-1-0-mm-3D	gldm	SmallDependenceEmphasis	0.3611111111111111
log-sigma-1-0-mm-3D	gldm	SmallDependenceHighGrayLevelEmphasis	3.8095238095238098
log-sigma-1-0-mm-3D	gldm	SmallDependenceLowGrayLevelEmphasis	0.08373787477954144
log-sigma-1-0-mm-3D	ngtdm	Busyness	0.15340909090909088
log-sigma-1-0-mm-3D	ngtdm	Coarseness	0.5185185185185185
log-sigma-1-0-mm-3D	ngtdm	Complexity	5.592025699168556
log-sigma-1-0-mm-3D	ngtdm	Contrast	0.08756073858114674
log-sigma-1-0-mm-3D	ngtdm	Strength	3.7027310924369745
log-sigma-2-0-mm-3D	firstorder	10Percentile	8.013567161560058
log-sigma-2-0-mm-3D	firstorder	90Percentile	42.36713676452637
log-sigma-2-0-mm-3D	firstorder	Energy	1494169.2848812786
log-sigma-2-0-mm-3D	firstorder	Entropy	0.9402859586706304
log-sigma-2-0-mm-3D	firstorder	InterquartileRange	21.800901174545288
log-sigma-2-0-mm-3D	firstorder	Kurtosis	1.8146663924592257
log-sigma-2-0-mm-3D	firstorder	Maximum	44.17086410522461
log-sigma-2-0-mm-3D	firstorder	MeanAbsoluteDeviation	10.54942183105313
log-sigma-2-0-mm-3D	firstorder	Mean	26.44275709560939
log-sigma-2-0-mm-3D	firstorder	Median	28.530095100402832
log-sigma-2-0-mm-3D	firstorder	Minimum	6.167663097381592
log-sigma-2-0-mm-3D	firstorder	Range	38.00320100784302
log-sigma-2-0-mm-3D	firstorder	RobustMeanAbsoluteDeviation	7.204445953369141
log-sigma-2-0-mm-3D	firstorder	RootMeanSquared	326.6900327397821
log-sigma-2-0-mm-3D	firstorder	Skewness	-0.283812811588667
log-sigma-2-0-mm-3D	firstorder	TotalEnergy	2896591.3329716013
log-sigma-2-0-mm-3D	firstorder	Uniformity	0.5408163265306123
log-sigma-2-0-mm-3D	firstorder	Variance	161.50383133685838
log-sigma-2-0-mm-3D	glcm	Autocorrelation	2.8819444444444446
log-sigma-2-0-mm-3D	glcm	JointAverage	1.6875676406926408
log-sigma-2-0-mm-3D	glcm	ClusterProminence	0.5571381514112042
log-sigma-2-0-mm-3D	glcm	ClusterShade	-0.23846169830536235
log-sigma-2-0-mm-3D	glcm	ClusterTendency	0.4965727983686588
log-sigma-2-0-mm-3D	glcm	Contrast	0.36151695526695526
log-sigma-2-0-mm-3D	glcm	Correlation	0.15898268398268378
log-sigma-2-0-mm-3D	glcm	DifferenceAverage	0.36151695526695526
log-sigma-2-0-mm-3D	glcm	DifferenceEntropy	0.8120319045628323
log-sigma-2-0-mm-3D	glcm	DifferenceVariance	0.19200371024978707
log-sigma-2-0-mm-3D	glcm	JointEnergy	0.37895141293240586
log-sigma-2-0-mm-3D	glcm	JointEntropy	1.603025768205045
log-sigma-2-0-mm-3D	glcm	Imc1	-0.2083100281836643
log-sigma-2-0-mm-3D	glcm	Imc2	0.4279061803937755
log-sigma-2-0-mm-3D	glcm	Idm	0.8192415223665223
log-sigma-2-0-mm-3D	glcm	Idmn	0.9276966089466089
log-sigma-2-0-mm-3D	glcm	Id	0.8192415223665223
log-sigma-2-0-mm-3D	glcm	Idn	0.8794943482443482
log-sigma-2-0-mm-3D	glcm	InverseVariance	0.36151695526695526
log-sigma-2-0-mm-3D	glcm	MaximumProbability	0.5068091630591631
log-sigma-2-0-mm-3D	glcm	SumEntropy	1.24150881293809
log-sigma-2-0-mm-3D	glcm	SumSquares	0.2145224384089035
log-sigma-2-0-mm-3D	glrlm	GrayLevelNonUniformity	4.1641414141414135
log-sigma-2-0-mm-3D	glrlm	GrayLevelNonUniformityNormalized	0.5041194776043261
log-sigma-2-0-mm-3D	glrlm	GrayLevelVariance	0.24794026119783694
log-sigma-2-0-mm-3D	glrlm	HighGrayLevelRunEmphasis	2.617424242424242
log-sigma-2-0-mm-3D	glrlm	LongRunEmphasis	5.412878787878788
log-sigma-2-0-mm-3D	glrlm	LongRunHighGrayLevelEmphasis	16.956439393939394
log-sigma-2-0-mm-3D	glrlm	LongRunLowGrayLevelEmphasis	2.5269886363636362
log-sigma-2-0-mm-3D	glrlm	LowGrayLevelRunEmphasis	0.5956439393939394
log-sigma-2-0-mm-3D	glrlm	RunEntropy	1.7612288287227267
log-sigma-2-0-mm-3D	glrlm	RunLengthNonUniformity	4.311868686868687
log-sigma-2-0-mm-3D	glrlm	RunLengthNonUniformityNormalized	0.49766286603407817
log-sigma-2-0-mm-3D	glrlm	RunPercentage	0.5892857142857143
log-sigma-2-0-mm-3D	glrlm	RunVariance	0.7355435669829609
log-sigma-2-0-mm-3D	glrlm	ShortRunEmphasis	0.563342803030303
log-sigma-2-0-mm-3D	glrlm	ShortRunHighGrayLevelEmphasis	1.1715767045454546
log-sigma-2-0-mm-3D	glrlm	ShortRunLowGrayLevelEmphasis	0.4112843276515152
log-sigma-2-0-mm-3D	glszm	GrayLevelNonUniformity	1.0
log-sigma-2-0-mm-3D	glszm	GrayLevelNonUniformityNormalized	0.5
log-sigma-2-0-mm-3D	glszm	GrayLevelVariance	0.25
log-sigma-2-0-mm-3D	glszm	HighGrayLevelZoneEmphasis	2.5
log-sigma-2-0-mm-3D	glszm	LargeAreaEmphasis	53.0
log-sigma-2-0-mm-3D	glszm	LargeAreaHighGrayLevelEmphasis	174.5
log-sigma-2-0-mm-3D	glszm	LargeAreaLowGrayLevelEmphasis	22.625
log-sigma-2-0-mm-3D	glszm	LowGrayLevelZoneEmphasis	0.625
log-sigma-2-0-mm-3D	glszm	SizeZoneNonUniformity	1.0
log-sigma-2-0-mm-3D	glszm	SizeZoneNonUniformityNormalized	0.5
log-sigma-2-0-mm-3D	glszm	SmallAreaEmphasis	0.02617283950617284
log-sigma-2-0-mm-3D	glszm	SmallAreaHighGrayLevelEmphasis	0.04469135802469136
log-sigma-2-0-mm-3D	glszm	SmallAreaLowGrayLevelEmphasis	0.02154320987654321
log-sigma-2-0-mm-3D	glszm	ZoneEntropy	0.9999999999999993
log-sigma-2-0-mm-3D	glszm	ZonePercentage	0.14285714285714285
log-sigma-2-0-mm-3D	glszm	ZoneVariance	4.0
log-sigma-2-0-mm-3D	gldm	DependenceEntropy	2.61057724333164
log-sigma-2-0-mm-3D	gldm	DependenceNonUniformity	3.2857142857142856
log-sigma-2-0-mm-3D	gldm	DependenceNonUniformityNormalized	0.23469387755102042
log-sigma-2-0-mm-3D	gldm	DependenceVariance	1.7755102040816326
log-sigma-2-0-mm-3D	gldm	GrayLevelNonUniformity	7.571428571428571
log-sigma-2-0-mm-3D	gldm	GrayLevelVariance	0.22959183673469388
log-sigma-2-0-mm-3D	gldm	HighGrayLevelEmphasis	2.9285714285714284
log-sigma-2-0-mm-3D	gldm	LargeDependenceEmphasis	20.142857142857142
log-sigma-2-0-mm-3D	gldm	LargeDependenceHighGrayLevelEmphasis	70.5
log-sigma-2-0-mm-3D	gldm	LargeDependenceLowGrayLevelEmphasis	7.553571428571429
log-sigma-2-0-mm-3D	gldm	LowGrayLevelEmphasis	0.5178571428571429
log-sigma-2-0-mm-3D	gldm	SmallDependenceEmphasis	0.0766468253968254
log-sigma-2-0-mm-3D	gldm	SmallDependenceHighGrayLevelEmphasis	0.16819444444444445
log-sigma-2-0-mm-3D	gldm	SmallDependenceLowGrayLevelEmphasis	0.05375992063492063
log-sigma-2-0-mm-3D	ngtdm	Busyness	1.1889652014652015
log-sigma-2-0-mm-3D	ngtdm	Coarseness	0.45288250471752606
log-sigma-2-0-mm-3D	ngtdm	Complexity	0.31543974732750246
log-sigma-2-0-mm-3D	ngtdm	Contrast	0.07588634943773429
log-sigma-2-0-mm-3D	ngtdm	Strength	0.43220993053768975
log-sigma-3-0-mm-3D	firstorder	10Percentile	19.44145965576172
log-sigma-3-0-mm-3D	firstorder	90Percentile	28.973300170898437
log-sigma-3-0-mm-3D	firstorder	Energy	1468374.1619831587
log-sigma-3-0-mm-3D	firstorder	Entropy	0.9852281360342509
log-sigma-3-0-mm-3D	firstorder	InterquartileRange	6.237319469451904
log-sigma-3-0-mm-3D	firstorder	Kurtosis	2.0482444264884405
log-sigma-3-0-mm-3D	firstorder	Maximum	30.537349700927734
log-sigma-3-0-mm-3D	firstorder	MeanAbsoluteDeviation	3.6069981030055454
log-sigma-3-0-mm-3D	firstorder	Mean	23.83142478125436
log-sigma-3-0-mm-3D	firstorder	Median	23.825862884521484
log-sigma-3-0-mm-3D	firstorder	Minimum	15.886624336242676
log-sigma-3-0-mm-3D	firstorder	Range	14.650725364685059
log-sigma-3-0-mm-3D	firstorder	RobustMeanAbsoluteDeviation	2.5991695404052733
log-sigma-3-0-mm-3D	firstorder	RootMeanSquared	323.8577908790875
log-sigma-3-0-mm-3D	firstorder	Skewness	-0.10957734514887178
log-sigma-3-0-mm-3D	firstorder	TotalEnergy	2846584.998230509
log-sigma-3-0-mm-3D	firstorder	Uniformity	0.510204081632653
log-sigma-3-0-mm-3D	firstorder	Variance	17.077037225567885
log-sigma-3-0-mm-3D	glcm	Autocorrelation	2.397862554112554
log-sigma-3-0-mm-3D	glcm	JointAverage	1.544845779220779
log-sigma-3-0-mm-3D	glcm	ClusterProminence	0.5116035069385728
log-sigma-3-0-mm-3D	glcm	ClusterShade	-0.03196154280947366
log-sigma-3-0-mm-3D	glcm	ClusterTendency	0.515576026381627
log-sigma-3-0-mm-3D	glcm	Contrast	0.47334956709956705
log-sigma-3-0-mm-3D	glcm	Correlation	0.04087301587301585
log-sigma-3-0-mm-3D	glcm	DifferenceAverage	0.47334956709956705
log-sigma-3-0-mm-3D	glcm	DifferenceEntropy	0.9509045694035858
log-sigma-3-0-mm-3D	glcm	DifferenceVariance	0.2332250350208954
log-sigma-3-0-mm-3D	glcm	JointEnergy	0.2723121682385075
log-sigma-3-0-mm-3D	glcm	JointEntropy	1.9321407167990394
log-sigma-3-0-mm-3D	glcm	Imc1	-0.05214498662107942
log-sigma-3-0-mm-3D	glcm	Imc2	0.3050062314133233
log-sigma-3-0-mm-3D	glcm	Idm	0.7633252164502164
log-sigma-3-0-mm-3D	glcm	Idmn	0.9053300865800866
log-sigma-3-0-mm-3D	glcm	Id	0.7633252164502164
log-sigma-3-0-mm-3D	glcm	Idn	0.842216810966811
log-sigma-3-0-mm-3D	glcm	InverseVariance	0.47334956709956705
log-sigma-3-0-mm-3D	glcm	MaximumProbability	0.32379599567099565
log-sigma-3-0-mm-3D	glcm	SumEntropy	1.4587911496994725
log-sigma-3-0-mm-3D	glcm	SumSquares	0.2472313983702985
log-sigma-3-0-mm-3D	glrlm	GrayLevelNonUniformity	5.052759740259741
log-sigma-3-0-mm-3D	glrlm	GrayLevelNonUniformityNormalized	0.5493667249957834
log-sigma-3-0-mm-3D	glrlm	GrayLevelVariance	0.22531663750210829
log-sigma-3-0-mm-3D	glrlm	HighGrayLevelRunEmphasis	2.04099025974026
log-sigma-3-0-mm-3D	glrlm	LongRunEmphasis	3.1412337662337664
log-sigma-3-0-mm-3D	glrlm	LongRunHighGrayLevelEmphasis	7.558441558441559
log-sigma-3-0-mm-3D	glrlm	LongRunLowGrayLevelEmphasis	2.0369318181818183
log-sigma-3-0-mm-3D	glrlm	LowGrayLevelRunEmphasis	0.7397524350649352
log-sigma-3-0-mm-3D	glrlm	RunEntropy	1.640423259062841
log-sigma-3-0-mm-3D	glrlm	RunLengthNonUniformity	4.880681818181818
log-sigma-3-0-mm-3D	glrlm	RunLengthNonUniformityNormalized	0.5103582497048407
log-sigma-3-0-mm-3D	glrlm	RunPercentage	0.6607142857142856
log-sigma-3-0-mm-3D	glrlm	RunVariance	0.5656914108618654
log-sigma-3-0-mm-3D	glrlm	ShortRunEmphasis	0.6792252886002886
log-sigma-3-0-mm-3D	glrlm	ShortRunHighGrayLevelEmphasis	1.1142564033189033
log-sigma-3-0-mm-3D	glrlm	ShortRunLowGrayLevelEmphasis	0.5704675099206349
log-sigma-3-0-mm-3D	glszm	GrayLevelNonUniformity	1.0
log-sigma-3-0-mm-3D	glszm	GrayLevelNonUniformityNormalized	0.5
log-sigma-3-0-mm-3D	glszm	GrayLevelVariance	0.25
log-sigma-3-0-mm-3D	glszm	HighGrayLevelZoneEmphasis	2.5
log-sigma-3-0-mm-3D	glszm	LargeAreaEmphasis	50.0
log-sigma-3-0-mm-3D	glszm	LargeAreaHighGrayLevelEmphasis	104.0
log-sigma-3-0-mm-3D	glszm	LargeAreaLowGrayLevelEmphasis	36.5
log-sigma-3-0-mm-3D	glszm	LowGrayLevelZoneEmphasis	0.625
log-sigma-3-0-mm-3D	glszm	SizeZoneNonUniformity	1.0
log-sigma-3-0-mm-3D	glszm	SizeZoneNonUniformityNormalized	0.5
log-sigma-3-0-mm-3D	glszm	SmallAreaEmphasis	0.021701388888888888
log-sigma-3-0-mm-3D	glszm	SmallAreaHighGrayLevelEmphasis	0.06336805555555555
log-sigma-3-0-mm-3D	glszm	SmallAreaLowGrayLevelEmphasis	0.011284722222222222
log-sigma-3-0-mm-3D	glszm	ZoneEntropy	0.9999999999999993
log-sigma-3-0-mm-3D	glszm	ZonePercentage	0.14285714285714285
log-sigma-3-0-mm-3D	glszm	ZoneVariance	1.0
log-sigma-3-0-mm-3D	gldm	DependenceEntropy	2.2359263506290312
log-sigma-3-0-mm-3D	gldm	DependenceNonUniformity	4.285714285714286
log-sigma-3-0-mm-3D	gldm	DependenceNonUniformityNormalized	0.30612244897959184
log-sigma-3-0-mm-3D	gldm	DependenceVariance	1.3469387755102038
log-sigma-3-0-mm-3D	gldm	GrayLevelNonUniformity	7.142857142857143
log-sigma-3-0-mm-3D	gldm	GrayLevelVariance	0.24489795918367346
log-sigma-3-0-mm-3D	gldm	HighGrayLevelEmphasis	2.2857142857142856
log-sigma-3-0-mm-3D	gldm	LargeDependenceEmphasis	15.142857142857142
log-sigma-3-0-mm-3D	gldm	LargeDependenceHighGrayLevelEmphasis	44.285714285714285
log-sigma-3-0-mm-3D	gldm	LargeDependenceLowGrayLevelEmphasis	7.857142857142857
log-sigma-3-0-mm-3D	gldm	LowGrayLevelEmphasis	0.6785714285714286
log-sigma-3-0-mm-3D	gldm	SmallDependenceEmphasis	0.09821428571428571
log-sigma-3-0-mm-3D	gldm	SmallDependenceHighGrayLevelEmphasis	0.16369047619047622
log-sigma-3-0-mm-3D	gldm	SmallDependenceLowGrayLevelEmphasis	0.0818452380952381
log-sigma-3-0-mm-3D	ngtdm	Busyness	5.845238095238095
log-sigma-3-0-mm-3D	ngtdm	Coarseness	0.2993890020366599
log-sigma-3-0-mm-3D	ngtdm	Complexity	0.47716229348882405
log-sigma-3-0-mm-3D	ngtdm	Contrast	0.11261974177426069
log-sigma-3-0-mm-3D	ngtdm	Strength	0.31065088757396453
log-sigma-4-0-mm-3D	firstorder	10Percentile	13.795714569091796
log-sigma-4-0-mm-3D	firstorder	90Percentile	18.899564361572267
log-sigma-4-0-mm-3D	firstorder	Energy	1405060.733968612
log-sigma-4-0-mm-3D	firstorder	Entropy	-3.203426503814917e-16
log-sigma-4-0-mm-3D	firstorder	InterquartileRange	2.1300017833709717
log-sigma-4-0-mm-3D	firstorder	Kurtosis	3.5770966688152135
log-sigma-4-0-mm-3D	firstorder	Maximum	19.299156188964844
log-sigma-4-0-mm-3D	firstorder	MeanAbsoluteDeviation	1.63731016431536
log-sigma-4-0-mm-3D	firstorder	Mean	16.791584968566895
log-sigma-4-0-mm-3D	firstorder	Median	17.49437713623047
log-sigma-4-0-mm-3D	firstorder	Minimum	11.555075645446777
log-sigma-4-0-mm-3D	firstorder	Range	7.744080543518066
log-sigma-4-0-mm-3D	firstorder	RobustMeanAbsoluteDeviation	0.8238854598999026
log-sigma-4-0-mm-3D	firstorder	RootMeanSquared	316.79880207752996
log-sigma-4-0-mm-3D	firstorder	Skewness	-1.1863357853493188
log-sigma-4-0-mm-3D	firstorder	TotalEnergy	2723845.808833888
log-sigma-4-0-mm-3D	firstorder	Uniformity	1.0
log-sigma-4-0-mm-3D	firstorder	Variance	4.572690861250262
log-sigma-4-0-mm-3D	glcm	Autocorrelation	1.0
log-sigma-4-0-mm-3D	glcm	JointAverage	1.0
log-sigma-4-0-mm-3D	glcm	ClusterProminence	0.0
log-sigma-4-0-mm-3D	glcm	ClusterShade	0.0
log-sigma-4-0-mm-3D	glcm	ClusterTendency	0.0
log-sigma-4-0-mm-3D	glcm	Contrast	0.0
log-sigma-4-0-mm-3D	glcm	Correlation	1.0
log-sigma-4-0-mm-3D	glcm	DifferenceAverage	0.0
log-sigma-4-0-mm-3D	glcm	DifferenceEntropy	-3.203426503814917e-16
log-sigma-4-0-mm-3D	glcm	DifferenceVariance	0.0
log-sigma-4-0-mm-3D	glcm	JointEnergy	1.0
