Image type	Feature Class	Feature Name	1: RTSTRUCT: ANON_34_segment_Lt Occipital Inf	1: RTSTRUCT: ANON_34_segment_Rt Parietal	1: RTSTRUCT: ANON_34_segment_Lt Para median	1: RTSTRUCT: ANON_34_segment_Lt Frontal Cavity	1: RTSTRUCT: ANON_34_segment_L superior parietal	1: RTSTRUCT: ANON_34_segment_L occipital1	1: RTSTRUCT: ANON_34_segment_L occipital2	1: RTSTRUCT: ANON_34_segment_L occipital3
log-sigma-3-0-mm-3D	glcm	Contrast	0.42311350173471673	0.0914295509283476	0.47138060238966245	0.28295017968936254	0.1611111111111111	0.1270848872093216	0.15170940170940173	0.0
log-sigma-3-0-mm-3D	glcm	Correlation	0.2380764034918457	0.5431153205362809	0.7324359577968432	0.7880663644160089	0.589484126984127	0.20867350799303963	0.46153846153846156	1.0
log-sigma-3-0-mm-3D	glcm	DifferenceAverage	0.42311350173471673	0.0914295509283476	0.4461282157080894	0.28030400662118676	0.1611111111111111	0.1270848872093216	0.15170940170940173	0.0
log-sigma-3-0-mm-3D	glcm	DifferenceEntropy	0.846494203302892	0.4223468804547982	1.0080676664578392	0.8555579630931712	0.21759787694970964	0.4993254717868725	0.4393937801825718	-3.2034265038149176e-16
log-sigma-3-0-mm-3D	glcm	DifferenceVariance	0.20280561338829273	0.0807959076743441	0.25405991968035263	0.20156620236035583	0.05185185185185185	0.10384206473549909	0.10250474833808167	0.0
log-sigma-3-0-mm-3D	glcm	JointEnergy	0.33626143489370514	0.7140538233422433	0.18148991896894284	0.20053528376942686	0.8216666666666667	0.7426063480044864	0.7580870132953467	1.0
log-sigma-3-0-mm-3D	glcm	JointEntropy	1.9674742922291872	0.8596719618724152	3.0389043916653002	2.7974006237622935	0.4327941963580962	0.7484181361697305	0.7428125836013747	-3.2034265038149176e-16
log-sigma-3-0-mm-3D	glcm	Imc1	-0.2500785954980866	-0.3333517496423897	-0.3415579066338392	-0.40205462680493564	-0.11607618159468709	-0.1888637322637713	-0.02688009064623558	0.0
log-sigma-3-0-mm-3D	glcm	Imc2	0.6053763792497071	0.4995857450047143	0.8299424325229047	0.864507746741714	0.18052112311238055	0.2966413936818787	0.13777271560447124	0.0
log-sigma-3-0-mm-3D	glcm	Idm	0.7884432491326417	0.9542852245358263	0.7794611308141126	0.8601126139962242	0.9194444444444446	0.9364575563953392	0.9241452991452992	1.0
log-sigma-3-0-mm-3D	glcm	Idmn	0.9576886498265285	0.9817140898143304	0.9820709242052905	0.9923634255748884	0.9677777777777777	0.9745830225581357	0.9848290598290599	1.0
log-sigma-3-0-mm-3D	glcm	Id	0.7884432491326417	0.9542852245358263	0.7811446232595508	0.8602890255341026	0.9194444444444446	0.9364575563953392	0.9241452991452992	1.0
log-sigma-3-0-mm-3D	glcm	Idn	0.8942216245663208	0.9695234830238841	0.9262465446839273	0.9600038235731907	0.9462962962962963	0.9576383709302262	0.9620726495726496	1.0
log-sigma-3-0-mm-3D	glcm	InverseVariance	0.42311350173471673	0.0914295509283476	0.424032377361713	0.27798860518653307	0.1611111111111111	0.1270848872093216	0.15170940170940173	0.0
log-sigma-3-0-mm-3D	glcm	MaximumProbability	0.5115129305332249	0.8380125484572787	0.3622287109682213	0.3268150547066076	0.8638888888888888	0.8515499395024282	0.8482905982905984	1.0
log-sigma-3-0-mm-3D	glcm	SumEntropy	1.5443607904944712	0.7682424109440681	2.5706252926319624	2.5058121171370513	0.2716830852469851	0.621333248960409	0.5911031818919735	-3.2034265038149176e-16
log-sigma-3-0-mm-3D	glcm	SumSquares	0.27627447698717666	0.10257513449170623	0.9085590186336312	0.6678905303848759	0.06324074074074075	0.07677579363000722	0.07585470085470086	0.0
log-sigma-3-0-mm-3D	glrlm	GrayLevelNonUniformity	30.088115202322932	34.23667916631922	30.456020227339952	1736.326138099072	6.989688552188551	19.240942201235534	8.743331668331669	7.3076923076923075
log-sigma-3-0-mm-3D	glrlm	GrayLevelNonUniformityNormalized	0.4154592462648867	0.6509530968463706	0.28337501869765025	0.31873807672372945	0.6932960178383158	0.7554232834440346	0.7043367468570391	1.0
log-sigma-3-0-mm-3D	glrlm	GrayLevelVariance	0.43464217335090677	0.17452345157681468	1.170724269357489	0.7810074170755996	0.15335199108084208	0.12228835827798276	0.17085414585414588	0.0
log-sigma-3-0-mm-3D	glrlm	HighGrayLevelRunEmphasis	4.697098531192598	1.6850115023272	8.49421863488183	13.193873968465807	3.429608585858586	1.4303310441595798	4.170854145854146	1.0
log-sigma-3-0-mm-3D	glrlm	LongRunEmphasis	5.51004116971591	7.746180695365106	3.332216136775588	16.517086187326676	1.7029040404040403	3.977189323869261	2.797677322677323	2.3441391941391947
log-sigma-3-0-mm-3D	glrlm	LongRunHighGrayLevelEmphasis	23.36576624026953	9.649826931391548	23.46058956891808	208.7363167916656	6.147474747474747	4.613585088967703	11.361563436563436	2.3441391941391947
log-sigma-3-0-mm-3D	glrlm	LongRunLowGrayLevelEmphasis	1.6940839461546888	7.270269136358494	0.8244596928746292	1.6335133135072608	0.5917613636363636	3.8180903825946495	0.7516247641247641	2.3441391941391947
log-sigma-3-0-mm-3D	glrlm	LowGrayLevelRunEmphasis	0.3556547575200964	0.8287471244181996	0.23784898751442746	0.10714810926793586	0.3925978535353536	0.8924172389601049	0.30220543345543344	1.0
log-sigma-3-0-mm-3D	glrlm	RunEntropy	2.398468931447104	2.489211946260537	3.2590745136086787	4.459569729871745	1.2401393880646439	1.8169599653456556	1.5988436924769223	0.9099820171804786
log-sigma-3-0-mm-3D	glrlm	RunLengthNonUniformity	38.4202097319388	15.338496220960208	52.864396226521954	1241.4791921870708	7.576473063973065	11.389610287432074	6.725974025974026	4.422466422466422
log-sigma-3-0-mm-3D	glrlm	RunLengthNonUniformityNormalized	0.4806601807074256	0.28031977222651466	0.47124373672112	0.22019024294068673	0.739242243563582	0.43313518856215905	0.5298172120087704	0.5858543132352657
log-sigma-3-0-mm-3D	glrlm	RunPercentage	0.6417186417186417	0.4352564102564103	0.6492122335495829	0.3461489497135582	0.8402777777777778	0.6025641025641026	0.6794871794871795	0.730769230769231
log-sigma-3-0-mm-3D	glrlm	RunVariance	1.1240052664200246	1.4148444247743446	0.6871301477043745	7.105177325532556	0.238253749617386	0.7265562518340833	0.31124524014946087	0.25322668953621336
log-sigma-3-0-mm-3D	glrlm	ShortRunEmphasis	0.6375499763366486	0.39036774852837997	0.6814760296513124	0.4402771660000314	0.8711489898989898	0.5823836985928047	0.6531447718947719	0.7152472527472528
log-sigma-3-0-mm-3D	glrlm	ShortRunHighGrayLevelEmphasis	3.1221824394975686	0.8626912557854672	6.323513417761736	6.328031697959829	2.9376420454545458	0.9611985625176689	2.7834332334332337	0.7152472527472528
log-sigma-3-0-mm-3D	glrlm	ShortRunLowGrayLevelEmphasis	0.24303246219557004	0.27228687171410804	0.15503240151409156	0.045018375045584556	0.35452572601010096	0.4876799826115886	0.21549162642912645	0.7152472527472528
log-sigma-3-0-mm-3D	glszm	GrayLevelNonUniformity	2.2	1.0	1.5714285714285714	29.865671641791046	1.0	1.0	1.0	1.0
log-sigma-3-0-mm-3D	glszm	GrayLevelNonUniformityNormalized	0.44	0.5	0.22448979591836735	0.44575629316106036	0.5	0.5	0.3333333333333333	1.0
log-sigma-3-0-mm-3D	glszm	GrayLevelVariance	0.64	0.25	1.551020408163265	1.7415905546892403	0.25	0.25	0.6666666666666666	0.0
log-sigma-3-0-mm-3D	glszm	HighGrayLevelZoneEmphasis	6.4	2.5	11.428571428571429	19.83582089552239	2.5	2.5	4.666666666666667	1.0
log-sigma-3-0-mm-3D	glszm	LargeAreaEmphasis	1206.6	5449.0	1268.0	1194760.0298507463	52.0	730.0	86.0	100.0
log-sigma-3-0-mm-3D	glszm	LargeAreaHighGrayLevelEmphasis	4824.8	5882.5	7004.285714285715	14707121.373134328	202.0	754.0	344.6666666666667	100.0
log-sigma-3-0-mm-3D	glszm	LargeAreaLowGrayLevelEmphasis	335.8277777777778	5340.625	295.71373015873013	106893.60221393035	14.5	724.0	21.703703703703706	100.0
log-sigma-3-0-mm-3D	glszm	LowGrayLevelZoneEmphasis	0.31666666666666665	0.625	0.2338888888888889	0.12683250414593697	0.625	0.625	0.4537037037037037	1.0
log-sigma-3-0-mm-3D	glszm	SizeZoneNonUniformity	1.0	1.0	1.2857142857142858	8.044776119402986	1.0	1.0	1.6666666666666667	1.0
log-sigma-3-0-mm-3D	glszm	SizeZoneNonUniformityNormalized	0.2	0.5	0.1836734693877551	0.12007128536422365	0.5	0.5	0.5555555555555556	1.0
log-sigma-3-0-mm-3D	glszm	SmallAreaEmphasis	0.02087236111111111	0.0017772336016850614	0.2880446965812224	0.30213353116002145	0.13	0.03159626038781163	0.66796875	0.01
log-sigma-3-0-mm-3D	glszm	SmallAreaHighGrayLevelEmphasis	0.18142347222222222	0.0069675450203701824	3.605798359641098	6.187800560441861	0.145	0.12534626038781163	3.3385416666666665	0.01
log-sigma-3-0-mm-3D	glszm	SmallAreaLowGrayLevelEmphasis	0.003018533950617284	0.0004796557470137812	0.025616774897992554	0.0201738237698254	0.12625	0.008158760387811635	0.3706958912037037	0.01
log-sigma-3-0-mm-3D	glszm	ZoneEntropy	2.321928094887361	0.9999999999999993	2.807354922057602	4.549110731793818	0.9999999999999993	0.9999999999999993	1.5849625007211552	-3.203426503814917e-16
log-sigma-3-0-mm-3D	glszm	ZonePercentage	0.04504504504504504	0.016666666666666666	0.04216867469879518	0.00426479949077021	0.16666666666666666	0.047619047619047616	0.16666666666666666	0.1
log-sigma-3-0-mm-3D	glszm	ZoneVariance	713.76	1849.0	705.6326530612245	1139780.279349521	16.0	289.0	49.99999999999999	0.0
log-sigma-3-0-mm-3D	gldm	DependenceEntropy	4.301657246922659	4.5016944499535105	5.219460580543374	6.054612777388659	2.855388542207531	3.5128960663609576	2.16992500144231	2.321928094887361
log-sigma-3-0-mm-3D	gldm	DependenceNonUniformity	8.801801801801801	7.15	12.313253012048193	838.5781031190324	2.1666666666666665	4.285714285714286	5.111111111111111	2.0
log-sigma-3-0-mm-3D	gldm	DependenceNonUniformityNormalized	0.07929551172794416	0.059583333333333335	0.07417622296414574	0.05337861891273281	0.18055555555555555	0.10204081632653061	0.2839506172839506	0.2
log-sigma-3-0-mm-3D	gldm	DependenceVariance	24.035711387062737	30.41638888888889	15.648134707504717	36.02647993286983	4.472222222222223	18.17460317460317	14.88888888888889	2.0
log-sigma-3-0-mm-3D	gldm	GrayLevelNonUniformity	56.585585585585584	90.81666666666666	54.144578313253014	5299.233736473584	8.666666666666666	34.76190476190476	14.333333333333334	10.0
log-sigma-3-0-mm-3D	gldm	GrayLevelVariance	0.32302572843113386	0.12159722222222223	1.0611119175497168	0.6860180847887049	0.13888888888888887	0.08616780045351473	0.1111111111111111	0.0
log-sigma-3-0-mm-3D	gldm	HighGrayLevelEmphasis	4.468468468468468	1.425	7.771084337349397	12.742075111394017	3.5	1.2857142857142858	4.111111111111111	1.0
log-sigma-3-0-mm-3D	gldm	LargeDependenceEmphasis	130.44144144144144	276.3833333333333	118.07228915662651	360.0310630171865	27.833333333333332	146.61904761904762	102.0	66.0
log-sigma-3-0-mm-3D	gldm	LargeDependenceHighGrayLevelEmphasis	527.4954954954954	315.4583333333333	671.3012048192771	4511.354678548695	109.33333333333333	151.1904761904762	408.1111111111111	66.0
log-sigma-3-0-mm-3D	gldm	LargeDependenceLowGrayLevelEmphasis	35.62237237237237	266.6145833333333	30.257389558232937	36.59749077021006	7.458333333333333	145.47619047619048	25.53395061728395	66.0
log-sigma-3-0-mm-3D	gldm	LowGrayLevelEmphasis	0.3330830830830831	0.89375	0.24427376171352072	0.10461981045335596	0.375	0.9285714285714286	0.2839506172839506	1.0
log-sigma-3-0-mm-3D	gldm	SmallDependenceEmphasis	0.02249315629085045	0.006483632211471472	0.028966927769139103	0.007513495354504062	0.09235319822373395	0.01443616843381118	0.12095802938944174	0.017231324011085913
log-sigma-3-0-mm-3D	gldm	SmallDependenceHighGrayLevelEmphasis	0.12170227147638145	0.013806332012751287	0.32538062668043805	0.12449103387080572	0.24441279289493575	0.032293311290954044	0.594943228668878	0.017231324011085913
log-sigma-3-0-mm-3D	gldm	SmallDependenceLowGrayLevelEmphasis	0.00895769987240119	0.004652957261151518	0.004585297879902307	0.0006968784804656258	0.05433829955593348	0.00997188271952547	0.06419012463131105	0.017231324011085913
log-sigma-3-0-mm-3D	ngtdm	Busyness	2.599923103860691	4.413748368700532	1.3845816796026653	53.02829945350607	0.4521825396825397	1.4727640415140413	0.14683703393380804	0.0
log-sigma-3-0-mm-3D	ngtdm	Coarseness	0.07965218353238736	0.19701286633322873	0.0832581995529936	0.000811636076034078	0.7371654234313295	0.47529677549730304	0.9885877318116982	1000000.0
log-sigma-3-0-mm-3D	ngtdm	Complexity	0.9047133259999471	0.08459684373342687	2.5620315319046814	3.7608880247592857	0.22609126984126984	0.10018803003496879	0.44716068245479995	0.0
log-sigma-3-0-mm-3D	ngtdm	Contrast	0.03619169517650573	0.011330935717433271	0.03218603958108871	0.011397544293402069	0.0324211860670194	0.009930696215924592	0.006199561755117308	0.0
log-sigma-3-0-mm-3D	ngtdm	Strength	0.15936939072580078	0.17885728247953106	0.6412719810358933	0.011044793617917896	0.7139821504462388	0.4131863973892068	1.548850574712644	0.0
log-sigma-4-0-mm-3D	firstorder	10Percentile	-20.978525161743164	-15.329800128936768	-29.310616493225098	-58.2422290802002	-52.214562225341794	-4.332023811340332	-15.374286556243897	-23.603296279907227
log-sigma-4-0-mm-3D	firstorder	90Percentile	-2.90031361579895	4.932285881042482	22.558520317077637	-7.771661424636839	-43.138726806640626	10.188591957092285	-7.480270481109619	-7.484141540527344
log-sigma-4-0-mm-3D	firstorder	Energy	9193082.133094454	10339172.254686886	14332274.59752386	1121667681.972292	771198.5349672597	3855743.706835299	1502081.7274062282	798276.3153544208
log-sigma-4-0-mm-3D	firstorder	Entropy	0.44568114292783945	0.7837769474847004	1.7679965470357313	1.7602449503332596	0.8112781244591322	0.9587118829771312	-3.203426503814917e-16	0.46899559358928056
log-sigma-4-0-mm-3D	firstorder	InterquartileRange	11.358205318450928	11.28242164850235	26.51511150598526	27.006332874298096	3.655400276184082	7.030274450778961	4.321441411972046	7.158105134963989
log-sigma-4-0-mm-3D	firstorder	Kurtosis	2.274356698342859	2.4266006377207474	2.3947498303825343	2.8491928289022366	2.5157581520500227	2.3993586449234305	2.0865883515464048	2.233218082916645
log-sigma-4-0-mm-3D	firstorder	Maximum	3.101367950439453	12.261478424072266	37.5694580078125	27.424190521240234	-39.245731353759766	15.782902717590332	-5.7390546798706055	-6.3882012367248535
log-sigma-4-0-mm-3D	firstorder	MeanAbsoluteDeviation	5.980495687564777	6.403401773547133	15.380876116118245	15.606074431386475	3.0023345947265625	4.758106567421738	2.5467639028290168	5.004512977600098
log-sigma-4-0-mm-3D	firstorder	Mean	-12.303988310667846	-6.569348920881748	-6.764145774295531	-33.499107293396676	-46.521156311035156	2.9375186136790683	-11.140573554568821	-17.528483867645264
log-sigma-4-0-mm-3D	firstorder	Median	-11.600327491760254	-8.01379656791687	-7.188121557235718	-33.79418754577637	-45.611419677734375	2.1367640495300293	-11.073000431060791	-18.44447135925293
log-sigma-4-0-mm-3D	firstorder	Minimum	-27.44803810119629	-17.52280044555664	-36.96642303466797	-102.32339477539062	-53.38648986816406	-7.2468061447143555	-16.756277084350586	-25.470216751098633
log-sigma-4-0-mm-3D	firstorder	Range	30.549406051635742	29.784278869628906	74.53588104248047	129.74758529663086	14.140758514404297	23.029708862304688	11.01722240447998	19.08201551437378
log-sigma-4-0-mm-3D	firstorder	RobustMeanAbsoluteDeviation	4.452555791881105	4.893164008196133	11.283995061907559	11.105936075604708	1.5056463479995728	3.394445563200861	1.8780837059020996	3.7704346030950546
log-sigma-4-0-mm-3D	firstorder	RootMeanSquared	287.78561422977293	293.52984309786524	293.8349938307916	267.204649584424	253.50847043167013	302.99079456530797	288.87537945609273	282.5378408911664
log-sigma-4-0-mm-3D	firstorder	Skewness	-0.07057899150063407	0.5994390829768641	0.4785251427535383	-0.11458127885112404	-0.2308736978484392	0.2541272518711394	-0.13439304495843415	0.634468151185752
log-sigma-4-0-mm-3D	firstorder	TotalEnergy	9193082.133094454	10339172.254686886	14332274.59752386	1121667681.972292	771198.5349672597	3855743.706835299	1502081.7274062282	798276.3153544208
log-sigma-4-0-mm-3D	firstorder	Uniformity	0.8636474312149987	0.6422222222222222	0.32943823486717955	0.3413387622004659	0.625	0.528344671201814	1.0	0.8200000000000001
log-sigma-4-0-mm-3D	firstorder	Variance	51.56461565937148	58.22179634214619	351.73739606273097	375.5989461183281	15.020382710327489	32.28140750348926	9.216609518111351	37.47410933093697
log-sigma-4-0-mm-3D	glcm	Autocorrelation	3.9611654349620355	1.5566838457084218	5.033319097933122	17.518041366228438	2.988888888888889	2.678848640047735	1.0	3.4435897435897433
log-sigma-4-0-mm-3D	glcm	JointAverage	1.9892462082388367	1.211024073466361	2.13365917697937	4.123183241019396	1.7388888888888887	1.6188666442908521	1.0	1.8608974358974355
log-sigma-4-0-mm-3D	glcm	ClusterProminence	0.16478781200827455	0.8688152883086698	13.70470082973796	15.805057254283923	0.08885617283950618	0.6459925353469187	0.0	0.03852918447293448
log-sigma-4-0-mm-3D	glcm	ClusterShade	-0.020324268994619674	0.5016646439898452	1.2929656649392813	-0.27036214316991525	0.010172839506172853	-0.21704907211891464	0.0	-0.02599216524216523
log-sigma-4-0-mm-3D	glcm	ClusterTendency	0.11734269250684384	0.5125468828846376	2.2126061801549564	2.3063269120209013	0.14685185185185182	0.5744699184254591	0.0	0.11861111111111113
log-sigma-4-0-mm-3D	glcm	Contrast	0.10172202247621913	0.15277674938132318	0.29601940655694864	0.23693688725657178	0.4555555555555555	0.3555025856496445	0.0	0.2782051282051282
log-sigma-4-0-mm-3D	glcm	Correlation	0.05767200375609613	0.5379785461303975	0.7579626101360648	0.813261111032907	0.00039682539682571	0.24631534724310408	1.0	0.18046398046398074
log-sigma-4-0-mm-3D	glcm	DifferenceAverage	0.10172202247621913	0.15277674938132318	0.29601940655694864	0.2368481476996759	0.4555555555555555	0.3555025856496445	0.0	0.2782051282051282
log-sigma-4-0-mm-3D	glcm	DifferenceEntropy	0.46499138514441296	0.580273585652039	0.7981471713168481	0.7812583018377731	0.38426454361637624	0.8201255964974816	-3.2034265038149176e-16	0.48998445288118997
log-sigma-4-0-mm-3D	glcm	DifferenceVariance	0.0903623358325505	0.12284024367622719	0.18578132519516144	0.17866252534628152	0.09351851851851851	0.19381927200304824	0.0	0.1186111111111111
log-sigma-4-0-mm-3D	glcm	JointEnergy	0.8032060014864862	0.5444979401907926	0.2185104210979529	0.22633468312113175	0.6052777777777778	0.3411944759593999	1.0	0.6829807692307692
log-sigma-4-0-mm-3D	glcm	JointEntropy	0.6831525799854841	1.2597009801295371	2.625817824296266	2.661804725390145	0.9064867658385983	1.7457339953636786	-3.2034265038149176e-16	0.7681895810863181
log-sigma-4-0-mm-3D	glcm	Imc1	-0.06729860964492344	-0.3033106655041835	-0.42741383616868955	-0.4516268330046721	-0.33930537363852514	-0.15982567081409702	0.0	-0.12953622594414418
log-sigma-4-0-mm-3D	glcm	Imc2	0.13881554469274354	0.5374561608381874	0.8488851757655703	0.8842092269479062	0.46402699741296066	0.4265515760555197	0.0	0.2568056928836718
log-sigma-4-0-mm-3D	glcm	Idm	0.9491389887618905	0.9236116253093385	0.8519902967215256	0.8815848001058517	0.7722222222222221	0.8222487071751778	1.0	0.8608974358974358
log-sigma-4-0-mm-3D	glcm	Idmn	0.989827797752378	0.9694446501237353	0.9825870937319442	0.9952614631746203	0.908888888888889	0.9288994828700712	1.0	0.9443589743589744
log-sigma-4-0-mm-3D	glcm	Id	0.9491389887618905	0.9236116253093385	0.8519902967215256	0.8815907160763115	0.7722222222222221	0.8222487071751778	1.0	0.8608974358974358
log-sigma-4-0-mm-3D	glcm	Idn	0.9745694943809452	0.9490744168728924	0.9407961186886103	0.9703952140313862	0.8481481481481482	0.8814991381167853	1.0	0.9072649572649573
log-sigma-4-0-mm-3D	glcm	InverseVariance	0.10172202247621913	0.15277674938132318	0.29601940655694864	0.23677050058739205	0.4555555555555555	0.3555025856496445	0.0	0.2782051282051282
log-sigma-4-0-mm-3D	glcm	MaximumProbability	0.8940973755170918	0.7125875518429772	0.3805194363405136	0.39150815215238277	0.6361111111111112	0.46583907231531657	1.0	0.7602564102564102
log-sigma-4-0-mm-3D	glcm	SumEntropy	0.5814305575092658	1.106924230748214	2.3297984177393185	2.424425877711294	0.45093121028304295	1.3902314097140345	-3.2034265038149176e-16	0.48998445288118997
log-sigma-4-0-mm-3D	glcm	SumSquares	0.05476617874576573	0.16633090806649017	0.6271563966779762	0.6358159498193683	0.15060185185185185	0.2324931260187759	0.0	0.09920405982905983
log-sigma-4-0-mm-3D	glrlm	GrayLevelNonUniformity	39.58625669413645	32.25469258369359	28.422153177709564	1482.8821119004517	6.474621212121211	15.259106520777609	11.153846153846153	6.184126984126984
log-sigma-4-0-mm-3D	glrlm	GrayLevelNonUniformityNormalized	0.73374638334109	0.5690074819770206	0.30295301745829156	0.3059074321535423	0.6137523913376186	0.5193315737879027	1.0	0.7744079113126732
log-sigma-4-0-mm-3D	glrlm	GrayLevelVariance	0.1515496486348664	0.2154962590114897	0.8239325261689913	0.8263102706116837	0.1931238043311907	0.2403342131060486	0.0	0.11279604434366339
log-sigma-4-0-mm-3D	glrlm	HighGrayLevelRunEmphasis	4.166376092032738	1.9491212670311386	5.904658152691512	19.243405092816097	3.2001893939393944	2.782644910032178	1.0	3.608424908424908
log-sigma-4-0-mm-3D	glrlm	LongRunEmphasis	8.276924427426277	6.859258471600422	4.78858931052075	21.097975698634784	1.5631313131313131	3.230445910286759	3.617582417582417	2.002930402930403
log-sigma-4-0-mm-3D	glrlm	LongRunHighGrayLevelEmphasis	33.25575878342282	10.294908210003989	25.10297930466601	366.69552767164066	5.2027146464646465	9.447313232989627	3.617582417582417	7.62014652014652
log-sigma-4-0-mm-3D	glrlm	LongRunLowGrayLevelEmphasis	2.1511020271225756	6.000346036999532	1.6682674097003285	1.3827978158667642	0.6532354797979798	1.6762290796110426	3.617582417582417	0.5986263736263736
log-sigma-4-0-mm-3D	glrlm	LowGrayLevelRunEmphasis	0.29473213312721946	0.7627196832422153	0.35616401380369117	0.06468350063914183	0.44995265151515146	0.5543387724919555	1.0	0.3478937728937729
log-sigma-4-0-mm-3D	glrlm	RunEntropy	2.1656270285070476	2.6062911695536	3.251160063619357	4.663211256561559	1.1729875981991382	2.0217942610202013	0.8074106510800956	1.2575182670528042
log-sigma-4-0-mm-3D	glrlm	RunLengthNonUniformity	20.19951048374598	18.00919040895949	37.70512960497023	950.1840442732745	8.895791245791246	16.504163905888042	6.564835164835165	5.397313797313796
log-sigma-4-0-mm-3D	glrlm	RunLengthNonUniformityNormalized	0.35280216170888173	0.2998547029312803	0.3779974192662545	0.18868147507080438	0.8288593425840901	0.534192204947036	0.6221036106750393	0.6522441227203133
log-sigma-4-0-mm-3D	glrlm	RunPercentage	0.4781704781704782	0.47115384615384615	0.5658016682113067	0.30808402291534054	0.8819444444444445	0.6996336996336996	0.6196581196581197	0.7923076923076923
log-sigma-4-0-mm-3D	glrlm	RunVariance	1.6675171010364664	1.2850039441725387	0.9230647454290337	9.049216978151328	0.22078895010713193	0.6131303172814282	0.2258712715855573	0.23003178479368958
log-sigma-4-0-mm-3D	glrlm	ShortRunEmphasis	0.44364721206934676	0.43748188110765646	0.5637101438211121	0.384869668132838	0.9176662457912458	0.7049797412381618	0.5507326007326007	0.7977004477004476
log-sigma-4-0-mm-3D	glrlm	ShortRunHighGrayLevelEmphasis	1.934987121832307	1.039519436306524	3.640318589373199	8.23172177796712	2.8986321548821548	1.9106043610686048	0.5507326007326007	2.7992266992266988
log-sigma-4-0-mm-3D	glrlm	ShortRunLowGrayLevelEmphasis	0.1535206093684517	0.28697249230793964	0.19305372242452853	0.022909515545844087	0.4224247685185185	0.40357358628055123	0.5507326007326007	0.29731888481888485
log-sigma-4-0-mm-3D	glszm	GrayLevelNonUniformity	1.5	1.0	1.0	18.17391304347826	1.0	1.0	1.0	1.0
log-sigma-4-0-mm-3D	glszm	GrayLevelNonUniformityNormalized	0.375	0.5	0.25	0.3950850661625709	0.5	0.5	1.0	0.5
log-sigma-4-0-mm-3D	glszm	GrayLevelVariance	0.6875	0.25	1.25	1.9985822306238186	0.25	0.25	0.0	0.25
log-sigma-4-0-mm-3D	glszm	HighGrayLevelZoneEmphasis	5.75	2.5	7.5	28.543478260869566	2.5	2.5	1.0	2.5
log-sigma-4-0-mm-3D	glszm	LargeAreaEmphasis	2658.75	4624.0	2269.5	1779429.1304347827	45.0	466.0	324.0	41.0
log-sigma-4-0-mm-3D	glszm	LargeAreaHighGrayLevelEmphasis	10635.5	5800.0	10666.25	31753625.913043477	166.5	1480.0	324.0	162.5
log-sigma-4-0-mm-3D	glszm	LargeAreaLowGrayLevelEmphasis	667.3402777777778	4330.0	733.5850694444445	107443.30705240065	14.625	212.5	324.0	10.625
log-sigma-4-0-mm-3D	glszm	LowGrayLevelZoneEmphasis	0.3680555555555556	0.625	0.3559027777777778	0.0756006605540767	0.625	0.625	1.0	0.625
log-sigma-4-0-mm-3D	glszm	SizeZoneNonUniformity	1.0	1.0	1.0	4.478260869565218	1.0	1.0	1.0	1.0
log-sigma-4-0-mm-3D	glszm	SizeZoneNonUniformityNormalized	0.25	0.5	0.25	0.09735349716446125	0.5	0.5	1.0	0.5
log-sigma-4-0-mm-3D	glszm	SmallAreaEmphasis	0.29342634267550616	0.0006968288260483777	0.0018807129607266969	0.2872374542203728	0.06172839506172839	0.002692769970414201	0.0030864197530864196	0.5061728395061729
log-sigma-4-0-mm-3D	glszm	SmallAreaHighGrayLevelEmphasis	2.5157192595909135	0.0026100941321708267	0.025443336234888432	8.342466091705546	0.08024691358024691	0.004911704881656804	0.0030864197530864196	0.5246913580246914
log-sigma-4-0-mm-3D	glszm	SmallAreaLowGrayLevelEmphasis	0.04649508875529628	0.0002185124995177655	0.0003241712118772558	0.01758240161682259	0.05709876543209876	0.0021380362426035504	0.0030864197530864196	0.5015432098765432
log-sigma-4-0-mm-3D	glszm	ZoneEntropy	1.9999999999999987	0.9999999999999993	1.9999999999999987	4.79508858639772	0.9999999999999993	0.9999999999999993	-3.203426503814917e-16	0.9999999999999993
log-sigma-4-0-mm-3D	glszm	ZonePercentage	0.036036036036036036	0.016666666666666666	0.024096385542168676	0.002928071292170592	0.16666666666666666	0.047619047619047616	0.05555555555555555	0.2
log-sigma-4-0-mm-3D	glszm	ZoneVariance	1888.6875	1024.0	547.25	1662792.032136106	9.0	25.0	0.0	16.0
log-sigma-4-0-mm-3D	gldm	DependenceEntropy	4.023239949735647	4.764696315470748	5.439432506938269	5.924563480489373	2.688721875540865	3.8987684715120734	1.3921472236645336	2.4464393446710138
log-sigma-4-0-mm-3D	gldm	DependenceNonUniformity	8.495495495495495	7.4	11.867469879518072	974.0092934436665	2.6666666666666665	5.857142857142857	7.333333333333333	2.0
log-sigma-4-0-mm-3D	gldm	DependenceNonUniformityNormalized	0.07653599545491438	0.06166666666666667	0.07149078240673537	0.061999318487820906	0.2222222222222222	0.13945578231292516	0.4074074074074074	0.2
log-sigma-4-0-mm-3D	gldm	DependenceVariance	26.948137326515706	27.87083333333333	22.02482218028742	34.77290709514145	2.3055555555555554	10.86848072562358	9.876543209876543	4.84
log-sigma-4-0-mm-3D	gldm	GrayLevelNonUniformity	95.86486486486487	77.06666666666666	54.68674698795181	5362.4319541693185	7.5	22.19047619047619	18.0	8.2
