Image type	Feature Class	Feature Name	1: RTSTRUCT: RTstruct_12_segment_Left cerebellar	1: RTSTRUCT: RTstruct_12_segment_R fourth ventr
squareroot	glrlm	RunVariance	0.49924435280546986	0.2713867009990791
squareroot	glrlm	ShortRunEmphasis	0.7817242286734847	0.8174962357605635
squareroot	glrlm	ShortRunHighGrayLevelEmphasis	9.50515565999204	4.253373187750653
squareroot	glrlm	ShortRunLowGrayLevelEmphasis	0.1196982285750324	0.3398163424215702
squareroot	glszm	GrayLevelNonUniformity	2.5	2.0
squareroot	glszm	GrayLevelNonUniformityNormalized	0.20833333333333334	0.3333333333333333
squareroot	glszm	GrayLevelVariance	3.076388888888889	1.3333333333333333
squareroot	glszm	HighGrayLevelZoneEmphasis	12.583333333333334	5.333333333333333
squareroot	glszm	LargeAreaEmphasis	879.25	192.0
squareroot	glszm	LargeAreaHighGrayLevelEmphasis	11509.666666666666	1203.0
squareroot	glszm	LargeAreaLowGrayLevelEmphasis	75.97731481481482	50.135416666666664
squareroot	glszm	LowGrayLevelZoneEmphasis	0.3392824074074074	0.5706018518518519
squareroot	glszm	SizeZoneNonUniformity	2.5	1.0
squareroot	glszm	SizeZoneNonUniformityNormalized	0.20833333333333334	0.16666666666666666
squareroot	glszm	SmallAreaEmphasis	0.4059896178270134	0.22889654312138077
squareroot	glszm	SmallAreaHighGrayLevelEmphasis	6.145893921673371	0.5101229225620458
squareroot	glszm	SmallAreaLowGrayLevelEmphasis	0.1460901904038233	0.21099478365216098
squareroot	glszm	ZoneEntropy	3.584962500721152	2.5849625007211543
squareroot	glszm	ZonePercentage	0.06557377049180328	0.0967741935483871
squareroot	glszm	ZoneVariance	646.6875	85.22222222222221
squareroot	gldm	DependenceEntropy	5.105160321896415	4.118608207599378
squareroot	gldm	DependenceNonUniformity	14.387978142076502	6.193548387096774
squareroot	gldm	DependenceNonUniformityNormalized	0.07862283137746723	0.09989594172736732
squareroot	gldm	DependenceVariance	20.000418047717158	10.18522372528616
squareroot	gldm	GrayLevelNonUniformity	58.73770491803279	19.70967741935484
squareroot	gldm	GrayLevelVariance	0.8504882200125413	0.7398543184183142
squareroot	gldm	HighGrayLevelEmphasis	12.92896174863388	5.838709677419355
squareroot	gldm	LargeDependenceEmphasis	85.14207650273224	52.225806451612904
squareroot	gldm	LargeDependenceHighGrayLevelEmphasis	1246.0437158469945	398.0967741935484
squareroot	gldm	LargeDependenceLowGrayLevelEmphasis	6.5602276867030955	10.53125
squareroot	gldm	LowGrayLevelEmphasis	0.12476017000607163	0.3565188172043011
squareroot	gldm	SmallDependenceEmphasis	0.058794689866636655	0.06523386622809714
squareroot	gldm	SmallDependenceHighGrayLevelEmphasis	0.7388775562635472	0.23731939264419888
squareroot	gldm	SmallDependenceLowGrayLevelEmphasis	0.01697497557498284	0.04236760293650237
squareroot	ngtdm	Busyness	1.1966408670628932	1.5165797449730416
squareroot	ngtdm	Coarseness	0.036000020750531145	0.09827274960810639
squareroot	ngtdm	Complexity	8.560625551248638	3.522462366515171
squareroot	ngtdm	Contrast	0.03506762690188374	0.07451883584293256
squareroot	ngtdm	Strength	0.3994698471562741	0.4373601703494884
logarithm	firstorder	10Percentile	255.60156701106132	204.50941798462907
logarithm	firstorder	90Percentile	282.43865443372067	225.62896593329307
logarithm	firstorder	Energy	59529234.07179718	16499882.077659633
logarithm	firstorder	Entropy	1.2041517951932363	0.5975977764379976
logarithm	firstorder	InterquartileRange	13.577090848001717	13.243282796389167
logarithm	firstorder	Kurtosis	4.346008393832766	1.900500717976029
logarithm	firstorder	Maximum	292.82727473237355	231.32114951307443
logarithm	firstorder	MeanAbsoluteDeviation	8.394853507699949	6.953592991139287
logarithm	firstorder	Mean	270.24310906157075	215.81161698721863
logarithm	firstorder	Median	271.82986164547276	215.81864042841855
logarithm	firstorder	Minimum	230.58049094543378	201.19269998850152
logarithm	firstorder	Range	62.24678378693977	30.128449524572915
logarithm	firstorder	RobustMeanAbsoluteDeviation	5.519037728133453	5.326244970477948
logarithm	firstorder	RootMeanSquared	570.3475791550903	515.8751111313985
logarithm	firstorder	Skewness	-0.9566556629187214	-0.1372260993016719
logarithm	firstorder	TotalEnergy	59529234.07179718	16499882.077659633
logarithm	firstorder	Uniformity	0.47379736629938185	0.7518210197710717
logarithm	firstorder	Variance	119.15761586547369	65.50606586366389
logarithm	glcm	Autocorrelation	5.932578948992982	1.5051878144443067
logarithm	glcm	JointAverage	2.424012545385142	1.2232445336258717
logarithm	glcm	ClusterProminence	1.349840069847036	0.4102539540115746
logarithm	glcm	ClusterShade	-0.16601740528697645	0.2260665303314634
logarithm	glcm	ClusterTendency	0.7103940215105988	0.3629830392277084
logarithm	glcm	Contrast	0.484675289105953	0.32909157286661755
logarithm	glcm	Correlation	0.18475808920871506	0.06029706063522928
logarithm	glcm	DifferenceAverage	0.4693122534447723	0.32909157286661755
logarithm	glcm	DifferenceEntropy	1.028047920650631	0.8855007537730348
logarithm	glcm	DifferenceVariance	0.2583623180074248	0.21221432665394097
logarithm	glcm	JointEnergy	0.23732144765166396	0.44174836729889605
logarithm	glcm	JointEntropy	2.2290585775062004	1.492253577319078
logarithm	glcm	Imc1	-0.05780094523113909	-0.04851704054793558
logarithm	glcm	Imc2	0.3146430338214954	0.21338840154714958
logarithm	glcm	Idm	0.766880176843732	0.8354542135666914
logarithm	glcm	Idmn	0.9522415342737668	0.9341816854266766
logarithm	glcm	Id	0.7679043792211439	0.8354542135666914
logarithm	glcm	Idn	0.883440088421866	0.8903028090444608
logarithm	glcm	InverseVariance	0.45586959724123916	0.32909157286661755
logarithm	glcm	MaximumProbability	0.30113540362487823	0.6122096799408194
logarithm	glcm	SumEntropy	1.7235974983059377	1.1631620044524607
logarithm	glcm	SumSquares	0.29876732765413805	0.1730186530235815
logarithm	glrlm	GrayLevelNonUniformity	53.84056903419915	26.578252210435906
logarithm	glrlm	GrayLevelNonUniformityNormalized	0.46892716440246185	0.7030889169663447
logarithm	glrlm	GrayLevelVariance	0.33779309329212853	0.14845554151682763
logarithm	glrlm	HighGrayLevelRunEmphasis	5.468311978528847	1.5452971384003538
logarithm	glrlm	LongRunEmphasis	3.387420963270515	3.6209983714353546
logarithm	glrlm	LongRunHighGrayLevelEmphasis	20.264274291084455	4.762323144492247
logarithm	glrlm	LongRunLowGrayLevelEmphasis	0.7268291417102843	3.3356671781711316
logarithm	glrlm	LowGrayLevelRunEmphasis	0.2571004404018137	0.8636757153999117
logarithm	glrlm	RunEntropy	2.634394082137713	2.0398637918267735
logarithm	glrlm	RunLengthNonUniformity	51.549737385992906	16.302720601558683
logarithm	glrlm	RunLengthNonUniformityNormalized	0.4383893628655648	0.4153096355302805
logarithm	glrlm	RunPercentage	0.6279949558638083	0.6091811414392059
logarithm	glrlm	RunVariance	0.7256827817285088	0.6388805515269106
logarithm	glrlm	ShortRunEmphasis	0.6661458943949582	0.6105729703078974
logarithm	glrlm	ShortRunHighGrayLevelEmphasis	3.4226749153511142	1.0157049330237802
logarithm	glrlm	ShortRunLowGrayLevelEmphasis	0.19044554366095018	0.5092899796289265
logarithm	glszm	GrayLevelNonUniformity	1.0	1.0
logarithm	glszm	GrayLevelNonUniformityNormalized	0.3333333333333333	0.5
logarithm	glszm	GrayLevelVariance	0.6666666666666666	0.25
logarithm	glszm	HighGrayLevelZoneEmphasis	4.666666666666667	2.5
logarithm	glszm	LargeAreaEmphasis	5289.0	1445.0
logarithm	glszm	LargeAreaHighGrayLevelEmphasis	29010.0	1566.5
logarithm	glszm	LargeAreaLowGrayLevelEmphasis	1122.0833333333333	1414.625
logarithm	glszm	LowGrayLevelZoneEmphasis	0.4537037037037037	0.625
logarithm	glszm	SizeZoneNonUniformity	1.0	1.0
logarithm	glszm	SizeZoneNonUniformityNormalized	0.3333333333333333	0.5
logarithm	glszm	SmallAreaEmphasis	0.0042154739559246415	0.006350838794175687
logarithm	glszm	SmallAreaHighGrayLevelEmphasis	0.004866283323990288	0.024869357312694206
logarithm	glszm	SmallAreaLowGrayLevelEmphasis	0.0041305641722720965	0.0017212091645460578
logarithm	glszm	ZoneEntropy	1.5849625007211552	0.9999999999999993
logarithm	glszm	ZonePercentage	0.01639344262295082	0.03225806451612903
logarithm	glszm	ZoneVariance	1568.0	484.0
logarithm	gldm	DependenceEntropy	4.64118127892227	3.6314016576716304
logarithm	gldm	DependenceNonUniformity	15.896174863387978	6.741935483870968
logarithm	gldm	DependenceNonUniformityNormalized	0.0868643435157813	0.10874089490114464
logarithm	gldm	DependenceVariance	13.892502015587207	9.522372528616025
logarithm	gldm	GrayLevelNonUniformity	86.70491803278688	46.61290322580645
logarithm	gldm	GrayLevelVariance	0.318731523783929	0.1240894901144641
logarithm	gldm	HighGrayLevelEmphasis	5.737704918032787	1.435483870967742
logarithm	gldm	LargeDependenceEmphasis	127.78688524590164	134.09677419354838
logarithm	gldm	LargeDependenceHighGrayLevelEmphasis	821.6065573770492	157.56451612903226
logarithm	gldm	LargeDependenceLowGrayLevelEmphasis	23.67622950819672	128.2298387096774
logarithm	gldm	LowGrayLevelEmphasis	0.2345173041894353	0.8911290322580645
logarithm	gldm	SmallDependenceEmphasis	0.015883748175429296	0.010215058212956204
logarithm	gldm	SmallDependenceHighGrayLevelEmphasis	0.06368853902275064	0.019520537573159066
logarithm	gldm	SmallDependenceLowGrayLevelEmphasis	0.007584360595251407	0.007888688372905487
logarithm	ngtdm	Busyness	7.755405437469081	8.674380031459224
logarithm	ngtdm	Coarseness	0.029348812532589787	0.10210692666243365
logarithm	ngtdm	Complexity	1.4208176854950116	0.3159243507815534
logarithm	ngtdm	Contrast	0.04528004307709693	0.03382014626584359
logarithm	ngtdm	Strength	0.08407676624348066	0.1183580563614719
gradient	firstorder	10Percentile	17.384778594970705	32.478718566894536
gradient	firstorder	90Percentile	70.16502838134765	70.65265350341797
gradient	firstorder	Energy	21823984.760528415	7673613.663715656
gradient	firstorder	Entropy	1.753828415893406	1.4912524070835707
gradient	firstorder	InterquartileRange	26.446382522583008	18.694424629211426
gradient	firstorder	Kurtosis	2.6571149512986008	2.756601154304363
gradient	firstorder	Maximum	106.81734466552734	87.63835906982422
gradient	firstorder	MeanAbsoluteDeviation	16.079866648681445	11.696693564304827
gradient	firstorder	Mean	44.77966751557231	51.497907792368245
gradient	firstorder	Median	43.65885543823242	52.143728256225586
gradient	firstorder	Minimum	6.4623260498046875	22.497657775878906
gradient	firstorder	Range	100.35501861572266	65.14070129394531
gradient	firstorder	RobustMeanAbsoluteDeviation	11.621184158778787	7.629686858918929
gradient	firstorder	RootMeanSquared	345.33570236118345	351.8067115874773
gradient	firstorder	Skewness	0.20614901359424018	0.2118225497066533
gradient	firstorder	TotalEnergy	21823984.760528415	7673613.663715656
gradient	firstorder	Uniformity	0.33309444892352713	0.4021852237252861
gradient	firstorder	Variance	383.7281931432982	217.18313558222147
gradient	glcm	Autocorrelation	4.971152419631938	6.420270557858386
gradient	glcm	JointAverage	2.1826351823516355	2.5233239343607012
gradient	glcm	ClusterProminence	8.815932002431625	3.4281264081810323
gradient	glcm	ClusterShade	0.6296510140960023	0.32814754286106756
gradient	glcm	ClusterTendency	1.8172014802029948	1.0936288266195138
gradient	glcm	Contrast	0.9904830285208969	0.8842066853905737
gradient	glcm	Correlation	0.29435064539242844	0.11204768824204257
gradient	glcm	DifferenceAverage	0.7194061155328572	0.661864482342418
gradient	glcm	DifferenceEntropy	1.4274925505579215	1.3454119463121295
gradient	glcm	DifferenceVariance	0.4673221899714898	0.4333781525196052
gradient	glcm	JointEnergy	0.11521960498027645	0.16719019688766557
gradient	glcm	JointEntropy	3.3869167464700336	2.912997966027625
gradient	glcm	Imc1	-0.06866456852608999	-0.10066691271392245
gradient	glcm	Imc2	0.44271135127846095	0.4863051061466362
gradient	glcm	Idm	0.6674046335323754	0.6913019791336066
gradient	glcm	Idmn	0.9643791783781203	0.9526604007208653
gradient	glcm	Id	0.683120758526272	0.7031778397231974
gradient	glcm	Idn	0.8863849308724314	0.8747017156772793
gradient	glcm	InverseVariance	0.5044618036073237	0.4951473880631708
gradient	glcm	MaximumProbability	0.19346913131692	0.24515305336072946
gradient	glcm	SumEntropy	2.414623888964238	2.021315083422339
gradient	glcm	SumSquares	0.701921127180973	0.49445887800252186
gradient	glrlm	GrayLevelNonUniformity	42.48612003273896	17.777629904198154
gradient	glrlm	GrayLevelNonUniformityNormalized	0.32241459857246235	0.38442350976123474
gradient	glrlm	GrayLevelVariance	0.7370890323356296	0.5173326722977605
gradient	glrlm	HighGrayLevelRunEmphasis	6.380256822515311	7.456813947404901
gradient	glrlm	LongRunEmphasis	2.443481065446128	2.2181277414191345
gradient	glrlm	LongRunHighGrayLevelEmphasis	13.913596560566114	15.296337464258004
gradient	glrlm	LongRunLowGrayLevelEmphasis	0.7829469082139303	0.42568899692548584
gradient	glrlm	LowGrayLevelRunEmphasis	0.3015368035619804	0.19682171281496857
gradient	glrlm	RunEntropy	2.90353719241843	2.502654629995639
gradient	glrlm	RunLengthNonUniformity	73.31034742582155	26.912831975931624
gradient	glrlm	RunLengthNonUniformityNormalized	0.552099603773618	0.574458277445267
gradient	glrlm	RunPercentage	0.7196300966792771	0.7444168734491314
gradient	glrlm	RunVariance	0.48030909319616294	0.3631786139842564
gradient	glrlm	ShortRunEmphasis	0.7662350454438445	0.7745024023552198
gradient	glrlm	ShortRunHighGrayLevelEmphasis	5.1516141320841955	5.96083628616765
gradient	glrlm	ShortRunLowGrayLevelEmphasis	0.22085055499153403	0.1552588687943953
gradient	glszm	GrayLevelNonUniformity	2.5555555555555554	1.4
gradient	glszm	GrayLevelNonUniformityNormalized	0.2839506172839506	0.28
gradient	glszm	GrayLevelVariance	1.3333333333333333	1.36
gradient	glszm	HighGrayLevelZoneEmphasis	12.444444444444445	9.2
gradient	glszm	LargeAreaEmphasis	1203.2222222222222	307.6
gradient	glszm	LargeAreaHighGrayLevelEmphasis	6757.111111111111	2109.8
gradient	glszm	LargeAreaLowGrayLevelEmphasis	313.9288271604938	53.50138888888889
gradient	glszm	LowGrayLevelZoneEmphasis	0.1958024691358025	0.2972222222222222
gradient	glszm	SizeZoneNonUniformity	1.8888888888888888	1.0
gradient	glszm	SizeZoneNonUniformityNormalized	0.20987654320987653	0.2
gradient	glszm	SmallAreaEmphasis	0.21930599427472924	0.26303367011658424
gradient	glszm	SmallAreaHighGrayLevelEmphasis	4.312178765598679	3.45332374110843
gradient	glszm	SmallAreaLowGrayLevelEmphasis	0.01267754868237205	0.06338163806686571
gradient	glszm	ZoneEntropy	2.7254805569978653	2.321928094887361
gradient	glszm	ZonePercentage	0.04918032786885246	0.08064516129032258
gradient	glszm	ZoneVariance	789.7777777777778	153.84
gradient	gldm	DependenceEntropy	4.99963800908408	4.228232908924054
gradient	gldm	DependenceNonUniformity	16.40983606557377	6.483870967741935
gradient	gldm	DependenceNonUniformityNormalized	0.08967123533100421	0.10457856399583768
gradient	gldm	DependenceVariance	10.87240586461226	9.61602497398543
gradient	gldm	GrayLevelNonUniformity	60.95628415300546	24.93548387096774
gradient	gldm	GrayLevelVariance	0.68643435157813	0.46644120707596254
gradient	gldm	HighGrayLevelEmphasis	6.054644808743169	7.209677419354839
gradient	gldm	LargeDependenceEmphasis	79.59016393442623	68.06451612903226
gradient	gldm	LargeDependenceHighGrayLevelEmphasis	401.26775956284155	417.6290322580645
gradient	gldm	LargeDependenceLowGrayLevelEmphasis	27.910358227079538	13.184027777777777
gradient	gldm	LowGrayLevelEmphasis	0.3122252580449302	0.19410842293906808
gradient	gldm	SmallDependenceEmphasis	0.039666156620417045	0.04845668812502802
gradient	gldm	SmallDependenceHighGrayLevelEmphasis	0.4531706445589849	0.4885167192564365
gradient	gldm	SmallDependenceLowGrayLevelEmphasis	0.007404454666779166	0.01247355318169363
gradient	ngtdm	Busyness	2.3839273145328366	1.1511937889763106
gradient	ngtdm	Coarseness	0.03807742332177518	0.09382776237724531
gradient	ngtdm	Complexity	5.464303825391054	2.920043641793094
gradient	ngtdm	Contrast	0.03631951531699233	0.03979790913049194
gradient	ngtdm	Strength	0.3256361402708828	0.43498651116946185
log-sigma-1-0-mm-3D	firstorder	10Percentile	-47.29522857666016	-65.50403671264648
log-sigma-1-0-mm-3D	firstorder	90Percentile	-6.295107936859128	-12.034067344665528
log-sigma-1-0-mm-3D	firstorder	Energy	13660239.30125479	4341095.700664377
log-sigma-1-0-mm-3D	firstorder	Entropy	1.5986766138266955	1.7141781679709143
log-sigma-1-0-mm-3D	firstorder	InterquartileRange	22.39947509765625	32.882160663604736
log-sigma-1-0-mm-3D	firstorder	Kurtosis	2.8038935447017974	2.1009223639786208
log-sigma-1-0-mm-3D	firstorder	Maximum	18.095041275024414	-3.6071643829345703
log-sigma-1-0-mm-3D	firstorder	MeanAbsoluteDeviation	13.487185368929037	17.324021822207925
log-sigma-1-0-mm-3D	firstorder	Mean	-27.29597694300563	-36.17752689699973
log-sigma-1-0-mm-3D	firstorder	Median	-27.507423400878906	-35.13488960266113
log-sigma-1-0-mm-3D	firstorder	Minimum	-67.97964477539062	-80.9025650024414
log-sigma-1-0-mm-3D	firstorder	Range	86.07468605041504	77.29540061950684
log-sigma-1-0-mm-3D	firstorder	RobustMeanAbsoluteDeviation	9.427132927421724	12.883705834547678
log-sigma-1-0-mm-3D	firstorder	RootMeanSquared	273.2144147007976	264.6085270571621
log-sigma-1-0-mm-3D	firstorder	Skewness	0.2731729709780738	-0.2532414015393461
log-sigma-1-0-mm-3D	firstorder	TotalEnergy	13660239.30125479	4341095.700664377
log-sigma-1-0-mm-3D	firstorder	Uniformity	0.38128937860192896	0.3241415192507804
log-sigma-1-0-mm-3D	firstorder	Variance	278.6322088296741	415.3752771776259
log-sigma-1-0-mm-3D	glcm	Autocorrelation	5.53365729593364	8.06173148718412
log-sigma-1-0-mm-3D	glcm	JointAverage	2.326495368496754	2.8137344212560107
log-sigma-1-0-mm-3D	glcm	ClusterProminence	4.910968123021396	7.822831811748888
log-sigma-1-0-mm-3D	glcm	ClusterShade	0.4091682419544137	-0.12262412666660188
log-sigma-1-0-mm-3D	glcm	ClusterTendency	1.2328556211410766	1.8178132283033068
log-sigma-1-0-mm-3D	glcm	Contrast	0.7501709971517426	1.2462626597733337
log-sigma-1-0-mm-3D	glcm	Correlation	0.23268872573966431	0.19418332385461953
log-sigma-1-0-mm-3D	glcm	DifferenceAverage	0.6125150729083446	0.8536456074806702
log-sigma-1-0-mm-3D	glcm	DifferenceEntropy	1.266987229825825	1.4465100271287101
log-sigma-1-0-mm-3D	glcm	DifferenceVariance	0.36623967158802706	0.48663652855439266
log-sigma-1-0-mm-3D	glcm	JointEnergy	0.17270414715796212	0.10650705584545536
log-sigma-1-0-mm-3D	glcm	JointEntropy	2.93926879389479	3.410971035734159
log-sigma-1-0-mm-3D	glcm	Imc1	-0.07348700209916846	-0.09170762832532502
log-sigma-1-0-mm-3D	glcm	Imc2	0.39377240969082555	0.49763431425866095
log-sigma-1-0-mm-3D	glcm	Idm	0.7075080559701674	0.6124389014889313
log-sigma-1-0-mm-3D	glcm	Idmn	0.9583015164777222	0.9344388285795352
log-sigma-1-0-mm-3D	glcm	Id	0.716685117586394	0.6353870684154722
log-sigma-1-0-mm-3D	glcm	Idn	0.8820855162264443	0.8419893932115678
log-sigma-1-0-mm-3D	glcm	InverseVariance	0.49206613919537134	0.5405763283063421
log-sigma-1-0-mm-3D	glcm	MaximumProbability	0.305393085122924	0.15903984540329025
log-sigma-1-0-mm-3D	glcm	SumEntropy	2.1409977627050543	2.362257054068185
log-sigma-1-0-mm-3D	glcm	SumSquares	0.4957566545732047	0.76601897201916
log-sigma-1-0-mm-3D	glrlm	GrayLevelNonUniformity	43.354222038766416	16.254276902673816
log-sigma-1-0-mm-3D	glrlm	GrayLevelNonUniformityNormalized	0.346767585745239	0.3257815620616365
log-sigma-1-0-mm-3D	glrlm	GrayLevelVariance	0.6306453576718609	0.7238216844091279
log-sigma-1-0-mm-3D	glrlm	HighGrayLevelRunEmphasis	6.83732736394116	10.037617351241085
log-sigma-1-0-mm-3D	glrlm	LongRunEmphasis	2.8454954156700296	1.8270659261641362
log-sigma-1-0-mm-3D	glrlm	LongRunHighGrayLevelEmphasis	17.064063832636513	17.8281661941813
log-sigma-1-0-mm-3D	glrlm	LongRunLowGrayLevelEmphasis	0.6839533704506313	0.28069753575009954
log-sigma-1-0-mm-3D	glrlm	LowGrayLevelRunEmphasis	0.24762793209235767	0.15929011481098343
log-sigma-1-0-mm-3D	glrlm	RunEntropy	2.8558739290478092	2.476536870425522
log-sigma-1-0-mm-3D	glrlm	RunLengthNonUniformity	65.64599288425532	33.34657798774585
log-sigma-1-0-mm-3D	glrlm	RunLengthNonUniformityNormalized	0.5166609839051344	0.6579158161374863
log-sigma-1-0-mm-3D	glrlm	RunPercentage	0.6843211433375368	0.805210918114144
log-sigma-1-0-mm-3D	glrlm	RunVariance	0.6319468825656984	0.2401675905636231
log-sigma-1-0-mm-3D	glrlm	ShortRunEmphasis	0.740657798134184	0.8301192694918568
log-sigma-1-0-mm-3D	glrlm	ShortRunHighGrayLevelEmphasis	5.36913022816512	8.456991869627057
log-sigma-1-0-mm-3D	glrlm	ShortRunLowGrayLevelEmphasis	0.18539275993914323	0.13401909226491143
log-sigma-1-0-mm-3D	glszm	GrayLevelNonUniformity	1.6666666666666667	1.0
log-sigma-1-0-mm-3D	glszm	GrayLevelNonUniformityNormalized	0.2777777777777778	0.25
log-sigma-1-0-mm-3D	glszm	GrayLevelVariance	1.1388888888888888	1.25
log-sigma-1-0-mm-3D	glszm	HighGrayLevelZoneEmphasis	9.166666666666666	7.5
log-sigma-1-0-mm-3D	glszm	LargeAreaEmphasis	2102.8333333333335	311.5
log-sigma-1-0-mm-3D	glszm	LargeAreaHighGrayLevelEmphasis	11961.666666666666	3286.0
log-sigma-1-0-mm-3D	glszm	LargeAreaLowGrayLevelEmphasis	452.9976851851852	37.953125
log-sigma-1-0-mm-3D	glszm	LowGrayLevelZoneEmphasis	0.2662037037037037	0.3559027777777778
log-sigma-1-0-mm-3D	glszm	SizeZoneNonUniformity	1.3333333333333333	1.0
log-sigma-1-0-mm-3D	glszm	SizeZoneNonUniformityNormalized	0.2222222222222222	0.25
log-sigma-1-0-mm-3D	glszm	SmallAreaEmphasis	0.3352319852625103	0.06461203231292516
log-sigma-1-0-mm-3D	glszm	SmallAreaHighGrayLevelEmphasis	4.1837545340292595	0.07992098922902495
log-sigma-1-0-mm-3D	glszm	SmallAreaLowGrayLevelEmphasis	0.02985685979004389	0.06286143392542201
log-sigma-1-0-mm-3D	glszm	ZoneEntropy	2.5849625007211543	1.9999999999999987
log-sigma-1-0-mm-3D	glszm	ZonePercentage	0.03278688524590164	0.06451612903225806
log-sigma-1-0-mm-3D	glszm	ZoneVariance	1172.5833333333333	71.25
log-sigma-1-0-mm-3D	gldm	DependenceEntropy	5.048119988483769	4.1211521089071175
log-sigma-1-0-mm-3D	gldm	DependenceNonUniformity	12.737704918032787	9.580645161290322
log-sigma-1-0-mm-3D	gldm	DependenceNonUniformityNormalized	0.06960494490728299	0.15452653485952134
log-sigma-1-0-mm-3D	gldm	DependenceVariance	19.486936008838722	4.253902185223725
log-sigma-1-0-mm-3D	gldm	GrayLevelNonUniformity	69.77595628415301	20.096774193548388
log-sigma-1-0-mm-3D	gldm	GrayLevelVariance	0.550568843500851	0.7086368366285121
log-sigma-1-0-mm-3D	gldm	HighGrayLevelEmphasis	6.437158469945355	9.903225806451612
log-sigma-1-0-mm-3D	gldm	LargeDependenceEmphasis	104.26775956284153	41.03225806451613
log-sigma-1-0-mm-3D	gldm	LargeDependenceHighGrayLevelEmphasis	545.8360655737705	368.2903225806452
log-sigma-1-0-mm-3D	gldm	LargeDependenceLowGrayLevelEmphasis	24.284760170006074	6.251232078853046
log-sigma-1-0-mm-3D	gldm	LowGrayLevelEmphasis	0.24445962355798423	0.1569220430107527
log-sigma-1-0-mm-3D	gldm	SmallDependenceEmphasis	0.03806533047919271	0.044432474889202295
log-sigma-1-0-mm-3D	gldm	SmallDependenceHighGrayLevelEmphasis	0.35947744158946177	0.44562591220320585
log-sigma-1-0-mm-3D	gldm	SmallDependenceLowGrayLevelEmphasis	0.007772113430549215	0.01187288505711673
log-sigma-1-0-mm-3D	ngtdm	Busyness	3.7977084362076106	1.1796754970262404
log-sigma-1-0-mm-3D	ngtdm	Coarseness	0.036505267838519435	0.09124448982811637
log-sigma-1-0-mm-3D	ngtdm	Complexity	2.623974560715268	3.892113803193613
log-sigma-1-0-mm-3D	ngtdm	Contrast	0.044942183038770955	0.07030946653830382
log-sigma-1-0-mm-3D	ngtdm	Strength	0.16120016721430977	0.4859371243346946
log-sigma-2-0-mm-3D	firstorder	10Percentile	-67.45909118652344	-47.07734718322754
log-sigma-2-0-mm-3D	firstorder	90Percentile	-16.447504043579094	-16.980554389953618
log-sigma-2-0-mm-3D	firstorder	Energy	12416280.07155393	4495912.173526715
log-sigma-2-0-mm-3D	firstorder	Entropy	1.711135189309692	1.2639063603795322
log-sigma-2-0-mm-3D	firstorder	InterquartileRange	27.988037109375	17.892195224761963
log-sigma-2-0-mm-3D	firstorder	Kurtosis	2.358934252725906	2.5177253982944166
log-sigma-2-0-mm-3D	firstorder	Maximum	-2.339858055114746	-5.5821638107299805
log-sigma-2-0-mm-3D	firstorder	MeanAbsoluteDeviation	15.60078470619158	9.76790826749851
log-sigma-2-0-mm-3D	firstorder	Mean	-40.21915717724242	-30.97413255322364
log-sigma-2-0-mm-3D	firstorder	Median	-38.22323226928711	-28.70770835876465
log-sigma-2-0-mm-3D	firstorder	Minimum	-85.38131713867188	-58.29523849487305
log-sigma-2-0-mm-3D	firstorder	Range	83.04145908355713	52.713074684143066
log-sigma-2-0-mm-3D	firstorder	RobustMeanAbsoluteDeviation	11.215799153403916	6.755533463425107
log-sigma-2-0-mm-3D	firstorder	RootMeanSquared	260.4774941932009	269.2855593533328
log-sigma-2-0-mm-3D	firstorder	Skewness	-0.2500483299465029	-0.2489078989067209
log-sigma-2-0-mm-3D	firstorder	TotalEnergy	12416280.07155393	4495912.173526715
log-sigma-2-0-mm-3D	firstorder	Uniformity	0.3363791095583625	0.46670135275754426
log-sigma-2-0-mm-3D	firstorder	Variance	362.43868346675566	139.79512074684368
log-sigma-2-0-mm-3D	glcm	Autocorrelation	7.510364959427218	4.484704299407635
log-sigma-2-0-mm-3D	glcm	JointAverage	2.685531534082346	2.1013314388478967
log-sigma-2-0-mm-3D	glcm	ClusterProminence	9.191208815329041	1.9350634682757064
log-sigma-2-0-mm-3D	glcm	ClusterShade	-0.2854776289030036	0.0791016514047952
log-sigma-2-0-mm-3D	glcm	ClusterTendency	1.9188988756783165	0.8678756110398003
log-sigma-2-0-mm-3D	glcm	Contrast	0.7317203444625869	0.59392004540057
log-sigma-2-0-mm-3D	glcm	Correlation	0.4491051918797989	0.19263178857731855
log-sigma-2-0-mm-3D	glcm	DifferenceAverage	0.6269613718881455	0.5317042089911852
log-sigma-2-0-mm-3D	glcm	DifferenceEntropy	1.1926323708491269	1.1135611334175395
log-sigma-2-0-mm-3D	glcm	DifferenceVariance	0.324305249286167	0.2992872491060159
log-sigma-2-0-mm-3D	glcm	JointEnergy	0.12719209080612262	0.22462483617525317
log-sigma-2-0-mm-3D	glcm	JointEntropy	3.2301724477173703	2.4937133959657585
log-sigma-2-0-mm-3D	glcm	Imc1	-0.13142968111595596	-0.094526639948564
log-sigma-2-0-mm-3D	glcm	Imc2	0.5708784155700024	0.44326266060691205
log-sigma-2-0-mm-3D	glcm	Idm	0.6969952113133714	0.740369479145346
log-sigma-2-0-mm-3D	glcm	Idmn	0.9588063145476322	0.9434794956019146
