Image type	Feature Class	Feature Name	1: RTSTRUCT: RTstruct_14_segment_Lt Sup Frontal	1: RTSTRUCT: RTstruct_14_segment_Lt ant frontal	1: RTSTRUCT: RTstruct_14_segment_Lt post central	1: RTSTRUCT: RTstruct_14_segment_Rt ant front 2	1: RTSTRUCT: RTstruct_14_segment_Lt ant inf  frontal	1: RTSTRUCT: RTstruct_14_segment_Lt Internal Capsule	1: RTSTRUCT: RTstruct_14_segment_Lt Median Parietal	1: RTSTRUCT: RTstruct_14_segment_Lt Lat Parietal	1: RTSTRUCT: RTstruct_14_segment_Lt ant temporal	1: RTSTRUCT: RTstruct_14_segment_Right Inf Temporal	1: RTSTRUCT: RTstruct_14_segment_Lt Parietal	1: RTSTRUCT: RTstruct_14_segment_Rt Median Parietal	1: RTSTRUCT: RTstruct_14_segment_Rt Parital 2	1: RTSTRUCT: RTstruct_14_segment_Lt Parietal 2	1: RTSTRUCT: RTstruct_14_segment_Lt parietal surface	1: RTSTRUCT: RTstruct_14_segment_L frontal lateral	1: RTSTRUCT: RTstruct_14_segment_R frontal pole	1: RTSTRUCT: RTstruct_14_segment_Lt cerebellar	1: RTSTRUCT: RTstruct_14_segment_R ant frontal 1	1: RTSTRUCT: RTstruct_14_segment_L frontal pole	1: RTSTRUCT: RTstruct_14_segment_Rt Inf Frontal
squareroot	gldm	LargeDependenceLowGrayLevelEmphasis	121.66046511627907	28.29217273954116	7.7248483245149915	42.13333333333333	25.60538991101491	68.1968537414966	59.93928571428572	17.921061197916668	26.089344941956885	12.465972222222222	25.34207240948814	61.925297619047626	18.62789351851852	10.055555555555557	11.228409090909091	1.691538554081129	23.276736111111113	64.63461538461539	2.0101923076923076	19.575	6.909090909090909
squareroot	gldm	LowGrayLevelEmphasis	0.7209302325581395	0.226102114260009	0.07350617283950617	0.5	0.1375568181818182	0.5248370181405896	0.3464285714285714	0.19449869791666666	0.14268933112216695	0.21001984126984127	0.12874531835205993	0.2875992063492063	0.2309027777777778	0.2822222222222222	0.11085858585858586	0.030600167545389474	0.15173611111111113	0.8846153846153846	0.21822649572649575	0.625	0.3181818181818182
squareroot	gldm	SmallDependenceEmphasis	0.014257622918948828	0.031555708356084594	0.040230123094450246	0.01865856947491695	0.024987240523052564	0.018677164510442334	0.02522470923130392	0.04984307012038779	0.04171960537452332	0.05357610242745866	0.027439672857910505	0.019215984484847515	0.03718353428891155	0.10583042104200115	0.04892897852792832	0.11272329086577834	0.032185519820691975	0.028736824698002945	0.34055555555555556	0.05248244205089444	0.1475434188827046
squareroot	gldm	SmallDependenceHighGrayLevelEmphasis	0.028307560008442884	0.10530679101550759	0.42063561618769796	0.03432956008661666	0.1977187558184732	0.058844801262752315	0.04051861340723706	0.24537807289726804	0.29028806424640474	0.426177538735153	0.15921361002831066	0.06809889474738692	0.10658245584141303	0.23232168416800453	0.27643454745386675	5.75153660684943	0.11293356727511669	0.0688009272621055	3.4818803418803417	0.07611854371378182	0.31744640280354564
squareroot	gldm	SmallDependenceLowGrayLevelEmphasis	0.010745138646575317	0.021848058421490173	0.006631037762345005	0.014740821821992024	0.0073676115379009005	0.013243707236976323	0.021401233187320633	0.027947151768549262	0.011769683240754848	0.01699113445669048	0.013694139680841494	0.011753157373899797	0.024355652497623254	0.08509649414938916	0.022537156401423245	0.01730452805964783	0.016818838622052197	0.0187207990569773	0.1031184710351377	0.046573416635172595	0.10506767290249432
squareroot	ngtdm	Busyness	182.33582314384364	3.7171006776353614	1.2311398134607672	7.074004410354355	4.4650799615723615	9.543711498952947	1.3633844769554209	2.1907175953866176	1.8190650498375591	1.0287756081035817	0.5126074198012893	5.693169033474864	1.6210506261703426	0.7279166767488569	1.014877635620542	0.2208991572213594	1.0307729828623624	5.030144283820754	0.3629805710162852	4.979391660970608	0.16885964912280702
squareroot	ngtdm	Coarseness	0.02358285895694647	0.027756741644199383	0.02689870277703857	0.07068132432433043	0.009879651635721432	0.013727996995207013	0.22718060716519642	0.04191416314220565	0.03705443440044944	0.10155529652660585	0.12728896294061404	0.03013587449137485	0.10728415304901515	0.25253375184751653	0.06625149816516461	0.027277094189571992	0.10488061862846053	0.18460135061297134	0.3197731169093923	0.20082774525213287	1.7142857142857142
squareroot	ngtdm	Complexity	0.3944528353571522	2.345659933210594	6.238353437407913	0.377280235218899	5.4563708157	3.53266381946026	0.1257652619558878	2.788617073145354	1.9984089485328944	2.4838227603468455	1.3489070965093293	0.8057251581886877	1.3710248364803919	1.229496689353759	2.610991669212373	44.90394354304534	0.9634748630208854	0.41669834303840564	9.229914899914899	0.4979391660970608	0.10606060606060606
squareroot	ngtdm	Contrast	0.08983626366756786	0.02215883506992621	0.02034358986778872	0.08632432585331883	0.01139098696810159	0.021432894664339158	0.016258674416409987	0.022160887004967017	0.009600850159461815	0.038444216589024124	0.007075988724992066	0.0210404166219276	0.02798172914922054	0.038336840390110975	0.03207537299658332	0.07787961253921581	0.01889194905783612	0.04595819222382182	0.14088759695268574	0.1244847915242652	0.011582769847232659
squareroot	ngtdm	Strength	0.02419283092313815	0.14344911573210445	0.37477349733967913	0.0686472308627719	0.1368606640519709	0.10914535514079152	0.19688974013324603	0.22947049046129303	0.200043400769313	0.4351204127548768	0.6662411212227793	0.06911745515151066	0.3047691448749553	0.5246852147607333	0.4969125779631599	3.1671414043493447	0.3965904477892186	0.21788618088591266	2.5149788758517864	0.20082774525213287	1.2972972972972971
logarithm	firstorder	10Percentile	302.1749386956939	189.63484772015556	281.5856270984376	241.44938498870894	225.8762125490881	233.2104855466614	161.67179683495272	182.11904467325755	161.7384661142378	183.88777003139427	180.05557599415854	256.50987898494435	160.22383110267265	126.73896086882448	174.81594459159072	98.75954272042996	203.13828794186637	100.03546741302948	224.1604961216901	203.95214698552726	87.41894888291868
logarithm	firstorder	90Percentile	311.85704134320287	203.7069853525589	302.24771604819665	246.67178767853193	250.9968524871893	245.67270418087344	172.05902108719835	192.08944054040998	172.72237681948891	207.60400009562306	189.6881736187833	269.2167747988041	169.390162614619	137.92604132165533	194.91503852246294	174.29110618414134	218.11879112066094	106.4937954566279	252.86810951524467	214.99578441838128	93.53630528725314
logarithm	firstorder	Energy	79218994.38426623	61125479.85105707	110546461.05582549	22210899.261937596	267160140.47170073	114135709.21348594	15296743.4538452	30338453.416307893	43924600.90789636	17221898.407103874	20937438.679080833	88744734.93453732	10395336.413191767	4688658.357287186	26052959.894062188	51627186.45531272	20924840.595038414	4224348.524310843	3734550.623760048	5191280.970167267	1676387.136621327
logarithm	firstorder	Entropy	0.2713895875081105	0.9555457874548725	0.9536728466203415	-3.203426503814917e-16	0.9285023436373592	0.2942773977346835	0.10802319526362768	0.16032872589902786	0.3212561381698331	1.026818883342921	0.3120895659343446	0.12230890954934165	-3.203426503814917e-16	0.4021791902022722	0.5703497526082472	1.838679791138869	0.3372900666170132	0.5159469300074468	1.1981839479117982	0.28639695711595553	-3.203426503814917e-16
logarithm	firstorder	InterquartileRange	4.830672659818731	7.324172223543627	10.981812207152814	2.475596220459522	11.25903432069353	6.352595651508722	4.786428923410739	5.066709242281803	6.2133222710153575	12.937710019780866	4.622597418241185	7.206053473054283	4.782821722970311	5.657119998426282	9.097239899125242	22.14846637491695	9.293939401661731	3.2138559154531805	14.965131954130811	7.585377409008572	4.81324381053723
logarithm	firstorder	Kurtosis	2.787595001588214	3.7154126026778953	6.941436789599223	7.328855589929463	4.387838874688735	6.250502121986677	4.894366404998874	4.55317114879688	6.501196381696158	2.51406771005254	5.969108709777708	2.942944630938865	2.906675237612666	3.230128723347445	6.056457669903854	9.168788796105154	3.8586451830683264	4.1297186257849425	2.177178008266027	2.5074262051261575	1.7897795655178186
logarithm	firstorder	Maximum	316.33127205380714	211.31880160747087	308.3347606013262	249.39578601550434	275.6128893467236	268.48970861578846	176.55573457278211	199.352171776983	178.65378929830038	213.18912982596416	193.95243190689	277.06104088102455	171.60549409552706	139.28355466730147	199.23809534725376	179.9256793285357	221.02906408786737	110.1611609172915	255.25109968447833	216.19230829657442	94.95997862056133
logarithm	firstorder	MeanAbsoluteDeviation	2.9311813286192616	4.546616889562871	7.010276146328773	1.7397628038517565	7.689777505718273	4.160155266754146	3.311727665326105	3.5319316950971773	3.7009436793458415	7.451491336402251	3.4621712732515912	4.063928963466449	2.942191784343964	3.9348789976022176	6.896554777188813	47.508431409202124	5.379592921428072	2.3161820490642993	9.26452091401937	3.8247529217935208	2.4473673778913705
logarithm	firstorder	Mean	306.99814267581394	197.43113323939133	292.3251371897158	244.1868875159126	237.61049757862688	239.56525469059596	167.44524077484212	186.82147063303069	167.44647159968844	195.92854430450032	185.00422720328143	262.956342343904	165.35538252565178	133.03932878117294	186.57565438818608	137.57884321933838	211.38531334178023	103.0699153585783	235.86308932399436	209.45414892614158	90.37285338116124
logarithm	firstorder	Median	307.0449985821118	198.52732416973782	294.1088776106468	244.48462220123835	237.13634325693096	239.3186714098034	168.11608523980595	187.166547462606	168.01499748560764	197.15355244243943	186.03035903443768	262.8999153494543	165.70300990649352	133.9193764026448	189.7548480360711	167.373216123622	212.2514579976641	102.8945918061268	236.44558787637223	208.992343158368	89.75113850865397
logarithm	firstorder	Minimum	297.50389913847516	177.60874995932795	244.31344355449698	233.30548648938117	196.48448120250436	223.80047966420727	151.19524669956635	171.3350935375896	141.75512927763512	171.77104964988723	165.07148437076205	246.99697273106435	155.55084156682582	120.3700874788786	148.52184619057374	-151.30777249827247	189.13037282567853	94.67209947719026	217.69370849573463	198.72850571772062	85.82351651821725
logarithm	firstorder	Range	18.827372915331978	33.71005164814292	64.02131704682921	16.090299526123175	79.12840814421924	44.689228951581185	25.36048787321576	28.017078239393413	36.89866002066526	41.41808017607693	28.880947536127962	30.064068149960207	16.05465252870124	18.91346718842287	50.71624915668002	331.23345182680816	31.898691262188834	15.489061440101239	37.55739118874371	17.4638025788538	9.136462102344083
logarithm	firstorder	RobustMeanAbsoluteDeviation	2.0128239564637433	3.045008673318429	4.435559519026284	1.0536702036440755	4.76482531841033	2.6627234326423306	2.091102141926956	2.0691556441529166	2.4570984568407463	5.398388803588323	2.0321703975309853	2.8923679807982956	2.0527532850203287	2.6350625973527535	3.9829617042413044	11.551102931415473	3.821226173427466	1.397025622014111	5.854238000818343	3.0053089750878073	1.9746647698861797
logarithm	firstorder	RootMeanSquared	607.0094224940723	497.4651528945124	592.4028580357879	544.1923589067576	537.7121452597563	539.5947771279765	467.46647632049815	486.84614337068075	467.4723016132654	496.011209653052	485.02795794641804	562.9791132085292	465.3702919269362	433.06620081863633	486.6673298527649	444.7530911520692	511.4298656101149	403.08180713438895	535.9786608668475	509.4742864054705	390.38292816405124
logarithm	firstorder	Skewness	-0.048802379874959646	-0.7580894767482452	-1.5911958384523974	-1.368046851919383	0.3615475188060555	0.9174197362067996	-1.1535231615241281	-0.5976904110742733	-1.108869221818004	-0.2985081714563437	-1.4728651723644426	-0.15325812366201302	-0.6267000081691175	-0.9320284761949557	-1.73152109406314	-2.75432995877352	-1.0341854655631344	0.008376449855597035	0.3028146878104072	-0.39420004376260726	0.15920050575383615
logarithm	firstorder	TotalEnergy	79218994.38426623	61125479.85105707	110546461.05582549	22210899.261937596	267160140.47170073	114135709.21348594	15296743.4538452	30338453.416307893	43924600.90789636	17221898.407103874	20937438.679080833	88744734.93453732	10395336.413191767	4688658.357287186	26052959.894062188	51627186.45531272	20924840.595038414	4224348.524310843	3734550.623760048	5191280.970167267	1676387.136621327
logarithm	firstorder	Uniformity	0.9113034072471606	0.5304955006638364	0.6366036785084405	1.0	0.6668610970559024	0.9075255102040817	0.9718367346938777	0.9542236328125	0.9046558253508576	0.5310204081632653	0.8939527837394268	0.9717346938775512	1.0	0.8528	0.7895867768595042	0.4633079373467801	0.8828125	0.7958579881656804	0.5266272189349112	0.9049999999999999	1.0
logarithm	firstorder	Variance	13.693784699371648	33.84602853551949	92.07806215412924	5.954948244785071	109.30405311048465	31.859434462958063	19.853360452744273	24.023045598625796	24.148964605486828	81.99904550314668	23.01958462003215	25.63852383501784	13.876562566096922	23.274020238632424	89.22250272842727	6330.068056146434	45.56873630938973	9.586575553259035	123.87440476391544	20.51865030414857	7.865944989212213
logarithm	glcm	Autocorrelation	3.8828332769526472	2.144349559435648	10.104825424295946	1.0	9.502903321268	4.248638535153471	1.030660202818013	3.9530732110427493	4.14370905541174	5.889958034145947	3.854068825347521	4.007604946612885	1.0	3.7639776889776897	8.526776400947712	178.7195813392442	3.8270471121624654	3.720042802848233	4.218498168498169	3.8807026307026313	1.0
logarithm	glcm	JointAverage	1.9699700193623975	1.4404028078593383	3.1659527620521235	1.0	3.0693545289342654	2.0577464872925404	1.0153301014090066	1.9882683027606873	2.0354433856850083	2.416891954774264	1.962006937462696	2.0017198825768414	1.0	1.940994422244422	2.915900396641549	13.252392290984274	1.9552621323370085	1.930010700712058	2.0566849816849815	1.9701756576756575	1.0
logarithm	glcm	ClusterProminence	0.08340616321412779	0.6447665485986339	1.5537786510605445	0.0	1.6725629516786202	0.2789304230847393	0.026798055012345296	0.021130320370634052	0.11403747258458544	0.7802917401346365	0.1300260393692367	0.02914941842499526	0.0	0.06069201425598102	0.5934524638705775	5191.971381529946	0.13195148789813843	0.06987476064439826	0.7370870896993892	0.0367574718691935	0.0
logarithm	glcm	ClusterShade	-0.06591502542051884	0.11040200839195376	0.14897706635307137	0.0	0.32878205300396546	0.1700762550853449	0.027674208877576528	-0.02167212527462902	0.06191508914383492	0.0560676776076462	-0.09278955640723961	0.003544560628301996	0.0	-0.06822757611524627	-0.3113574557359043	-282.38489946720296	-0.09884244039810534	-0.07889094941370603	-0.03417771589710352	-0.040653111826712954	0.0
logarithm	glcm	ClusterTendency	0.062238045554660865	0.6314543228514539	0.5995819541841403	0.0	0.562032120455535	0.14373186283661105	0.029640155824910426	0.022854942693598727	0.09478506448407262	0.619915355359507	0.0820663318494864	0.020629495620139604	0.0	0.099249348910469	0.22010914150035543	20.279455256417762	0.09320228414863028	0.11688432824886946	0.5610888714460143	0.05276895272836832	0.0
logarithm	glcm	Contrast	0.05415356226908782	0.35371772828473447	0.2738206114733654	0.0	0.23427633793122898	0.08648975291902052	0.030660202818013012	0.023463394478625076	0.09215233012322957	0.426814142690552	0.06390397408113337	0.01776326830782438	0.0	0.1180111555111555	0.12326816771914954	7.910307791224596	0.07747856969712189	0.13997859857588366	0.6686813186813185	0.059648684648684655	0.0
logarithm	glcm	Correlation	0.06541665979567476	0.2822551047854821	0.37892392593989066	1.0	0.4129311096922424	0.25109710170857463	-0.015589841029467267	-0.011885972858437817	0.009881108990301637	0.18727675690613146	0.15130761456169797	0.06030981822980211	1.0	0.08970289155172576	0.29007211196443095	0.45795635435323284	0.08759117187466638	0.0005945639345883596	-0.10357399506013346	0.4298847195168266	1.0
logarithm	glcm	DifferenceAverage	0.05415356226908782	0.35371772828473447	0.2694056246563851	0.0	0.22689427236499488	0.08648975291902052	0.030660202818013012	0.023463394478625076	0.09016316146739424	0.4224185382949476	0.06390397408113337	0.01776326830782438	0.0	0.1180111555111555	0.1118335502502801	1.1225706750953262	0.07747856969712189	0.13997859857588366	0.5994505494505494	0.059648684648684655	0.0
logarithm	glcm	DifferenceEntropy	0.30202135165251254	0.927277478469883	0.8298312376759112	-3.2034265038149176e-16	0.7873210929949221	0.4229645661754169	0.19590779563531363	0.15857402251583405	0.4371924363056212	0.9584102721806096	0.332031686654403	0.12766348760496538	-3.2034265038149176e-16	0.47881772452888044	0.4995103977264661	1.6482632108358666	0.3862889265375561	0.5562991269091033	0.9138685425431211	0.2684228304392223	-3.203426503814917e-16
logarithm	glcm	DifferenceVariance	0.05109991170918383	0.22543335056685804	0.19424654008797632	0.0	0.18153256251776734	0.07882648668342493	0.029640155824910426	0.022854942693598727	0.08383738345659338	0.23611961908154566	0.05903937416277513	0.017423333482607994	0.0	0.09924934891046903	0.1083759483170898	6.440735262129654	0.07081339392017552	0.11688432824886946	0.25952598988313275	0.05276895272836831	0.0
logarithm	glcm	JointEnergy	0.8907042843789419	0.28198062386504774	0.43354564706721865	1.0	0.5041260299452053	0.8065498536783404	0.9402096648536278	0.9539858887202892	0.8275892154560567	0.26955522539607346	0.8679754728719148	0.9634838908963336	1.0	0.7921203988787189	0.7623295887895895	0.33472001076956476	0.8438461791569483	0.754684208338754	0.3180969823826967	0.8910222285831052	1.0
logarithm	glcm	JointEntropy	0.380828994550587	1.9108051802110522	1.7558356904722676	-3.2034265038149176e-16	1.6791482768793544	0.6532025478711099	0.22656799845332637	0.1820374169944588	0.5936432118601679	2.0275992180790077	0.4385500632048988	0.16748910655784827	-3.2034265038149176e-16	0.5968288800400358	0.7693063271738307	2.838412620084856	0.503312698857042	0.6962777254849866	1.9109280658818508	0.3280715150879069	-3.203426503814917e-16
logarithm	glcm	Imc1	-0.03421293832350627	-0.06857706317302262	-0.15572582783642874	0.0	-0.1564675409891506	-0.08697723359644026	-0.003049681825840515	-0.002215408266514233	-0.04111283818929589	-0.06720697846128024	-0.12223662981507542	-0.04616071532661995	0.0	-0.01833103894776381	-0.1785275395499538	-0.23126679119182128	-0.07938184215227621	-0.022093680873074378	-0.27792684589869504	-0.008270421720827604	0.0
logarithm	glcm	Imc2	0.0958238883953823	0.32746458339535567	0.46644617526554816	0.0	0.4847054048307497	0.225653283667038	0.026254806441796015	0.02005618283092633	0.1331462253834925	0.3349894038364766	0.16246685553993198	0.050594488939378894	0.0	0.1039936445423226	0.3162192799962623	0.6977734126404077	0.14859884920352237	0.12351210418985482	0.6293160588216712	0.052069489742433854	0.0
logarithm	glcm	Idm	0.9729232188654561	0.8231411358576329	0.8657386863535055	1.0	0.887291070374126	0.9567551235404897	0.9846698985909934	0.9882683027606873	0.9551173361318864	0.7892302912920867	0.9680480129594333	0.9911183658460878	1.0	0.9409944222444224	0.9452266866217468	0.7530642106552202	0.9612607151514391	0.9300107007120583	0.7071978021978023	0.9701756576756578	1.0
logarithm	glcm	Idmn	0.9891692875461824	0.9292564543430532	0.9839708167395134	1.0	0.9910481148453469	0.9913510247080979	0.9938679594363974	0.9953073211042749	0.9908765747717927	0.9575214597799726	0.9872192051837735	0.9982236731692177	1.0	0.9763977688977691	0.9882009348035715	0.9750893477236541	0.9845042860605757	0.9720042802848232	0.9363271344040575	0.9880702630702629	1.0
logarithm	glcm	Id	0.9729232188654561	0.8231411358576329	0.8660330188079709	1.0	0.8877832080785416	0.9567551235404897	0.9846698985909934	0.9882683027606873	0.9552499473756088	0.789523331585127	0.9680480129594333	0.9911183658460878	1.0	0.9409944222444224	0.9459889944530047	0.7671567657324905	0.9612607151514391	0.9300107007120583	0.7118131868131867	0.9701756576756578	1.0
logarithm	glcm	Idn	0.9819488125769708	0.8820940905717554	0.9462660412959557	1.0	0.9623600514050301	0.978377561770245	0.9897799323939958	0.9921788685071249	0.9775586680659433	0.8946151456460434	0.978698675306289	0.9955591829230438	1.0	0.9606629481629483	0.9726133433108735	0.9469626325352838	0.9741738101009594	0.9533404671413723	0.8535989010989009	0.980117105117105	1.0
logarithm	glcm	InverseVariance	0.05415356226908782	0.35371772828473447	0.2655425111915274	0.0	0.22043496499454	0.08648975291902052	0.030660202818013012	0.023463394478625076	0.08842263889353832	0.41857238444879374	0.06390397408113337	0.01776326830782438	0.0	0.1180111555111555	0.10182825996501935	0.26184038044704716	0.07747856969712189	0.13997859857588366	0.5388736263736263	0.059648684648684655	0.0
logarithm	glcm	MaximumProbability	0.9428932382278534	0.3827383279982945	0.6278418685016676	1.0	0.6979114161673563	0.895857661097671	0.969339797181987	0.9765366055213749	0.9079013258608968	0.36720723336850397	0.9300549504221293	0.9815113153866561	1.0	0.8819888444888444	0.8688921231159499	0.5641570692672521	0.9165228474884479	0.8600214014241163	0.428021978021978	0.9403513153513152	1.0
logarithm	glcm	SumEntropy	0.3266754322814994	1.5570874519263183	1.4852783846328517	-3.2034265038149176e-16	1.426456479230789	0.5667127949520899	0.19590779563531363	0.15857402251583405	0.49593875700470874	1.596464630984844	0.37464608912376585	0.1497258382500245	-3.2034265038149176e-16	0.47881772452888044	0.6557839044359279	2.3277768478147887	0.4258341291599204	0.5562991269091033	1.2507314105871818	0.2684228304392223	-3.203426503814917e-16
logarithm	glcm	SumSquares	0.029097901955937176	0.24629301278404708	0.21835064141437643	0.0	0.19907711459669092	0.057555403938907894	0.01507508966073086	0.011579584293055951	0.04673434865182555	0.2616823745125147	0.03649257648265494	0.009598190981990997	0.0	0.05431512610540615	0.08584432730487625	7.04744076191059	0.04267021346143805	0.06421573170618827	0.30744254753183325	0.02810440934426324	0.0
logarithm	glrlm	GrayLevelNonUniformity	59.35129674996488	73.14498524708056	77.0480491246428	30.153846153846153	167.26395133331465	98.22624785761718	29.220290595021027	43.99448619580474	56.57461302755655	24.76297699122853	29.75710674930307	74.05170971857652	23.076923076923077	12.743609633202393	30.575245161577033	41.33244136433387	27.205821174483244	11.654854897424558	5.540613232920925	10.702770733539966	8.0
logarithm	glrlm	GrayLevelNonUniformityNormalized	0.772272573550285	0.5458460304628867	0.5267889816367953	1.0	0.4816899728333722	0.7971926106929819	0.9358501035842572	0.8819863338443271	0.7652353805621686	0.5367839926737412	0.7783348165024548	0.9064782546575366	1.0	0.7779158099646009	0.6312840558538851	0.2781701847160196	0.7667590570050543	0.6991135857553059	0.49083219093977565	0.8496422295548811	1.0
logarithm	glrlm	GrayLevelVariance	0.11386371322485753	0.2270769847685566	0.3219360575408374	0.0	0.3744089245046014	0.10408024549973206	0.03207494820787136	0.0590068330778365	0.12596332476150546	0.2527327065527584	0.11083259174877257	0.04857064557820739	0.0	0.11104209501769954	0.23303556129402564	15.446613207813268	0.11662047149747284	0.15044320712234707	0.34347437444340545	0.07517888522255949	0.0
logarithm	glrlm	HighGrayLevelRunEmphasis	3.603218023632621	2.048090309771363	10.031577144119577	1.0	9.008319973509394	4.501028174534008	1.0996666617623168	3.8104492097899394	4.448738956619469	5.526560923927865	3.615446649387017	4.050437578248712	1.0	3.6153696981751287	7.753190241725932	160.7982910415003	3.593373932775312	3.441803320518491	4.361663977048591	3.7535362073823606	1.0
logarithm	glrlm	LongRunEmphasis	12.379685497271256	4.746490990495813	7.106182901620304	7.792115352405352	11.381533081702143	14.27343452845442	6.672704546207269	9.271889774231692	10.668099760206177	2.9935238102887713	7.348838302657848	16.20395453201666	5.655359782794861	3.1671046525118927	7.151706647173403	4.806606309499078	6.811938829085722	3.153907959945111	1.6036463536463534	3.160505306659153	2.733730158730159
logarithm	glrlm	LongRunHighGrayLevelEmphasis	49.03691549586886	10.296611869512198	69.28071309803143	7.792115352405352	106.5167496460656	58.37820611585854	6.772371207969585	36.89800830671672	43.21169273117198	17.31604452442013	28.93970065741644	64.86762933268898	5.655359782794861	12.283788308222695	62.459025717323804	905.8629155141823	26.72571493370388	12.057435160298935	6.7822433976280125	12.395557434018972	2.733730158730159
logarithm	glrlm	LongRunLowGrayLevelEmphasis	3.2153779976218546	3.358960770741717	0.7754980268758297	7.792115352405352	1.271116525595548	3.5382566218242486	6.64778788076669	2.3653601411104384	2.672877169966855	0.6148010889445846	1.9511227139681986	4.068346085942798	5.655359782794861	0.8879337385841909	0.8618266411432186	0.0587918928180228	1.8334948029311813	0.9280261598566552	0.5265715409946179	0.8517422748191977	2.733730158730159
logarithm	glrlm	LowGrayLevelRunEmphasis	0.34919549409184475	0.7379774225571593	0.11913462948797106	1.0	0.13516906176339594	0.24166020714139022	0.9750833345594209	0.2973876975525151	0.2552907161086053	0.22240314635397995	0.3461383376532457	0.2646483564795361	1.0	0.34615757545621795	0.1599835595416525	0.037176632482159994	0.35165651680617216	0.3895491698703773	0.35384843077150774	0.31161594815440974	1.0
logarithm	glrlm	RunEntropy	2.4699646397388326	2.660830397597046	3.0939317001720386	1.7895570320444767	3.4867382454993057	2.962128933312566	1.959151176536751	2.261736753118543	2.664565482701062	2.247585873746728	2.179731207394021	2.621825974454796	1.6439588895676456	1.646612734384	2.512242724476791	3.730584192118019	2.161781207731866	1.7673425871282513	1.7011760784231842	1.4841424420395533	0.9569165946223146
logarithm	glrlm	RunLengthNonUniformity	19.147795929443653	48.32346048815672	43.92540947176747	10.017677413183906	78.95384893148736	22.576475633937434	9.77533396538414	13.3618726053045	16.82844783550097	22.444736221781845	11.155794821888907	17.126962119376405	8.267926830366825	8.060118011701721	13.639437923294325	65.18861254184324	10.96525707180741	7.501466335522063	8.775391275391277	5.97436836667606	5.265873015873016
logarithm	glrlm	RunLengthNonUniformityNormalized	0.23919869270576827	0.35184329879357595	0.28440058038015903	0.32373816414690143	0.2237278058213734	0.1787290693283052	0.30395268394567104	0.2579002986008547	0.22032074172129398	0.4709786868239647	0.28670180181468174	0.20406367929720476	0.346802143194323	0.4706277268955544	0.27583297933487155	0.4390065581733159	0.3004458052005678	0.440458321820349	0.7638582557413726	0.4656423668272076	0.6087666918619299
logarithm	glrlm	RunPercentage	0.3531305903398927	0.5431329803799438	0.4622710622710623	0.40205128205128204	0.3742091242091242	0.3133830455259027	0.44505494505494503	0.3876201923076923	0.36586299272866446	0.6593406593406593	0.4261019878997407	0.290934065934066	0.4807692307692308	0.6492307692307692	0.43776223776223766	0.5658709106984969	0.4413461538461539	0.636094674556213	0.8639053254437871	0.6269230769230769	0.7272727272727273
logarithm	glrlm	RunVariance	2.5155724244382163	1.1450486143890541	1.7852763711471071	1.0049627761205027	3.719418711294923	3.190885109689433	1.0510698863262653	1.6683235757201718	2.3352758057185103	0.5066830792294034	1.267990459497794	2.9912159842200308	0.7832858957654523	0.4846037789820293	1.464254671084529	1.5979449037958342	1.1468750486076542	0.4782734678939867	0.1654001662118545	0.37022037999778207	0.45076593600403125
logarithm	glrlm	ShortRunEmphasis	0.33693392708089004	0.5820951443940239	0.48781571583972305	0.30085031478273583	0.44435824304695254	0.2988283166124122	0.3943068876465153	0.3489869556693471	0.3512282280600162	0.6696950096928459	0.3887899068438629	0.24958408968663048	0.4208801476967219	0.6372681290136041	0.4389920060675524	0.6839036448503326	0.40237739625983193	0.630514217607871	0.8812784437784438	0.5883344812831992	0.7462274029982363
logarithm	glrlm	ShortRunHighGrayLevelEmphasis	0.9659609524754433	1.111533060639277	4.867014697429073	0.30085031478273583	3.637759375299868	1.55334451955795	0.493973549408832	1.206397032467328	1.8310131854275797	3.565998967094551	1.1883810774129593	1.0484305304018267	0.4208801476967219	2.164442214229545	2.8451841894807615	99.19648293796021	1.2210533359844569	1.9638601909499742	3.8852792506638663	2.1068741325151583	0.7462274029982363
logarithm	glrlm	ShortRunLowGrayLevelEmphasis	0.1796771707322517	0.4497356653327108	0.06492896999471395	0.30085031478273583	0.07385839645780515	0.07033942300076293	0.36939022220593604	0.1346344364698519	0.09295739467193286	0.15758639865509969	0.1888921142015887	0.07636710478641959	0.4208801476967219	0.255474607709619	0.09373084096174554	0.03501441123553185	0.19770841132867556	0.297177724272345	0.3187151612632382	0.2086995684752095	0.7462274029982363
logarithm	glszm	GrayLevelNonUniformity	3.4	1.0	1.6666666666666667	1.0	13.56	1.5	1.0	2.5	3.857142857142857	1.0	1.0	1.0	1.0	1.6666666666666667	1.0	3.7058823529411766	1.0	2.5	1.0	1.0	1.0
logarithm	glszm	GrayLevelNonUniformityNormalized	0.68	0.5	0.2777777777777778	1.0	0.5424	0.375	0.5	0.625	0.5510204081632653	0.3333333333333333	0.5	0.3333333333333333	1.0	0.5555555555555556	0.3333333333333333	0.10899653979238755	0.5	0.625	0.3333333333333333	0.5	1.0
logarithm	glszm	GrayLevelVariance	0.16	0.25	1.222222222222222	0.0	1.0495999999999999	0.6875	0.25	0.1875	0.5306122448979592	0.6666666666666666	0.25	0.6666666666666666	0.0	0.2222222222222222	0.6666666666666666	24.26384083044983	0.25	0.1875	0.6666666666666666	0.25	0.0
