Image type	Feature Class	Feature Name	1: RTSTRUCT: RTstruct_6_segment_Lt Frontal	1: RTSTRUCT: RTstruct_6_segment_R putamen	1: RTSTRUCT: RTstruct_6_segment_R cerebellar
square	glszm	LargeAreaHighGrayLevelEmphasis	6274.311827956989	114.41666666666667	28317.222222222223
square	glszm	LargeAreaLowGrayLevelEmphasis	0.6878769695622577	0.6164633002120601	4162.40975308642
square	glszm	LowGrayLevelZoneEmphasis	0.05261614763636934	0.22467782213193918	0.5029012345679011
square	glszm	SizeZoneNonUniformity	38.01075268817204	10.333333333333334	1.4444444444444444
square	glszm	SizeZoneNonUniformityNormalized	0.4087177708405596	0.4305555555555556	0.16049382716049382
square	glszm	SmallAreaEmphasis	0.6627454754489311	0.6692013888888889	0.28144782972050025
square	glszm	SmallAreaHighGrayLevelEmphasis	32.78982967735232	12.468530092592593	1.0029972993706193
square	glszm	SmallAreaLowGrayLevelEmphasis	0.03299753011938881	0.19089571949535988	0.25134524751835097
square	glszm	ZoneEntropy	4.79538472132926	3.772055208874195	2.947702779220087
square	glszm	ZonePercentage	0.372	0.5333333333333333	0.0189873417721519
square	glszm	ZoneVariance	47.655451497282925	1.6093749999999996	4920.888888888889
square	gldm	DependenceEntropy	5.589774444916213	4.1445377522609865	5.53502775777793
square	gldm	DependenceNonUniformity	38.856	13.4	34.45569620253165
square	gldm	DependenceNonUniformityNormalized	0.155424	0.29777777777777775	0.07269134219943385
square	gldm	DependenceVariance	28.876864	0.8622222222222222	17.46545247378447
square	gldm	GrayLevelNonUniformity	31.936	6.911111111111111	149.36286919831224
square	gldm	GrayLevelVariance	9.051216000000002	4.177777777777778	0.8109499902081219
square	gldm	HighGrayLevelEmphasis	73.5	20.177777777777777	4.668776371308017
square	gldm	LargeDependenceEmphasis	54.44	5.133333333333334	112.54852320675106
square	gldm	LargeDependenceHighGrayLevelEmphasis	6359.796	114.53333333333333	531.909282700422
square	gldm	LargeDependenceLowGrayLevelEmphasis	0.6039541972143063	0.5772079903978052	48.85835794655414
square	gldm	LowGrayLevelEmphasis	0.04031248101083682	0.16605581100753058	0.48528363806844826
square	gldm	SmallDependenceEmphasis	0.3161930782544745	0.45046296296296295	0.02492012099836794
square	gldm	SmallDependenceHighGrayLevelEmphasis	16.226723579902536	8.568827160493827	0.13644842878694188
square	gldm	SmallDependenceLowGrayLevelEmphasis	0.01631424578189033	0.11123438593544414	0.014370354705565651
square	ngtdm	Busyness	0.41491711632900224	0.3358073682147756	8.791819217540054
square	ngtdm	Coarseness	0.020056253766515503	0.13786563571376467	0.014942837152069654
square	ngtdm	Complexity	140.21379276019346	35.51749268618306	5.807210838120295
square	ngtdm	Contrast	0.17978468585802396	0.12139747860735516	0.03940499076569003
square	ngtdm	Strength	1.5850078009448352	4.5290577107885275	0.1686319833601733
squareroot	firstorder	10Percentile	243.42658787570025	128.19486030219008	87.12152769071685
squareroot	firstorder	90Percentile	325.16874609189773	191.79145482762016	151.96039776311127
squareroot	firstorder	Energy	87596862.94034868	9541956.153260184	85686736.1237467
squareroot	firstorder	Entropy	2.3508402530557673	1.9816291930420173	2.0147421063453446
squareroot	firstorder	InterquartileRange	53.08008970933935	39.923737975663954	37.89208409706687
squareroot	firstorder	Kurtosis	3.7008528773239524	1.9429229367343002	2.4544159946392115
squareroot	firstorder	Maximum	345.2613219887431	201.74924439035215	173.27477488742403
squareroot	firstorder	MeanAbsoluteDeviation	29.315639488737833	20.58873719629165	20.619729665778962
squareroot	firstorder	Mean	290.87075499255775	159.85258454502514	124.45914086686999
squareroot	firstorder	Median	300.75749797594665	160.03359853281935	130.00939268897173
squareroot	firstorder	Minimum	152.4530690895247	113.84294940049254	46.50374328893741
squareroot	firstorder	Range	192.8082528992184	87.9062949898596	126.77103159848662
squareroot	firstorder	RobustMeanAbsoluteDeviation	22.05590883369928	15.607860581626209	15.495136993814143
squareroot	firstorder	RootMeanSquared	591.9353442407327	460.4817803914163	425.1749109512686
squareroot	firstorder	Skewness	-1.0276658068897346	-0.1337376763239515	-0.5577515613446931
squareroot	firstorder	TotalEnergy	87596862.94034868	19837224.634409327	85686736.1237467
squareroot	firstorder	Uniformity	0.24368000000000006	0.2760493827160494	0.2783029785112785
squareroot	firstorder	Variance	1259.2026559195403	579.0705597089426	608.142636977826
squareroot	glcm	Autocorrelation	41.653677064675776	10.383096712784212	22.567336777276928
squareroot	glcm	JointAverage	6.414676492714023	3.1764673155298158	4.70926262142091
squareroot	glcm	ClusterProminence	94.1874005071037	11.797899343712672	18.818321250762253
squareroot	glcm	ClusterShade	-11.432227400995714	-0.8680060080982801	-2.2649062039513277
squareroot	glcm	ClusterTendency	4.390188048962164	2.256509819243943	2.5682178373395086
squareroot	glcm	Contrast	2.387267977694258	1.0874396718146717	1.02010159911111
squareroot	glcm	Correlation	0.28897890672696236	0.35144261565892304	0.4251215874966794
squareroot	glcm	DifferenceAverage	1.0587775327256814	0.79623283998284	0.705290701337229
squareroot	glcm	DifferenceEntropy	1.9168085181381973	1.4040079060490185	1.457168684476097
squareroot	glcm	DifferenceVariance	1.2390146502903496	0.4418388796672661	0.5084775826314085
squareroot	glcm	JointEnergy	0.10999914604387717	0.10906016704381058	0.1144706092569699
squareroot	glcm	JointEntropy	4.0493701783673295	3.4678646909105098	3.570089655514474
squareroot	glcm	Imc1	-0.08827678093392036	-0.12661394743149085	-0.10621586205512104
squareroot	glcm	Imc2	0.5233134227666394	0.6050408453259281	0.5306321483572337
squareroot	glcm	Idm	0.5899918354622579	0.6310042631917633	0.6787367633696593
squareroot	glcm	Idmn	0.967856966117581	0.960755994589032	0.9740718556978145
squareroot	glcm	Id	0.6254313896404379	0.6484649269805519	0.6951319766932399
squareroot	glcm	Idn	0.8951743241522496	0.8740885137369512	0.9046390818684693
squareroot	glcm	InverseVariance	0.43189937912119764	0.5598730426855427	0.47344031468008396
squareroot	glcm	MaximumProbability	0.27777535181543017	0.19239730802230803	0.24856704725344636
squareroot	glcm	SumEntropy	2.8190614405610455	2.545598927710385	2.6200419550892113
squareroot	glcm	SumSquares	1.694364006664106	0.8359873727646537	0.8970798591126545
squareroot	glrlm	GrayLevelNonUniformity	36.72682113962889	8.70014880952381	81.14972240308103
squareroot	glrlm	GrayLevelNonUniformityNormalized	0.1958656572923242	0.2634364813633787	0.2548148028044143
squareroot	glrlm	GrayLevelVariance	2.3084032544566924	1.0516261869331065	1.154386049596202
squareroot	glrlm	HighGrayLevelRunEmphasis	36.50586928905921	8.611309523809524	19.874306132610474
squareroot	glrlm	LongRunEmphasis	2.38718303886252	2.3744791666666667	3.1116106972474378
squareroot	glrlm	LongRunHighGrayLevelEmphasis	101.85400500732447	26.359523809523807	70.25726499153923
squareroot	glrlm	LongRunLowGrayLevelEmphasis	0.08585877265941347	0.37652108134920637	0.17185975048803762
squareroot	glrlm	LowGrayLevelRunEmphasis	0.05073758590338641	0.2464295221560846	0.0693533056076879
squareroot	glrlm	RunEntropy	3.3414736449160634	2.879301453967676	3.301678591473012
squareroot	glrlm	RunLengthNonUniformity	119.91365730653011	19.293601190476192	168.74119996461997
squareroot	glrlm	RunLengthNonUniformityNormalized	0.6370525257026152	0.5811896347080499	0.5215777042007714
squareroot	glrlm	RunPercentage	0.7495384615384615	0.7333333333333334	0.6723466407010712
squareroot	glrlm	RunVariance	0.5826290031811596	0.49106378879676876	0.8160375977638548
squareroot	glrlm	ShortRunEmphasis	0.8242109871752276	0.7878105365410053	0.7456852478777483
squareroot	glrlm	ShortRunHighGrayLevelEmphasis	28.432240127058833	6.212326388888888	13.897688955566846
squareroot	glrlm	ShortRunLowGrayLevelEmphasis	0.04609341561115122	0.22257113075144216	0.056359645006229614
squareroot	glszm	GrayLevelNonUniformity	6.642857142857143	4.375	4.8
squareroot	glszm	GrayLevelNonUniformityNormalized	0.2372448979591837	0.2734375	0.24
squareroot	glszm	GrayLevelVariance	1.9540816326530612	1.21484375	1.6875000000000002
squareroot	glszm	HighGrayLevelZoneEmphasis	19.714285714285715	6.5625	12.25
squareroot	glszm	LargeAreaEmphasis	489.07142857142856	19.1875	2883.7
squareroot	glszm	LargeAreaHighGrayLevelEmphasis	22728.10714285714	249.0	66494.35
squareroot	glszm	LargeAreaLowGrayLevelEmphasis	11.357018596128928	1.988611111111111	139.81154166666667
squareroot	glszm	LowGrayLevelZoneEmphasis	0.10224920027534823	0.3779340277777778	0.16866666666666666
squareroot	glszm	SizeZoneNonUniformity	7.214285714285714	5.875	4.8
squareroot	glszm	SizeZoneNonUniformityNormalized	0.2576530612244898	0.3671875	0.24
squareroot	glszm	SmallAreaEmphasis	0.5169900162373142	0.6173756377551021	0.48395149453973413
squareroot	glszm	SmallAreaHighGrayLevelEmphasis	8.036043738333799	3.4453316326530614	5.379258881826782
squareroot	glszm	SmallAreaLowGrayLevelEmphasis	0.04611413494106953	0.3172840490362812	0.10688583328765086
squareroot	glszm	ZoneEntropy	3.770942421748532	3.07781953111478	3.6841837197791842
squareroot	glszm	ZonePercentage	0.112	0.35555555555555557	0.04219409282700422
squareroot	glszm	ZoneVariance	409.35204081632645	11.27734375	2322.01
squareroot	gldm	DependenceEntropy	5.221383834460347	3.847982686306623	5.653048961996403
squareroot	gldm	DependenceNonUniformity	21.64	7.844444444444444	28.69198312236287
squareroot	gldm	DependenceNonUniformityNormalized	0.08656	0.174320987654321	0.06053160996279086
squareroot	gldm	DependenceVariance	35.073856	2.96	23.536559312076058
squareroot	gldm	GrayLevelNonUniformity	60.92	12.422222222222222	131.915611814346
squareroot	gldm	GrayLevelVariance	2.068944	0.9955555555555555	1.0640611369260624
squareroot	gldm	HighGrayLevelEmphasis	39.084	9.6	21.162447257383967
squareroot	gldm	LargeDependenceEmphasis	91.504	12.777777777777779	114.14767932489451
squareroot	gldm	LargeDependenceHighGrayLevelEmphasis	4418.676	164.62222222222223	2832.6518987341774
squareroot	gldm	LargeDependenceLowGrayLevelEmphasis	2.020566706349206	1.2820617283950617	5.163871894045945
squareroot	gldm	LowGrayLevelEmphasis	0.044436842403628114	0.20737037037037034	0.0627150726676043
squareroot	gldm	SmallDependenceEmphasis	0.1113479573426788	0.2947608024691358	0.04805086050872493
squareroot	gldm	SmallDependenceHighGrayLevelEmphasis	2.548231789987785	1.9309382716049381	0.6606074463118864
squareroot	gldm	SmallDependenceLowGrayLevelEmphasis	0.009251787300868874	0.12322446201989029	0.006952839553644343
squareroot	ngtdm	Busyness	0.6256604015235694	0.46782407407407406	2.0382930302385773
squareroot	ngtdm	Coarseness	0.028767299434903987	0.1669965363681346	0.01847668244804239
squareroot	ngtdm	Complexity	21.463774759788155	5.416252551176052	7.90276463171552
squareroot	ngtdm	Contrast	0.060410749694763496	0.058743045267489705	0.037027870837492385
squareroot	ngtdm	Strength	0.7693458242255299	1.129842180774749	0.23994626392640742
logarithm	firstorder	10Percentile	304.16080952242527	167.57146445412835	138.62581694727228
logarithm	firstorder	90Percentile	338.2024008489903	197.92417943166785	180.1541965763899
logarithm	firstorder	Energy	97441302.72271833	10517524.357054595	101981975.2840502
logarithm	firstorder	Entropy	1.3297631472759561	1.1321993681628726	1.6001704876093314
logarithm	firstorder	InterquartileRange	21.28831144911385	19.167214317380854	22.925526453204526
logarithm	firstorder	Kurtosis	5.62316528432013	2.10798035906408	3.562445480735195
logarithm	firstorder	Maximum	345.2613219887431	201.74924439035215	190.03325863631255
logarithm	firstorder	MeanAbsoluteDeviation	12.416141584749537	9.87712376276739	13.287898027403232
logarithm	firstorder	Mean	324.11534383036667	183.30814662776353	163.55664408766003
logarithm	firstorder	Median	329.01874687774085	184.2639082675141	168.44181821681167
logarithm	firstorder	Minimum	249.4253467360634	158.6832504092595	93.39833479076452
logarithm	firstorder	Range	95.83597525267967	43.065993981092646	96.63492384554803
logarithm	firstorder	RobustMeanAbsoluteDeviation	8.951800514188943	7.371214465631287	9.56146839049768
logarithm	firstorder	RootMeanSquared	624.3117898060818	483.44882199680876	463.84463626393614
logarithm	firstorder	Skewness	-1.4437816251226807	-0.351677589605692	-0.9830846556570997
logarithm	firstorder	TotalEnergy	97441302.72271833	21865379.58440297	101981975.2840502
logarithm	firstorder	Uniformity	0.45705599999999996	0.5140740740740741	0.3672577400345386
logarithm	firstorder	Variance	245.24848637650965	135.998893338387	267.0843130097048
logarithm	glcm	Autocorrelation	21.590192726694063	3.4587777509652513	17.951468215718606
logarithm	glcm	JointAverage	4.636485866194038	1.8471578721578723	4.214255203732028
logarithm	glcm	ClusterProminence	5.440954133438483	1.0790816443150497	5.3492974978698715
logarithm	glcm	ClusterShade	-1.4125922486105742	-0.08016809421660803	-0.7743690196248144
logarithm	glcm	ClusterTendency	0.9284356082464812	0.5805788757823829	1.3460714560038674
logarithm	glcm	Contrast	0.5603552183582384	0.3946441977691978	0.5861598902566668
logarithm	glcm	Correlation	0.24177688882533768	0.19109338033284265	0.38722933210816746
logarithm	glcm	DifferenceAverage	0.4247549745732171	0.3946441977691978	0.5027671454793372
logarithm	glcm	DifferenceEntropy	1.1590667051196104	0.9570645472111893	1.177851333906906
logarithm	glcm	DifferenceVariance	0.3733513908438549	0.23541413862123522	0.3270988833413877
logarithm	glcm	JointEnergy	0.3365100436686443	0.3429811485434575	0.1788217910132339
logarithm	glcm	JointEntropy	2.122648403120611	1.9920018643407786	2.7869761157043453
logarithm	glcm	Imc1	-0.0890493309976882	-0.07968556623311074	-0.10543868742787536
logarithm	glcm	Imc2	0.36964687783478295	0.38051659729939297	0.48329516812689644
logarithm	glcm	Idm	0.800903095748439	0.8026779011154012	0.7569557017380644
logarithm	glcm	Idmn	0.9800070015197012	0.9605355802230802	0.9781798628839891
logarithm	glcm	Id	0.8069815236288552	0.8026779011154012	0.7620636854314249
logarithm	glcm	Idn	0.9321920118804198	0.9013389505577005	0.9181587649653948
logarithm	glcm	InverseVariance	0.33474885583608927	0.3946441977691978	0.4340629685920501
logarithm	glcm	MaximumProbability	0.5305968200752135	0.5352095398970399	0.2848459193101248
logarithm	glcm	SumEntropy	1.6503238679734809	1.5973576665715814	2.1596050180804283
logarithm	glcm	SumSquares	0.37219770665117985	0.24380576838789517	0.4830578365651336
logarithm	glrlm	GrayLevelNonUniformity	56.01134870503942	10.411059311059311	97.66577231016011
logarithm	glrlm	GrayLevelNonUniformityNormalized	0.40002009595239174	0.4384342652848221	0.3464502738115909
logarithm	glrlm	GrayLevelVariance	0.5540402613061453	0.3902540988082298	0.63442827477193
logarithm	glrlm	HighGrayLevelRunEmphasis	18.248479188793443	2.8792087542087543	15.926296978108297
logarithm	glrlm	LongRunEmphasis	5.014084288305479	5.664144651644651	4.168590922167294
logarithm	glrlm	LongRunHighGrayLevelEmphasis	113.41569948902854	20.570286195286194	74.81298162764159
logarithm	glrlm	LongRunLowGrayLevelEmphasis	0.24369531690211843	2.0578357470718585	0.26577881105806855
logarithm	glrlm	LowGrayLevelRunEmphasis	0.06911966750382594	0.612545504906616	0.07845191691096853
logarithm	glrlm	RunEntropy	2.733589616686655	2.5224246947032865	3.1642425462762773
logarithm	glrlm	RunLengthNonUniformity	59.472688383454994	9.457977207977208	124.14098999179738
logarithm	glrlm	RunLengthNonUniformityNormalized	0.41605479372563514	0.39389739863386586	0.4301484701527378
logarithm	glrlm	RunPercentage	0.5593846153846154	0.5277777777777778	0.5942875689711132
logarithm	glrlm	RunVariance	1.5559859425994385	1.9092136002756632	1.1544236555609453
logarithm	glrlm	ShortRunEmphasis	0.6578970981143486	0.6344084398112175	0.6675641006097244
logarithm	glrlm	ShortRunHighGrayLevelEmphasis	10.462981931489212	1.5527490548289158	9.808325176114632
logarithm	glrlm	ShortRunLowGrayLevelEmphasis	0.05330278271126379	0.47770128254590066	0.05825040733505312
logarithm	glszm	GrayLevelNonUniformity	4.6923076923076925	4.75	5.533333333333333
logarithm	glszm	GrayLevelNonUniformityNormalized	0.3609467455621302	0.59375	0.3688888888888889
logarithm	glszm	GrayLevelVariance	0.8994082840236688	0.484375	0.8266666666666667
logarithm	glszm	HighGrayLevelZoneEmphasis	10.846153846153847	2.375	8.666666666666666
logarithm	glszm	LargeAreaEmphasis	1997.5384615384614	110.875	5247.866666666667
logarithm	glszm	LargeAreaHighGrayLevelEmphasis	46280.230769230766	430.25	93090.66666666667
logarithm	glszm	LargeAreaLowGrayLevelEmphasis	89.30361111111111	31.586805555555557	315.58955555555553
logarithm	glszm	LowGrayLevelZoneEmphasis	0.17348290598290597	0.7951388888888888	0.19942592592592592
logarithm	glszm	SizeZoneNonUniformity	3.0	2.25	3.2666666666666666
logarithm	glszm	SizeZoneNonUniformityNormalized	0.23076923076923078	0.28125	0.21777777777777776
logarithm	glszm	SmallAreaEmphasis	0.43165358451132807	0.3595236325802616	0.44533240187618367
logarithm	glszm	SmallAreaHighGrayLevelEmphasis	3.1903368927795404	0.6099695303210464	2.9376857798153995
logarithm	glszm	SmallAreaLowGrayLevelEmphasis	0.11889065872747082	0.3316343803672876	0.12365802459744049
logarithm	glszm	ZoneEntropy	2.777362795064166	2.2499999999999982	3.1068905956085153
logarithm	glszm	ZonePercentage	0.052	0.17777777777777778	0.03164556962025317
logarithm	glszm	ZoneVariance	1627.7159763313612	79.234375	4249.306666666666
logarithm	gldm	DependenceEntropy	4.8843936642219	3.2633936532742505	5.463577391094365
logarithm	gldm	DependenceNonUniformity	10.6	6.2444444444444445	27.350210970464136
logarithm	gldm	DependenceNonUniformityNormalized	0.0424	0.13876543209876543	0.05770086702629564
logarithm	gldm	DependenceVariance	54.920064	5.106172839506173	27.15059908490448
logarithm	gldm	GrayLevelNonUniformity	114.264	23.133333333333333	174.0801687763713
logarithm	gldm	GrayLevelVariance	0.47374399999999994	0.2844444444444445	0.5708308853638128
logarithm	gldm	HighGrayLevelEmphasis	20.58	3.2888888888888888	17.0126582278481
logarithm	gldm	LargeDependenceEmphasis	210.072	27.933333333333334	160.51898734177215
logarithm	gldm	LargeDependenceHighGrayLevelEmphasis	5115.236	107.15555555555555	3092.6708860759495
logarithm	gldm	LargeDependenceLowGrayLevelEmphasis	8.764627777777777	8.32530864197531	9.038540787623067
logarithm	gldm	LowGrayLevelEmphasis	0.05790111111111111	0.47716049382716047	0.07062939521800282
logarithm	gldm	SmallDependenceEmphasis	0.045940800202585765	0.1263968603902466	0.031120379304040907
logarithm	gldm	SmallDependenceHighGrayLevelEmphasis	0.506117901890041	0.27734670082024576	0.3020702801928381
logarithm	gldm	SmallDependenceLowGrayLevelEmphasis	0.00810271134011401	0.10100507929509252	0.005718918953161222
logarithm	ngtdm	Busyness	1.3395284582645308	1.5559237637362637	2.7374001706955458
logarithm	ngtdm	Coarseness	0.026183058316699218	0.13904675723098314	0.017016214573921693
logarithm	ngtdm	Complexity	5.459271881127217	1.3769535240953097	4.911225831038178
logarithm	ngtdm	Contrast	0.01995385173693006	0.03757225161669607	0.023564928304675322
logarithm	ngtdm	Strength	0.4440700418556517	0.34394819413846045	0.18824736083545904
gradient	firstorder	10Percentile	13.655848026275635	23.91217155456543	12.556550884246827
gradient	firstorder	90Percentile	112.42154541015626	59.380131530761716	48.115349960327144
gradient	firstorder	Energy	34748410.472375885	5232781.007916132	52017972.170686044
gradient	firstorder	Entropy	2.5182849867376693	1.3382689280764635	1.2754288970907548
gradient	firstorder	InterquartileRange	52.7401647567749	19.407997131347656	21.976117610931396
gradient	firstorder	Kurtosis	2.4052383442276963	2.3808603164499216	2.1487779007384753
gradient	firstorder	Maximum	162.31785583496094	67.23493957519531	66.15376281738281
gradient	firstorder	MeanAbsoluteDeviation	29.938156407424927	10.661305994104456	11.365079122351238
gradient	firstorder	Mean	71.00867750620841	40.74865506490072	30.9981680394225
gradient	firstorder	Median	73.93992614746094	40.51508331298828	31.401952743530273
gradient	firstorder	Minimum	0.5236625075340271	13.299310684204102	2.2861850261688232
gradient	firstorder	Range	161.7941933274269	53.93562889099121	63.86757779121399
gradient	firstorder	RobustMeanAbsoluteDeviation	21.80290194911957	7.351594848632812	8.616808255700393
gradient	firstorder	RootMeanSquared	372.81851065834104	341.0044316400247	331.27414224796127
gradient	firstorder	Skewness	-0.06357851953084838	0.054260183257022275	-0.00906204375658012
gradient	firstorder	TotalEnergy	34748410.472375885	10878676.305930903	52017972.170686044
gradient	firstorder	Uniformity	0.19132800000000003	0.4488888888888889	0.4575210525378767
gradient	firstorder	Variance	1346.2031045977503	174.37646959757836	182.7700766686789
gradient	glcm	Autocorrelation	10.155805090140776	4.4729079525954525	2.9195876565543504
gradient	glcm	JointAverage	3.0675296721174803	2.085007775632776	1.6770279020567738
gradient	glcm	ClusterProminence	101.40790468445948	2.694654280056216	2.1232491355875336
gradient	glcm	ClusterShade	3.060393608274614	0.12795829502991263	0.1730510637808997
gradient	glcm	ClusterTendency	6.101701385804568	1.0643592761669096	0.9188080838400435
gradient	glcm	Contrast	3.155498846411238	0.5625053625053625	0.4915090222115618
gradient	glcm	Correlation	0.3187936996035916	0.30773029081709263	0.3024921444171399
gradient	glcm	DifferenceAverage	1.325426608101421	0.5169696482196482	0.44699078610779047
gradient	glcm	DifferenceEntropy	2.0349694004626127	1.1014238912297982	1.0987989806476266
gradient	glcm	DifferenceVariance	1.2764847341598022	0.290931725615807	0.28920164119935676
gradient	glcm	JointEnergy	0.045906228844994706	0.1970066023837918	0.2220037748944311
gradient	glcm	JointEntropy	4.734549477784508	2.6163211558146258	2.452854277784098
gradient	glcm	Imc1	-0.10655803075285832	-0.1033363207330534	-0.06709377876545373
gradient	glcm	Imc2	0.596905549467423	0.492678064936366	0.37532967675556317
gradient	glcm	Idm	0.509082696157244	0.7460687473187473	0.7809564305564821
gradient	glcm	Idmn	0.9456760955633007	0.9458511121011121	0.9529037855990178
gradient	glcm	Id	0.5600225317224067	0.7491044616044615	0.7839243129634
gradient	glcm	Idn	0.8566809803141087	0.8730343736593738	0.8904782152782411
gradient	glcm	InverseVariance	0.42288076508297967	0.47712589821964824	0.40803732951699045
gradient	glcm	MaximumProbability	0.08956281803577935	0.35015350171600174	0.3415331655649562
gradient	glcm	SumEntropy	3.2095929362955022	2.022090127926686	1.9123347924276655
gradient	glcm	SumSquares	2.3143000580539517	0.40671615966806807	0.3525792765129014
gradient	glrlm	GrayLevelNonUniformity	38.817854795713146	11.040429188493706	116.25328290151312
gradient	glrlm	GrayLevelNonUniformityNormalized	0.19350331149087022	0.40604306805522183	0.43172964460514507
gradient	glrlm	GrayLevelVariance	2.0718027806195676	0.44423325542117875	0.3980032080269668
gradient	glrlm	HighGrayLevelRunEmphasis	13.97304000646342	4.902157889899826	3.6356210000246754
gradient	glrlm	LongRunEmphasis	1.9011907498624625	3.8356442422571453	4.5437525058014865
gradient	glrlm	LongRunHighGrayLevelEmphasis	23.170724200049207	18.50583310357504	14.188511243512636
gradient	glrlm	LongRunLowGrayLevelEmphasis	0.5641381021113487	1.0967861792727382	2.341580234470906
gradient	glrlm	LowGrayLevelRunEmphasis	0.20032809698337847	0.3403700129685793	0.47329204030371586
gradient	glrlm	RunEntropy	3.270219302605138	2.684285434583341	3.0027592375622754
gradient	glrlm	RunLengthNonUniformity	136.29719854245192	13.006604172410626	109.23200407191258
gradient	glrlm	RunLengthNonUniformityNormalized	0.670572155592004	0.4725248407454698	0.39917030533419207
gradient	glrlm	RunPercentage	0.8033846153846155	0.6055555555555555	0.567023693605972
gradient	glrlm	RunVariance	0.3139040244102105	1.0555142600654088	1.2971484366962363
gradient	glrlm	ShortRunEmphasis	0.8419269603717308	0.6964908030307672	0.6445658489256838
gradient	glrlm	ShortRunHighGrayLevelEmphasis	12.225866648760974	3.2968675152406335	2.546535284270935
gradient	glrlm	ShortRunLowGrayLevelEmphasis	0.14494381502029002	0.25518992874372703	0.28631827874782606
gradient	glszm	GrayLevelNonUniformity	3.5555555555555554	2.0	5.166666666666667
gradient	glszm	GrayLevelNonUniformityNormalized	0.19753086419753085	0.3333333333333333	0.4305555555555556
gradient	glszm	GrayLevelVariance	3.1265432098765427	0.6666666666666666	0.9097222222222222
gradient	glszm	HighGrayLevelZoneEmphasis	16.166666666666668	4.666666666666667	4.583333333333333
gradient	glszm	LargeAreaEmphasis	536.3333333333334	134.5	7622.833333333333
gradient	glszm	LargeAreaHighGrayLevelEmphasis	6583.611111111111	611.6666666666666	26502.416666666668
gradient	glszm	LargeAreaLowGrayLevelEmphasis	118.73523935500127	34.46759259259259	2937.2893518518517
gradient	glszm	LowGrayLevelZoneEmphasis	0.20349489795918366	0.4537037037037037	0.5671296296296297
gradient	glszm	SizeZoneNonUniformity	1.8888888888888888	1.3333333333333333	1.5
gradient	glszm	SizeZoneNonUniformityNormalized	0.10493827160493827	0.2222222222222222	0.125
gradient	glszm	SmallAreaEmphasis	0.2316626854196853	0.38357988165680473	0.15432244224905245
gradient	glszm	SmallAreaHighGrayLevelEmphasis	2.0511770655715624	1.2309861932938857	0.3773710641377232
gradient	glszm	SmallAreaLowGrayLevelEmphasis	0.08162019231859588	0.21987645189568264	0.12953879615045585
gradient	glszm	ZoneEntropy	4.058813890331196	2.5849625007211543	3.4182958340544856
gradient	glszm	ZonePercentage	0.072	0.13333333333333333	0.02531645569620253
gradient	glszm	ZoneVariance	343.4320987654321	78.25	6062.583333333333
gradient	gldm	DependenceEntropy	5.3939683167865935	3.713719486751814	5.320737716231321
gradient	gldm	DependenceNonUniformity	26.96	7.977777777777778	25.751054852320674
gradient	gldm	DependenceNonUniformityNormalized	0.10784	0.17728395061728394	0.0543271199416048
gradient	gldm	DependenceVariance	10.955456	2.7091358024691363	27.575103704890598
gradient	gldm	GrayLevelNonUniformity	47.832	20.2	216.8649789029536
gradient	gldm	GrayLevelVariance	2.1897759999999997	0.3822222222222222	0.3522628140077267
gradient	gldm	HighGrayLevelEmphasis	13.292	4.933333333333334	3.352320675105485
gradient	gldm	LargeDependenceEmphasis	48.312	19.977777777777778	177.81856540084388
gradient	gldm	LargeDependenceHighGrayLevelEmphasis	401.252	97.82222222222222	494.15822784810126
gradient	gldm	LargeDependenceLowGrayLevelEmphasis	24.81857274376417	5.208024691358025	100.95821612751992
gradient	gldm	LowGrayLevelEmphasis	0.23646875283446714	0.312962962962963	0.49865213314580403
gradient	gldm	SmallDependenceEmphasis	0.0668947828606351	0.12142671327790375	0.020988953486463843
gradient	gldm	SmallDependenceHighGrayLevelEmphasis	0.9643978686505066	0.5017871000251953	0.0828728518114312
gradient	gldm	SmallDependenceLowGrayLevelEmphasis	0.012124039364687334	0.05429272084348143	0.011907084768087717
gradient	ngtdm	Busyness	2.119039488370876	1.5895833333333333	18.761581406698276
gradient	ngtdm	Coarseness	0.026240654084816024	0.14744429882044563	0.014519767134671863
gradient	ngtdm	Complexity	16.68208313744977	1.1518432185098852	1.1758641120190698
gradient	ngtdm	Contrast	0.09437048468358455	0.053369547325102885	0.04507962265271386
gradient	ngtdm	Strength	0.41061859781610816	0.3395225464190981	0.03596254211110984
log-sigma-1-0-mm-3D	firstorder	10Percentile	-73.37702560424805	-72.12217559814454	-33.05766334533691
log-sigma-1-0-mm-3D	firstorder	90Percentile	-0.928477096557622	-3.530543279647826	5.646736621856688
log-sigma-1-0-mm-3D	firstorder	Energy	16890788.194225676	3115871.3309204234	38920503.10987642
log-sigma-1-0-mm-3D	firstorder	Entropy	2.2039035455696	1.8938773912981315	1.4835738392460205
log-sigma-1-0-mm-3D	firstorder	InterquartileRange	38.85599184036255	39.78857231140137	23.934503316879272
log-sigma-1-0-mm-3D	firstorder	Kurtosis	2.704547643371648	1.9465699212963001	2.19534158265241
log-sigma-1-0-mm-3D	firstorder	Maximum	37.38484191894531	3.7279646396636963	20.898609161376953
log-sigma-1-0-mm-3D	firstorder	MeanAbsoluteDeviation	23.569014387313842	20.98994017754072	12.402102492879948
