Image type	Feature Class	Feature Name	1: RTSTRUCT: RTstruct_5_segment_Rt ant Frontal	1: RTSTRUCT: RTstruct_5_segment_Lt ant Temporal	1: RTSTRUCT: RTstruct_5_segment_Rt Pre Motor Cortex	1: RTSTRUCT: RTstruct_5_segment_Rt Med Temporal
square	glrlm	RunPercentage	0.8515625	0.901098901098901	0.8142117412190407	
square	glrlm	RunVariance	0.25939084600083107	0.12247122271100117	0.417826784681591	
square	glrlm	ShortRunEmphasis	0.8929342151023855	0.9186116340924033	0.8720830588636616	
square	glrlm	ShortRunHighGrayLevelEmphasis	19.683250057955565	6.546802147282916	60.315343949946026	
square	glrlm	ShortRunLowGrayLevelEmphasis	0.10185599021836125	0.35251672640433324	0.030375870340866282	
square	glszm	GrayLevelNonUniformity	4.6	1.3333333333333333	23.681564245810055	
square	glszm	GrayLevelNonUniformityNormalized	0.15333333333333332	0.2222222222222222	0.13229924159670423	
square	glszm	GrayLevelVariance	5.773333333333333	1.8055555555555556	6.16173028307481	
square	glszm	HighGrayLevelZoneEmphasis	25.133333333333333	11.833333333333334	55.39664804469274	
square	glszm	LargeAreaEmphasis	95.66666666666667	35.0	589.1899441340782	
square	glszm	LargeAreaHighGrayLevelEmphasis	1822.2	145.33333333333334	62563.78770949721	
square	glszm	LargeAreaLowGrayLevelEmphasis	5.878081916099774	16.08337962962963	8.885394421031766	
square	glszm	LowGrayLevelZoneEmphasis	0.17335077055513565	0.2543518518518519	0.04027463180426604	
square	glszm	SizeZoneNonUniformity	9.6	1.3333333333333333	40.452513966480446	
square	glszm	SizeZoneNonUniformityNormalized	0.32	0.2222222222222222	0.2259916981367623	
square	glszm	SmallAreaEmphasis	0.5724416389300384	0.2643982438016529	0.4800860842418141	
square	glszm	SmallAreaHighGrayLevelEmphasis	15.501472827694556	4.476863808539945	27.457958475871813	
square	glszm	SmallAreaLowGrayLevelEmphasis	0.10887420639177736	0.018793426691153966	0.019019477979704463	
square	glszm	ZoneEntropy	4.123231428797615	2.5849625007211543	5.498704714147969	
square	glszm	ZonePercentage	0.234375	0.21428571428571427	0.14517437145174372	
square	glszm	ZoneVariance	77.46222222222224	13.222222222222221	541.7417059392653	
square	gldm	DependenceEntropy	5.126080157028822	3.3248629576173525	6.297703961176115	
square	gldm	DependenceNonUniformity	14.140625	6.0	123.27737226277372	
square	gldm	DependenceNonUniformityNormalized	0.1104736328125	0.21428571428571427	0.09998164822609386	
square	gldm	DependenceVariance	9.370849609375	1.6020408163265305	19.52276836838259	
square	gldm	GrayLevelNonUniformity	27.59375	7.642857142857143	142.65125709651258	
square	gldm	GrayLevelVariance	2.6474609375	1.4183673469387754	7.750890784581091	
square	gldm	HighGrayLevelEmphasis	21.515625	6.642857142857143	75.11597729115978	
square	gldm	LargeDependenceEmphasis	32.984375	14.357142857142858	53.51743714517437	
square	gldm	LargeDependenceHighGrayLevelEmphasis	656.0625	53.714285714285715	5394.330900243309	
square	gldm	LargeDependenceLowGrayLevelEmphasis	2.06929314245953	8.369811507936507	1.5203334697517794	
square	gldm	LowGrayLevelEmphasis	0.10349661783116024	0.40935515873015876	0.034499056479112285	
square	gldm	SmallDependenceEmphasis	0.19480545018815015	0.13685515873015872	0.13323054606508267	
square	gldm	SmallDependenceHighGrayLevelEmphasis	5.059961421988678	1.6138591269841271	7.978675147006524	
square	gldm	SmallDependenceLowGrayLevelEmphasis	0.032309597527377526	0.02949294532627866	0.00497043125649078	
square	ngtdm	Busyness	0.42391289434642826	1.2610954785954784	1.220226128554785	
square	ngtdm	Coarseness	0.050936036466558955	0.1850243199612483	0.006428570631175438	
square	ngtdm	Complexity	41.40271499904758	7.22574178084968	97.23272547133669	
square	ngtdm	Contrast	0.060274429799330446	0.11041394789208199	0.10649609646943417	
square	ngtdm	Strength	1.8658887690309391	1.8023594523740172	0.4450064718066482	
squareroot	firstorder	10Percentile	193.48142215900143	144.24623185644245	249.7284153984785	
squareroot	firstorder	90Percentile	258.51604724088793	225.64590706943378	329.59515975271097	
squareroot	firstorder	Energy	36127512.008034855	6620117.471730825	442782079.00614476	
squareroot	firstorder	Entropy	2.1119448453190413	2.225077689064811	2.3139092263172087	
squareroot	firstorder	InterquartileRange	24.75587385620082	50.70902334562447	43.052876578830535	
squareroot	firstorder	Kurtosis	4.545090298923204	2.0579626381615634	4.524311285114915	
squareroot	firstorder	Maximum	291.39268468067974	244.2107669843862	346.2456401785854	
squareroot	firstorder	MeanAbsoluteDeviation	19.205055807002875	25.757967235182598	26.668990947154818	
squareroot	firstorder	Mean	230.59005346062685	185.2556924909643	298.3000662314247	
squareroot	firstorder	Median	231.448370176233	183.2191559260952	310.04421303670966	
squareroot	firstorder	Minimum	135.5784486654241	132.40124047689537	162.93994590035732	
squareroot	firstorder	Range	155.81423601525563	111.80952650749083	183.3056942782281	
squareroot	firstorder	RobustMeanAbsoluteDeviation	11.620262750167704	18.923870300390064	18.154086288622693	
squareroot	firstorder	RootMeanSquared	531.2684703262299	486.2435262782729	599.2575015195464	
squareroot	firstorder	Skewness	-0.7335857390388605	0.06424188636152212	-1.3502285535063367	
squareroot	firstorder	TotalEnergy	36127512.008034855	6620117.471730825	442782079.00614476	
squareroot	firstorder	Uniformity	0.29931640625	0.22704081632653061	0.2426413662139238	
squareroot	firstorder	Variance	720.382731421413	959.67975264415	1146.5838749219051	
squareroot	glcm	Autocorrelation	24.888771559950968	10.170850943927867	43.457328960483885	
squareroot	glcm	JointAverage	4.967383424615094	3.1193646097492254	6.493721700344503	
squareroot	glcm	ClusterProminence	28.23861102381071	34.245239871328906	209.77527009475006	
squareroot	glcm	ClusterShade	-2.5865422865899603	-2.8590294205335214	-24.114807415621883	
squareroot	glcm	ClusterTendency	2.430652040546166	3.876031334472797	6.938965748039877	
squareroot	glcm	Contrast	1.5944947292822635	2.168629660937353	1.7849306083567618	
squareroot	glcm	Correlation	0.19923919501757423	0.3181908565938053	0.5934541064221831	
squareroot	glcm	DifferenceAverage	0.8869650494627879	1.1247205785667325	0.9605474151312671	
squareroot	glcm	DifferenceEntropy	1.6981285027701876	1.421810373442354	1.7506470182979437	
squareroot	glcm	DifferenceVariance	0.7989301626426789	0.677338513356758	0.8356774658336895	
squareroot	glcm	JointEnergy	0.12803154858779117	0.11823455262725127	0.08293084378981287	
squareroot	glcm	JointEntropy	3.6786939963166345	3.3066076117181944	4.292510090671398	
squareroot	glcm	Imc1	-0.1071331475711031	-0.4630516144052521	-0.14013753600069884	
squareroot	glcm	Imc2	0.5726899128761951	0.9064164659899346	0.6719507782814447	
squareroot	glcm	Idm	0.6241905348966721	0.540479229167012	0.5993675976513695	
squareroot	glcm	Idmn	0.971001869972021	0.9290438074437591	0.9746073164981419	
squareroot	glcm	Id	0.6514591073060465	0.5826498465921544	0.6288654093276508	
squareroot	glcm	Idn	0.8981042284444829	0.8352621546646272	0.9016888689584351	
squareroot	glcm	InverseVariance	0.4633965119530505	0.47403748317209854	0.4864860485072781	
squareroot	glcm	MaximumProbability	0.2855075179343411	0.1698494881187189	0.16706413966928194	
squareroot	glcm	SumEntropy	2.512582626060931	2.3238331180596505	3.0688741394372743	
squareroot	glcm	SumSquares	1.0062866924571074	1.5111652488525376	2.1809740890991596	
squareroot	glrlm	GrayLevelNonUniformity	25.48276349748249	5.813155981885079	199.19110693599538	
squareroot	glrlm	GrayLevelNonUniformityNormalized	0.254460107066629	0.22993101744448088	0.2243142609013122	
squareroot	glrlm	GrayLevelVariance	1.4728086301267154	1.4126822386093398	2.058542969382287	
squareroot	glrlm	HighGrayLevelRunEmphasis	23.606379526370752	9.984335575238585	41.30432841653666	
squareroot	glrlm	LongRunEmphasis	2.0663950626406016	1.3449824200325873	2.804387694211336	
squareroot	glrlm	LongRunHighGrayLevelEmphasis	50.496312819331266	13.441019270584487	130.589037170278	
squareroot	glrlm	LongRunLowGrayLevelEmphasis	0.12082937634608051	0.34025031229454306	0.08205942944170788	
squareroot	glrlm	LowGrayLevelRunEmphasis	0.07247728258879096	0.24769958444101417	0.03691805508335907	
squareroot	glrlm	RunEntropy	3.031967359586081	2.5601142885688626	3.4933360720162523	
squareroot	glrlm	RunLengthNonUniformity	66.95866908129017	20.926851327787784	526.7936349750652	
squareroot	glrlm	RunLengthNonUniformityNormalized	0.6640693496196471	0.8183766137624511	0.5868150447167045	
squareroot	glrlm	RunPercentage	0.78125	0.9038461538461539	0.7184478133383243	
squareroot	glrlm	RunVariance	0.3966956161393227	0.09910019101029689	0.7858954416782762	
squareroot	glrlm	ShortRunEmphasis	0.8373146041630422	0.9174704856644654	0.7918677686372361	
squareroot	glrlm	ShortRunHighGrayLevelEmphasis	19.466739125556668	9.13502901409256	31.68590336080178	
squareroot	glrlm	ShortRunLowGrayLevelEmphasis	0.06469686489593261	0.22549092514578506	0.03074255724732245	
squareroot	glszm	GrayLevelNonUniformity	3.1176470588235294	1.3333333333333333	11.744186046511627	
squareroot	glszm	GrayLevelNonUniformityNormalized	0.18339100346020762	0.2222222222222222	0.27312060573282854	
squareroot	glszm	GrayLevelVariance	2.3529411764705888	1.8055555555555554	2.2585181179015685	
squareroot	glszm	HighGrayLevelZoneEmphasis	18.352941176470587	9.833333333333334	25.209302325581394	
squareroot	glszm	LargeAreaEmphasis	252.11764705882354	28.0	8010.302325581395	
squareroot	glszm	LargeAreaHighGrayLevelEmphasis	6345.411764705882	275.0	396238.4418604651	
squareroot	glszm	LargeAreaLowGrayLevelEmphasis	10.741370881686008	5.685	173.07826507541	
squareroot	glszm	LowGrayLevelZoneEmphasis	0.13775276777377615	0.2856018518518519	0.11383701154880557	
squareroot	glszm	SizeZoneNonUniformity	4.294117647058823	1.0	8.255813953488373	
squareroot	glszm	SizeZoneNonUniformityNormalized	0.25259515570934254	0.16666666666666666	0.1919956733369389	
squareroot	glszm	SmallAreaEmphasis	0.47657054895194356	0.20895576131687243	0.4317360181708716	
squareroot	glszm	SmallAreaHighGrayLevelEmphasis	7.272199921361639	1.2593055555555555	9.809375001208807	
squareroot	glszm	SmallAreaLowGrayLevelEmphasis	0.06330743051659296	0.0550087162780064	0.08492135980181643	
squareroot	glszm	ZoneEntropy	3.5724694587701307	2.5849625007211543	4.228363010415418	
squareroot	glszm	ZonePercentage	0.1328125	0.21428571428571427	0.034874290348742905	
squareroot	glszm	ZoneVariance	195.42560553633217	6.222222222222221	7188.08004326663	
squareroot	gldm	DependenceEntropy	5.132780641514021	3.3962915290459237	5.735691747051194	
squareroot	gldm	DependenceNonUniformity	11.171875	8.571428571428571	91.02595296025953	
squareroot	gldm	DependenceNonUniformityNormalized	0.0872802734375	0.30612244897959184	0.07382477936760708	
squareroot	gldm	DependenceVariance	22.54296875	1.0357142857142856	15.403454211666332	
squareroot	gldm	GrayLevelNonUniformity	38.3125	6.357142857142857	299.17680454176804	
squareroot	gldm	GrayLevelVariance	1.273193359375	1.423469387755102	1.9752310251537701	
squareroot	gldm	HighGrayLevelEmphasis	23.984375	10.0	43.266017842660176	
squareroot	gldm	LargeDependenceEmphasis	67.265625	13.285714285714286	84.63179237631792	
squareroot	gldm	LargeDependenceHighGrayLevelEmphasis	1699.015625	135.64285714285714	4270.3203568532035	
squareroot	gldm	LargeDependenceLowGrayLevelEmphasis	2.840909022463152	3.5385714285714287	2.072780188109307	
squareroot	gldm	LowGrayLevelEmphasis	0.06662286529195012	0.24982142857142858	0.03404480412062094	
squareroot	gldm	SmallDependenceEmphasis	0.11435782947846748	0.12655753968253966	0.04466464517468424	
squareroot	gldm	SmallDependenceHighGrayLevelEmphasis	2.1291516590295876	1.0911111111111111	1.382937810137189	
squareroot	gldm	SmallDependenceLowGrayLevelEmphasis	0.013107098500459229	0.02783378802910053	0.004110000157066194	
squareroot	ngtdm	Busyness	0.40334177777689284	0.4940964447429964	2.457972203834302	
squareroot	ngtdm	Coarseness	0.06578539131130524	0.24426335476910857	0.006671184030523448	
squareroot	ngtdm	Complexity	12.453592971285744	5.893591976806262	19.63251452799153	
squareroot	ngtdm	Contrast	0.04111341842056731	0.10422673081291885	0.04380434894437812	
squareroot	ngtdm	Strength	0.945063176588604	1.6723384936988173	0.228493938080164	
logarithm	firstorder	10Percentile	263.1413838510627	228.2356673049018	311.62191235425115	
logarithm	firstorder	90Percentile	294.8520594563261	276.22855479112854	344.86762046094526	
logarithm	firstorder	Energy	43310399.83389267	8589037.596782275	492820801.43649656	
logarithm	firstorder	Entropy	1.1019938349411855	1.7463070340085616	1.0115949625259304	
logarithm	firstorder	InterquartileRange	11.541886730366002	29.424021680500516	17.073048192820067	
logarithm	firstorder	Kurtosis	6.111660665182545	2.08828717136331	6.086280906591043	
logarithm	firstorder	Maximum	307.9806255431446	284.7475704709195	350.7795238712388	
logarithm	firstorder	MeanAbsoluteDeviation	9.476047096100489	15.106877278873535	11.348196964040428	
logarithm	firstorder	Mean	281.52857314367714	253.550935983804	332.03347683002625	
logarithm	firstorder	Median	282.73608623268336	253.86132370609857	337.53484846429296	
logarithm	firstorder	Minimum	224.45567880769332	219.16599714481163	260.69773497291965	
logarithm	firstorder	Range	83.52494673545127	65.5815733261079	90.08178889831913	
logarithm	firstorder	RobustMeanAbsoluteDeviation	5.509995999797176	11.043094597432505	7.309947737709483	
logarithm	firstorder	RootMeanSquared	581.6893489675451	553.8513724296656	632.2123524465228	
logarithm	firstorder	Skewness	-1.321360383876342	-0.1978347875938989	-1.7124245069649058	
logarithm	firstorder	TotalEnergy	43310399.83389267	8589037.596782275	492820801.43649656	
logarithm	firstorder	Uniformity	0.6134033203125	0.34438775510204084	0.6133248349491446	
logarithm	firstorder	Variance	187.01731976546284	332.7040136786651	226.14275211510818	
logarithm	glcm	Autocorrelation	15.33245451124839	7.8994247205785655	13.928839471119357	
logarithm	glcm	JointAverage	3.9100861982917987	2.769523105100028	3.705873252431644	
logarithm	glcm	ClusterProminence	2.491079450953267	8.808566642907634	8.487169477321396	
logarithm	glcm	ClusterShade	-0.5687150245797801	-1.7043214956456618	-2.3864490648617833	
logarithm	glcm	ClusterTendency	0.5484136659222762	1.8128619048851862	1.1129518162909895	
logarithm	glcm	Contrast	0.37622458767913547	0.9804945054945056	0.33169881828350084	
logarithm	glcm	Correlation	0.1796808957469683	0.3155849752198669	0.5427601999893159	
logarithm	glcm	DifferenceAverage	0.29430186716724244	0.7199422372499296	0.272122721456514	
logarithm	glcm	DifferenceEntropy	0.9645249439682786	1.0971884418967994	0.9240256316803188	
logarithm	glcm	DifferenceVariance	0.2871534176276316	0.35153273089188136	0.25582638213008796	
logarithm	glcm	JointEnergy	0.5188094368514559	0.20493917754352028	0.4785931017485121	
logarithm	glcm	JointEntropy	1.6785869590530866	2.6058704886329442	1.8172237150558108	
logarithm	glcm	Imc1	-0.09819757911795318	-0.3859211529482787	-0.1860883960654523	
logarithm	glcm	Imc2	0.38103363270075435	0.801428735554108	0.5475751269217646	
logarithm	glcm	Idm	0.861041338467568	0.6660841081994928	0.8698962489544416	
logarithm	glcm	Idmn	0.9863225517479951	0.9469218338222863	0.9877628750012573	
logarithm	glcm	Id	0.8654582510043556	0.6834542594157977	0.8735234937755875	
logarithm	glcm	Idn	0.9528256153297423	0.8646966281581668	0.9560400848030817	
logarithm	glcm	InverseVariance	0.2324851738238292	0.4919590025359256	0.22324720031314416	
logarithm	glcm	MaximumProbability	0.7093196629532701	0.32450220719451484	0.6773121509183002	
logarithm	glcm	SumEntropy	1.3457546384170602	1.879803573624282	1.4891794755555117	
logarithm	glcm	SumSquares	0.2311595634003529	0.6983391025949229	0.36116265864362257	
logarithm	glrlm	GrayLevelNonUniformity	34.08098409771045	7.82087171082263	207.1707104449635	
logarithm	glrlm	GrayLevelNonUniformityNormalized	0.4588898971419314	0.32804224076556826	0.434591384510226	
logarithm	glrlm	GrayLevelVariance	0.5218254275795808	0.7542203262947159	0.48562796995149476	
logarithm	glrlm	HighGrayLevelRunEmphasis	14.188453920906936	7.750800023046935	12.306718752632005	
logarithm	glrlm	LongRunEmphasis	4.639128906491932	1.6329579228366724	12.068976196507787	
logarithm	glrlm	LongRunHighGrayLevelEmphasis	72.05484964194514	13.17364813649783	183.37731907466966	
logarithm	glrlm	LongRunLowGrayLevelEmphasis	0.32525131623080694	0.35573966918015654	0.8661492644466005	
logarithm	glrlm	LowGrayLevelRunEmphasis	0.09397489883253218	0.2454854095316613	0.10848562127012824	
logarithm	glrlm	RunEntropy	2.736898646358414	2.2837467925612813	3.4531256134890693	
logarithm	glrlm	RunLengthNonUniformity	33.16858842089787	18.07767311929007	125.45288037573181	
logarithm	glrlm	RunLengthNonUniformityNormalized	0.4410579635045876	0.7363506667297336	0.25758654707961487	
logarithm	glrlm	RunPercentage	0.5745192307692307	0.8516483516483517	0.385114480004991	
logarithm	glrlm	RunVariance	1.3478523956956276	0.16779211010466824	4.681838459504658	
logarithm	glrlm	ShortRunEmphasis	0.6707487880753142	0.8648826786359015	0.5042038631785725	
logarithm	glrlm	ShortRunHighGrayLevelEmphasis	8.977652443121357	6.578049168357459	5.2093432455760125	
logarithm	glrlm	ShortRunLowGrayLevelEmphasis	0.07266605778145972	0.22118925844766693	0.06797500817238375	
logarithm	glszm	GrayLevelNonUniformity	3.3636363636363638	1.4	13.454545454545455	
logarithm	glszm	GrayLevelNonUniformityNormalized	0.30578512396694213	0.28	0.6115702479338843	
logarithm	glszm	GrayLevelVariance	1.0578512396694215	1.04	0.628099173553719	
logarithm	glszm	HighGrayLevelZoneEmphasis	9.0	6.8	9.090909090909092	
logarithm	glszm	LargeAreaEmphasis	886.0	51.6	40738.40909090909	
logarithm	glszm	LargeAreaHighGrayLevelEmphasis	14135.90909090909	435.4	644128.0	
logarithm	glszm	LargeAreaLowGrayLevelEmphasis	55.88848484848484	8.205555555555556	2615.2319318181817	
logarithm	glszm	LowGrayLevelZoneEmphasis	0.2189141414141414	0.33472222222222225	0.19279040404040407	
logarithm	glszm	SizeZoneNonUniformity	2.4545454545454546	1.0	4.636363636363637	
logarithm	glszm	SizeZoneNonUniformityNormalized	0.2231404958677686	0.2	0.21074380165289255	
logarithm	glszm	SmallAreaEmphasis	0.4261071775649034	0.24129818594104308	0.457472509782146	
logarithm	glszm	SmallAreaHighGrayLevelEmphasis	1.784525807849423	1.0536281179138323	4.473390225463356	
logarithm	glszm	SmallAreaLowGrayLevelEmphasis	0.16585207698485152	0.07450573979591837	0.08882873075907355	
logarithm	glszm	ZoneEntropy	2.8453509366224337	2.321928094887361	3.259141984247898	
logarithm	glszm	ZonePercentage	0.0859375	0.17857142857142858	0.017842660178426603	
logarithm	glszm	ZoneVariance	750.5950413223139	20.239999999999995	37597.31611570249	
logarithm	gldm	DependenceEntropy	4.88023823558205	3.4407598325400857	5.0150411482682085	
logarithm	gldm	DependenceNonUniformity	6.046875	5.428571428571429	59.948905109489054	
logarithm	gldm	DependenceNonUniformityNormalized	0.0472412109375	0.19387755102040816	0.048620360997152515	
logarithm	gldm	DependenceVariance	53.19921875	4.479591836734694	50.72975861826271	
logarithm	gldm	GrayLevelNonUniformity	78.515625	9.642857142857142	756.2295214922952	
logarithm	gldm	GrayLevelVariance	0.33489990234375	0.7181122448979592	0.336867529792033	
logarithm	gldm	HighGrayLevelEmphasis	14.9296875	7.892857142857143	14.050283860502839	
logarithm	gldm	LargeDependenceEmphasis	198.703125	28.071428571428573	339.2887266828873	
logarithm	gldm	LargeDependenceHighGrayLevelEmphasis	3171.5859375	245.75	5268.400648824007	
logarithm	gldm	LargeDependenceLowGrayLevelEmphasis	12.512994791666667	4.286706349206349	22.965681941065153	
logarithm	gldm	LowGrayLevelEmphasis	0.0807595486111111	0.23412698412698413	0.08604104712985493	
logarithm	gldm	SmallDependenceEmphasis	0.06311238881981088	0.09346119929453264	0.018230158795723483	
logarithm	gldm	SmallDependenceHighGrayLevelEmphasis	0.5037977870891964	0.5408531746031746	0.18165037488430766	
logarithm	gldm	SmallDependenceLowGrayLevelEmphasis	0.016571957870875526	0.027964769498334315	0.0030815326482401735	
logarithm	ngtdm	Busyness	0.393776958302673	0.4214419100973723	4.3951366133195355	
logarithm	ngtdm	Coarseness	0.09720607352627483	0.2791536769476666	0.0085875277004135	
logarithm	ngtdm	Complexity	2.650231605287501	2.4874460049444593	2.4995560175770972	
logarithm	ngtdm	Contrast	0.009309142504558384	0.05889496198010227	0.007594089503008714	
logarithm	ngtdm	Strength	0.8453686389692483	1.1612477548476963	0.10186081253521154	
gradient	firstorder	10Percentile	22.3196720123291	23.060424613952637	11.010386848449707	
gradient	firstorder	90Percentile	88.26099243164062	59.55646591186523	89.00123748779296	
gradient	firstorder	Energy	16048115.765305627	3284572.825490223	152961932.9532095	
gradient	firstorder	Entropy	2.1408172493633995	1.374797628629739	2.1133312932774224	
gradient	firstorder	InterquartileRange	34.64627552032471	17.878036499023438	47.01192283630371	
gradient	firstorder	Kurtosis	2.997952153110269	2.623982114810909	2.000672567280397	
gradient	firstorder	Maximum	132.9592742919922	61.229679107666016	125.603759765625	
gradient	firstorder	MeanAbsoluteDeviation	20.567041079571936	11.47506839888436	23.71675752738406	
gradient	firstorder	Mean	53.139150608330965	42.20871990067618	51.09083725022573	
gradient	firstorder	Median	50.05178451538086	42.29561996459961	51.670040130615234	
gradient	firstorder	Minimum	3.1347546577453613	8.048489570617676	0.4212125539779663	
gradient	firstorder	Range	129.82451963424683	53.18118953704834	125.18254721164703	
gradient	firstorder	RobustMeanAbsoluteDeviation	14.520228682183982	8.354354353975658	18.350888605870484	
gradient	firstorder	RootMeanSquared	354.08460064856	342.49988662616596	352.2168617820684	
gradient	firstorder	Skewness	0.6022221009716383	-0.6166974468053176	-0.002197137769107952	
gradient	firstorder	TotalEnergy	16048115.765305627	3284572.825490223	152961932.9532095	
gradient	firstorder	Uniformity	0.256591796875	0.41581632653061223	0.24255717169564472	
gradient	firstorder	Variance	668.6447240767516	199.36436287705493	791.9417225441732	
gradient	glcm	Autocorrelation	6.1802485406121175	5.786792054099747	6.619124803599261	
gradient	glcm	JointAverage	2.4020187669153987	2.403454024607871	2.4811537273495974	
gradient	glcm	ClusterProminence	29.60568823152517	1.5030800298664617	29.060433709605718	
gradient	glcm	ClusterShade	3.6025987379560025	-0.23074449423826263	0.6459547425916655	
gradient	glcm	ClusterTendency	3.1565926408997216	0.786925666117692	3.6534132551188474	
gradient	glcm	Contrast	1.5453243001167851	0.7862120785197709	1.8033852688350116	
gradient	glcm	Correlation	0.3360638790293323	0.061088466050486984	0.34111686710250666	
gradient	glcm	DifferenceAverage	0.9549538607852929	0.6172349018502865	0.9664871380626116	
gradient	glcm	DifferenceEntropy	1.6041745865668635	1.0509750619531604	1.7967918440085384	
gradient	glcm	DifferenceVariance	0.609161597094727	0.33455642460291657	0.8533421601567811	
gradient	glcm	JointEnergy	0.08297768898216547	0.26448905221658114	0.06890009213445605	
gradient	glcm	JointEntropy	3.885324722746949	2.157116299209114	4.110569933667983	
gradient	glcm	Imc1	-0.12224121410647354	-0.18719086199357238	-0.06131246913245947	
gradient	glcm	Imc2	0.6103935992536543	0.5199159649780601	0.45423885335514086	
gradient	glcm	Idm	0.5807946973811752	0.7082802667418052	0.5994523601549155	
gradient	glcm	Idmn	0.9615538094822385	0.9291777387635375	0.9563235903106018	
gradient	glcm	Id	0.6097966701295436	0.7195454118531042	0.635630804128977	
gradient	glcm	Idn	0.8735649376149611	0.8541401333709024	0.8758595438382021	
gradient	glcm	InverseVariance	0.5380318103070945	0.46937987226448763	0.42185826026625	
gradient	glcm	MaximumProbability	0.14854606327112072	0.35963182117028264	0.1380026732312321	
gradient	glcm	SumEntropy	2.718309738474311	1.5468032084718109	2.8601328978230467	
gradient	glcm	SumSquares	1.1754792352541266	0.3932844361593657	1.364199630988465	
gradient	glrlm	GrayLevelNonUniformity	26.39098974665454	9.592147489281073	210.73676774628638	
gradient	glrlm	GrayLevelNonUniformityNormalized	0.25049402721863556	0.4079254750129746	0.2452944650447199	
gradient	glrlm	GrayLevelVariance	1.2718301421276341	0.43897092880558286	1.2181443967239542	
gradient	glrlm	HighGrayLevelRunEmphasis	8.58584778785506	5.521685438926242	8.391644733374168	
gradient	glrlm	LongRunEmphasis	1.7732329468511034	1.6905142235734405	2.906348532331348	
gradient	glrlm	LongRunHighGrayLevelEmphasis	13.355941863354117	9.781058038587059	19.953514952078827	
gradient	glrlm	LongRunLowGrayLevelEmphasis	0.5282951388933979	0.43147440878614507	1.2323348722215821	
gradient	glrlm	LowGrayLevelRunEmphasis	0.2660867177242852	0.29138818206399136	0.2905433949939912	
gradient	glrlm	RunEntropy	2.869435331890938	1.9783383486415598	3.30844833885476	
gradient	glrlm	RunLengthNonUniformity	74.88272928094383	17.210722161160877	482.6530385128236	
gradient	glrlm	RunLengthNonUniformityNormalized	0.7017162437834318	0.715482005080787	0.5574427290740233	
gradient	glrlm	RunPercentage	0.8239182692307693	0.837912087912088	0.6967371638904486	
gradient	glrlm	RunVariance	0.2635388220363236	0.19033716687584745	0.8003364758241356	
gradient	glrlm	ShortRunEmphasis	0.8599367672193444	0.8552681471951588	0.7735481836661146	
gradient	glrlm	ShortRunHighGrayLevelEmphasis	7.751905323508476	4.613917382147512	6.8157029737038055	
gradient	glrlm	ShortRunLowGrayLevelEmphasis	0.21670285668247832	0.26207723780051606	0.19736081944668166	
gradient	glszm	GrayLevelNonUniformity	3.0	1.5	7.074074074074074	
gradient	glszm	GrayLevelNonUniformityNormalized	0.21428571428571427	0.375	0.262002743484225	
gradient	glszm	GrayLevelVariance	1.6785714285714286	0.6875	3.2098765432098766	
gradient	glszm	HighGrayLevelZoneEmphasis	13.928571428571429	3.75	13.592592592592593	
gradient	glszm	LargeAreaEmphasis	232.85714285714286	80.5	12961.962962962964	
gradient	glszm	LargeAreaHighGrayLevelEmphasis	1333.7142857142858	469.5	97480.92592592593	
gradient	glszm	LargeAreaLowGrayLevelEmphasis	67.15527777777778	16.86111111111111	4029.4561213991774	
gradient	glszm	LowGrayLevelZoneEmphasis	0.16444444444444445	0.5902777777777778	0.36023662551440333	
gradient	glszm	SizeZoneNonUniformity	2.857142857142857	1.0	6.62962962962963	
gradient	glszm	SizeZoneNonUniformityNormalized	0.20408163265306123	0.25	0.24554183813443073	
gradient	glszm	SmallAreaEmphasis	0.41499918948888853	0.31584162590656095	0.47696976469283814	
gradient	glszm	SmallAreaHighGrayLevelEmphasis	6.763633489419014	0.3361970821386406	6.8579485052313185	
gradient	glszm	SmallAreaLowGrayLevelEmphasis	0.04095704631717671	0.313048445962407	0.14257359605006986	
gradient	glszm	ZoneEntropy	3.664497779200457	1.9999999999999987	3.7821222241453003	
gradient	glszm	ZonePercentage	0.109375	0.14285714285714285	0.021897810218978103	
gradient	glszm	ZoneVariance	149.265306122449	31.5	10876.518518518518	
gradient	gldm	DependenceEntropy	5.049243923556588	3.7264741182543704	5.835814313522453	
gradient	gldm	DependenceNonUniformity	13.1875	3.7142857142857144	86.71289537712896	
gradient	gldm	DependenceNonUniformityNormalized	0.10302734375	0.1326530612244898	0.0703267602409805	
gradient	gldm	DependenceVariance	7.868896484375	4.954081632653061	21.547158467896562	
gradient	gldm	GrayLevelNonUniformity	32.84375	11.642857142857142	299.0729927007299	
gradient	gldm	GrayLevelVariance	1.234375	0.41836734693877553	1.2902481041433567	
gradient	gldm	HighGrayLevelEmphasis	8.125	5.642857142857143	7.804541768045418	
gradient	gldm	LargeDependenceEmphasis	38.984375	32.142857142857146	100.4874290348743	
gradient	gldm	LargeDependenceHighGrayLevelEmphasis	203.078125	208.5	540.881589618816	
gradient	gldm	LargeDependenceLowGrayLevelEmphasis	14.383324652777777	6.029761904761905	56.55976953230603	
gradient	gldm	LowGrayLevelEmphasis	0.2805078125	0.2757936507936508	0.3415087411011985	
