Image type	Feature Class	Feature Name	1: RTSTRUCT: ANON_32_segment_Rt Frontal	1: RTSTRUCT: ANON_32_segment_Lt Ant Frontal	1: RTSTRUCT: ANON_32_segment_Rt Ant Frontal	1: RTSTRUCT: ANON_32_segment_Rt Ant lat Ventricle	1: RTSTRUCT: ANON_32_segment_Rt Lat Parietal	1: RTSTRUCT: ANON_32_segment_Rt Ant Temporal	1: RTSTRUCT: ANON_32_segment_Rt Occipital	1: RTSTRUCT: ANON_32_segment_Lt Cerebellar	1: RTSTRUCT: ANON_32_segment_Rt Inf Occipital	1: RTSTRUCT: ANON_32_segment_Rt Inf Temporal	1: RTSTRUCT: ANON_32_segment_Lt Ant Temporal	1: RTSTRUCT: ANON_32_segment_Lt Insula	1: RTSTRUCT: ANON_32_segment_Lt post paramedian	1: RTSTRUCT: ANON_32_segment_Rt Parietal
squareroot	glcm	Autocorrelation	6.083340809429879	5.590432404045652	2.9972222222222222	5.4139266420316625	6.040318245632012	8.917077103528467	1.44375	1.1164224664224662	15.663933825488426	1.9711763382816017	2.5242424242424244		2.1160006660006654	1.4258241758241756
squareroot	glcm	JointAverage	2.4565982285066115	2.3486412411211552	1.7135416666666667	2.317284205259735	2.4492474125065216	2.9327819387886724	1.20625	1.0582112332112332	3.9315269291070374	1.4025922177237966	1.6083333333333334		1.4430985680985684	1.2074175824175823
squareroot	glcm	ClusterProminence	1.0966325761578548	1.4689523748225533	0.6078174732349537	0.7822303070986512	1.4429796506657648	12.359601773869466	0.2761994140625	0.05964177180879326	7.484022230374322	0.47030988040368626	0.022386342592592607		0.5877743902725103	0.1378067804651077
squareroot	glcm	ClusterShade	-0.1373242107832828	-0.08190758467265744	-0.29356915509259274	0.17146998811340974	-0.2363765765012921	-0.5909640863542992	0.15848437499999998	0.06751793060981458	-0.6394613744454547	0.08547101596110737	-0.025667508417508443		0.10620353832215039	0.06807540928459296
squareroot	glcm	ClusterTendency	0.6939950097079031	0.7841760734030293	0.5252604166666666	0.577864248758769	0.7475005650383348	2.4219641842228254	0.3021875	0.09813436343198247	1.568996809272491	0.47638859787232357	0.044217171717171704		0.5401130435221344	0.23969082504796793
squareroot	glcm	Contrast	0.5029656700249601	0.4881874785027718	0.28680555555555554	0.40197778950062124	0.5842407704755883	1.1641384005393054	0.35	0.11642246642246643	0.7441863528770921	0.4732006297795772	0.6015151515151516		0.42659007659007653	0.3928571428571429
squareroot	glcm	Correlation	0.16208516285780425	0.2356992952188634	0.2689393939393937	0.1781506309506133	0.1224568433197807	0.35747247298296325	-0.05608974358974355	0.16757907753382886	0.35364839161463496	0.0006625852779698808	-0.3949888495343035		0.13427768812384183	-0.20953490953490927
squareroot	glcm	DifferenceAverage	0.4804863804512652	0.46158805549786314	0.28680555555555554	0.3903978056190772	0.5204631738032547	0.7867112772392055	0.35	0.11642246642246643	0.5828347324358407	0.4732006297795772	0.6015151515151516		0.42659007659007653	0.3928571428571429
squareroot	glcm	DifferenceEntropy	1.0081668139369444	1.0416968874979378	0.7972649622347265	0.9819647907611041	1.0863176371431442	1.4515537323312375	0.8672372601448068	0.4680110244587557	1.292544357544394	0.9545189111287601	0.19847533099953132		0.8533132522293336	0.8722530560068988
squareroot	glcm	DifferenceVariance	0.2518288664881027	0.266636838023237	0.18555362654320987	0.24515150940139938	0.30146714935135116	0.5006109630494668	0.2084375	0.09813436343198247	0.3946247728953655	0.2346125615902855	0.04421717171717172		0.20746309606699218	0.20829365079365084
squareroot	glcm	JointEnergy	0.247203982104265	0.2348827918242757	0.408413387345679	0.3073725806745855	0.2304160050530419	0.10912823571345548	0.46546875	0.794587221640793	0.15787819949562892	0.2905928245837642	0.6329166666666667		0.30918534387690233	0.47543236525379373
squareroot	glcm	JointEntropy	2.190201070056449	2.312575652247408	1.544249877859651	1.9780795221420173	2.2808314062688275	3.457917888205108	1.3466656804596906	0.5844334908812219	3.0826751815602806	1.870499831608483	0.7999904825146827		1.8202557140099616	1.3079688200716253
squareroot	glcm	Imc1	-0.08631518650685309	-0.07353617134831712	-0.19755889101364352	-0.0509738317725787	-0.1003168346659675	-0.1302710651220693	-0.15965651237146106	-0.01803946547820291	-0.0971269323084647	-0.0586474987651825	-0.5552959825351949		-0.14510980026860013	-0.13705320154594622
squareroot	glcm	Imc2	0.3660881112166739	0.36954476942831527	0.4915645228479454	0.27211448563072277	0.42238685456298847	0.5921449839517294	0.43997579554743954	0.10256482125463759	0.4760786167617056	0.2518324350962157	0.5571513682232644		0.3495776340696647	0.39841271896840574
squareroot	glcm	Idm	0.7620047387317368	0.7718659145515593	0.8565972222222222	0.8059590955786159	0.7461461727656059	0.6443870737104072	0.825	0.9417887667887668	0.7247177958262048	0.7633996851102114	0.6992424242424243		0.7867049617049617	0.8035714285714286
squareroot	glcm	Idmn	0.9507409386701361	0.9524089178268726	0.9426388888888888	0.9603366818444705	0.9445195043373182	0.9583654936339515	0.9299999999999999	0.9767155067155068	0.9728237384840308	0.9053598740440846	0.8796969696969698		0.9146819846819848	0.9214285714285715
squareroot	glcm	Id	0.7635033580366498	0.7736392094185531	0.8565972222222222	0.8067310945040522	0.7503980125437615	0.6685352463463515	0.825	0.9417887667887668	0.7342704694969951	0.7633996851102114	0.6992424242424243		0.7867049617049617	0.8035714285714286
squareroot	glcm	Idn	0.8810023693658684	0.8859329572757796	0.9043981481481481	0.9029795477893079	0.8730730863828029	0.8777954113303207	0.8833333333333333	0.9611925111925113	0.9066165759598686	0.842266456740141	0.7994949494949495		0.8578033078033077	0.8690476190476191
squareroot	glcm	InverseVariance	0.46081700207428233	0.43831356036856806	0.28680555555555554	0.3802653197227261	0.46465777671496294	0.4660357693122061	0.35	0.11642246642246643	0.4530241297886243	0.4732006297795772	0.6015151515151516		0.42659007659007653	0.3928571428571429
squareroot	glcm	MaximumProbability	0.2997129789120928	0.3425445049411058	0.570138888888889	0.46481237338820064	0.3041245978492942	0.17798608378965824	0.61875	0.8835775335775337	0.308414077977222	0.3787561853351327	0.6712121212121211		0.3803779553779553	0.5961538461538461
squareroot	glcm	SumEntropy	1.6723124177185964	1.799917502972133	1.2574443223040959	1.5569575497290045	1.6943856757722708	2.5344874218213103	0.9966656804596908	0.4680110244587557	2.3144064442603867	1.3972992018289065	0.19847533099953132		1.3936656374198853	0.9151116772144826
squareroot	glcm	SumSquares	0.2992401699332158	0.3180908879764503	0.20301649305555555	0.24496050956484755	0.33293533387848073	0.8965256461905328	0.163046875	0.05363920746361222	0.5782957905373959	0.23739730691297514	0.1614330808080808		0.24167578002805273	0.15813699197627767
squareroot	glrlm	GrayLevelNonUniformity	21.984846216986803	44.010010312660604	3.9285714285714284	51.97879583856324	13.669463711089021	25.655249190409048	4.607936507936508	12.681563434052123	60.26432058916945	12.449784539132366	5.518037518037518		10.084361355878382	7.839408881716574
squareroot	glrlm	GrayLevelNonUniformityNormalized	0.4780472882617287	0.4922693110958169	0.5076530612244898	0.48041636897953544	0.4512597300485238	0.3021423666056827	0.6377894305870497	0.8677117636077984	0.3195371276600513	0.5834923526660276	0.6427146750956275		0.564779048740699	0.7110501464928128
squareroot	glrlm	GrayLevelVariance	0.32675686199004733	0.2971332377756237	0.24617346938775508	0.29544869297557913	0.367984906953187	0.8750553332359918	0.1811052847064752	0.0661441181961007	0.7420988855153596	0.2082538236669862	0.17864266245218627		0.21761047562965055	0.1444749267535936
squareroot	glrlm	HighGrayLevelRunEmphasis	5.444590202665461	5.67242228711541	2.553571428571429	6.068844350057409	5.322178300745298	7.731198089889759	1.7184523809523808	1.214652843385875	14.557373694312986	1.8910833007572134	3.2554112554112553		1.9703143605620386	1.5285951228258923
squareroot	glrlm	LongRunEmphasis	2.8837541105335425	3.2156421788611853	4.192857142857143	4.419567899441348	2.073642020602318	2.398159146110389	3.7446428571428574	2.782751976530257	3.484200782266087	1.9775516633125332	2.05021645021645		1.91271523454186	1.9691829537983383
squareroot	glrlm	LongRunHighGrayLevelEmphasis	17.68325402558287	18.674452021553904	13.289285714285715	23.47790285574137	12.451140827970853	20.506835861234013	4.913095238095238	2.9974048199161327	55.487504556278196	3.6827196836979446	7.365367965367966		4.035298842883983	2.584316538162692
squareroot	glrlm	LongRunLowGrayLevelEmphasis	0.5952813597571419	0.6820651486627577	1.9187500000000002	0.9638768686378947	0.47330672450347805	0.47290118547867216	3.4525297619047617	2.7290887656837888	0.2594545332708269	1.5512596582161797	0.7214285714285714		1.3820693324563296	1.81539955770725
squareroot	glrlm	LowGrayLevelRunEmphasis	0.2549997038121794	0.230418425377172	0.6116071428571428	0.210981202230833	0.27813489288106746	0.24020782125234758	0.8203869047619048	0.946336789153531	0.09149618636342073	0.7772291748106966	0.4361471861471861		0.7574214098594905	0.867851219293527
squareroot	glrlm	RunEntropy	2.285404460642148	2.4702561127802976	1.8918366675353027	2.67915852756442	2.1128302773748797	2.7491532579916385	1.9001078017628787	1.3599256858627666	3.150621556639118	1.6840823939671354	1.0321486941265314		1.6435335338872858	1.3694712146302166
squareroot	glrlm	RunLengthNonUniformity	24.154449178031186	43.11576172505658	3.121428571428572	45.619702281481445	18.102310048649993	52.70387200435733	3.2160714285714285	7.9130923375267255	89.61288346726097	14.060032503728157	6.975180375180375		11.31177604645097	7.356676229753153
squareroot	glrlm	RunLengthNonUniformityNormalized	0.5025410647975058	0.4671125693877801	0.3902040816326531	0.4094322327300644	0.5864538668420343	0.605844892182438	0.423015164399093	0.5265646351291772	0.4673433623080123	0.6422398204737435	0.7655965551203646		0.62099567474759	0.6478681318664733
squareroot	glrlm	RunPercentage	0.6865671641791045	0.6535654126895002	0.5535714285714286	0.5779514603044015	0.7576923076923078	0.7554945054945055	0.6041666666666666	0.6923076923076923	0.6350686350686351	0.7891737891737892	0.8363636363636363		0.7792642140468226	0.7857142857142855
squareroot	glrlm	RunVariance	0.4997693122175113	0.6758120999996952	0.7028571428571428	1.1671258767086137	0.27567958797657	0.49899455898101575	0.5630045351473923	0.3983401232870365	0.8983505026817681	0.249143622526661	0.2272017224398177		0.20767880080284318	0.23805133292716224
squareroot	glrlm	ShortRunEmphasis	0.7055753678041504	0.6901028333801429	0.540327380952381	0.6399503230352057	0.7716049596305317	0.7982157175123595	0.5844246031746032	0.6814562131558737	0.7018567563922187	0.8013037092905753	0.8350889850889852		0.782267535144212	0.7949787154915359
squareroot	glrlm	ShortRunHighGrayLevelEmphasis	3.5183570084788993	3.854885390635772	0.9857142857142857	4.074926618795671	3.8101472744290494	5.735924401179561	1.190376984126984	0.896109056541749	9.669389558185001	1.504891471166381	2.6184944684944687		1.4645145837612301	1.3019392229328126
squareroot	glrlm	ShortRunLowGrayLevelEmphasis	0.20218617535774935	0.16673698268039325	0.4289806547619047	0.13594070167025657	0.23628614154947328	0.2086142036348687	0.43293650793650795	0.6277930023094049	0.07051186174153254	0.6254067688216238	0.3892376142376142		0.6117057729899578	0.668238588631217
squareroot	glszm	GrayLevelNonUniformity	2.2	1.0	1.0	1.5	1.5	2.3333333333333335	1.0	1.0	1.3333333333333333	1.0	1.0		1.0	1.0
squareroot	glszm	GrayLevelNonUniformityNormalized	0.44	0.3333333333333333	0.5	0.375	0.375	0.25925925925925924	0.5	0.5	0.2222222222222222	0.5	0.5		0.5	0.5
squareroot	glszm	GrayLevelVariance	0.64	0.6666666666666666	0.25	0.6875	0.6875	1.7777777777777777	0.25	0.25	1.8055555555555554	0.25	0.25		0.25	0.25
squareroot	glszm	HighGrayLevelZoneEmphasis	3.2	4.666666666666667	2.5	3.75	3.75	7.222222222222222	2.5	2.5	9.833333333333334	2.5	2.5		2.5	2.5
squareroot	glszm	LargeAreaEmphasis	424.6	3135.0	53.0	4571.25	178.5	398.8888888888889	52.0	200.5	5178.833333333333	212.5	34.0		144.5	74.0
squareroot	glszm	LargeAreaHighGrayLevelEmphasis	2372.6	16690.666666666668	174.5	23726.25	991.5	3062.5555555555557	58.0	202.0	80374.33333333333	308.5	130.0		240.5	80.0
squareroot	glszm	LargeAreaLowGrayLevelEmphasis	87.82222222222222	672.0092592592592	22.625	992.5	37.75	72.45583333333333	50.5	200.125	365.00375	188.5	10.0		120.5	72.5
squareroot	glszm	LowGrayLevelZoneEmphasis	0.6722222222222223	0.4537037037037037	0.625	0.5902777777777778	0.5902777777777778	0.44040123456790126	0.625	0.625	0.2856018518518519	0.625	0.625		0.625	0.625
squareroot	glszm	SizeZoneNonUniformity	2.2	1.0	1.0	1.0	1.0	1.8888888888888888	1.0	1.0	1.0	1.0	1.0		1.0	1.0
squareroot	glszm	SizeZoneNonUniformityNormalized	0.44	0.3333333333333333	0.5	0.25	0.25	0.20987654320987653	0.5	0.5	0.16666666666666666	0.5	0.5		0.5	0.5
squareroot	glszm	SmallAreaEmphasis	0.6004343621432904	0.0210150529830164	0.02617283950617284	0.3125753467135907	0.31412764003673094	0.3861357338190485	0.13	0.50125	0.18664900058260078	0.009197541551246538	0.1328125		0.010034722222222223	0.1284722222222222
squareroot	glszm	SmallAreaHighGrayLevelEmphasis	0.6032167385139897	0.022226878598732278	0.04469135802469136	0.313088347368596	0.32456611570247934	3.7229151346360476	0.505	2.00125	0.24790278218949302	0.03263504155124654	0.15625		0.03347222222222222	0.5034722222222222
squareroot	glszm	SmallAreaLowGrayLevelEmphasis	0.6000674991485774	0.02086024472723558	0.02154320987654321	0.3125108655530023	0.3127525890215284	0.11250672723619785	0.03625	0.12625	0.17164622668547938	0.003338166551246537	0.126953125		0.004175347222222223	0.034722222222222224
squareroot	glszm	ZoneEntropy	1.3709505944546678	1.5849625007211552	0.9999999999999993	1.9999999999999987	1.9999999999999987	2.7254805569978653	0.9999999999999993	0.9999999999999993	2.5849625007211543	0.9999999999999993	0.9999999999999993		0.9999999999999993	0.9999999999999993
squareroot	glszm	ZonePercentage	0.07462686567164178	0.021897810218978103	0.14285714285714285	0.0213903743315508	0.1	0.08035714285714286	0.16666666666666666	0.09523809523809523	0.020202020202020204	0.07407407407407407	0.2		0.08695652173913043	0.14285714285714285
squareroot	glszm	ZoneVariance	245.04000000000002	1049.5555555555557	4.0	2385.6875	78.5	244.0246913580247	16.0	90.25	2728.583333333333	30.25	9.0		12.25	25.0
squareroot	gldm	DependenceEntropy	4.243119556317203	4.636561236174511	2.807354922057602	4.97742406862848	3.9928966084191018	4.831341587999623	2.459147917027243	2.833790948816826	5.417324487726431	2.991567484591732	2.246439344671014		2.338141847079167	2.807354922057602
squareroot	gldm	DependenceNonUniformity	6.373134328358209	12.021897810218977	2.857142857142857	10.647058823529411	4.4	9.339285714285714	2.3333333333333335	3.4761904761904763	17.98989898989899	6.62962962962963	2.2		6.6521739130434785	2.2857142857142856
squareroot	gldm	DependenceNonUniformityNormalized	0.09512140788594342	0.08775107890670787	0.20408163265306123	0.056936143441333756	0.11	0.08338647959183673	0.19444444444444445	0.1655328798185941	0.06057205047104037	0.24554183813443073	0.22		0.2892249527410208	0.16326530612244897
squareroot	gldm	DependenceVariance	12.93294720427712	12.445202195108958	2.6734693877551017	29.341531070376618	10.01	13.372448979591836	2.138888888888889	8.095238095238095	25.19935607477695	1.953360768175583	3.04		1.7580340264650283	6.244897959183673
squareroot	gldm	GrayLevelNonUniformity	31.776119402985074	68.64963503649635	7.571428571428571	97.80213903743315	17.95	34.017857142857146	8.666666666666666	19.095238095238095	104.84511784511784	15.74074074074074	6.8		12.565217391304348	10.571428571428571
squareroot	gldm	GrayLevelVariance	0.314992203163288	0.28142149288720764	0.22959183673469388	0.25548342817924447	0.36	0.8863998724489796	0.1388888888888889	0.04535147392290249	0.6427462050357673	0.2085048010973937	0.16000000000000003		0.22684310018903592	0.12244897959183673
squareroot	gldm	HighGrayLevelEmphasis	5.8059701492537314	5.737226277372263	2.9285714285714284	5.716577540106952	5.65	8.205357142857142	1.5	1.1428571428571428	15.272727272727273	1.8888888888888888	3.4		2.0434782608695654	1.4285714285714286
squareroot	gldm	LargeDependenceEmphasis	96.64179104477611	112.5912408759124	23.571428571428573	172.70053475935828	63.3	67.5	19.5	89.0952380952381	135.2020202020202	43.96296296296296	24.2		47.17391304347826	49.42857142857143
squareroot	gldm	LargeDependenceHighGrayLevelEmphasis	667.776119402985	660.0	83.78571428571429	837.2887700534759	446.65	712.1696428571429	21.5	89.23809523809524	2293.4747474747473	82.62962962962963	94.4		113.95652173913044	51.142857142857146
squareroot	gldm	LargeDependenceLowGrayLevelEmphasis	16.37893864013267	22.567923763179238	8.517857142857142	39.138146167557935	10.601388888888888	9.636207837301587	19.0	89.05952380952381	8.675491021324355	34.2962962962963	6.65		30.47826086956522	49.0
squareroot	gldm	LowGrayLevelEmphasis	0.2296849087893864	0.22120843471208435	0.5178571428571429	0.21301247771836007	0.25416666666666665	0.21929315476190475	0.875	0.9642857142857143	0.08294332210998877	0.7777777777777778	0.4		0.7391304347826086	0.8928571428571429
squareroot	gldm	SmallDependenceEmphasis	0.05993545398301618	0.01808644300505476	0.07749443229672821	0.021725215529769578	0.0670259009875175	0.06812736199045473	0.08982568027210884	0.06153657028354752	0.02557905960960915	0.027532491391618376	0.08386805555555556		0.02561483288967761	0.055436875119543635
squareroot	gldm	SmallDependenceHighGrayLevelEmphasis	0.1237078816344555	0.09634513712212499	0.15223963394881765	0.09848517338152032	0.17773218287063297	0.49357497041700904	0.21482568027210883	0.20439371314069035	0.2601642995721394	0.05060158940119258	0.1854722222222222		0.041919180715764566	0.16257973226240077
squareroot	gldm	SmallDependenceLowGrayLevelEmphasis	0.048057774606011024	0.005544607570884984	0.058808131883705865	0.01045711104137337	0.04426679249908595	0.024850997549921258	0.058575680272108833	0.025822284569261795	0.0060788525673633595	0.021765216889224823	0.058467013888888884		0.02153874593315587	0.028651160833829355
squareroot	ngtdm	Busyness	2.7748139141659798	4.980947101758614	1.0330128205128206	6.402144533526003	1.8141764363803836	1.757906464989151	2.077777777777778	0.7379410712744042	1.8688294425669516	28.2772433720963	0.5654761904761904		62.285841609371055	2.348366217116218
squareroot	ngtdm	Coarseness	0.08048587769910336	0.0424456933123771	0.521253490536767	0.031340088586461375	0.13124150072761498	0.0549242670533821	0.48128342245989303	0.7904876907392245	0.027764327375729113	0.15913856739092724	0.6315789473684211		0.1846326500992451	0.3725994666515412
squareroot	ngtdm	Complexity	1.3871260227695412	1.3512389645125527	0.27406462585034014	1.3867580611322206	1.429326687637214	5.560559910404335	0.3462962962962963	0.12048017490194354	4.757033434448794	0.46546902670117385	0.31666666666666665		0.4709704469517657	0.38340672932509673
squareroot	ngtdm	Contrast	0.04489467859620979	0.035843238859923014	0.0676475947521866	0.03159903599039176	0.057238200834253454	0.050117547119554184	0.04420194003527337	0.004920189889415673	0.029189256541595193	0.09024364502636287	0.05095238095238096		0.09961740324244495	0.0407401878976223
squareroot	ngtdm	Strength	0.23028006667126683	0.12159175084078937	0.48484848484848486	0.08955514920145519	0.3511640776097109	0.46951348007447674	0.5236907730673317	0.8778498573701048	0.24638867475599988	0.17114557015927861	0.6280373831775702		0.19801245897719827	0.42937237830666236
logarithm	firstorder	10Percentile	281.61599543885256	152.95805971662895	130.87788346978226	154.70841218469778	178.34577292088844	257.06982276428465	146.65941892785204	89.0517234040964	257.91808083809684	206.06636726651843	165.26319698388608		150.47458049446632	120.91618568533255
logarithm	firstorder	90Percentile	295.26719137596416	161.9175216235435	142.29169696045403	164.33428522812915	194.43390898733597	287.5707185907991	154.32840587164407	100.25451337742471	284.49012606932513	222.84658124284735	178.3982052129255		163.37198647775867	125.5530793614503
logarithm	firstorder	Energy	23228083.267092817	28627856.66784016	2680922.859651844	39573468.75696218	9468154.89677033	36545832.07323195	2446080.0649002613	3273314.581814088	97215270.57013884	7161976.129032059	2236928.890872473		4808995.0955725955	2510133.029047859
logarithm	firstorder	Entropy	-3.203426503814917e-16	0.2910298920984654	-3.203426503814917e-16	0.11860415284670636	0.1686609314966696	1.1197273878432137	0.9182958340544889	0.7024665512903896	1.1684128289276456	0.2285381439535274	0.970950594454668		0.42622865699814416	0.8631205685666303
logarithm	firstorder	InterquartileRange	8.879992513127831	4.753713594380429	7.316604556425659	5.181620540459448	10.039082164603428	20.156772006003678	5.216852550812632	6.952974561272086	13.489100754162848	7.5732523639047145	6.129012837150924		6.17586294323138	2.550570826241227
logarithm	firstorder	Kurtosis	2.07717619035244	6.781589612618896	2.0058290741806437	4.095257643714561	2.5219619260024904	2.006425705431655	2.0544824830825577	1.7295515635404186	3.663517421843605	2.248169986504402	2.8934199737408823		2.2085031077996318	2.149988965383331
logarithm	firstorder	Maximum	299.0910803928136	163.4553268874153	144.72188812316077	167.99507293279476	199.01807825100633	293.9807942707877	157.238908968876	100.55691518253471	291.7836972627059	225.0276960466742	180.36761107219348		164.64383765482782	125.98363241853626
logarithm	firstorder	MeanAbsoluteDeviation	4.380471787724973	3.0298478633319954	3.827399585426371	3.0792801824010705	5.412951827688028	10.29134356935091	2.861862534079156	3.564939277723821	8.011015637380716	4.698952531586032	4.5259436980428855		3.684385081093127	1.5911506809367404
logarithm	firstorder	Mean	288.7784791371519	157.10574336114567	137.57593853237736	160.00824862357166	186.47945780305758	271.10276410618286	151.4739340982669	94.78566480473505	272.03169788882275	215.0007053354828	172.92710136930128		157.2372281253388	123.42860700319598
logarithm	firstorder	Median	288.6605505585811	157.49087662068263	137.70498834136015	160.6802231505664	186.59177160421672	269.64167829112057	152.45352930380812	93.87034187994252	273.1796951229856	215.26007435796132	174.10624804424907		157.24580077341813	123.56618641264122
logarithm	firstorder	Minimum	278.0736052886996	137.17920256368572	129.05748946487518	143.84083557943524	169.81645045190862	246.91397869983913	145.83298364690458	88.0685630018669	233.05434182376172	204.85520871034797	160.46248253814898		148.1486918977474	119.72045273389391
logarithm	firstorder	Range	21.017475104114	26.27612432372959	15.664398658285592	24.15423735335952	29.201627799097707	47.06681557094859	11.40592532197141	12.488352180667803	58.7293554389442	20.172487336326242	19.905128534044508		16.495145757080422	6.263179684642353
logarithm	firstorder	RobustMeanAbsoluteDeviation	3.277358593358419	1.9823709331988564	2.6113022916867465	2.1297486178719014	4.165031812537102	7.828575571786584	1.7755128143418624	2.988433621831562	5.495184226291956	3.2921984527973156	3.0122851455399093		2.4006572450424812	1.1092712488816858
logarithm	firstorder	RootMeanSquared	588.8020125276486	457.12411600077525	437.6008340658547	460.02481191489863	486.5222219172093	571.2285637837346	451.48643989421777	394.80643731267605	572.1224897989947	515.0324020382945	472.96182624736986		457.26003902130464	423.43265858995966
logarithm	firstorder	Skewness	-0.011726141668811751	-1.330161841474192	-0.3514273885688289	-0.8729616146360356	-0.21964541670071203	0.11348833269714413	-0.2931290626019899	-0.051756458969422124	-0.7388053868116772	-0.09169039995156432	-0.8547954329434927		-0.25547246944258395	-0.4375982436451565
logarithm	firstorder	TotalEnergy	23228083.267092817	28627856.66784016	3207809.4332250697	39573468.75696218	9468154.89677033	36545832.07323195	2926812.563204387	3273314.581814088	97215270.57013884	7161976.129032059	2236928.890872473		4808995.0955725955	2510133.029047859
logarithm	firstorder	Uniformity	1.0	0.9030315946507539	1.0	0.9684291801309732	0.9512499999999999	0.49537627551020413	0.5555555555555556	0.691609977324263	0.474974208980943	0.9286694101508914	0.52		0.8412098298676747	0.5918367346938775
logarithm	firstorder	Variance	27.712461551551193	16.79681574465475	21.78799264082444	15.238775612123643	41.60955490136172	143.70491270580453	11.292238188885532	16.40180821137645	103.87994423143975	32.648653290719366	32.84587767793754		20.860502021929776	3.431131894386165
logarithm	glcm	Autocorrelation	1.0	3.7220162019828256	1.0	3.943576589893133	3.933924993135519	6.231816249015311	2.98125	1.5251221001221	6.122092145722102	1.097199730094467	1.8530303030303026		3.813386613386614	1.7606227106227108
logarithm	glcm	JointAverage	1.0	1.9266010245644625	1.0	1.9857527447583512	1.98348124828388	2.484307868004649	1.721875	1.241086691086691	2.4546231186118312	1.0485998650472335	1.3803030303030304		1.9515984015984016	1.342032967032967
logarithm	glcm	ClusterProminence	0.0	0.24686470658863335	0.0	0.03282439547383219	0.026346787047293093	0.9834339669742618	0.45216376953125	0.26963126456475267	1.2812547360007804	0.0560224900375313	0.14183804713804715		0.12112003844274503	0.29782478056240824
logarithm	glcm	ClusterShade	0.0	-0.16841843992061462	0.0	-0.029330710056984583	-0.027774248610337223	-0.11522832437377807	-0.20772656250000002	0.12905598393655843	-0.1398336971599774	0.06257734259912306	-0.004673400673400688		-0.09169170018714629	0.07862634247838342
logarithm	glcm	ClusterTendency	0.0	0.15629456660074742	0.0	0.028789732275772174	0.03121406671807606	0.6758426794098985	0.43109374999999994	0.3244704149466054	0.7773582230750713	0.08451869312845768	0.14535353535353535		0.09605205040269973	0.3381593406593407
logarithm	glcm	Contrast	0.0	0.11557374342112414	0.0	0.027363288763840646	0.033037503432240274	0.43851790391104806	0.36875	0.3962759462759463	0.39102018755433143	0.09719973009446693	0.5757575757575757		0.08281718281718281	0.530952380952381
logarithm	glcm	Correlation	1.0	0.15799060308476837	1.0	0.02457614004071126	0.3676274432477496	0.21618786754539077	0.07012987012987006	-0.1015318015318014	0.330783644004922	0.178769252763061	-0.1588744588744585		0.3398960756820288	-0.21098901098901074
logarithm	glcm	DifferenceAverage	0.0	0.11557374342112414	0.0	0.027363288763840646	0.033037503432240274	0.4332268986200428	0.36875	0.3962759462759463	0.3823151122218089	0.09719973009446693	0.5757575757575757		0.08281718281718281	0.530952380952381
logarithm	glcm	DifferenceEntropy	-3.2034265038149176e-16	0.51149493154188	-3.203426503814917e-16	0.1799239678525102	0.1850656175793029	0.9606525967226813	0.8314482905283489	0.8986290246959089	0.9669412418121183	0.4185276660203261	0.3265385100506988		0.3440345525290385	0.8510439808503407
logarithm	glcm	DifferenceVariance	0.0	0.10149042833598781	0.0	0.026577195677422432	0.03121406671807607	0.23662206101428218	0.19671875	0.2173550303312208	0.23767636904810985	0.08451869312845768	0.07898989898989899		0.0706229340644925	0.206772632129775
logarithm	glcm	JointEnergy	1.0	0.7625754166530765	1.0	0.9453462938027711	0.9366601482067658	0.2581323897329779	0.403359375	0.4222717890575034	0.25683833681442114	0.8246220952600799	0.5604545454545454		0.8399424493255663	0.35867150706436424
logarithm	glcm	JointEntropy	-3.2034265038149176e-16	0.7357791173309374	-3.203426503814917e-16	0.21209686498721209	0.21810312101154297	2.097221594485313	1.5108851189613652	1.4539005487578802	2.149966291373437	0.5157273961147928	1.0342031313021556		0.4606591958786452	1.6098948513875262
logarithm	glcm	Imc1	0.0	-0.055092962259938254	0.0	-0.02574761463200725	-0.0037072140879983073	-0.08155880319201157	-0.2176100559698873	-0.14444973250500429	-0.09757249402134464	-0.014062962050472767	-0.4123444553299619		-0.08942533398919707	-0.20810277909086963
logarithm	glcm	Imc2	0.0	0.1845710576053881	0.0	0.041981223827543074	0.028440492848790706	0.3527250034930876	0.530700624945181	0.4112623031420417	0.40958541036422125	0.08513588667797231	0.44897705471836696		0.13162474005007793	0.45448732283158944
logarithm	glcm	Idm	1.0	0.9422131282894379	1.0	0.9863183556180796	0.9834812482838797	0.7839156512190791	0.815625	0.8018620268620269	0.8097129514223477	0.9514001349527665	0.712121212121212		0.9585914085914086	0.7345238095238096
logarithm	glcm	Idmn	1.0	0.9768852513157752	1.0	0.9945273422472319	0.9933924993135519	0.9563924098530954	0.9262499999999999	0.9207448107448108	0.9612997539522218	0.9805600539811066	0.8848484848484849		0.9834365634365635	0.893809523809524
logarithm	glcm	Id	1.0	0.9422131282894379	1.0	0.9863183556180796	0.9834812482838797	0.7842683849051462	0.815625	0.8018620268620269	0.8102932897778492	0.9514001349527665	0.712121212121212		0.9585914085914086	0.7345238095238096
logarithm	glcm	Idn	1.0	0.9614754188596254	1.0	0.9908789037453863	0.9889874988559199	0.8919578256095395	0.8770833333333332	0.867908017908018	0.9048564757111739	0.9676000899685111	0.8080808080808081		0.9723942723942722	0.823015873015873
