Image type	Feature Class	Feature Name	1: RTSTRUCT: ANON_22_segment_Rt sup vermis	1: RTSTRUCT: ANON_22_segment_Rt Inf Medial cerebellum	1: RTSTRUCT: ANON_22_segment_Rt Frontal deep	1: RTSTRUCT: ANON_22_segment_Lt Frontal
squareroot	ngtdm	Strength	0.5803569115665234	0.5649565600657618	1.0	0.8293315330117451
logarithm	firstorder	10Percentile	283.0976701782785	310.9455602932819	298.77545856749754	272.4667551504631
logarithm	firstorder	90Percentile	317.1217385843486	327.0326888759946	305.9617930298505	319.37671637118376
logarithm	firstorder	Energy	26508204.342980787	8854133.702780195	1086588.1134566541	136018815.39882305
logarithm	firstorder	Entropy	1.0350946595609618	0.8280557253795033	0.9182958340544889	1.7723871618522884
logarithm	firstorder	InterquartileRange	21.034828510714874	7.78649244098915	4.4914590389706746	26.711821231116346
logarithm	firstorder	Kurtosis	2.1916243749273994	2.213200262214452	1.5000000000000133	6.2706353966126915
logarithm	firstorder	Maximum	319.45074588586334	330.06355654040345	307.6937214202953	331.92750598155953
logarithm	firstorder	MeanAbsoluteDeviation	10.587674057507034	4.9582704620951485	3.9205688955922255	16.805191310534248
logarithm	firstorder	Mean	302.4703356887492	320.4241803259703	301.8128680769069	296.2879064075729
logarithm	firstorder	Median	305.1172735981248	322.08327650928	299.03407946807147	300.9799171804369
logarithm	firstorder	Minimum	273.19444897219245	308.96963984422314	298.71080334235404	190.26602377307492
logarithm	firstorder	Range	46.256296913670894	21.093916696180315	8.982918077941235	141.6614822084846
logarithm	firstorder	RobustMeanAbsoluteDeviation	7.878265390594589	3.4247854749751343	0.0	10.755038206027095
logarithm	firstorder	RootMeanSquared	602.5994414950513	620.4533301574637	601.8272491495252	596.7161782448319
logarithm	firstorder	Skewness	-0.5270893871299009	-0.5275511461715247	0.7039062399403011	-1.5025855024409183
logarithm	firstorder	TotalEnergy	26508204.342980787	8854133.702780195	1149090.9695404442	136018815.39882305
logarithm	firstorder	Uniformity	0.5241133420904485	0.6143667296786388	0.5555555555555556	0.36357281872755687
logarithm	firstorder	Variance	155.5815052336648	36.17137033456846	17.30963593213076	510.93005119146693
logarithm	glcm	Autocorrelation	7.400621152362457	1.7665893935124706	1.6666666666666667	29.135063744684615
logarithm	glcm	JointAverage	2.7131855894457497	1.3299569020722866	1.3333333333333333	5.363820397914536
logarithm	glcm	ClusterProminence	0.873219003579197	0.4152842642734254	0.0	36.80505117252914
logarithm	glcm	ClusterShade	-0.3837993066007972	0.13186365413663376	0.0	-5.821918256565365
logarithm	glcm	ClusterTendency	0.5300413083382028	0.42900022563812296	0.0	2.707167595644579
logarithm	glcm	Contrast	0.37385212079316266	0.4465626254087792	0.6666666666666666	1.2512110232260616
logarithm	glcm	Correlation	0.17063231526878606	-0.023277976951470603	-0.33333333333333276	0.37186648625514807
logarithm	glcm	DifferenceAverage	0.3507601581400209	0.4465626254087792	0.6666666666666666	0.7589376875233982
logarithm	glcm	DifferenceEntropy	0.9724447065620634	0.9623922440870992	-3.203426503814917e-16	1.583570213197749
logarithm	glcm	DifferenceVariance	0.24654685203282128	0.2373181843561944	0.0	0.6580676397071793
logarithm	glcm	JointEnergy	0.37773981798670053	0.3249003901203545	0.6666666666666666	0.15006814633725818
logarithm	glcm	JointEntropy	1.7647465563595104	1.7685633304500814	0.6666666666666661	3.4908970400734156
logarithm	glcm	Imc1	-0.06699708062409801	-0.05279815999674732	-0.6666666666666666	-0.09160935747586252
logarithm	glcm	Imc2	0.3141355335407413	0.22547647919060218	0.6199156633547958	0.5121881061849919
logarithm	glcm	Idm	0.8269291171953038	0.7767186872956103	0.6666666666666666	0.6688337950426283
logarithm	glcm	Idmn	0.9636805708123671	0.9106874749182441	0.8666666666666667	0.9767308751597746
logarithm	glcm	Id	0.8284685813721798	0.7767186872956103	0.6666666666666666	0.6899373840432174
logarithm	glcm	Idn	0.9134645585976519	0.8511457915304069	0.7777777777777777	0.9115242046948175
logarithm	glcm	InverseVariance	0.3305546908185218	0.4465626254087792	0.6666666666666666	0.4410789075129634
logarithm	glcm	MaximumProbability	0.5594247759060292	0.4467617852233237	0.6666666666666666	0.3065924661756663
logarithm	glcm	SumEntropy	1.3877260497572004	1.322000705041302	-3.203426503814917e-16	2.516977856594286
logarithm	glcm	SumSquares	0.2259733572828414	0.21889071276172556	0.16666666666666666	0.9895946547176602
logarithm	glrlm	GrayLevelNonUniformity	21.181335316322343	10.416046715582322	1.4444444444444446	82.09262411713159
logarithm	glrlm	GrayLevelNonUniformityNormalized	0.47938180108079853	0.5932677310057586	0.5370370370370371	0.320937617810248
logarithm	glrlm	GrayLevelVariance	0.2938770722800658	0.20336613449712068	0.23148148148148148	0.9716006027355135
logarithm	glrlm	HighGrayLevelRunEmphasis	6.370740295035644	1.8573625806597946	2.1666666666666665	28.28903060354279
logarithm	glrlm	LongRunEmphasis	3.6376144644317034	2.041806722689075	1.5	3.0876779050848575
logarithm	glrlm	LongRunHighGrayLevelEmphasis	28.15088507228622	3.431917746855827	2.6666666666666665	96.84838531518511
logarithm	glrlm	LongRunLowGrayLevelEmphasis	0.5470098027557462	1.694278966647388	1.2083333333333333	0.11484590863023521
logarithm	glrlm	LowGrayLevelRunEmphasis	0.1995419344123692	0.7856593548350514	0.7083333333333334	0.04620426388956859
logarithm	glrlm	RunEntropy	2.272805284878184	1.7488426617069819	0.9455305560363257	3.123929213826183
logarithm	glrlm	RunLengthNonUniformity	18.67061251918117	10.583414985427368	2.3333333333333335	131.9287567402704
logarithm	glrlm	RunLengthNonUniformityNormalized	0.41388884478431787	0.5960970884822039	0.8333333333333334	0.5112991062064445
logarithm	glrlm	RunPercentage	0.6048472075869337	0.7625418060200668	0.8888888888888888	0.6685461135722917
logarithm	glrlm	RunVariance	0.736828034717913	0.2771981377190563	0.08333333333333333	0.7914119800470848
logarithm	glrlm	ShortRunEmphasis	0.6334563283059657	0.7809461200134575	0.875	0.7392080276033173
logarithm	glrlm	ShortRunHighGrayLevelEmphasis	3.41345725306573	1.5051215897965124	2.0416666666666665	20.099604830242747
logarithm	glrlm	ShortRunLowGrayLevelEmphasis	0.14932569302202112	0.5999022525676937	0.5833333333333334	0.03688191638921417
logarithm	glszm	GrayLevelNonUniformity	1.5	1.0	1.0	4.473684210526316
logarithm	glszm	GrayLevelNonUniformityNormalized	0.375	0.5	0.5	0.23545706371191136
logarithm	glszm	GrayLevelVariance	0.5	0.25	0.25	3.2963988919667586
logarithm	glszm	HighGrayLevelZoneEmphasis	4.5	2.5	2.5	24.263157894736842
logarithm	glszm	LargeAreaEmphasis	685.75	162.5	2.5	2738.9473684210525
logarithm	glszm	LargeAreaHighGrayLevelEmphasis	5387.25	216.5	4.0	88199.73684210527
logarithm	glszm	LargeAreaLowGrayLevelEmphasis	98.15277777777777	149.0	2.125	88.65808927079604
logarithm	glszm	LowGrayLevelZoneEmphasis	0.4027777777777778	0.625	0.625	0.11886472132712733
logarithm	glszm	SizeZoneNonUniformity	1.5	1.0	1.0	4.684210526315789
logarithm	glszm	SizeZoneNonUniformityNormalized	0.375	0.5	0.5	0.24653739612188366
logarithm	glszm	SmallAreaEmphasis	0.500518147448015	0.015618992695117262	0.625	0.486411845019559
logarithm	glszm	SmallAreaHighGrayLevelEmphasis	1.2526633270321361	0.057285659361783925	2.125	12.341684891686121
logarithm	glszm	SmallAreaLowGrayLevelEmphasis	0.3126131274942239	0.005202326028450596	0.25	0.08367982128473425
logarithm	glszm	ZoneEntropy	1.9999999999999987	0.9999999999999993	0.9999999999999993	3.6818808028033985
logarithm	glszm	ZonePercentage	0.0547945205479452	0.08695652173913043	0.6666666666666666	0.049738219895287955
logarithm	glszm	ZoneVariance	352.6875	30.25	0.25	2334.7257617728533
logarithm	gldm	DependenceEntropy	4.4451910460541	3.1049015002704583	0.9182958340544889	5.146180768571349
logarithm	gldm	DependenceNonUniformity	4.013698630136986	4.391304347826087	1.6666666666666667	23.146596858638745
logarithm	gldm	DependenceNonUniformityNormalized	0.054982173015575155	0.19092627599243855	0.5555555555555556	0.0605931854938187
logarithm	gldm	DependenceVariance	34.7468568211672	5.708884688090737	0.2222222222222222	22.916751185548645
logarithm	gldm	GrayLevelNonUniformity	38.26027397260274	14.130434782608695	1.6666666666666667	138.8848167539267
logarithm	gldm	GrayLevelVariance	0.26383936948770875	0.1928166351606805	0.2222222222222222	0.8492708533209067
logarithm	gldm	HighGrayLevelEmphasis	7.109589041095891	1.7826086956521738	2.0	29.62041884816754
logarithm	gldm	LargeDependenceEmphasis	161.84931506849315	57.17391304347826	3.0	115.41884816753927
logarithm	gldm	LargeDependenceHighGrayLevelEmphasis	1394.6164383561643	79.8695652173913	4.0	3869.939790575916
logarithm	gldm	LargeDependenceLowGrayLevelEmphasis	19.71537290715373	51.5	2.75	3.6721430055442768
logarithm	gldm	LowGrayLevelEmphasis	0.17275494672754946	0.8043478260869565	0.75	0.042101928031247404
logarithm	gldm	SmallDependenceEmphasis	0.04885469248133566	0.025309210238040468	0.5	0.049047521886445344
logarithm	gldm	SmallDependenceHighGrayLevelEmphasis	0.1729813876694476	0.0547657319771709	1.5	1.2297918387534288
logarithm	gldm	SmallDependenceLowGrayLevelEmphasis	0.021969353829877417	0.01794507980325786	0.25	0.00541523527428208
logarithm	ngtdm	Busyness	1.5909483400062705	12.256409146409146	0.0	1.216608708234209
logarithm	ngtdm	Coarseness	0.08373098955029033	0.18765692076082893	1.0	0.016606069398477395
logarithm	ngtdm	Complexity	1.2894450955342438	0.4633803079927843	0.6666666666666666	12.456132144650153
logarithm	ngtdm	Contrast	0.03255752286650527	0.082772677857744	0.14814814814814814	0.022070303224059153
logarithm	ngtdm	Strength	0.2909599166435787	0.20256278232089417	1.0	0.45057650379644015
gradient	firstorder	10Percentile	39.73600387573242	46.9128532409668	26.78557434082031	32.03704261779785
gradient	firstorder	90Percentile	121.60596923828125	101.44728546142579	58.770982360839845	114.27692794799805
gradient	firstorder	Energy	10968908.610179879	3166366.9692422575	357828.8285060452	53392314.189829536
gradient	firstorder	Entropy	2.2058880521128255	2.0170949781550735	0.9182958340544889	2.3384600523598458
gradient	firstorder	InterquartileRange	44.96275329589844	29.36808204650879	19.990880012512207	43.33257484436035
gradient	firstorder	Kurtosis	2.5594836859313195	3.123753353560143	1.5	2.425687737017451
gradient	firstorder	Maximum	135.6501007080078	131.50987243652344	59.59148025512695	150.76834106445312
gradient	firstorder	MeanAbsoluteDeviation	26.18964179503043	20.00001983065686	16.858006795247395	24.912232216531017
gradient	firstorder	Mean	86.31961580825178	70.20016487785007	44.89673042297363	72.60334375641109
gradient	firstorder	Median	94.55500030517578	65.40870666503906	55.488990783691406	69.6976547241211
gradient	firstorder	Minimum	12.025651931762695	27.629457473754883	19.60972023010254	8.546160697937012
gradient	firstorder	Range	123.62444877624512	103.88041496276855	39.981760025024414	142.2221803665161
gradient	firstorder	RobustMeanAbsoluteDeviation	18.537095231619496	12.228203770198624	0.0	17.986452442209472
gradient	firstorder	RootMeanSquared	387.6325864233535	371.0365603245716	345.3639763621587	373.85887176088005
gradient	firstorder	Skewness	-0.7151153747289307	0.7255283178920534	-0.6795326003231386	0.21100109772102027
gradient	firstorder	TotalEnergy	10968908.610179879	3166366.9692422575	378411.90271214524	53392314.189829536
gradient	firstorder	Uniformity	0.25989866766747977	0.27788279773156904	0.5555555555555556	0.22200597571338504
gradient	firstorder	Variance	1016.1764990233625	619.967021902083	322.5215122243899	937.204215859914
gradient	glcm	Autocorrelation	13.885005234936118	4.5099650349650355	5.0	12.13841957100411
gradient	glcm	JointAverage	3.684754219070904	2.14562595524134	2.3333333333333335	3.452142200045889
gradient	glcm	ClusterProminence	53.95115041366288	12.85887121534547	0.0	35.72009004540486
gradient	glcm	ClusterShade	-4.361316917281807	1.8898320336154073	0.0	1.782189826506824
gradient	glcm	ClusterTendency	4.764858531036141	1.8661536230129816	0.0	3.673632610779315
gradient	glcm	Contrast	3.5560768657047785	2.3231392539084847	2.6666666666666665	2.7897656951112095
gradient	glcm	Correlation	0.15017892772283592	-0.09766593591906259	-0.3333333333333332	0.13708766805009792
gradient	glcm	DifferenceAverage	1.442087764395405	1.1746112861497477	1.3333333333333333	1.2845151618997908
gradient	glcm	DifferenceEntropy	2.092074493037674	1.6435300413726366	-3.203426503814917e-16	2.013239209525651
gradient	glcm	DifferenceVariance	1.4344565206819178	0.868774165347656	0.0	1.1278163601033855
gradient	glcm	JointEnergy	0.06511017516330861	0.12890771691735153	0.6666666666666666	0.0508624377498375
gradient	glcm	JointEntropy	4.343999351102933	3.1565467281892956	0.6666666666666661	4.634051583635016
gradient	glcm	Imc1	-0.13171195868694724	-0.30568750578608905	-0.6666666666666666	-0.033407844850289706
gradient	glcm	Imc2	0.6626497611285237	0.8044242475601917	0.6199156633547958	0.37219792644590804
gradient	glcm	Idm	0.47948112432726325	0.5238755312058478	0.4666666666666666	0.5013891585542317
gradient	glcm	Idmn	0.92070583350152	0.9252676175602924	0.7948717948717948	0.9507775406531019
gradient	glcm	Id	0.5383933112526998	0.5676745512322435	0.5555555555555555	0.5505940339653008
gradient	glcm	Idn	0.8269411929051762	0.8288092923051715	0.7333333333333334	0.8582207651472067
gradient	glcm	InverseVariance	0.3933007087501515	0.4879888570593699	0.16666666666666666	0.46726193118588666
gradient	glcm	MaximumProbability	0.15580086967032097	0.21062516543285775	0.6666666666666666	0.11235990626924455
gradient	glcm	SumEntropy	2.9228092182802006	2.0118266972804877	-3.203426503814917e-16	2.93702903179227
gradient	glcm	SumSquares	2.08023384918523	1.0473232192303668	0.6666666666666666	1.6158495764726313
gradient	glrlm	GrayLevelNonUniformity	15.05652404747016	5.531239236825453	1.4444444444444446	65.5802205473418
gradient	glrlm	GrayLevelNonUniformityNormalized	0.2443158244113356	0.2710680156207243	0.5370370370370371	0.21078999906019208
gradient	glrlm	GrayLevelVariance	1.725961972686881	1.1452230979463296	0.9259259259259259	1.6945211339466455
gradient	glrlm	HighGrayLevelRunEmphasis	16.867442032050505	6.915283280904495	5.888888888888888	13.468995436204692
gradient	glrlm	LongRunEmphasis	1.6183143906717952	1.4116808887706722	1.5	1.7927780599679213
gradient	glrlm	LongRunHighGrayLevelEmphasis	29.023657091575807	8.673050281705551	10.388888888888888	23.128013003612278
gradient	glrlm	LongRunLowGrayLevelEmphasis	0.21424393197925082	0.5195253162605431	0.5123456790123457	0.25812922907616176
gradient	glrlm	LowGrayLevelRunEmphasis	0.14568949540384765	0.3421248228770776	0.45679012345679015	0.16039130641113397
gradient	glrlm	RunEntropy	2.8662448026773393	2.421639846255129	0.9455305560363257	3.182052749650211
gradient	glrlm	RunLengthNonUniformity	44.43616002075062	16.225260807304153	2.3333333333333335	213.91454809755857
gradient	glrlm	RunLengthNonUniformityNormalized	0.7174812799295558	0.7875286252944628	0.8333333333333334	0.6862381506469062
gradient	glrlm	RunPercentage	0.8429926238145414	0.88628762541806	0.8888888888888888	0.8141361256544504
gradient	glrlm	RunVariance	0.19480388158403822	0.1166203027373839	0.08333333333333333	0.2766352283668879
gradient	glrlm	ShortRunEmphasis	0.8701682971497624	0.9013532820808362	0.875	0.8545742279485649
gradient	glrlm	ShortRunHighGrayLevelEmphasis	14.419579346972776	6.480115034977735	4.763888888888888	11.64053114292286
gradient	glrlm	ShortRunLowGrayLevelEmphasis	0.12960946527930328	0.3020482038047155	0.44290123456790126	0.14281942477804999
gradient	glszm	GrayLevelNonUniformity	3.0	1.3333333333333333	1.0	5.451612903225806
gradient	glszm	GrayLevelNonUniformityNormalized	0.25	0.2222222222222222	0.5	0.17585848074921956
gradient	glszm	GrayLevelVariance	1.9722222222222219	1.6666666666666665	1.0	3.5941727367325704
gradient	glszm	HighGrayLevelZoneEmphasis	16.666666666666668	10.666666666666666	5.0	14.0
gradient	glszm	LargeAreaEmphasis	91.75	21.833333333333332	2.5	925.9354838709677
gradient	glszm	LargeAreaHighGrayLevelEmphasis	1979.0	103.0	18.5	11113.741935483871
gradient	glszm	LargeAreaLowGrayLevelEmphasis	7.193958333333334	7.96037037037037	0.7222222222222222	105.97455617730964
gradient	glszm	LowGrayLevelZoneEmphasis	0.15668981481481484	0.26245370370370374	0.5555555555555556	0.3349504425426084
gradient	glszm	SizeZoneNonUniformity	1.8333333333333333	1.3333333333333333	1.0	11.258064516129032
gradient	glszm	SizeZoneNonUniformityNormalized	0.1527777777777778	0.2222222222222222	0.5	0.3631633714880333
gradient	glszm	SmallAreaEmphasis	0.311103329589495	0.2691409465020576	0.625	0.6204036784201226
gradient	glszm	SmallAreaHighGrayLevelEmphasis	6.400935259557649	5.316980452674897	1.625	9.246711561729958
gradient	glszm	SmallAreaLowGrayLevelEmphasis	0.02336964537062197	0.022238940329218106	0.5138888888888888	0.21361128366258156
gradient	glszm	ZoneEntropy	3.584962500721152	2.5849625007211543	0.9999999999999993	4.0148603272009415
gradient	glszm	ZonePercentage	0.1643835616438356	0.2608695652173913	0.6666666666666666	0.08115183246073299
gradient	glszm	ZoneVariance	54.74305555555556	7.138888888888889	0.25	774.0894901144641
gradient	gldm	DependenceEntropy	4.600247846314149	3.327484781955838	0.9182958340544889	5.443252304759446
gradient	gldm	DependenceNonUniformity	8.945205479452055	4.739130434782608	1.6666666666666667	38.81151832460733
gradient	gldm	DependenceNonUniformityNormalized	0.12253706136235691	0.2060491493383743	0.5555555555555556	0.1016008333104904
gradient	gldm	DependenceVariance	5.664477387877651	2.389413988657845	0.2222222222222222	8.825333735369096
gradient	gldm	GrayLevelNonUniformity	18.972602739726028	6.391304347826087	1.6666666666666667	84.80628272251309
gradient	gldm	GrayLevelVariance	1.6956276975042222	1.0964083175803403	0.8888888888888888	1.573257312025438
gradient	gldm	HighGrayLevelEmphasis	17.26027397260274	6.608695652173913	6.333333333333333	13.261780104712042
gradient	gldm	LargeDependenceEmphasis	31.493150684931507	18.043478260869566	3.0	42.84293193717277
gradient	gldm	LargeDependenceHighGrayLevelEmphasis	650.1095890410959	73.30434782608695	24.333333333333332	499.10994764397907
gradient	gldm	LargeDependenceLowGrayLevelEmphasis	3.0560388127853884	7.647874396135266	0.6296296296296297	5.074052115610643
gradient	gldm	LowGrayLevelEmphasis	0.1409855403348554	0.3513768115942029	0.40740740740740744	0.1532289626147143
gradient	gldm	SmallDependenceEmphasis	0.10709712016685864	0.13655156265404714	0.5	0.10088803635428802
gradient	gldm	SmallDependenceHighGrayLevelEmphasis	1.8663693112879203	1.913102385881889	1.8333333333333333	1.4299974495838421
gradient	gldm	SmallDependenceLowGrayLevelEmphasis	0.01248910108902696	0.02267217676120368	0.35185185185185186	0.027831427724891753
gradient	ngtdm	Busyness	0.7027977683524939	0.6114151695882465	0.6	2.942900746796787
gradient	ngtdm	Coarseness	0.05783438929810768	0.24113876261066136	0.5	0.01686641137666683
gradient	ngtdm	Complexity	13.562688649304647	7.806407592083765	2.6666666666666665	17.008340985086775
gradient	ngtdm	Contrast	0.11276944977298382	0.09848096799687167	1.1851851851851851	0.06710733807880696
gradient	ngtdm	Strength	0.7926776123610393	1.7047054893143134	2.0	0.24184421281145368
log-sigma-1-0-mm-3D	firstorder	10Percentile	-98.5355224609375	-120.31493225097657	-61.03728713989258	-64.44907760620117
log-sigma-1-0-mm-3D	firstorder	90Percentile	-14.55537509918213	-60.02085952758789	-48.31702651977539	24.4582851409913
log-sigma-1-0-mm-3D	firstorder	Energy	4477975.454519218	1089916.695144151	181490.44183709318	30458135.180675723
log-sigma-1-0-mm-3D	firstorder	Entropy	2.2186278634484506	2.03394782871614	0.9182958340544889	2.650156665183852
log-sigma-1-0-mm-3D	firstorder	InterquartileRange	55.588863372802734	34.301212310791016	7.950162887573242	48.79185962677002
log-sigma-1-0-mm-3D	firstorder	Kurtosis	1.813779824344786	2.5306946672426123	1.5	4.174025978279051
log-sigma-1-0-mm-3D	firstorder	Maximum	-2.859261989593506	-28.54219627380371	-47.54439926147461	119.89788818359375
log-sigma-1-0-mm-3D	firstorder	MeanAbsoluteDeviation	27.509257437028992	20.498592686788346	6.208336724175346	30.528984666553615
log-sigma-1-0-mm-3D	firstorder	Mean	-54.378557780017594	-83.79385550125785	-54.13221995035807	-20.42978822279975
log-sigma-1-0-mm-3D	firstorder	Median	-51.6900749206543	-78.67509460449219	-51.407535552978516	-25.969497680664062
log-sigma-1-0-mm-3D	firstorder	Minimum	-112.1734619140625	-128.97259521484375	-63.444725036621094	-103.58184814453125
log-sigma-1-0-mm-3D	firstorder	Range	109.314199924469	100.43039894104004	15.900325775146484	223.479736328125
log-sigma-1-0-mm-3D	firstorder	RobustMeanAbsoluteDeviation	21.45559350774266	13.317392976226278	0.0	20.105422169006225
log-sigma-1-0-mm-3D	firstorder	RootMeanSquared	247.67343320179071	217.68712042188392	245.96100086334363	282.3709230237918
log-sigma-1-0-mm-3D	firstorder	Skewness	-0.10183855239760163	0.041043301344696324	-0.5384362048289058	0.864687155594491
log-sigma-1-0-mm-3D	firstorder	TotalEnergy	4477975.454519218	1089916.695144151	191930.15751798797	30458135.180675723
log-sigma-1-0-mm-3D	firstorder	Uniformity	0.22311878401200974	0.27032136105860116	0.5555555555555556	0.19098983032263372
log-sigma-1-0-mm-3D	firstorder	Variance	1012.2366357377421	642.5854785608183	45.84867915862642	1573.834856159583
log-sigma-1-0-mm-3D	glcm	Autocorrelation	9.378729118932842	8.91463045501507	1.6666666666666667	23.329632974291982
log-sigma-1-0-mm-3D	glcm	JointAverage	3.0053222480815234	2.9748795008410394	1.3333333333333333	4.688861457810139
log-sigma-1-0-mm-3D	glcm	ClusterProminence	35.15322117590218	11.517473704924292	0.0	316.78701849973055
log-sigma-1-0-mm-3D	glcm	ClusterShade	1.2057452866638925	0.5836992479930128	0.0	24.91396990932647
log-sigma-1-0-mm-3D	glcm	ClusterTendency	4.012118946547277	2.0710494588973	0.0	8.919452025419188
log-sigma-1-0-mm-3D	glcm	Contrast	2.637715713082363	1.8512677493446728	0.6666666666666666	3.5490125590828354
log-sigma-1-0-mm-3D	glcm	Correlation	0.21009986922183332	0.06149728918197594	-0.33333333333333276	0.43424698626290986
log-sigma-1-0-mm-3D	glcm	DifferenceAverage	1.2636120968672715	1.0943900116977041	0.6666666666666666	1.3956193410815263
log-sigma-1-0-mm-3D	glcm	DifferenceEntropy	1.896841932013544	1.4957833213886802	-3.203426503814917e-16	2.146772676174604
log-sigma-1-0-mm-3D	glcm	DifferenceVariance	0.9862114187013001	0.6165254004982705	0.0	1.5289675179926927
log-sigma-1-0-mm-3D	glcm	JointEnergy	0.05906823389818131	0.12500013549424877	0.6666666666666666	0.04107431215315456
log-sigma-1-0-mm-3D	glcm	JointEntropy	4.258913971344994	3.2233631474190108	0.6666666666666661	5.15490298228967
log-sigma-1-0-mm-3D	glcm	Imc1	-0.1057933453228507	-0.3596233811724477	-0.6666666666666666	-0.12160107477870263
log-sigma-1-0-mm-3D	glcm	Imc2	0.5876705894954916	0.8461341317809926	0.6199156633547958	0.68605468649202
log-sigma-1-0-mm-3D	glcm	Idm	0.5029143346039144	0.5284927679158449	0.6666666666666666	0.4959939962507107
log-sigma-1-0-mm-3D	glcm	Idmn	0.9159351150358908	0.9364097484152515	0.8666666666666667	0.9682185539007506
log-sigma-1-0-mm-3D	glcm	Id	0.5524387278611154	0.5671609907186831	0.6666666666666666	0.5485451875952179
log-sigma-1-0-mm-3D	glcm	Idn	0.818795723530055	0.8347803994438612	0.7777777777777777	0.8875363285106881
log-sigma-1-0-mm-3D	glcm	InverseVariance	0.4652010607384938	0.5434747588593744	0.6666666666666666	0.42467230956260443
log-sigma-1-0-mm-3D	glcm	MaximumProbability	0.10862503277203464	0.1951082037620499	0.6666666666666666	0.10022129607263948
log-sigma-1-0-mm-3D	glcm	SumEntropy	2.845509620884602	2.028697601600965	-3.203426503814917e-16	3.4408469918352007
log-sigma-1-0-mm-3D	glcm	SumSquares	1.6624586649074098	0.9805793020604933	0.16666666666666666	3.117116146125506
log-sigma-1-0-mm-3D	glrlm	GrayLevelNonUniformity	13.960556132788607	5.540075662958959	1.4444444444444446	56.06701891945352
log-sigma-1-0-mm-3D	glrlm	GrayLevelNonUniformityNormalized	0.22532222901944582	0.2697707905747643	0.5370370370370371	0.18334447959965547
log-sigma-1-0-mm-3D	glrlm	GrayLevelVariance	1.6021725203211044	1.045771631364286	0.23148148148148148	2.8012784574067764
log-sigma-1-0-mm-3D	glrlm	HighGrayLevelRunEmphasis	13.32079223676219	11.26495963990243	2.1666666666666665	25.36948622936556
log-sigma-1-0-mm-3D	glrlm	LongRunEmphasis	1.5935132420443923	1.3780368754052965	1.5	1.918245376221874
log-sigma-1-0-mm-3D	glrlm	LongRunHighGrayLevelEmphasis	19.78009289494552	14.922228686645164	2.6666666666666665	44.91060158931138
log-sigma-1-0-mm-3D	glrlm	LongRunLowGrayLevelEmphasis	0.2881248690093907	0.2143796643542067	1.2083333333333333	0.13195977657700037
log-sigma-1-0-mm-3D	glrlm	LowGrayLevelRunEmphasis	0.1706312405771277	0.16131922211613284	0.7083333333333334	0.07035105863554093
log-sigma-1-0-mm-3D	glrlm	RunEntropy	2.7823744536201866	2.388190721141926	0.9455305560363257	3.510335753923606
log-sigma-1-0-mm-3D	glrlm	RunLengthNonUniformity	45.55911239584969	16.488873115188905	2.3333333333333335	206.25809688411965
log-sigma-1-0-mm-3D	glrlm	RunLengthNonUniformityNormalized	0.729289915847073	0.7940602700511443	0.8333333333333334	0.6691131741604791
log-sigma-1-0-mm-3D	glrlm	RunPercentage	0.8493150684931507	0.8929765886287626	0.8888888888888888	0.8006443817962143
log-sigma-1-0-mm-3D	glrlm	RunVariance	0.1858690773906268	0.10296986497442781	0.08333333333333333	0.3276636510306061
log-sigma-1-0-mm-3D	glrlm	ShortRunEmphasis	0.8751481008590858	0.905490781148676	0.875	0.8429672166862664
log-sigma-1-0-mm-3D	glrlm	ShortRunHighGrayLevelEmphasis	12.056320076647951	10.35064237821675	2.0416666666666665	21.949307838775137
log-sigma-1-0-mm-3D	glrlm	ShortRunLowGrayLevelEmphasis	0.1441000125799472	0.1480541115566144	0.5833333333333334	0.05944494350809722
log-sigma-1-0-mm-3D	glszm	GrayLevelNonUniformity	3.1666666666666665	1.0	1.0	3.4347826086956523
log-sigma-1-0-mm-3D	glszm	GrayLevelNonUniformityNormalized	0.2638888888888889	0.2	0.5	0.14933837429111532
log-sigma-1-0-mm-3D	glszm	GrayLevelVariance	1.5763888888888888	2.0	0.25	4.956521739130435
log-sigma-1-0-mm-3D	glszm	HighGrayLevelZoneEmphasis	14.416666666666666	11.0	2.5	29.956521739130434
log-sigma-1-0-mm-3D	glszm	LargeAreaEmphasis	80.75	28.6	2.5	964.7826086956521
log-sigma-1-0-mm-3D	glszm	LargeAreaHighGrayLevelEmphasis	1049.9166666666667	312.2	4.0	19017.08695652174
log-sigma-1-0-mm-3D	glszm	LargeAreaLowGrayLevelEmphasis	11.836134259259259	3.516722222222222	2.125	58.70721082958143
log-sigma-1-0-mm-3D	glszm	LowGrayLevelZoneEmphasis	0.16495370370370369	0.2927222222222222	0.625	0.11064207526811047
log-sigma-1-0-mm-3D	glszm	SizeZoneNonUniformity	4.666666666666667	1.0	1.0	2.130434782608696
log-sigma-1-0-mm-3D	glszm	SizeZoneNonUniformityNormalized	0.3888888888888889	0.2	0.5	0.09262759924385633
log-sigma-1-0-mm-3D	glszm	SmallAreaEmphasis	0.5881308782704259	0.2652066326530612	0.625	0.22434780332929785
log-sigma-1-0-mm-3D	glszm	SmallAreaHighGrayLevelEmphasis	9.856587341738166	1.5754311224489794	2.125	5.1286776881090255
log-sigma-1-0-mm-3D	glszm	SmallAreaLowGrayLevelEmphasis	0.04647836718429201	0.20460232426303854	0.25	0.021603145836077215
