Image type	Feature Class	Feature Name	1: RTSTRUCT: ANON_13_segment_Rt Cerebellar	1: RTSTRUCT: ANON_13_segment_L ant frontal
squareroot	glrlm	RunPercentage	0.5917650012553352	0.8461538461538461
squareroot	glrlm	RunVariance	1.6006892716922514	0.1597843835793721
squareroot	glrlm	ShortRunEmphasis	0.6957646222625097	0.8626918003176586
squareroot	glrlm	ShortRunHighGrayLevelEmphasis	32.38678759607854	6.425965846383466
squareroot	glrlm	ShortRunLowGrayLevelEmphasis	0.02109114396227513	0.17873075601634433
squareroot	glszm	GrayLevelNonUniformity	18.104	2.0
squareroot	glszm	GrayLevelNonUniformityNormalized	0.144832	0.3333333333333333
squareroot	glszm	GrayLevelVariance	5.181184	0.8888888888888888
squareroot	glszm	HighGrayLevelZoneEmphasis	39.944	6.333333333333333
squareroot	glszm	LargeAreaEmphasis	21816.648	40.166666666666664
squareroot	glszm	LargeAreaHighGrayLevelEmphasis	956958.12	341.5
squareroot	glszm	LargeAreaLowGrayLevelEmphasis	538.9655875702917	5.34837962962963
squareroot	glszm	LowGrayLevelZoneEmphasis	0.05378540295763239	0.32060185185185186
squareroot	glszm	SizeZoneNonUniformity	43.88	1.6666666666666667
squareroot	glszm	SizeZoneNonUniformityNormalized	0.35104	0.2777777777777778
squareroot	glszm	SmallAreaEmphasis	0.6141179104343947	0.3778873771730915
squareroot	glszm	SmallAreaHighGrayLevelEmphasis	23.462337661612573	1.2380234315948602
squareroot	glszm	SmallAreaLowGrayLevelEmphasis	0.03753707900237664	0.21588151927437646
squareroot	glszm	ZoneEntropy	4.898565055027419	2.5849625007211543
squareroot	glszm	ZonePercentage	0.03138337936228973	0.2222222222222222
squareroot	glszm	ZoneVariance	20801.333504	19.916666666666664
squareroot	gldm	DependenceEntropy	7.028340755118047	3.4397106501513557
squareroot	gldm	DependenceNonUniformity	181.242028621642	3.2222222222222223
squareroot	gldm	DependenceNonUniformityNormalized	0.045503898724991707	0.11934156378600823
squareroot	gldm	DependenceVariance	36.51616545815574	7.111111111111111
squareroot	gldm	GrayLevelNonUniformity	784.8202360030128	10.62962962962963
squareroot	gldm	GrayLevelVariance	2.3392673948388105	0.50480109739369
squareroot	gldm	HighGrayLevelEmphasis	45.77077579713784	7.814814814814815
squareroot	gldm	LargeDependenceEmphasis	171.4037157921165	32.111111111111114
squareroot	gldm	LargeDependenceHighGrayLevelEmphasis	7684.534521717299	283.2962962962963
squareroot	gldm	LargeDependenceLowGrayLevelEmphasis	4.506943636837811	3.8968621399176953
squareroot	gldm	LowGrayLevelEmphasis	0.028360502105580627	0.18492798353909465
squareroot	gldm	SmallDependenceEmphasis	0.04154459185658879	0.14738185637766765
squareroot	gldm	SmallDependenceHighGrayLevelEmphasis	1.7598637538322128	0.6818893822961284
squareroot	gldm	SmallDependenceLowGrayLevelEmphasis	0.0018725776838235631	0.06077162373103486
squareroot	ngtdm	Busyness	4.217734182195336	0.49301254622235113
squareroot	ngtdm	Coarseness	0.0028285685742807307	0.21226876190590796
squareroot	ngtdm	Complexity	26.722554324715755	3.301859969293178
squareroot	ngtdm	Contrast	0.02233523373500665	0.050955596144251186
squareroot	ngtdm	Strength	0.1334507486421248	0.878782399888362
logarithm	firstorder	10Percentile	273.92868546355294	291.68168831136376
logarithm	firstorder	90Percentile	323.18148224316127	307.3781105945981
logarithm	firstorder	Energy	1440228779.6058164	9690581.534823151
logarithm	firstorder	Entropy	1.7796262125985154	0.9509560484549718
logarithm	firstorder	InterquartileRange	24.02995976379242	8.68855320759144
logarithm	firstorder	Kurtosis	3.7832638459124754	2.5346020878929907
logarithm	firstorder	Maximum	351.4415154528483	310.86752119527154
logarithm	firstorder	MeanAbsoluteDeviation	15.718396958145291	5.01858363201544
logarithm	firstorder	Mean	300.9797774289507	299.05857918790184
logarithm	firstorder	Median	302.99162751738197	298.2771842682136
logarithm	firstorder	Minimum	201.8523740168157	285.63696636328007
logarithm	firstorder	Range	149.5891414360326	25.23055483199147
logarithm	firstorder	RobustMeanAbsoluteDeviation	10.318588103751257	3.306090460230713
logarithm	firstorder	RootMeanSquared	601.3268406373154	599.0913346190815
logarithm	firstorder	Skewness	-0.4658221565177289	0.028417297989477067
logarithm	firstorder	TotalEnergy	1440228779.6058164	9690581.534823151
logarithm	firstorder	Uniformity	0.3488087616154749	0.53360768175583
logarithm	firstorder	Variance	417.27639230404293	39.24591704464034
logarithm	glcm	Autocorrelation	21.198096168199534	2.2076694547282782
logarithm	glcm	JointAverage	4.551771972171798	1.4830255968265016
logarithm	glcm	ClusterProminence	18.808710417486985	0.49093403022549925
logarithm	glcm	ClusterShade	-1.7542862778266566	0.04296684086200323
logarithm	glcm	ClusterTendency	2.34989483512133	0.4987081226475378
logarithm	glcm	Contrast	0.4324263215590764	0.48281467150245433
logarithm	glcm	Correlation	0.6887518585402215	0.012868581367033366
logarithm	glcm	DifferenceAverage	0.36135264755807206	0.48281467150245433
logarithm	glcm	DifferenceEntropy	1.0628960078421696	0.913053869698365
logarithm	glcm	DifferenceVariance	0.29936622930506096	0.2214341610330813
logarithm	glcm	JointEnergy	0.19798799338429218	0.2878044418919226
logarithm	glcm	JointEntropy	2.998908981187631	1.8740186349074468
logarithm	glcm	Imc1	-0.29275016532806114	-0.10117173324751837
logarithm	glcm	Imc2	0.7957355723462316	0.35640655107386804
logarithm	glcm	Idm	0.8263757880362484	0.7585926642487729
logarithm	glcm	Idmn	0.9915546804357729	0.9034370656995093
logarithm	glcm	Id	0.8303290360453434	0.7585926642487729
logarithm	glcm	Idn	0.9557885322614582	0.8390617761658485
logarithm	glcm	InverseVariance	0.3067122731352543	0.48281467150245433
logarithm	glcm	MaximumProbability	0.3645264871746959	0.35008144193664553
logarithm	glcm	SumEntropy	2.4929558831621628	1.3912039634049926
logarithm	glcm	SumSquares	0.6955802891701015	0.24538069853749805
logarithm	glrlm	GrayLevelNonUniformity	500.58296802405647	11.30456211875649
logarithm	glrlm	GrayLevelNonUniformityNormalized	0.3027794307551802	0.549561857851976
logarithm	glrlm	GrayLevelVariance	0.9096997919180224	0.225219071074012
logarithm	glrlm	HighGrayLevelRunEmphasis	20.099345656603127	2.03602736990205
logarithm	glrlm	LongRunEmphasis	11.129673735930252	2.178065871326741
logarithm	glrlm	LongRunHighGrayLevelEmphasis	247.50037950900682	4.684338558571295
logarithm	glrlm	LongRunLowGrayLevelEmphasis	0.5633389901528779	1.5514976995156025
logarithm	glrlm	LowGrayLevelRunEmphasis	0.0649904516851312	0.7409931575244874
logarithm	glrlm	RunEntropy	4.155561141515649	1.7208190878029923
logarithm	glrlm	RunLengthNonUniformity	510.27723054745434	13.128987372388908
logarithm	glrlm	RunLengthNonUniformityNormalized	0.30533438387445433	0.6084092080629291
logarithm	glrlm	RunPercentage	0.4145696131636378	0.7635327635327637
logarithm	glrlm	RunVariance	4.9725180550525465	0.27642982763698504
logarithm	glrlm	ShortRunEmphasis	0.5645651831748256	0.7704345579036542
logarithm	glrlm	ShortRunHighGrayLevelEmphasis	10.847380081350867	1.4755306351001152
logarithm	glrlm	ShortRunLowGrayLevelEmphasis	0.04079940918211655	0.594160538604539
logarithm	glszm	GrayLevelNonUniformity	14.657894736842104	1.0
logarithm	glszm	GrayLevelNonUniformityNormalized	0.19286703601108032	0.5
logarithm	glszm	GrayLevelVariance	2.67797783933518	0.25
logarithm	glszm	HighGrayLevelZoneEmphasis	18.05263157894737	2.5
logarithm	glszm	LargeAreaEmphasis	70317.1447368421	194.5
logarithm	glszm	LargeAreaHighGrayLevelEmphasis	1553823.1184210526	344.5
logarithm	glszm	LargeAreaLowGrayLevelEmphasis	3385.7148634234386	157.0
logarithm	glszm	LowGrayLevelZoneEmphasis	0.13881511815252418	0.625
logarithm	glszm	SizeZoneNonUniformity	22.57894736842105	1.0
logarithm	glszm	SizeZoneNonUniformityNormalized	0.29709141274238227	0.5
logarithm	glszm	SmallAreaEmphasis	0.5248933127871735	0.006730103806228373
logarithm	glszm	SmallAreaHighGrayLevelEmphasis	9.80007918030715	0.021730103806228373
logarithm	glszm	SmallAreaLowGrayLevelEmphasis	0.08592015208719453	0.0029801038062283736
logarithm	glszm	ZoneEntropy	4.4658329024756105	0.9999999999999993
logarithm	glszm	ZonePercentage	0.019081094652272156	0.07407407407407407
logarithm	glszm	ZoneVariance	67570.55730609418	12.25
logarithm	gldm	DependenceEntropy	6.230784878868144	3.411751853774931
logarithm	gldm	DependenceNonUniformity	175.45493346723575	3.962962962962963
logarithm	gldm	DependenceNonUniformityNormalized	0.044050949903900516	0.1467764060356653
logarithm	gldm	DependenceVariance	51.7394254479353	4.792866941015089
logarithm	gldm	GrayLevelNonUniformity	1389.3052975144365	14.407407407407407
logarithm	gldm	GrayLevelVariance	0.7187116926576413	0.23319615912208502
logarithm	gldm	HighGrayLevelEmphasis	21.221441124780316	2.111111111111111
logarithm	gldm	LargeDependenceEmphasis	314.8664323374341	55.888888888888886
logarithm	gldm	LargeDependenceHighGrayLevelEmphasis	7051.927943760984	136.77777777777777
logarithm	gldm	LargeDependenceLowGrayLevelEmphasis	15.639485897547573	35.666666666666664
logarithm	gldm	LowGrayLevelEmphasis	0.05707372688802694	0.7222222222222222
logarithm	gldm	SmallDependenceEmphasis	0.021817149947296992	0.027974327920014946
logarithm	gldm	SmallDependenceHighGrayLevelEmphasis	0.4045911438994458	0.04553605631507667
logarithm	gldm	SmallDependenceLowGrayLevelEmphasis	0.0025562551021163053	0.023583895821249517
logarithm	ngtdm	Busyness	8.846208191766426	27.619321852686046
logarithm	ngtdm	Coarseness	0.002773223089033628	0.16292941673230715
logarithm	ngtdm	Complexity	6.609450098724312	0.4546390428425684
logarithm	ngtdm	Contrast	0.010678019741468503	0.09969377618507051
logarithm	ngtdm	Strength	0.05630076565390826	0.1732684850108597
gradient	firstorder	10Percentile	9.400789260864258	37.3690689086914
gradient	firstorder	90Percentile	65.71561889648437	78.92592315673828
gradient	firstorder	Energy	438459743.50995225	3427072.9435266107
gradient	firstorder	Entropy	1.6838348173991804	1.4865659531541409
gradient	firstorder	InterquartileRange	27.07449197769165	24.93280792236328
gradient	firstorder	Kurtosis	5.809022870891966	1.9624380277034215
gradient	firstorder	Maximum	158.34498596191406	82.61669158935547
gradient	firstorder	MeanAbsoluteDeviation	18.575242970486862	12.538782577619305
gradient	firstorder	Mean	30.878096316287543	55.95504817256221
gradient	firstorder	Median	22.16693687438965	53.157474517822266
gradient	firstorder	Minimum	1.0262658596038818	34.43695831298828
gradient	firstorder	Range	157.31872010231018	48.17973327636719
gradient	firstorder	RobustMeanAbsoluteDeviation	11.723201305084554	9.443816775367374
gradient	firstorder	RootMeanSquared	331.78726275328995	356.270441572161
gradient	firstorder	Skewness	1.6520601719648584	0.361577192992811
gradient	firstorder	TotalEnergy	438459743.50995225	3427072.9435266107
gradient	firstorder	Uniformity	0.39440967067606997	0.37722908093278457
gradient	firstorder	Variance	602.4731034302214	224.63121849153674
gradient	glcm	Autocorrelation	3.296324741551528	3.5271314407061007
gradient	glcm	JointAverage	1.6543750053613724	1.864237873740136
gradient	glcm	ClusterProminence	52.98906346601586	2.418989246352469
gradient	glcm	ClusterShade	8.753349264783843	0.19567131965063492
gradient	glcm	ClusterTendency	3.058481890174273	0.989035941652086
gradient	glcm	Contrast	0.8224045992863487	0.8213561702249484
gradient	glcm	Correlation	0.5740663993108831	0.10031087396456496
gradient	glcm	DifferenceAverage	0.5174948584656034	0.6508217272923156
gradient	glcm	DifferenceEntropy	1.3639352886217562	1.052061424664442
gradient	glcm	DifferenceVariance	0.5505764711087106	0.3604716881785258
gradient	glcm	JointEnergy	0.2553385932994234	0.21567935503473684
gradient	glcm	JointEntropy	2.9251875415794544	2.4667030113198365
gradient	glcm	Imc1	-0.16698517012372177	-0.27503649160168286
gradient	glcm	Imc2	0.6305237767007426	0.7022489191215769
gradient	glcm	Idm	0.7708162194931377	0.6916425806471055
gradient	glcm	Idmn	0.9847134004949256	0.9257352034205497
gradient	glcm	Id	0.783312925599794	0.703011543509281
gradient	glcm	Idn	0.9392301467041462	0.8458212903235528
gradient	glcm	InverseVariance	0.32693350563253126	0.5016040897262617
gradient	glcm	MaximumProbability	0.47017180971838085	0.3257791102813727
gradient	glcm	SumEntropy	2.2601213725323386	1.6703607253185173
gradient	glcm	SumSquares	0.9702216223651553	0.45259802796925863
gradient	glrlm	GrayLevelNonUniformity	539.2296807261688	8.128352422382523
gradient	glrlm	GrayLevelNonUniformityNormalized	0.28427669910135794	0.36498126380350876
gradient	glrlm	GrayLevelVariance	1.2934737879186207	0.5298038685973145
gradient	glrlm	HighGrayLevelRunEmphasis	6.07128595013307	3.9944065382777754
gradient	glrlm	LongRunEmphasis	9.45890198590656	1.7328720694021698
gradient	glrlm	LongRunHighGrayLevelEmphasis	19.456962557750025	6.639974757683788
gradient	glrlm	LongRunLowGrayLevelEmphasis	8.122440146926023	0.8090757572509244
gradient	glrlm	LowGrayLevelRunEmphasis	0.4313177740020977	0.4802618653642901
gradient	glrlm	RunEntropy	3.7148902215580013	2.150400034190841
gradient	glrlm	RunLengthNonUniformity	812.2191365295078	15.539599347141152
gradient	glrlm	RunLengthNonUniformityNormalized	0.42669782860801586	0.683106307315482
gradient	glrlm	RunPercentage	0.4756754668881207	0.8233618233618234
gradient	glrlm	RunVariance	4.941788325693821	0.1886637884910193
gradient	glrlm	ShortRunEmphasis	0.6786140463656151	0.8366926275601025
gradient	glrlm	ShortRunHighGrayLevelEmphasis	4.967535739622725	3.3966314220432112
gradient	glrlm	ShortRunLowGrayLevelEmphasis	0.21894597335851101	0.40704246387670295
gradient	glszm	GrayLevelNonUniformity	12.89041095890411	1.0
gradient	glszm	GrayLevelNonUniformityNormalized	0.17658097203978232	0.3333333333333333
gradient	glszm	GrayLevelVariance	2.8789641583786825	0.6666666666666666
gradient	glszm	HighGrayLevelZoneEmphasis	14.89041095890411	4.666666666666667
gradient	glszm	LargeAreaEmphasis	83129.21917808219	91.66666666666667
gradient	glszm	LargeAreaHighGrayLevelEmphasis	143850.05479452055	327.3333333333333
gradient	glszm	LargeAreaLowGrayLevelEmphasis	70480.25905406455	42.00925925925926
gradient	glszm	LowGrayLevelZoneEmphasis	0.25229987885565186	0.4537037037037037
gradient	glszm	SizeZoneNonUniformity	20.068493150684933	1.0
gradient	glszm	SizeZoneNonUniformityNormalized	0.27491086507787577	0.3333333333333333
gradient	glszm	SmallAreaEmphasis	0.5408801420524896	0.019420946258553097
gradient	glszm	SmallAreaHighGrayLevelEmphasis	7.873963322049727	0.13200477268853336
gradient	glszm	SmallAreaLowGrayLevelEmphasis	0.1875211410414071	0.006089804465872842
gradient	glszm	ZoneEntropy	4.679762130491042	1.5849625007211552
gradient	glszm	ZonePercentage	0.018327893547577204	0.1111111111111111
gradient	glszm	ZoneVariance	80152.24620003754	10.666666666666666
gradient	gldm	DependenceEntropy	5.66989492967644	3.615817594675928
gradient	gldm	DependenceNonUniformity	169.12553351744916	4.333333333333333
gradient	gldm	DependenceNonUniformityNormalized	0.04246184622582203	0.16049382716049382
gradient	gldm	DependenceVariance	66.47097389615129	4.019204389574759
gradient	gldm	GrayLevelNonUniformity	1570.933718302787	10.185185185185185
gradient	gldm	GrayLevelVariance	1.0472790807076193	0.49657064471879286
gradient	gldm	HighGrayLevelEmphasis	4.020587496861662	3.925925925925926
gradient	gldm	LargeDependenceEmphasis	280.5792116495104	35.2962962962963
gradient	gldm	LargeDependenceHighGrayLevelEmphasis	435.09615867436605	127.92592592592592
gradient	gldm	LargeDependenceLowGrayLevelEmphasis	255.0563182001397	14.64917695473251
gradient	gldm	LowGrayLevelEmphasis	0.6388570457892756	0.4742798353909465
gradient	gldm	SmallDependenceEmphasis	0.028973032949076688	0.0507863779942704
gradient	gldm	SmallDependenceHighGrayLevelEmphasis	0.3082958479845298	0.24883061317805588
gradient	gldm	SmallDependenceLowGrayLevelEmphasis	0.009387242574931074	0.023851908132937676
gradient	ngtdm	Busyness	44.586434991521074	1.6758546961800014
gradient	ngtdm	Coarseness	0.0019491207656495233	0.23692914692095968
gradient	ngtdm	Complexity	11.932983242832567	1.376257510249452
gradient	ngtdm	Contrast	0.021783197884271813	0.08328370206342725
gradient	ngtdm	Strength	0.08228929282312711	0.5234479050720513
log-sigma-1-0-mm-3D	firstorder	10Percentile	-28.78008460998535	-66.73157806396485
log-sigma-1-0-mm-3D	firstorder	90Percentile	16.98508415222168	-19.658893966674803
log-sigma-1-0-mm-3D	firstorder	Energy	348260923.34554136	1800451.7355655727
log-sigma-1-0-mm-3D	firstorder	Entropy	1.7591536509563837	1.5955182833187835
log-sigma-1-0-mm-3D	firstorder	InterquartileRange	20.8813533782959	22.944826126098633
log-sigma-1-0-mm-3D	firstorder	Kurtosis	5.490585690882086	2.7525121802355144
log-sigma-1-0-mm-3D	firstorder	Maximum	94.63442993164062	-2.38590669631958
log-sigma-1-0-mm-3D	firstorder	MeanAbsoluteDeviation	14.562898411597226	14.511048006913299
log-sigma-1-0-mm-3D	firstorder	Mean	-4.988997135940821	-42.43221433074386
log-sigma-1-0-mm-3D	firstorder	Median	-3.0373406410217285	-40.958587646484375
log-sigma-1-0-mm-3D	firstorder	Minimum	-97.60816955566406	-82.44203186035156
log-sigma-1-0-mm-3D	firstorder	Range	192.2425994873047	80.05612516403198
log-sigma-1-0-mm-3D	firstorder	RobustMeanAbsoluteDeviation	8.866170889271721	9.44477410002901
log-sigma-1-0-mm-3D	firstorder	RootMeanSquared	295.69720559267284	258.2312870539504
log-sigma-1-0-mm-3D	firstorder	Skewness	-0.8454059676487586	-0.21169615884246792
log-sigma-1-0-mm-3D	firstorder	TotalEnergy	348260923.34554136	1800451.7355655727
log-sigma-1-0-mm-3D	firstorder	Uniformity	0.3622087948599524	0.37997256515775024
log-sigma-1-0-mm-3D	firstorder	Variance	405.34558445749025	342.23339897586214
log-sigma-1-0-mm-3D	glcm	Autocorrelation	18.818780866440473	6.460917287840365
log-sigma-1-0-mm-3D	glcm	JointAverage	4.294396161526619	2.5467601403121765
log-sigma-1-0-mm-3D	glcm	ClusterProminence	22.535599037351194	3.3046106534245476
log-sigma-1-0-mm-3D	glcm	ClusterShade	-2.4100290374246343	0.20949797780129092
log-sigma-1-0-mm-3D	glcm	ClusterTendency	2.1845421292267084	1.0764770302326474
log-sigma-1-0-mm-3D	glcm	Contrast	0.677061090951592	1.2000579360307868
log-sigma-1-0-mm-3D	glcm	Correlation	0.524642078327557	-0.03950167270638996
log-sigma-1-0-mm-3D	glcm	DifferenceAverage	0.4884401568727447	0.835580683770729
log-sigma-1-0-mm-3D	glcm	DifferenceEntropy	1.2664955979039891	1.3447416969632207
log-sigma-1-0-mm-3D	glcm	DifferenceVariance	0.4309158056947602	0.4566373306002373
log-sigma-1-0-mm-3D	glcm	JointEnergy	0.1803759059081248	0.16184536482983625
log-sigma-1-0-mm-3D	glcm	JointEntropy	3.1710015269205503	2.8573864320280182
log-sigma-1-0-mm-3D	glcm	Imc1	-0.17000630762831517	-0.22387855563943643
log-sigma-1-0-mm-3D	glcm	Imc2	0.6444019721130421	0.6865261322134207
log-sigma-1-0-mm-3D	glcm	Idm	0.7742650918621591	0.6186573833406415
log-sigma-1-0-mm-3D	glcm	Idmn	0.9899925477715844	0.9367905344588869
log-sigma-1-0-mm-3D	glcm	Id	0.7825132490786485	0.6392165505853289
log-sigma-1-0-mm-3D	glcm	Idn	0.9477028222979039	0.8446057545605059
log-sigma-1-0-mm-3D	glcm	InverseVariance	0.36517475720945336	0.5519788525256097
log-sigma-1-0-mm-3D	glcm	MaximumProbability	0.3107609196378307	0.23863990459013085
log-sigma-1-0-mm-3D	glcm	SumEntropy	2.466920839068755	1.8469982002814325
log-sigma-1-0-mm-3D	glcm	SumSquares	0.715400805044575	0.5691337415658584
log-sigma-1-0-mm-3D	glrlm	GrayLevelNonUniformity	579.8704365744915	8.543774545344483
log-sigma-1-0-mm-3D	glrlm	GrayLevelNonUniformityNormalized	0.29862456736300014	0.37028802268310795
log-sigma-1-0-mm-3D	glrlm	GrayLevelVariance	1.031270716521211	0.5797982151009083
log-sigma-1-0-mm-3D	glrlm	HighGrayLevelRunEmphasis	19.020766756011646	8.455785008486169
log-sigma-1-0-mm-3D	glrlm	LongRunEmphasis	7.928133841008432	1.5900112537472364
log-sigma-1-0-mm-3D	glrlm	LongRunHighGrayLevelEmphasis	153.8709674972333	12.714125410952088
log-sigma-1-0-mm-3D	glrlm	LongRunLowGrayLevelEmphasis	0.47506156577956643	0.2782002120153802
log-sigma-1-0-mm-3D	glrlm	LowGrayLevelRunEmphasis	0.07915050742477586	0.1801020341532834
log-sigma-1-0-mm-3D	glrlm	RunEntropy	3.9386016275276745	2.188720669460854
log-sigma-1-0-mm-3D	glrlm	RunLengthNonUniformity	735.1299845786839	17.022917499576955
log-sigma-1-0-mm-3D	glrlm	RunLengthNonUniformityNormalized	0.3726677788821309	0.7274625329636262
log-sigma-1-0-mm-3D	glrlm	RunPercentage	0.4867610421213234	0.8518518518518517
log-sigma-1-0-mm-3D	glrlm	RunVariance	3.4354713912277512	0.16022401698904132
log-sigma-1-0-mm-3D	glrlm	ShortRunEmphasis	0.6287525868385142	0.8675801428226179
log-sigma-1-0-mm-3D	glrlm	ShortRunHighGrayLevelEmphasis	11.823616850583951	7.501808253772154
log-sigma-1-0-mm-3D	glrlm	ShortRunLowGrayLevelEmphasis	0.05501810588898523	0.15795165872859493
log-sigma-1-0-mm-3D	glszm	GrayLevelNonUniformity	14.076923076923077	1.6666666666666667
log-sigma-1-0-mm-3D	glszm	GrayLevelNonUniformityNormalized	0.1804733727810651	0.2777777777777778
log-sigma-1-0-mm-3D	glszm	GrayLevelVariance	3.0166009204470745	1.1388888888888888
log-sigma-1-0-mm-3D	glszm	HighGrayLevelZoneEmphasis	20.807692307692307	9.166666666666666
log-sigma-1-0-mm-3D	glszm	LargeAreaEmphasis	69322.91025641025	40.5
log-sigma-1-0-mm-3D	glszm	LargeAreaHighGrayLevelEmphasis	1340813.5	319.1666666666667
log-sigma-1-0-mm-3D	glszm	LargeAreaLowGrayLevelEmphasis	3787.155059396622	6.064814814814814
log-sigma-1-0-mm-3D	glszm	LowGrayLevelZoneEmphasis	0.1488591814931101	0.2662037037037037
log-sigma-1-0-mm-3D	glszm	SizeZoneNonUniformity	13.64102564102564	1.6666666666666667
log-sigma-1-0-mm-3D	glszm	SizeZoneNonUniformityNormalized	0.17488494411571334	0.2777777777777778
log-sigma-1-0-mm-3D	glszm	SmallAreaEmphasis	0.41995426129377494	0.4202570266272189
log-sigma-1-0-mm-3D	glszm	SmallAreaHighGrayLevelEmphasis	8.887284530583218	3.0192924063116373
log-sigma-1-0-mm-3D	glszm	SmallAreaLowGrayLevelEmphasis	0.0477514240052929	0.19115413721783914
log-sigma-1-0-mm-3D	glszm	ZoneEntropy	5.181056507485085	2.2516291673878213
log-sigma-1-0-mm-3D	glszm	ZonePercentage	0.01958322872206879	0.2222222222222222
log-sigma-1-0-mm-3D	glszm	ZoneVariance	66715.36768573307	20.25
log-sigma-1-0-mm-3D	gldm	DependenceEntropy	6.199648547839986	3.411751853774931
log-sigma-1-0-mm-3D	gldm	DependenceNonUniformity	158.2834546824002	4.185185185185185
log-sigma-1-0-mm-3D	gldm	DependenceNonUniformityNormalized	0.039739757640572484	0.1550068587105624
log-sigma-1-0-mm-3D	gldm	DependenceVariance	49.31184637395348	4.792866941015089
log-sigma-1-0-mm-3D	gldm	GrayLevelNonUniformity	1442.6776299271905	10.25925925925926
log-sigma-1-0-mm-3D	gldm	GrayLevelVariance	0.7370458266361638	0.5432098765432098
log-sigma-1-0-mm-3D	gldm	HighGrayLevelEmphasis	19.24453929199096	8.25925925925926
log-sigma-1-0-mm-3D	gldm	LargeDependenceEmphasis	255.06829023349235	28.333333333333332
log-sigma-1-0-mm-3D	gldm	LargeDependenceHighGrayLevelEmphasis	4973.34697464223	194.03703703703704
log-sigma-1-0-mm-3D	gldm	LargeDependenceLowGrayLevelEmphasis	14.377207444635735	4.9526748971193415
log-sigma-1-0-mm-3D	gldm	LowGrayLevelEmphasis	0.06902617195928501	0.1779835390946502
log-sigma-1-0-mm-3D	gldm	SmallDependenceEmphasis	0.023405088299694714	0.1406864134542706
log-sigma-1-0-mm-3D	gldm	SmallDependenceHighGrayLevelEmphasis	0.4722770052788333	1.190213214915596
log-sigma-1-0-mm-3D	gldm	SmallDependenceLowGrayLevelEmphasis	0.0022812865572326593	0.04783454148120154
log-sigma-1-0-mm-3D	ngtdm	Busyness	9.390117737889922	0.619728971915607
log-sigma-1-0-mm-3D	ngtdm	Coarseness	0.0022968049003010307	0.1771033831478221
log-sigma-1-0-mm-3D	ngtdm	Complexity	10.780017803149601	3.730270994879183
log-sigma-1-0-mm-3D	ngtdm	Contrast	0.010143744199881564	0.05854624816034098
log-sigma-1-0-mm-3D	ngtdm	Strength	0.06281943404965186	0.8569809633180984
log-sigma-2-0-mm-3D	firstorder	10Percentile	-37.357087707519526	-42.82719116210937
log-sigma-2-0-mm-3D	firstorder	90Percentile	17.4346549987793	-29.050849151611327
log-sigma-2-0-mm-3D	firstorder	Energy	336497634.82829654	1882899.3409093583
log-sigma-2-0-mm-3D	firstorder	Entropy	1.9284762502975956	0.3809465857053895
log-sigma-2-0-mm-3D	firstorder	InterquartileRange	28.7315092086792	9.518491744995117
log-sigma-2-0-mm-3D	firstorder	Kurtosis	3.6456185548720637	2.95976807397277
log-sigma-2-0-mm-3D	firstorder	Maximum	38.97361755371094	-19.19350814819336
log-sigma-2-0-mm-3D	firstorder	MeanAbsoluteDeviation	17.53575089985079	5.513435274812257
log-sigma-2-0-mm-3D	firstorder	Mean	-10.196561473121289	-36.008941155892835
log-sigma-2-0-mm-3D	firstorder	Median	-8.582221984863281	-35.680931091308594
log-sigma-2-0-mm-3D	firstorder	Minimum	-97.86416625976562	-48.44017028808594
log-sigma-2-0-mm-3D	firstorder	Range	136.83778381347656	29.246662139892578
log-sigma-2-0-mm-3D	firstorder	RobustMeanAbsoluteDeviation	12.12378556727022	3.876057821606833
log-sigma-2-0-mm-3D	firstorder	RootMeanSquared	290.66039191234387	264.0776640048766
log-sigma-2-0-mm-3D	firstorder	Skewness	-0.6165388313430372	0.45444254778793924
log-sigma-2-0-mm-3D	firstorder	TotalEnergy	336497634.82829654	1882899.3409093583
log-sigma-2-0-mm-3D	firstorder	Uniformity	0.3092638440966375	0.8628257887517148
log-sigma-2-0-mm-3D	firstorder	Variance	497.43044463496796	45.73347663968096
log-sigma-2-0-mm-3D	glcm	Autocorrelation	17.424552777154105	1.0706105106557593
log-sigma-2-0-mm-3D	glcm	JointAverage	4.085966926610516	1.0321001271227515
log-sigma-2-0-mm-3D	glcm	ClusterProminence	37.64006624253249	0.10267636693007925
log-sigma-2-0-mm-3D	glcm	ClusterShade	-3.0323263053835796	0.07262961624507189
log-sigma-2-0-mm-3D	glcm	ClusterTendency	3.3254542295429066	0.06827640873357378
log-sigma-2-0-mm-3D	glcm	Contrast	0.4082455357540204	0.051379741424990306
log-sigma-2-0-mm-3D	glcm	Correlation	0.7813674804081754	0.5109910786381373
log-sigma-2-0-mm-3D	glcm	DifferenceAverage	0.3581497086806972	0.051379741424990306
log-sigma-2-0-mm-3D	glcm	DifferenceEntropy	1.017895961225008	0.22616655673486405
log-sigma-2-0-mm-3D	glcm	DifferenceVariance	0.2718043760967039	0.04477213522930028
log-sigma-2-0-mm-3D	glcm	JointEnergy	0.16144321481312549	0.8953997896914176
log-sigma-2-0-mm-3D	glcm	JointEntropy	3.2005301978459175	0.309378363567826
log-sigma-2-0-mm-3D	glcm	Imc1	-0.36771823359877165	-0.0842932213241582
log-sigma-2-0-mm-3D	glcm	Imc2	0.8617802323659931	0.10269230042921697
