Image type	Feature Class	Feature Name	1: RTSTRUCT: RTstruct_3_segment_1 cerebe 1	1: RTSTRUCT: RTstruct_3_segment_2 Lt Parietal 1	1: RTSTRUCT: RTstruct_3_segment_3 Lt Frontal 1	1: RTSTRUCT: RTstruct_3_segment_4 Rt Thalamic 1	1: RTSTRUCT: RTstruct_3_segment_5 RT Frontal 1
square	firstorder	MeanAbsoluteDeviation	19.220076789912667	43.92319298223611	10.971239442654394	37.72517115913086	
square	firstorder	Mean	226.1182047907585	181.4824600619432	157.8228441382604	226.0473983267876	
square	firstorder	Median	220.93700988706235	177.68618265771806	154.38974627665942	237.7899933442306	
square	firstorder	Minimum	206.86167615369266	36.96279431933364	145.95254113573046	84.03568106469594	
square	firstorder	Range	48.875447081524015	266.4345129079205	30.6068017282619	229.71691147871223	
square	firstorder	RobustMeanAbsoluteDeviation	14.002430039063327	31.43675648152224	6.639078021177838	25.623286427438746	
square	firstorder	RootMeanSquared	526.5205080358289	484.50395708196305	457.9876401097119	528.1712213265592	
square	firstorder	Skewness	0.3577351879403314	0.11349436691626139	0.5280432007196525	-0.9105812574597757	
square	firstorder	TotalEnergy	1280318.822152106	52113186.743033916	968712.8533312052	16737890.342255354	
square	firstorder	Uniformity	0.375	0.12596380163947735	0.375	0.17166666666666666	
square	firstorder	Variance	423.4799700568753	2918.725080779966	150.9218784171146	2238.9737512072957	
square	glcm	Autocorrelation	3.25	50.44782838347903	2.75	53.149506115306394	
square	glcm	JointAverage	1.875	6.996637569240208	1.75	7.250865719248072	
square	glcm	ClusterProminence	0.0	411.57500900196044	1.28125	157.84433168236762	
square	glcm	ClusterShade	0.0	3.77136152342345	0.0	-15.236966807139313	
square	glcm	ClusterTendency	0.0	13.031898473884464	0.625	5.5884931543804885	
square	glcm	Contrast	1.75	7.058081242209046	2.0	3.440464180648858	
square	glcm	Correlation	-0.9999999999999993	0.29706512432060506	-0.5454545454545451	0.2041168672699207	
square	glcm	DifferenceAverage	1.25	2.04878216032414	1.25	1.3910773487038879	
square	glcm	DifferenceEntropy	-3.203426503814917e-16	2.5559600146229617	0.4999999999999995	2.034225751415571	
square	glcm	DifferenceVariance	0.0	2.752767425338187	0.125	1.4489472616280066	
square	glcm	JointEnergy	0.5	0.02009905254593671	0.40625	0.06662326787458749	
square	glcm	JointEntropy	0.9999999999999993	5.943070540693208	1.3749999999999991	4.348827159061363	
square	glcm	Imc1	-1.0	-0.11291434956943218	-0.9166666666666662	-0.22317583534959026	
square	glcm	Imc2	0.9298734950321936	0.7022723272061879	0.9411022862699828	0.8073680868950188	
square	glcm	Idm	0.425	0.3775676157034154	0.45	0.4912187125722325	
square	glcm	Idmn	0.848076923076923	0.9573436314802415	0.8346153846153845	0.9689787939762922	
square	glcm	Id	0.4583333333333333	0.45258969918299835	0.5	0.5434216488616854	
square	glcm	Idn	0.7125	0.8655664860187081	0.7250000000000001	0.8873574522046332	
square	glcm	InverseVariance	0.8125	0.3618231350857592	0.59375	0.44040437647083797	
square	glcm	MaximumProbability	0.5	0.04842372095803163	0.4375	0.1595477646435239	
square	glcm	SumEntropy	-3.203426503814917e-16	3.7816747216103965	0.4999999999999995	2.8814681278720333	
square	glcm	SumSquares	0.4375	5.022494929023377	0.65625	2.2572393337573375	
square	glrlm	GrayLevelNonUniformity	1.5	24.0819315407932	1.375	8.348159045780596	
square	glrlm	GrayLevelNonUniformityNormalized	0.375	0.12331520970022826	0.3645833333333333	0.15945881524706007	
square	glrlm	GrayLevelVariance	0.6875	5.065939532937909	0.6822916666666666	3.8024945836276136	
square	glrlm	HighGrayLevelRunEmphasis	3.75	50.729768578368365	3.979166666666667	46.48509146851782	
square	glrlm	LongRunEmphasis	1.0	1.4670306751214797	1.25	1.4828254283554718	
square	glrlm	LongRunHighGrayLevelEmphasis	3.75	75.74478917101794	4.229166666666667	74.85282425358879	
square	glrlm	LongRunLowGrayLevelEmphasis	0.5902777777777778	0.05067528131198418	0.8061342592592593	0.0633098950428249	
square	glrlm	LowGrayLevelRunEmphasis	0.5902777777777778	0.03840059138440452	0.5561342592592593	0.05348002741477601	
square	glrlm	RunEntropy	1.4999999999999991	3.6961450197322345	1.5212406251802881	3.3014972190381977	
square	glrlm	RunLengthNonUniformity	4.0	154.37878775869353	3.4166666666666665	40.47316335871167	
square	glrlm	RunLengthNonUniformityNormalized	1.0	0.7882394553853203	0.8888888888888888	0.770100322721076	
square	glrlm	RunPercentage	1.0	0.8797643797643799	0.9375	0.8717948717948718	
square	glrlm	RunVariance	0.0	0.16633578642721722	0.05555555555555555	0.15753951538666733	
square	glrlm	ShortRunEmphasis	1.0	0.9081980281949935	0.9375	0.8977798102255583	
square	glrlm	ShortRunHighGrayLevelEmphasis	3.75	45.89300116566297	3.916666666666667	40.57627298037336	
square	glrlm	ShortRunLowGrayLevelEmphasis	0.5902777777777778	0.03588810939354917	0.4936342592592593	0.0513114068720517	
square	glszm	GrayLevelNonUniformity	1.5	5.285714285714286	1.0	2.0588235294117645	
square	glszm	GrayLevelNonUniformityNormalized	0.375	0.10787172011661808	0.3333333333333333	0.12110726643598616	
square	glszm	GrayLevelVariance	0.6875	7.8467305289462725	0.6666666666666666	5.993079584775087	
square	glszm	HighGrayLevelZoneEmphasis	3.75	45.08163265306123	4.666666666666667	37.88235294117647	
square	glszm	LargeAreaEmphasis	1.0	74.85714285714286	2.0	30.11764705882353	
square	glszm	LargeAreaHighGrayLevelEmphasis	3.75	3464.795918367347	5.666666666666667	1639.6470588235295	
square	glszm	LargeAreaLowGrayLevelEmphasis	0.5902777777777778	1.9952527570891052	1.4537037037037035	0.7234505283594919	
square	glszm	LowGrayLevelZoneEmphasis	0.5902777777777778	0.07219747459024338	0.4537037037037037	0.10606336052939694	
square	glszm	SizeZoneNonUniformity	4.0	14.387755102040817	1.6666666666666667	5.470588235294118	
square	glszm	SizeZoneNonUniformityNormalized	1.0	0.2936276551436901	0.5555555555555556	0.3217993079584775	
square	glszm	SmallAreaEmphasis	1.0	0.5497950971783083	0.75	0.5663812399959984	
square	glszm	SmallAreaHighGrayLevelEmphasis	3.75	18.64494333058481	4.416666666666667	17.08311657996532	
square	glszm	SmallAreaLowGrayLevelEmphasis	0.5902777777777778	0.05905094295541187	0.20370370370370372	0.0863107067712952	
square	glszm	ZoneEntropy	1.4999999999999991	4.661055640988657	1.5849625007211552	3.8077635764171895	
square	glszm	ZonePercentage	1.0	0.22072072072072071	0.75	0.2833333333333333	
square	glszm	ZoneVariance	0.0	54.33069554352353	0.2222222222222222	17.660899653979236	
square	gldm	DependenceEntropy	1.4999999999999991	5.6287189802687125	1.4999999999999991	4.505005029967598	
square	gldm	DependenceNonUniformity	4.0	30.90990990990991	2.0	9.8	
square	gldm	DependenceNonUniformityNormalized	1.0	0.13923382842301762	0.5	0.16333333333333333	
square	gldm	DependenceVariance	0.0	5.884993101209317	0.25	10.622222222222222	
square	gldm	GrayLevelNonUniformity	1.5	27.963963963963963	1.5	10.3	
square	gldm	GrayLevelVariance	0.6875	4.950673646619593	0.6875	3.5888888888888886	
square	gldm	HighGrayLevelEmphasis	3.75	51.031531531531535	3.75	48.03333333333333	
square	gldm	LargeDependenceEmphasis	1.0	22.90990990990991	2.5	29.4	
square	gldm	LargeDependenceHighGrayLevelEmphasis	3.75	1235.2927927927929	5.25	1788.3	
square	gldm	LargeDependenceLowGrayLevelEmphasis	0.5902777777777778	0.6049553003967687	2.0902777777777777	0.5536648610061309	
square	gldm	LowGrayLevelEmphasis	0.5902777777777778	0.03698269562852896	0.5902777777777778	0.04920932014781221	
square	gldm	SmallDependenceEmphasis	1.0	0.1938109575627613	0.625	0.22750270131342185	
square	gldm	SmallDependenceHighGrayLevelEmphasis	3.75	8.08989468037944	3.375	7.63964047665159	
square	gldm	SmallDependenceLowGrayLevelEmphasis	0.5902777777777778	0.014958183645396523	0.2152777777777778	0.027163525329966128	
square	ngtdm	Busyness	2.0	0.47175799744405966	1.5	0.10401725871175917	
square	ngtdm	Coarseness	0.5	0.03127610379372379	0.6666666666666666	0.1313359182407289	
square	ngtdm	Complexity	4.111111111111112	77.0387089774569	3.1111111111111116	38.66289104886528	
square	ngtdm	Contrast	0.2864583333333333	0.10741417442923519	0.22916666666666666	0.08211093919400415	
square	ngtdm	Strength	1.7	1.27967085509552	2.125	4.273652008994897	
squareroot	firstorder	10Percentile	242.53633975056906	262.9603349821688	245.5462101087372	269.7482865738122	
squareroot	firstorder	90Percentile	254.12733641647966	322.5100832810998	255.52228951019373	304.66859820701796	
squareroot	firstorder	Energy	1200452.8053035557	77955495.19525725	1210197.975474084	20735351.11754571	
squareroot	firstorder	Entropy	0.9999999999999993	1.9704353726925565	0.9999999999999993	1.4697259153080173	
squareroot	firstorder	InterquartileRange	9.16670186544431	31.20544971732039	7.00309805314302	17.683074913501855	
squareroot	firstorder	Kurtosis	1.4211153068258207	3.5658404291487606	1.645661759114867	5.532082330071643	
squareroot	firstorder	Maximum	255.7371232352167	335.20834771897955	257.2786416684148	313.7525925434082	
squareroot	firstorder	MeanAbsoluteDeviation	5.256766155073905	18.452660253636836	4.327377178880816	13.071674479599373	
squareroot	firstorder	Mean	247.7973790489144	292.1225971919287	250.02401089249886	287.6166488834188	
squareroot	firstorder	Median	246.46123146238952	293.24140076707704	248.74841360008233	292.74408432337987	
squareroot	firstorder	Minimum	242.5299300356619	198.04008031732988	245.32057470141595	225.7129221707465	
squareroot	firstorder	Range	13.207193199554808	137.16826740164967	11.95806696699887	88.03967037266167	
squareroot	firstorder	RobustMeanAbsoluteDeviation	3.909935710370405	12.883528823765857	2.675720874262197	8.262160222299448	
squareroot	firstorder	RootMeanSquared	547.825885958202	592.5798505331712	550.0449925856257	587.8683401004246	
squareroot	firstorder	Skewness	0.3251772812787633	-0.5581755581086139	0.49330847997819993	-1.4990890954278726	
squareroot	firstorder	TotalEnergy	1386030.0505678738	77955495.19525725	1397281.7204749088	20735351.11754571	
squareroot	firstorder	Uniformity	0.5	0.29628276925574226	0.5	0.45499999999999996	
squareroot	firstorder	Variance	31.232833028886997	541.7091526003938	23.081310249305304	295.8592474495091	
squareroot	glcm	Autocorrelation	2.5	27.59813046364403	2.125	9.99256256992235	
squareroot	glcm	JointAverage	1.625	5.231457794952931	1.5	3.152860180048963	
squareroot	glcm	ClusterProminence	0.0	15.995225132966286	0.25	3.34197234946257	
squareroot	glcm	ClusterShade	0.0	-0.7858224362993275	0.0	-0.5088057690167399	
squareroot	glcm	ClusterTendency	0.0	2.317493139211659	0.25	0.7668107529708746	
squareroot	glcm	Contrast	0.75	1.3985658739183933	0.75	0.5832901176950424	
squareroot	glcm	Correlation	-0.49999999999999933	0.24826087652375417	-0.49999999999999956	0.07179487898632705	
squareroot	glcm	DifferenceAverage	0.75	0.8504266573311171	0.75	0.5155171499220746	
squareroot	glcm	DifferenceEntropy	-3.203426503814917e-16	1.5979702023415887	-3.203426503814917e-16	1.1423791605034261	
squareroot	glcm	DifferenceVariance	0.0	0.6608081701600329	0.0	0.31166985191724633	
squareroot	glcm	JointEnergy	0.625	0.09582014814715782	0.5	0.27624834568388795	
squareroot	glcm	JointEntropy	0.7499999999999993	3.790167026121254	0.9999999999999993	2.271600844389181	
squareroot	glcm	Imc1	-0.75	-0.06925526026095417	-1.0	-0.11717848792896517	
squareroot	glcm	Imc2	0.6974051212741452	0.4618947848187104	0.9298734950321936	0.4472935955953997	
squareroot	glcm	Idm	0.625	0.6273779170617314	0.625	0.7490187218162596	
squareroot	glcm	Idmn	0.8500000000000001	0.9741614902004181	0.8500000000000001	0.9668848101551087	
squareroot	glcm	Id	0.625	0.6507997682637667	0.625	0.7535369196677905	
squareroot	glcm	Idn	0.7499999999999999	0.9007311038886008	0.75	0.8991556689413507	
squareroot	glcm	InverseVariance	0.75	0.5002639837948609	0.75	0.45621580312072785	
squareroot	glcm	MaximumProbability	0.625	0.1769895038632643	0.5	0.44891904214749634	
squareroot	glcm	SumEntropy	-3.203426503814917e-16	2.6076122247639635	0.24999999999999958	1.6342602126578805	
squareroot	glcm	SumSquares	0.1875	0.9290147532825132	0.25	0.3375252176664794	
squareroot	glrlm	GrayLevelNonUniformity	1.9166666666666667	45.36135842888722	1.75	16.886379616546346	
squareroot	glrlm	GrayLevelNonUniformityNormalized	0.5138888888888888	0.27476293167344845	0.5	0.38391980994631986	
squareroot	glrlm	GrayLevelVariance	0.24305555555555555	1.081342340092135	0.25	0.628507616471233	
squareroot	glrlm	HighGrayLevelRunEmphasis	2.375	27.083536674335484	2.5	9.039688458141224	
squareroot	glrlm	LongRunEmphasis	1.25	2.3000342210523836	1.75	2.3314494255935214	
squareroot	glrlm	LongRunHighGrayLevelEmphasis	3.375	64.3021162143927	4.375	21.76989864136541	
squareroot	glrlm	LongRunLowGrayLevelEmphasis	0.71875	0.09836608884466255	1.09375	0.34275412467761013	
squareroot	glrlm	LowGrayLevelRunEmphasis	0.65625	0.04923482025914227	0.625	0.18296139742278653	
squareroot	glrlm	RunEntropy	0.9795739585136216	3.0624133571085803	0.9999999999999993	2.5323336442894058	
squareroot	glrlm	RunLengthNonUniformity	3.416666666666667	98.11514105468778	3.5	25.08201225262731	
squareroot	glrlm	RunLengthNonUniformityNormalized	0.8888888888888888	0.5907717761610669	1.0	0.5640485083003042	
squareroot	glrlm	RunPercentage	0.9375	0.7432432432432432	0.875	0.7333333333333333	
squareroot	glrlm	RunVariance	0.05555555555555555	0.4565015391957451	0.0	0.4198244827457078	
squareroot	glrlm	ShortRunEmphasis	0.9375	0.7940985666232343	0.8125	0.7728586375532303	
squareroot	glrlm	ShortRunHighGrayLevelEmphasis	2.125	21.160086588556144	2.03125	6.793048842323659	
squareroot	glrlm	ShortRunLowGrayLevelEmphasis	0.640625	0.041381008738128826	0.5078125	0.15715753677902589	
squareroot	glszm	GrayLevelNonUniformity	1.6666666666666667	5.761904761904762	1.0	3.5	
squareroot	glszm	GrayLevelNonUniformityNormalized	0.5555555555555556	0.2743764172335601	0.5	0.4375	
squareroot	glszm	GrayLevelVariance	0.2222222222222222	1.836734693877551	0.25	0.6875	
squareroot	glszm	HighGrayLevelZoneEmphasis	2.0	19.0	2.5	5.75	
squareroot	glszm	LargeAreaEmphasis	2.0	612.4761904761905	4.0	198.75	
squareroot	glszm	LargeAreaHighGrayLevelEmphasis	6.0	17598.190476190477	10.0	1875.625	
squareroot	glszm	LargeAreaLowGrayLevelEmphasis	1.0	22.416705539358603	2.5	22.625868055555557	
squareroot	glszm	LowGrayLevelZoneEmphasis	0.75	0.10984045999352121	0.625	0.3029513888888889	
squareroot	glszm	SizeZoneNonUniformity	1.6666666666666667	5.571428571428571	2.0	2.0	
squareroot	glszm	SizeZoneNonUniformityNormalized	0.5555555555555556	0.2653061224489796	1.0	0.25	
squareroot	glszm	SmallAreaEmphasis	0.75	0.5229512153534418	0.25	0.4351474007259704	
squareroot	glszm	SmallAreaHighGrayLevelEmphasis	1.0	7.152948302170516	0.625	1.7117524559368553	
squareroot	glszm	SmallAreaLowGrayLevelEmphasis	0.6875	0.08356835196610404	0.15625	0.11899779557091945	
squareroot	glszm	ZoneEntropy	0.9182958340544889	3.61305418579779	0.9999999999999993	2.405639062229564	
squareroot	glszm	ZonePercentage	0.75	0.0945945945945946	0.5	0.13333333333333333	
squareroot	glszm	ZoneVariance	0.2222222222222222	500.72108843537416	0.0	142.5	
squareroot	gldm	DependenceEntropy	0.9999999999999993	5.39185214485749	0.9999999999999993	4.225326379115494	
squareroot	gldm	DependenceNonUniformity	2.0	16.7027027027027	4.0	4.6	
squareroot	gldm	DependenceNonUniformityNormalized	0.5	0.07523739956172389	1.0	0.07666666666666666	
squareroot	gldm	DependenceVariance	0.25	16.74166057949842	0.0	18.662222222222223	
squareroot	gldm	GrayLevelNonUniformity	2.0	65.77477477477477	2.0	27.3	
squareroot	gldm	GrayLevelVariance	0.25	0.9495170846522198	0.25	0.5141666666666667	
squareroot	gldm	HighGrayLevelEmphasis	2.5	27.504504504504503	2.5	9.216666666666667	
squareroot	gldm	LargeDependenceEmphasis	2.5	75.65765765765765	4.0	81.6	
squareroot	gldm	LargeDependenceHighGrayLevelEmphasis	8.5	2187.3333333333335	10.0	770.75	
squareroot	gldm	LargeDependenceLowGrayLevelEmphasis	1.0	2.8049750260464545	2.5	9.098958333333334	
squareroot	gldm	LowGrayLevelEmphasis	0.625	0.046281996281996286	0.625	0.16516203703703702	
squareroot	gldm	SmallDependenceEmphasis	0.625	0.0850424872432317	0.25	0.09448531817436075	
squareroot	gldm	SmallDependenceHighGrayLevelEmphasis	1.0	1.6528012879334673	0.625	0.47316812811951114	
squareroot	gldm	SmallDependenceLowGrayLevelEmphasis	0.53125	0.009504248114086629	0.15625	0.02874281129332991	
squareroot	ngtdm	Busyness	1.6666666666666667	0.9348367493379024	1.3333333333333335	0.6222095261424653	
squareroot	ngtdm	Coarseness	0.6	0.03441661131343565	0.7499999999999999	0.13356030337562616	
squareroot	ngtdm	Complexity	0.8333333333333334	9.732636754097067	0.6666666666666667	2.410437055056144	
squareroot	ngtdm	Contrast	0.20833333333333334	0.03932594133477674	0.16666666666666669	0.03512879264711275	
squareroot	ngtdm	Strength	0.6	0.4794601357471887	0.7499999999999999	0.6396743514658733	
logarithm	firstorder	10Percentile	250.87127004837134	313.96975550993204	274.06688632564453	297.32597367223417	
logarithm	firstorder	90Percentile	255.1529749544792	338.0514015739357	278.13324732781064	310.5577728249424	
logarithm	firstorder	Energy	1222448.9483165	87013172.89553672	1326639.9928386176	21898308.33245101	
logarithm	firstorder	Entropy	-3.203426503814917e-16	1.0595014726729939	0.9999999999999993	0.6873150928309266	
logarithm	firstorder	InterquartileRange	3.4018437975182962	12.563961834708664	2.8663020982593252	6.657684078814498	
logarithm	firstorder	Kurtosis	1.4080327703146411	4.657119409145999	1.6328415352478842	6.411178976223288	
logarithm	firstorder	Maximum	255.7371232352167	342.61131728032285	278.8394062149047	313.7525925434082	
logarithm	firstorder	MeanAbsoluteDeviation	1.945327762256241	7.573275196745464	1.7665007446593108	5.081776239352712	
logarithm	firstorder	Mean	252.8182150050646	325.98479934065233	275.8959739917552	304.09018044535185	
logarithm	firstorder	Median	252.33344626416292	326.82286644698087	275.38574190432433	306.21718844665736	
logarithm	firstorder	Minimum	250.86884425671582	280.60836473836775	273.9730059434675	277.983680036122	
logarithm	firstorder	Range	4.868278978500882	62.002952541955096	4.8664002714372145	35.76891250728619	
logarithm	firstorder	RobustMeanAbsoluteDeviation	1.456516035262041	5.194708480253621	1.0998013536000144	3.1211456606979033	
logarithm	firstorder	RootMeanSquared	552.8220663822357	626.0600843842183	575.8992951980879	604.1289643286855	
logarithm	firstorder	Skewness	0.3147570036179847	-0.8753217750350797	0.4818991708716169	-1.7217524916922387	
logarithm	firstorder	TotalEnergy	1411426.5635151863	87013172.89553672	1531724.4361759888	21898308.33245101	
logarithm	firstorder	Uniformity	1.0	0.5073046018991966	0.5	0.7005555555555556	
logarithm	firstorder	Variance	4.258237739207319	94.26025361769625	3.8253497419648226	46.85943035238896	
logarithm	glcm	Autocorrelation	1.0	6.943015856307972	2.125	3.6827301137834656	
logarithm	glcm	JointAverage	1.0	2.626140070864637	1.5	1.914614565401159	
logarithm	glcm	ClusterProminence	0.0	0.7543581451421514	0.25	0.2756749719900047	
logarithm	glcm	ClusterShade	0.0	-0.2438173657975921	0.0	-0.18516542001612027	
logarithm	glcm	ClusterTendency	0.0	0.5867062543331423	0.25	0.1826408217836032	
logarithm	glcm	Contrast	0.0	0.40196789080146844	0.75	0.12222716484002394	
logarithm	glcm	Correlation	1.0	0.18745880991659988	-0.49999999999999956	0.1327331097989473	
logarithm	glcm	DifferenceAverage	0.0	0.3862089016774811	0.75	0.12222716484002394	
logarithm	glcm	DifferenceEntropy	-3.203426503814917e-16	0.9906257206651059	-3.203426503814917e-16	0.521580709352473	
logarithm	glcm	DifferenceVariance	0.0	0.24749371645394935	0.0	0.10535566144280734	
logarithm	glcm	JointEnergy	1.0	0.30140750658484394	0.5	0.742210345245379	
logarithm	glcm	JointEntropy	-3.203426503814917e-16	1.9335822292061948	0.9999999999999993	0.7672679718194026	
logarithm	glcm	Imc1	0.0	-0.053761280947879436	-1.0	-0.09090616224037032	
logarithm	glcm	Imc2	0.0	0.2852060276203031	0.9298734950321936	0.2198066586320298	
logarithm	glcm	Idm	1.0	0.8084714480736582	0.625	0.938886417579988	
logarithm	glcm	Idmn	1.0	0.9605305488794217	0.8500000000000001	0.9755545670319952	
logarithm	glcm	Id	1.0	0.8095220473485907	0.625	0.938886417579988	
logarithm	glcm	Idn	1.0	0.9042357240368292	0.75	0.9592576117199921	
logarithm	glcm	InverseVariance	0.0	0.3724197861939922	0.75	0.12222716484002394	
logarithm	glcm	MaximumProbability	1.0	0.44583878949578293	0.5	0.8535009829811473	
logarithm	glcm	SumEntropy	-3.203426503814917e-16	1.5175051184233934	0.24999999999999958	0.645040806979379	
logarithm	glcm	SumSquares	0.0	0.24716853628365268	0.25	0.07621699665590677	
logarithm	glrlm	GrayLevelNonUniformity	2.75	60.013174626074175	1.75	19.04428119183322	
logarithm	glrlm	GrayLevelNonUniformityNormalized	1.0	0.4787413484481812	0.5	0.575246395750014	
logarithm	glrlm	GrayLevelVariance	0.0	0.29595271332750434	0.25	0.21237680212499296	
logarithm	glrlm	HighGrayLevelRunEmphasis	1.0	6.415615610221332	2.5	3.0766655973298875	
logarithm	glrlm	LongRunEmphasis	2.75	4.4824915611690805	1.75	4.461546395151938	
logarithm	glrlm	LongRunHighGrayLevelEmphasis	2.75	33.15119753146228	4.375	16.55670095099337	
logarithm	glrlm	LongRunLowGrayLevelEmphasis	2.75	0.7150075622351278	1.09375	1.4377577561915804	
logarithm	glrlm	LowGrayLevelRunEmphasis	1.0	0.1987924375492995	0.625	0.4808336006675281	
logarithm	glrlm	RunEntropy	0.9387218755408664	2.702509886358015	0.9999999999999993	2.0784855842766876	
logarithm	glrlm	RunLengthNonUniformity	1.5	48.78424346356768	3.5	12.638944152057105	
logarithm	glrlm	RunLengthNonUniformityNormalized	0.5416666666666667	0.37969818126988	1.0	0.37182196383278193	
logarithm	glrlm	RunPercentage	0.6875	0.5641025641025642	0.875	0.5499999999999999	
logarithm	glrlm	RunVariance	0.41666666666666663	1.1158374721007251	0.0	0.8207408012728121	
logarithm	glrlm	ShortRunEmphasis	0.7013888888888888	0.6122864128629071	0.8125	0.5498693254648972	
logarithm	glrlm	ShortRunHighGrayLevelEmphasis	0.7013888888888888	3.5445745075382313	2.03125	1.3432604315055205	
logarithm	glrlm	ShortRunLowGrayLevelEmphasis	0.7013888888888888	0.13820994980534704	0.5078125	0.3515215489547415	
logarithm	glszm	GrayLevelNonUniformity	1.0	3.75	1.0	4.333333333333333	
logarithm	glszm	GrayLevelNonUniformityNormalized	1.0	0.46875	0.5	0.7222222222222222	
logarithm	glszm	GrayLevelVariance	0.0	0.359375	0.25	0.1388888888888889	
logarithm	glszm	HighGrayLevelZoneEmphasis	1.0	3.875	2.5	1.5	
logarithm	glszm	LargeAreaEmphasis	16.0	2905.25	4.0	407.3333333333333	
logarithm	glszm	LargeAreaHighGrayLevelEmphasis	16.0	22509.125	10.0	1607.8333333333333	
logarithm	glszm	LargeAreaLowGrayLevelEmphasis	16.0	424.28125	2.5	107.20833333333333	
logarithm	glszm	LowGrayLevelZoneEmphasis	1.0	0.4201388888888889	0.625	0.875	
logarithm	glszm	SizeZoneNonUniformity	1.0	1.75	2.0	2.0	
logarithm	glszm	SizeZoneNonUniformityNormalized	1.0	0.21875	1.0	0.3333333333333333	
logarithm	glszm	SmallAreaEmphasis	0.0625	0.32815381528709403	0.25	0.5463657118176068	
logarithm	glszm	SmallAreaHighGrayLevelEmphasis	0.0625	0.8439011312126554	0.625	0.5465739583815385	
logarithm	glszm	SmallAreaLowGrayLevelEmphasis	0.0625	0.19922495743109908	0.15625	0.5463136501766239	
logarithm	glszm	ZoneEntropy	-3.203426503814917e-16	2.749999999999998	0.9999999999999993	1.7924812503605767	
logarithm	glszm	ZonePercentage	0.25	0.036036036036036036	0.5	0.1	
logarithm	glszm	ZoneVariance	0.0	2135.1875	0.0	307.3333333333333	
logarithm	gldm	DependenceEntropy	0.9999999999999993	5.0983974971999135	0.9999999999999993	4.16887934665028	
logarithm	gldm	DependenceNonUniformity	2.0	12.036036036036036	4.0	3.8666666666666667	
logarithm	gldm	DependenceNonUniformityNormalized	0.5	0.05421637854070287	1.0	0.06444444444444444	
logarithm	gldm	DependenceVariance	0.25	30.114114114114113	0.0	36.843333333333334	
logarithm	gldm	GrayLevelNonUniformity	4.0	112.62162162162163	2.0	42.03333333333333	
logarithm	gldm	GrayLevelVariance	0.0	0.2704528853177502	0.25	0.14972222222222223	
logarithm	gldm	HighGrayLevelEmphasis	1.0	6.9324324324324325	2.5	3.45	
logarithm	gldm	LargeDependenceEmphasis	12.5	182.22522522522522	4.0	198.13333333333333	
logarithm	gldm	LargeDependenceHighGrayLevelEmphasis	12.5	1427.4279279279278	10.0	785.1833333333333	
logarithm	gldm	LargeDependenceLowGrayLevelEmphasis	12.5	26.179804804804807	2.5	51.37083333333333	
logarithm	gldm	LowGrayLevelEmphasis	1.0	0.17755255255255253	0.625	0.3875	
logarithm	gldm	SmallDependenceEmphasis	0.08680555555555555	0.03048107559568969	0.25	0.0681773117898523	
logarithm	gldm	SmallDependenceHighGrayLevelEmphasis	0.08680555555555555	0.12086647256161748	0.625	0.08243146938163139	
logarithm	gldm	SmallDependenceLowGrayLevelEmphasis	0.08680555555555555	0.01215415756512529	0.15625	0.06461377239190752	
logarithm	ngtdm	Busyness	0.0	5.824745572071152	1.3333333333333335	1.3598015541328325	
logarithm	ngtdm	Coarseness	1000000.0	0.02424507170286346	0.7499999999999999	0.2535866981169901	
logarithm	ngtdm	Complexity	0.0	1.4690653654644068	0.6666666666666667	0.1314474835661738	
logarithm	ngtdm	Contrast	0.0	0.03622390279782305	0.16666666666666669	0.02354220245447128	
logarithm	ngtdm	Strength	0.0	0.08574461635724492	0.7499999999999999	0.2119912421275125	
gradient	firstorder	10Percentile	33.447566986083984	22.39694633483887	21.86921672821045	13.241737842559814	
gradient	firstorder	90Percentile	47.10467262268067	92.81011657714843	32.000528526306155	66.38835372924805	
gradient	firstorder	Energy	459891.8186752545	28529787.43061769	428392.3120015402	7070322.702668475	
gradient	firstorder	Entropy	0.8112781244591322	2.2560360026368365	0.8112781244591322	1.7004992250835853	
gradient	firstorder	InterquartileRange	6.548300743103027	40.18160820007324	4.365372657775879	30.886447429656982	
gradient	firstorder	Kurtosis	2.222689749587759	3.3413422689965437	2.0131112412503063	2.076148541778883	
gradient	firstorder	Maximum	51.39155960083008	153.53280639648438	33.49468231201172	80.8856201171875	
gradient	firstorder	MeanAbsoluteDeviation	6.196815013885498	23.131040510366166	3.850339412689209	16.264864735338424	
gradient	firstorder	Mean	38.99792957305908	57.317227215380285	27.22008991241455	42.73067055543264	
gradient	firstorder	Median	35.80245399475098	53.13429641723633	27.933133125305176	44.057861328125	
gradient	firstorder	Minimum	32.9952507019043	6.701469421386719	19.519411087036133	6.822414875030518	
gradient	firstorder	Range	18.39630889892578	146.83133697509766	13.975271224975586	74.06320524215698	
gradient	firstorder	RobustMeanAbsoluteDeviation	1.2994823455810547	16.023469030364485	0.5810365676879883	12.43197580178579	
gradient	firstorder	RootMeanSquared	339.07662064615073	358.48647951320754	327.258426935633	343.2764362888039	
gradient	firstorder	Skewness	1.0196896741666057	0.6401710087668842	-0.41265173384218196	-0.14890805223349846	
gradient	firstorder	TotalEnergy	530986.2061033132	28529787.43061769	494617.21047520835	7070322.702668475	
gradient	firstorder	Uniformity	0.625	0.23837350864377896	0.625	0.33055555555555555	
