Image type	Feature Class	Feature Name	1: RTSTRUCT: ANON_52_segment_Recur Occipit tentorial
logarithm	ngtdm	Complexity	8.968476785286054
logarithm	ngtdm	Contrast	0.00760839334938202
logarithm	ngtdm	Strength	0.0916685255050146
gradient	firstorder	10Percentile	11.4208309173584
gradient	firstorder	90Percentile	61.75420837402344
gradient	firstorder	Energy	279693270.3724602
gradient	firstorder	Entropy	1.700161052418152
gradient	firstorder	InterquartileRange	27.522611618041992
gradient	firstorder	Kurtosis	4.215506779999485
gradient	firstorder	Maximum	133.109619140625
gradient	firstorder	MeanAbsoluteDeviation	16.233484374875314
gradient	firstorder	Mean	33.72429990415855
gradient	firstorder	Median	29.17474937438965
gradient	firstorder	Minimum	1.314572811126709
gradient	firstorder	Range	131.7950463294983
gradient	firstorder	RobustMeanAbsoluteDeviation	11.467385085808754
gradient	firstorder	RootMeanSquared	334.3469423319237
gradient	firstorder	Skewness	1.0481257297113569
gradient	firstorder	TotalEnergy	279693270.3724602
gradient	firstorder	Uniformity	0.34635664769543284
gradient	firstorder	Variance	415.9695001859414
gradient	glcm	Autocorrelation	3.266783370957467
gradient	glcm	JointAverage	1.7489972327414784
gradient	glcm	ClusterProminence	11.96278283637584
gradient	glcm	ClusterShade	2.123163437551911
gradient	glcm	ClusterTendency	1.7518091724630325
gradient	glcm	Contrast	0.9219198305117112
gradient	glcm	Correlation	0.308112287838215
gradient	glcm	DifferenceAverage	0.6531372914663583
gradient	glcm	DifferenceEntropy	1.424995140111376
gradient	glcm	DifferenceVariance	0.48743628332307265
gradient	glcm	JointEnergy	0.1520871803701329
gradient	glcm	JointEntropy	3.124904599838214
gradient	glcm	Imc1	-0.058970236965021065
gradient	glcm	Imc2	0.3786971042975733
gradient	glcm	Idm	0.700101666746358
gradient	glcm	Idmn	0.9764983820602087
gradient	glcm	Id	0.7142376688403791
gradient	glcm	Idn	0.9112971308332105
gradient	glcm	InverseVariance	0.45418385743069867
gradient	glcm	MaximumProbability	0.2622761139815596
gradient	glcm	SumEntropy	2.277649409710143
gradient	glcm	SumSquares	0.6684322507436858
gradient	glrlm	GrayLevelNonUniformity	493.9591028366563
gradient	glrlm	GrayLevelNonUniformityNormalized	0.31758445020248743
gradient	glrlm	GrayLevelVariance	0.8412209162172887
gradient	glrlm	HighGrayLevelRunEmphasis	4.931126882447217
gradient	glrlm	LongRunEmphasis	4.153818127079655
gradient	glrlm	LongRunHighGrayLevelEmphasis	12.675968817402456
gradient	glrlm	LongRunLowGrayLevelEmphasis	2.732066763332414
gradient	glrlm	LowGrayLevelRunEmphasis	0.4501887609538053
gradient	glrlm	RunEntropy	3.2353236764858155
gradient	glrlm	RunLengthNonUniformity	763.604112714876
gradient	glrlm	RunLengthNonUniformityNormalized	0.486021160140793
gradient	glrlm	RunPercentage	0.6215950316669742
gradient	glrlm	RunVariance	1.470853465911973
gradient	glrlm	ShortRunEmphasis	0.7222168138886447
gradient	glrlm	ShortRunHighGrayLevelEmphasis	4.005527481824187
gradient	glrlm	ShortRunLowGrayLevelEmphasis	0.28869737489905567
gradient	glszm	GrayLevelNonUniformity	18.60655737704918
gradient	glszm	GrayLevelNonUniformityNormalized	0.305025530771298
gradient	glszm	GrayLevelVariance	1.1437785541521097
gradient	glszm	HighGrayLevelZoneEmphasis	14.508196721311476
gradient	glszm	LargeAreaEmphasis	34928.13114754098
gradient	glszm	LargeAreaHighGrayLevelEmphasis	99185.45901639345
gradient	glszm	LargeAreaLowGrayLevelEmphasis	21476.88018214936
gradient	glszm	LowGrayLevelZoneEmphasis	0.14089253187613848
gradient	glszm	SizeZoneNonUniformity	24.9672131147541
gradient	glszm	SizeZoneNonUniformityNormalized	0.4092985756517065
gradient	glszm	SmallAreaEmphasis	0.6604491823795626
gradient	glszm	SmallAreaHighGrayLevelEmphasis	9.706005739380055
gradient	glszm	SmallAreaLowGrayLevelEmphasis	0.09807253894891624
gradient	glszm	ZoneEntropy	3.6858898462588225
gradient	glszm	ZonePercentage	0.024380495603517186
gradient	glszm	ZoneVariance	33245.78661650094
gradient	gldm	DependenceEntropy	5.69777030075035
gradient	gldm	DependenceNonUniformity	129.65947242206235
gradient	gldm	DependenceNonUniformityNormalized	0.051822331103941785
gradient	gldm	DependenceVariance	33.79247233707839
gradient	gldm	GrayLevelNonUniformity	866.5843325339728
gradient	gldm	GrayLevelVariance	0.7549134153907888
gradient	gldm	HighGrayLevelEmphasis	4.130695443645084
gradient	gldm	LargeDependenceEmphasis	151.26618705035972
gradient	gldm	LargeDependenceHighGrayLevelEmphasis	339.9308553157474
gradient	gldm	LargeDependenceLowGrayLevelEmphasis	113.18659428013146
gradient	gldm	LowGrayLevelEmphasis	0.5298288036237676
gradient	gldm	SmallDependenceEmphasis	0.038558788354558546
gradient	gldm	SmallDependenceHighGrayLevelEmphasis	0.3882290484623741
gradient	gldm	SmallDependenceLowGrayLevelEmphasis	0.01087434475022989
gradient	ngtdm	Busyness	37.49143799986687
gradient	ngtdm	Coarseness	0.0024439770376307912
gradient	ngtdm	Complexity	10.721699368567865
gradient	ngtdm	Contrast	0.027521829760935715
gradient	ngtdm	Strength	0.05644714854805719
log-sigma-1-0-mm-3D	firstorder	10Percentile	-39.57671585083008
log-sigma-1-0-mm-3D	firstorder	90Percentile	14.906612396240236
log-sigma-1-0-mm-3D	firstorder	Energy	210849781.43367648
log-sigma-1-0-mm-3D	firstorder	Entropy	1.7795987490093137
log-sigma-1-0-mm-3D	firstorder	InterquartileRange	29.382140278816223
log-sigma-1-0-mm-3D	firstorder	Kurtosis	2.7677199754683715
log-sigma-1-0-mm-3D	firstorder	Maximum	47.46144104003906
log-sigma-1-0-mm-3D	firstorder	MeanAbsoluteDeviation	16.672658306893172
log-sigma-1-0-mm-3D	firstorder	Mean	-10.417184575479462
log-sigma-1-0-mm-3D	firstorder	Median	-8.493834495544434
log-sigma-1-0-mm-3D	firstorder	Minimum	-83.33625030517578
log-sigma-1-0-mm-3D	firstorder	Range	130.79769134521484
log-sigma-1-0-mm-3D	firstorder	RobustMeanAbsoluteDeviation	12.154947431238554
log-sigma-1-0-mm-3D	firstorder	RootMeanSquared	290.2972521017179
log-sigma-1-0-mm-3D	firstorder	Skewness	-0.42380282896267885
log-sigma-1-0-mm-3D	firstorder	TotalEnergy	210849781.43367648
log-sigma-1-0-mm-3D	firstorder	Uniformity	0.3258981943142528
log-sigma-1-0-mm-3D	firstorder	Variance	414.2875886164238
log-sigma-1-0-mm-3D	glcm	Autocorrelation	17.639741117504887
log-sigma-1-0-mm-3D	glcm	JointAverage	4.161197858134738
log-sigma-1-0-mm-3D	glcm	ClusterProminence	11.851101852450926
log-sigma-1-0-mm-3D	glcm	ClusterShade	-1.2154062490538065
log-sigma-1-0-mm-3D	glcm	ClusterTendency	2.03622466480969
log-sigma-1-0-mm-3D	glcm	Contrast	0.7438121239582732
log-sigma-1-0-mm-3D	glcm	Correlation	0.45906486697290383
log-sigma-1-0-mm-3D	glcm	DifferenceAverage	0.5741615163177157
log-sigma-1-0-mm-3D	glcm	DifferenceEntropy	1.2756470178533728
log-sigma-1-0-mm-3D	glcm	DifferenceVariance	0.387411023806519
log-sigma-1-0-mm-3D	glcm	JointEnergy	0.13837323475169366
log-sigma-1-0-mm-3D	glcm	JointEntropy	3.236385154985968
log-sigma-1-0-mm-3D	glcm	Imc1	-0.14290381364790844
log-sigma-1-0-mm-3D	glcm	Imc2	0.55406582622891
log-sigma-1-0-mm-3D	glcm	Idm	0.7298784197620198
log-sigma-1-0-mm-3D	glcm	Idmn	0.9806775827263314
log-sigma-1-0-mm-3D	glcm	Id	0.7399760869254789
log-sigma-1-0-mm-3D	glcm	Idn	0.9209481907480501
log-sigma-1-0-mm-3D	glcm	InverseVariance	0.4371816067659712
log-sigma-1-0-mm-3D	glcm	MaximumProbability	0.21648167965580045
log-sigma-1-0-mm-3D	glcm	SumEntropy	2.472984339819633
log-sigma-1-0-mm-3D	glcm	SumSquares	0.695009197191991
log-sigma-1-0-mm-3D	glrlm	GrayLevelNonUniformity	457.48733244727697
log-sigma-1-0-mm-3D	glrlm	GrayLevelNonUniformityNormalized	0.3123759484872124
log-sigma-1-0-mm-3D	glrlm	GrayLevelVariance	0.787496854204952
log-sigma-1-0-mm-3D	glrlm	HighGrayLevelRunEmphasis	16.638486491193184
log-sigma-1-0-mm-3D	glrlm	LongRunEmphasis	4.853607535189369
log-sigma-1-0-mm-3D	glrlm	LongRunHighGrayLevelEmphasis	90.82108922012729
log-sigma-1-0-mm-3D	glrlm	LongRunLowGrayLevelEmphasis	0.31114796668405853
log-sigma-1-0-mm-3D	glrlm	LowGrayLevelRunEmphasis	0.07784687795555217
log-sigma-1-0-mm-3D	glrlm	RunEntropy	3.4534962299163823
log-sigma-1-0-mm-3D	glrlm	RunLengthNonUniformity	662.7163527930188
log-sigma-1-0-mm-3D	glrlm	RunLengthNonUniformityNormalized	0.43419283839582945
log-sigma-1-0-mm-3D	glrlm	RunPercentage	0.5865461476972267
log-sigma-1-0-mm-3D	glrlm	RunVariance	1.6227927099330692
log-sigma-1-0-mm-3D	glrlm	ShortRunEmphasis	0.6716563631627438
log-sigma-1-0-mm-3D	glrlm	ShortRunHighGrayLevelEmphasis	10.828845752598006
log-sigma-1-0-mm-3D	glrlm	ShortRunLowGrayLevelEmphasis	0.055532086532107845
log-sigma-1-0-mm-3D	glszm	GrayLevelNonUniformity	11.32
log-sigma-1-0-mm-3D	glszm	GrayLevelNonUniformityNormalized	0.2264
log-sigma-1-0-mm-3D	glszm	GrayLevelVariance	2.1524
log-sigma-1-0-mm-3D	glszm	HighGrayLevelZoneEmphasis	20.3
log-sigma-1-0-mm-3D	glszm	LargeAreaEmphasis	36126.56
log-sigma-1-0-mm-3D	glszm	LargeAreaHighGrayLevelEmphasis	669365.1
log-sigma-1-0-mm-3D	glszm	LargeAreaLowGrayLevelEmphasis	2120.319972222222
log-sigma-1-0-mm-3D	glszm	LowGrayLevelZoneEmphasis	0.10168888888888887
log-sigma-1-0-mm-3D	glszm	SizeZoneNonUniformity	13.88
log-sigma-1-0-mm-3D	glszm	SizeZoneNonUniformityNormalized	0.2776
log-sigma-1-0-mm-3D	glszm	SmallAreaEmphasis	0.5433247698124148
log-sigma-1-0-mm-3D	glszm	SmallAreaHighGrayLevelEmphasis	12.027384051087392
log-sigma-1-0-mm-3D	glszm	SmallAreaLowGrayLevelEmphasis	0.0406483748898054
log-sigma-1-0-mm-3D	glszm	ZoneEntropy	4.223981820580898
log-sigma-1-0-mm-3D	glszm	ZonePercentage	0.019984012789768184
log-sigma-1-0-mm-3D	glszm	ZoneVariance	33622.55840000001
log-sigma-1-0-mm-3D	gldm	DependenceEntropy	5.909308934599377
log-sigma-1-0-mm-3D	gldm	DependenceNonUniformity	130.89128697042366
log-sigma-1-0-mm-3D	gldm	DependenceNonUniformityNormalized	0.05231466305772329
log-sigma-1-0-mm-3D	gldm	DependenceVariance	28.753547122334105
log-sigma-1-0-mm-3D	gldm	GrayLevelNonUniformity	815.3972821742606
log-sigma-1-0-mm-3D	gldm	GrayLevelVariance	0.7229281323142924
log-sigma-1-0-mm-3D	gldm	HighGrayLevelEmphasis	17.450439648281375
log-sigma-1-0-mm-3D	gldm	LargeDependenceEmphasis	166.81135091926458
log-sigma-1-0-mm-3D	gldm	LargeDependenceHighGrayLevelEmphasis	3272.1634692246203
log-sigma-1-0-mm-3D	gldm	LargeDependenceLowGrayLevelEmphasis	9.723595901056933
log-sigma-1-0-mm-3D	gldm	LowGrayLevelEmphasis	0.07180733191224797
log-sigma-1-0-mm-3D	gldm	SmallDependenceEmphasis	0.028058846296782552
log-sigma-1-0-mm-3D	gldm	SmallDependenceHighGrayLevelEmphasis	0.5208157741558771
log-sigma-1-0-mm-3D	gldm	SmallDependenceLowGrayLevelEmphasis	0.002437970648167418
log-sigma-1-0-mm-3D	ngtdm	Busyness	11.00834092785627
log-sigma-1-0-mm-3D	ngtdm	Coarseness	0.003333072372014935
log-sigma-1-0-mm-3D	ngtdm	Complexity	6.640639810400093
log-sigma-1-0-mm-3D	ngtdm	Contrast	0.020678483660692637
log-sigma-1-0-mm-3D	ngtdm	Strength	0.04457504443865772
log-sigma-2-0-mm-3D	firstorder	10Percentile	-42.44990348815918
log-sigma-2-0-mm-3D	firstorder	90Percentile	1.2145658731460582
log-sigma-2-0-mm-3D	firstorder	Energy	196416137.9404143
log-sigma-2-0-mm-3D	firstorder	Entropy	1.5989527701021053
log-sigma-2-0-mm-3D	firstorder	InterquartileRange	23.661221504211426
log-sigma-2-0-mm-3D	firstorder	Kurtosis	2.789601640385607
log-sigma-2-0-mm-3D	firstorder	Maximum	17.354917526245117
log-sigma-2-0-mm-3D	firstorder	MeanAbsoluteDeviation	13.680207483560956
log-sigma-2-0-mm-3D	firstorder	Mean	-20.32264154346036
log-sigma-2-0-mm-3D	firstorder	Median	-19.803378105163574
log-sigma-2-0-mm-3D	firstorder	Minimum	-74.73829650878906
log-sigma-2-0-mm-3D	firstorder	Range	92.09321403503418
log-sigma-2-0-mm-3D	firstorder	RobustMeanAbsoluteDeviation	9.803894871331751
log-sigma-2-0-mm-3D	firstorder	RootMeanSquared	280.18503217403
log-sigma-2-0-mm-3D	firstorder	Skewness	-0.30229187864562385
log-sigma-2-0-mm-3D	firstorder	TotalEnergy	196416137.9404143
log-sigma-2-0-mm-3D	firstorder	Uniformity	0.3783189275917396
log-sigma-2-0-mm-3D	firstorder	Variance	284.2274211344669
log-sigma-2-0-mm-3D	glcm	Autocorrelation	7.696514306444939
log-sigma-2-0-mm-3D	glcm	JointAverage	2.7094658351813754
log-sigma-2-0-mm-3D	glcm	ClusterProminence	8.851114337427909
log-sigma-2-0-mm-3D	glcm	ClusterShade	-0.383026251937734
log-sigma-2-0-mm-3D	glcm	ClusterTendency	1.777009658174627
log-sigma-2-0-mm-3D	glcm	Contrast	0.35796928249077664
log-sigma-2-0-mm-3D	glcm	Correlation	0.6624811468868731
log-sigma-2-0-mm-3D	glcm	DifferenceAverage	0.34746951389604713
log-sigma-2-0-mm-3D	glcm	DifferenceEntropy	0.925708283621353
log-sigma-2-0-mm-3D	glcm	DifferenceVariance	0.2248807418951129
log-sigma-2-0-mm-3D	glcm	JointEnergy	0.2078695593599013
log-sigma-2-0-mm-3D	glcm	JointEntropy	2.7099205351020434
log-sigma-2-0-mm-3D	glcm	Imc1	-0.29030082860996165
log-sigma-2-0-mm-3D	glcm	Imc2	0.7474324028073703
log-sigma-2-0-mm-3D	glcm	Idm	0.8273152199114494
log-sigma-2-0-mm-3D	glcm	Idmn	0.9791282734169202
log-sigma-2-0-mm-3D	glcm	Id	0.8280152044844313
log-sigma-2-0-mm-3D	glcm	Idn	0.9308560895072815
log-sigma-2-0-mm-3D	glcm	InverseVariance	0.33828221637565875
log-sigma-2-0-mm-3D	glcm	MaximumProbability	0.3566882167446093
log-sigma-2-0-mm-3D	glcm	SumEntropy	2.336078554564662
log-sigma-2-0-mm-3D	glcm	SumSquares	0.5337447351663508
log-sigma-2-0-mm-3D	glrlm	GrayLevelNonUniformity	405.8572914928837
log-sigma-2-0-mm-3D	glrlm	GrayLevelNonUniformityNormalized	0.3501771842979836
log-sigma-2-0-mm-3D	glrlm	GrayLevelVariance	0.617242292289824
log-sigma-2-0-mm-3D	glrlm	HighGrayLevelRunEmphasis	7.713785045928267
log-sigma-2-0-mm-3D	glrlm	LongRunEmphasis	8.49745041720726
log-sigma-2-0-mm-3D	glrlm	LongRunHighGrayLevelEmphasis	67.11313415570285
log-sigma-2-0-mm-3D	glrlm	LongRunLowGrayLevelEmphasis	1.4980818920475978
log-sigma-2-0-mm-3D	glrlm	LowGrayLevelRunEmphasis	0.20735853242833427
log-sigma-2-0-mm-3D	glrlm	RunEntropy	3.7789170013971023
log-sigma-2-0-mm-3D	glrlm	RunLengthNonUniformity	377.5588657271336
log-sigma-2-0-mm-3D	glrlm	RunLengthNonUniformityNormalized	0.30287800590445735
log-sigma-2-0-mm-3D	glrlm	RunPercentage	0.4636290967226219
log-sigma-2-0-mm-3D	glrlm	RunVariance	2.8426444827333084
log-sigma-2-0-mm-3D	glrlm	ShortRunEmphasis	0.5242517440419139
log-sigma-2-0-mm-3D	glrlm	ShortRunHighGrayLevelEmphasis	4.0817252390466185
log-sigma-2-0-mm-3D	glrlm	ShortRunLowGrayLevelEmphasis	0.11312718330449674
log-sigma-2-0-mm-3D	glszm	GrayLevelNonUniformity	7.095238095238095
log-sigma-2-0-mm-3D	glszm	GrayLevelNonUniformityNormalized	0.3378684807256236
log-sigma-2-0-mm-3D	glszm	GrayLevelVariance	1.1337868480725624
log-sigma-2-0-mm-3D	glszm	HighGrayLevelZoneEmphasis	10.714285714285714
log-sigma-2-0-mm-3D	glszm	LargeAreaEmphasis	97115.80952380953
log-sigma-2-0-mm-3D	glszm	LargeAreaHighGrayLevelEmphasis	784482.7142857143
log-sigma-2-0-mm-3D	glszm	LargeAreaLowGrayLevelEmphasis	14105.905423280423
log-sigma-2-0-mm-3D	glszm	LowGrayLevelZoneEmphasis	0.2281746031746032
log-sigma-2-0-mm-3D	glszm	SizeZoneNonUniformity	3.857142857142857
log-sigma-2-0-mm-3D	glszm	SizeZoneNonUniformityNormalized	0.1836734693877551
log-sigma-2-0-mm-3D	glszm	SmallAreaEmphasis	0.4142653540719622
log-sigma-2-0-mm-3D	glszm	SmallAreaHighGrayLevelEmphasis	4.701153082205033
log-sigma-2-0-mm-3D	glszm	SmallAreaLowGrayLevelEmphasis	0.08888051805388987
log-sigma-2-0-mm-3D	glszm	ZoneEntropy	3.784941827437638
log-sigma-2-0-mm-3D	glszm	ZonePercentage	0.008393285371702638
log-sigma-2-0-mm-3D	glszm	ZoneVariance	82920.78911564627
log-sigma-2-0-mm-3D	gldm	DependenceEntropy	5.958998096343088
log-sigma-2-0-mm-3D	gldm	DependenceNonUniformity	128.09112709832135
log-sigma-2-0-mm-3D	gldm	DependenceNonUniformityNormalized	0.05119549444377352
log-sigma-2-0-mm-3D	gldm	DependenceVariance	29.148923866502322
log-sigma-2-0-mm-3D	gldm	GrayLevelNonUniformity	946.5539568345324
log-sigma-2-0-mm-3D	gldm	GrayLevelVariance	0.5435493331953143
log-sigma-2-0-mm-3D	gldm	HighGrayLevelEmphasis	7.76378896882494
log-sigma-2-0-mm-3D	gldm	LargeDependenceEmphasis	252.52118305355717
log-sigma-2-0-mm-3D	gldm	LargeDependenceHighGrayLevelEmphasis	2002.9476418864908
log-sigma-2-0-mm-3D	gldm	LargeDependenceLowGrayLevelEmphasis	43.67592037481126
log-sigma-2-0-mm-3D	gldm	LowGrayLevelEmphasis	0.193761657340794
log-sigma-2-0-mm-3D	gldm	SmallDependenceEmphasis	0.012900306949478413
log-sigma-2-0-mm-3D	gldm	SmallDependenceHighGrayLevelEmphasis	0.11879512675359251
log-sigma-2-0-mm-3D	gldm	SmallDependenceLowGrayLevelEmphasis	0.0026989093900700906
log-sigma-2-0-mm-3D	ngtdm	Busyness	26.603001678632747
log-sigma-2-0-mm-3D	ngtdm	Coarseness	0.004128238844268487
log-sigma-2-0-mm-3D	ngtdm	Complexity	1.6496519495036612
log-sigma-2-0-mm-3D	ngtdm	Contrast	0.026363410107024476
log-sigma-2-0-mm-3D	ngtdm	Strength	0.020090586077154055
log-sigma-3-0-mm-3D	firstorder	10Percentile	-40.348174285888675
log-sigma-3-0-mm-3D	firstorder	90Percentile	-8.617032432556146
log-sigma-3-0-mm-3D	firstorder	Energy	189218932.72741312
log-sigma-3-0-mm-3D	firstorder	Entropy	1.3715078190177865
log-sigma-3-0-mm-3D	firstorder	InterquartileRange	15.001438617706299
log-sigma-3-0-mm-3D	firstorder	Kurtosis	3.8271310437137847
log-sigma-3-0-mm-3D	firstorder	Maximum	30.71209716796875
log-sigma-3-0-mm-3D	firstorder	MeanAbsoluteDeviation	9.929951172639988
log-sigma-3-0-mm-3D	firstorder	Mean	-25.306823755887677
log-sigma-3-0-mm-3D	firstorder	Median	-25.81342315673828
log-sigma-3-0-mm-3D	firstorder	Minimum	-60.98805236816406
log-sigma-3-0-mm-3D	firstorder	Range	91.70014953613281
log-sigma-3-0-mm-3D	firstorder	RobustMeanAbsoluteDeviation	6.4371370142745965
log-sigma-3-0-mm-3D	firstorder	RootMeanSquared	275.003766217516
log-sigma-3-0-mm-3D	firstorder	Skewness	0.3645478600995068
log-sigma-3-0-mm-3D	firstorder	TotalEnergy	189218932.72741312
log-sigma-3-0-mm-3D	firstorder	Uniformity	0.4365680916497817
log-sigma-3-0-mm-3D	firstorder	Variance	170.7303587392442
log-sigma-3-0-mm-3D	glcm	Autocorrelation	6.275636752690556
log-sigma-3-0-mm-3D	glcm	JointAverage	2.454369502917108
log-sigma-3-0-mm-3D	glcm	ClusterProminence	4.3918614539084535
log-sigma-3-0-mm-3D	glcm	ClusterShade	0.20843342131428383
log-sigma-3-0-mm-3D	glcm	ClusterTendency	1.240805915911012
log-sigma-3-0-mm-3D	glcm	Contrast	0.23479203845548677
log-sigma-3-0-mm-3D	glcm	Correlation	0.6810380236816799
log-sigma-3-0-mm-3D	glcm	DifferenceAverage	0.2339478002322019
log-sigma-3-0-mm-3D	glcm	DifferenceEntropy	0.7743123174791072
log-sigma-3-0-mm-3D	glcm	DifferenceVariance	0.176620779975861
log-sigma-3-0-mm-3D	glcm	JointEnergy	0.2942105882004127
log-sigma-3-0-mm-3D	glcm	JointEntropy	2.1961251379416526
log-sigma-3-0-mm-3D	glcm	Imc1	-0.33966291815157823
log-sigma-3-0-mm-3D	glcm	Imc2	0.7573431147648755
log-sigma-3-0-mm-3D	glcm	Idm	0.8831105237062277
log-sigma-3-0-mm-3D	glcm	Idmn	0.9909762550585287
log-sigma-3-0-mm-3D	glcm	Id	0.8831668062544467
log-sigma-3-0-mm-3D	glcm	Idn	0.961028800871378
log-sigma-3-0-mm-3D	glcm	InverseVariance	0.23320909178682758
log-sigma-3-0-mm-3D	glcm	MaximumProbability	0.41203615497910584
log-sigma-3-0-mm-3D	glcm	SumEntropy	1.9587078786737573
log-sigma-3-0-mm-3D	glcm	SumSquares	0.3688994885916248
log-sigma-3-0-mm-3D	glrlm	GrayLevelNonUniformity	374.2025445005519
log-sigma-3-0-mm-3D	glrlm	GrayLevelNonUniformityNormalized	0.3942471889975235
log-sigma-3-0-mm-3D	glrlm	GrayLevelVariance	0.4998765749877313
log-sigma-3-0-mm-3D	glrlm	HighGrayLevelRunEmphasis	7.167892896490672
log-sigma-3-0-mm-3D	glrlm	LongRunEmphasis	12.763410654769102
log-sigma-3-0-mm-3D	glrlm	LongRunHighGrayLevelEmphasis	79.63178610326334
log-sigma-3-0-mm-3D	glrlm	LongRunLowGrayLevelEmphasis	2.5836682729173646
log-sigma-3-0-mm-3D	glrlm	LowGrayLevelRunEmphasis	0.2006231564215468
log-sigma-3-0-mm-3D	glrlm	RunEntropy	3.9002781390553998
log-sigma-3-0-mm-3D	glrlm	RunLengthNonUniformity	226.07828245776426
log-sigma-3-0-mm-3D	glrlm	RunLengthNonUniformityNormalized	0.22598827955734968
log-sigma-3-0-mm-3D	glrlm	RunPercentage	0.37763635245649624
log-sigma-3-0-mm-3D	glrlm	RunVariance	4.363126017609966
log-sigma-3-0-mm-3D	glrlm	ShortRunEmphasis	0.43275619258069814
log-sigma-3-0-mm-3D	glrlm	ShortRunHighGrayLevelEmphasis	3.564739067655844
log-sigma-3-0-mm-3D	glrlm	ShortRunLowGrayLevelEmphasis	0.07968063236084386
log-sigma-3-0-mm-3D	glszm	GrayLevelNonUniformity	4.142857142857143
log-sigma-3-0-mm-3D	glszm	GrayLevelNonUniformityNormalized	0.29591836734693877
log-sigma-3-0-mm-3D	glszm	GrayLevelVariance	1.107142857142857
log-sigma-3-0-mm-3D	glszm	HighGrayLevelZoneEmphasis	13.357142857142858
log-sigma-3-0-mm-3D	glszm	LargeAreaEmphasis	193142.0
log-sigma-3-0-mm-3D	glszm	LargeAreaHighGrayLevelEmphasis	1181201.142857143
log-sigma-3-0-mm-3D	glszm	LargeAreaLowGrayLevelEmphasis	37243.3496031746
log-sigma-3-0-mm-3D	glszm	LowGrayLevelZoneEmphasis	0.15353174603174605
log-sigma-3-0-mm-3D	glszm	SizeZoneNonUniformity	2.0
log-sigma-3-0-mm-3D	glszm	SizeZoneNonUniformityNormalized	0.14285714285714285
log-sigma-3-0-mm-3D	glszm	SmallAreaEmphasis	0.3145687731174092
log-sigma-3-0-mm-3D	glszm	SmallAreaHighGrayLevelEmphasis	5.296475149136498
log-sigma-3-0-mm-3D	glszm	SmallAreaLowGrayLevelEmphasis	0.02141386008912388
log-sigma-3-0-mm-3D	glszm	ZoneEntropy	3.5216406363433146
log-sigma-3-0-mm-3D	glszm	ZonePercentage	0.005595523581135092
log-sigma-3-0-mm-3D	glszm	ZoneVariance	161203.2040816326
log-sigma-3-0-mm-3D	gldm	DependenceEntropy	5.708325494759778
log-sigma-3-0-mm-3D	gldm	DependenceNonUniformity	121.19584332533972
log-sigma-3-0-mm-3D	gldm	DependenceNonUniformityNormalized	0.0484395856616066
log-sigma-3-0-mm-3D	gldm	DependenceVariance	35.934300361469425
log-sigma-3-0-mm-3D	gldm	GrayLevelNonUniformity	1092.293365307754
log-sigma-3-0-mm-3D	gldm	GrayLevelVariance	0.39604000253034977
log-sigma-3-0-mm-3D	gldm	HighGrayLevelEmphasis	6.568345323741007
log-sigma-3-0-mm-3D	gldm	LargeDependenceEmphasis	331.136690647482
log-sigma-3-0-mm-3D	gldm	LargeDependenceHighGrayLevelEmphasis	2027.8928856914467
log-sigma-3-0-mm-3D	gldm	LargeDependenceLowGrayLevelEmphasis	67.9964745980993
log-sigma-3-0-mm-3D	gldm	LowGrayLevelEmphasis	0.2046509459099387
log-sigma-3-0-mm-3D	gldm	SmallDependenceEmphasis	0.009343805727138164
log-sigma-3-0-mm-3D	gldm	SmallDependenceHighGrayLevelEmphasis	0.0969901430751856
log-sigma-3-0-mm-3D	gldm	SmallDependenceLowGrayLevelEmphasis	0.0013664490268199814
log-sigma-3-0-mm-3D	ngtdm	Busyness	15.674514041172564
log-sigma-3-0-mm-3D	ngtdm	Coarseness	0.004507063855665075
log-sigma-3-0-mm-3D	ngtdm	Complexity	2.4192257371259775
log-sigma-3-0-mm-3D	ngtdm	Contrast	0.008805697780591206
log-sigma-3-0-mm-3D	ngtdm	Strength	0.047849223792091035
log-sigma-4-0-mm-3D	firstorder	10Percentile	-39.863312530517575
log-sigma-4-0-mm-3D	firstorder	90Percentile	-10.25747604370117
log-sigma-4-0-mm-3D	firstorder	Energy	188687926.59182405
log-sigma-4-0-mm-3D	firstorder	Entropy	1.180939723679367
log-sigma-4-0-mm-3D	firstorder	InterquartileRange	14.193354606628418
log-sigma-4-0-mm-3D	firstorder	Kurtosis	4.299313326921438
log-sigma-4-0-mm-3D	firstorder	Maximum	27.600549697875977
log-sigma-4-0-mm-3D	firstorder	MeanAbsoluteDeviation	9.222389340777214
log-sigma-4-0-mm-3D	firstorder	Mean	-25.651857425650057
log-sigma-4-0-mm-3D	firstorder	Median	-26.87306308746338
log-sigma-4-0-mm-3D	firstorder	Minimum	-49.40711212158203
log-sigma-4-0-mm-3D	firstorder	Range	77.00766181945801
log-sigma-4-0-mm-3D	firstorder	RobustMeanAbsoluteDeviation	6.036644485458373
log-sigma-4-0-mm-3D	firstorder	RootMeanSquared	274.6176228243866
log-sigma-4-0-mm-3D	firstorder	Skewness	0.8871576673049819
log-sigma-4-0-mm-3D	firstorder	TotalEnergy	188687926.59182405
log-sigma-4-0-mm-3D	firstorder	Uniformity	0.4791667864748969
log-sigma-4-0-mm-3D	firstorder	Variance	147.9354317212025
log-sigma-4-0-mm-3D	glcm	Autocorrelation	2.148727458440157
