Image type	Feature Class	Feature Name	1: RTSTRUCT: ANON_58_segment_Rt occipital
gradient	firstorder	Entropy	0.8112781244591322
gradient	firstorder	InterquartileRange	10.52371072769165
gradient	firstorder	Kurtosis	2.245737932464784
gradient	firstorder	Maximum	41.39228820800781
gradient	firstorder	MeanAbsoluteDeviation	7.180260976155599
gradient	firstorder	Mean	29.004944801330566
gradient	firstorder	Median	30.583881378173828
gradient	firstorder	Minimum	11.611982345581055
gradient	firstorder	Range	29.780305862426758
gradient	firstorder	RobustMeanAbsoluteDeviation	3.740481734275818
gradient	firstorder	RootMeanSquared	329.126072428766
gradient	firstorder	Skewness	-0.5167352947461218
gradient	firstorder	TotalEnergy	1299887.658628624
gradient	firstorder	Uniformity	0.625
gradient	firstorder	Variance	79.71784865876636
gradient	glcm	Autocorrelation	3.1487179487179486
gradient	glcm	JointAverage	1.7673076923076925
gradient	glcm	ClusterProminence	0.3182952813390313
gradient	glcm	ClusterShade	-0.12126282051282046
gradient	glcm	ClusterTendency	0.3556196581196582
gradient	glcm	Contrast	0.30641025641025643
gradient	glcm	Correlation	0.10567765567765568
gradient	glcm	DifferenceAverage	0.30641025641025643
gradient	glcm	DifferenceEntropy	0.6567012477751741
gradient	glcm	DifferenceVariance	0.1610897435897436
gradient	glcm	JointEnergy	0.5078952991452991
gradient	glcm	JointEntropy	1.1662056525655728
gradient	glcm	Imc1	-0.32121472846032223
gradient	glcm	Imc2	0.493463467421166
gradient	glcm	Idm	0.8467948717948718
gradient	glcm	Idmn	0.9387179487179487
gradient	glcm	Id	0.8467948717948718
gradient	glcm	Idn	0.897863247863248
gradient	glcm	InverseVariance	0.30641025641025643
gradient	glcm	MaximumProbability	0.6141025641025641
gradient	glcm	SumEntropy	0.8597953961553166
gradient	glcm	SumSquares	0.16550747863247864
gradient	glrlm	GrayLevelNonUniformity	5.7069874569874575
gradient	glrlm	GrayLevelNonUniformityNormalized	0.5921873991408624
gradient	glrlm	GrayLevelVariance	0.2039063004295688
gradient	glrlm	HighGrayLevelRunEmphasis	3.1305111555111558
gradient	glrlm	LongRunEmphasis	1.8832667332667337
gradient	glrlm	LongRunHighGrayLevelEmphasis	6.418523143523144
gradient	glrlm	LongRunLowGrayLevelEmphasis	0.7494526307026307
gradient	glrlm	LowGrayLevelRunEmphasis	0.46737221112221106
gradient	glrlm	RunEntropy	1.4927966741347147
gradient	glrlm	RunLengthNonUniformity	6.515034965034965
gradient	glrlm	RunLengthNonUniformityNormalized	0.6621631020494656
gradient	glrlm	RunPercentage	0.8012820512820513
gradient	glrlm	RunVariance	0.2453931350035246
gradient	glrlm	ShortRunEmphasis	0.8228341103341102
gradient	glrlm	ShortRunHighGrayLevelEmphasis	2.4831113331113333
gradient	glrlm	ShortRunLowGrayLevelEmphasis	0.4077648046398046
gradient	glszm	GrayLevelNonUniformity	1.0
gradient	glszm	GrayLevelNonUniformityNormalized	0.5
gradient	glszm	GrayLevelVariance	0.25
gradient	glszm	HighGrayLevelZoneEmphasis	2.5
gradient	glszm	LargeAreaEmphasis	45.0
gradient	glszm	LargeAreaHighGrayLevelEmphasis	166.5
gradient	glszm	LargeAreaLowGrayLevelEmphasis	14.625
gradient	glszm	LowGrayLevelZoneEmphasis	0.625
gradient	glszm	SizeZoneNonUniformity	1.0
gradient	glszm	SizeZoneNonUniformityNormalized	0.5
gradient	glszm	SmallAreaEmphasis	0.06172839506172839
gradient	glszm	SmallAreaHighGrayLevelEmphasis	0.08024691358024691
gradient	glszm	SmallAreaLowGrayLevelEmphasis	0.05709876543209876
gradient	glszm	ZoneEntropy	0.9999999999999993
gradient	glszm	ZonePercentage	0.16666666666666666
gradient	glszm	ZoneVariance	9.0
gradient	gldm	DependenceEntropy	2.2295739585136207
gradient	gldm	DependenceNonUniformity	2.6666666666666665
gradient	gldm	DependenceNonUniformityNormalized	0.2222222222222222
gradient	gldm	DependenceVariance	4.138888888888888
gradient	gldm	GrayLevelNonUniformity	7.5
gradient	gldm	GrayLevelVariance	0.1875
gradient	gldm	HighGrayLevelEmphasis	3.25
gradient	gldm	LargeDependenceEmphasis	42.166666666666664
gradient	gldm	LargeDependenceHighGrayLevelEmphasis	161.91666666666666
gradient	gldm	LargeDependenceLowGrayLevelEmphasis	12.229166666666666
gradient	gldm	LowGrayLevelEmphasis	0.4375
gradient	gldm	SmallDependenceEmphasis	0.04305863935080204
gradient	gldm	SmallDependenceHighGrayLevelEmphasis	0.08890122406987487
gradient	gldm	SmallDependenceLowGrayLevelEmphasis	0.031597993171033845
gradient	ngtdm	Busyness	0.7419444444444444
gradient	ngtdm	Coarseness	0.5391239236241109
gradient	ngtdm	Complexity	0.3091435185185185
gradient	ngtdm	Contrast	0.06043526785714285
gradient	ngtdm	Strength	0.5170821791320406
log-sigma-1-0-mm-3D	firstorder	10Percentile	-34.563360595703124
log-sigma-1-0-mm-3D	firstorder	90Percentile	-0.825004464387893
log-sigma-1-0-mm-3D	firstorder	Energy	973119.600730115
log-sigma-1-0-mm-3D	firstorder	Entropy	1.0408520829727541
log-sigma-1-0-mm-3D	firstorder	InterquartileRange	14.840170502662659
log-sigma-1-0-mm-3D	firstorder	Kurtosis	2.144567419523152
log-sigma-1-0-mm-3D	firstorder	Maximum	4.880284309387207
log-sigma-1-0-mm-3D	firstorder	MeanAbsoluteDeviation	10.407632802923521
log-sigma-1-0-mm-3D	firstorder	Mean	-15.503341063857079
log-sigma-1-0-mm-3D	firstorder	Median	-14.43145227432251
log-sigma-1-0-mm-3D	firstorder	Minimum	-36.41884231567383
log-sigma-1-0-mm-3D	firstorder	Range	41.299126625061035
log-sigma-1-0-mm-3D	firstorder	RobustMeanAbsoluteDeviation	6.058368146419525
log-sigma-1-0-mm-3D	firstorder	RootMeanSquared	284.76885374078904
log-sigma-1-0-mm-3D	firstorder	Skewness	-0.1826788079585481
log-sigma-1-0-mm-3D	firstorder	TotalEnergy	973119.600730115
log-sigma-1-0-mm-3D	firstorder	Uniformity	0.5972222222222222
log-sigma-1-0-mm-3D	firstorder	Variance	154.95111501487239
log-sigma-1-0-mm-3D	glcm	Autocorrelation	3.5474358974358973
log-sigma-1-0-mm-3D	glcm	JointAverage	1.882051282051282
log-sigma-1-0-mm-3D	glcm	ClusterProminence	0.2531526709401709
log-sigma-1-0-mm-3D	glcm	ClusterShade	-0.026840455840455794
log-sigma-1-0-mm-3D	glcm	ClusterTendency	0.3344871794871795
log-sigma-1-0-mm-3D	glcm	Contrast	0.4205128205128205
log-sigma-1-0-mm-3D	glcm	Correlation	-0.0503663003663002
log-sigma-1-0-mm-3D	glcm	DifferenceAverage	0.4205128205128205
log-sigma-1-0-mm-3D	glcm	DifferenceEntropy	0.8707188415377742
log-sigma-1-0-mm-3D	glcm	DifferenceVariance	0.21320512820512819
log-sigma-1-0-mm-3D	glcm	JointEnergy	0.43000000000000005
log-sigma-1-0-mm-3D	glcm	JointEntropy	1.500042158914808
log-sigma-1-0-mm-3D	glcm	Imc1	-0.1253878503986069
log-sigma-1-0-mm-3D	glcm	Imc2	0.4135074251284823
log-sigma-1-0-mm-3D	glcm	Idm	0.7897435897435897
log-sigma-1-0-mm-3D	glcm	Idmn	0.9579487179487179
log-sigma-1-0-mm-3D	glcm	Id	0.7897435897435897
log-sigma-1-0-mm-3D	glcm	Idn	0.8948717948717948
log-sigma-1-0-mm-3D	glcm	InverseVariance	0.4205128205128205
log-sigma-1-0-mm-3D	glcm	MaximumProbability	0.5602564102564103
log-sigma-1-0-mm-3D	glcm	SumEntropy	1.0795293384019877
log-sigma-1-0-mm-3D	glcm	SumSquares	0.18875
log-sigma-1-0-mm-3D	glrlm	GrayLevelNonUniformity	5.496348096348096
log-sigma-1-0-mm-3D	glrlm	GrayLevelNonUniformityNormalized	0.548120050544293
log-sigma-1-0-mm-3D	glrlm	GrayLevelVariance	0.2844989914686885
log-sigma-1-0-mm-3D	glrlm	HighGrayLevelRunEmphasis	3.924864024864024
log-sigma-1-0-mm-3D	glrlm	LongRunEmphasis	1.645066045066045
log-sigma-1-0-mm-3D	glrlm	LongRunHighGrayLevelEmphasis	6.428205128205128
log-sigma-1-0-mm-3D	glrlm	LongRunLowGrayLevelEmphasis	0.5612557195890531
log-sigma-1-0-mm-3D	glrlm	LowGrayLevelRunEmphasis	0.38075843909177237
log-sigma-1-0-mm-3D	glrlm	RunEntropy	1.7021697188970004
log-sigma-1-0-mm-3D	glrlm	RunLengthNonUniformity	7.075058275058276
log-sigma-1-0-mm-3D	glrlm	RunLengthNonUniformityNormalized	0.6973388900661627
log-sigma-1-0-mm-3D	glrlm	RunPercentage	0.8333333333333334
log-sigma-1-0-mm-3D	glrlm	RunVariance	0.17127357490993853
log-sigma-1-0-mm-3D	glrlm	ShortRunEmphasis	0.8482301648968316
log-sigma-1-0-mm-3D	glrlm	ShortRunHighGrayLevelEmphasis	3.33701545368212
log-sigma-1-0-mm-3D	glrlm	ShortRunLowGrayLevelEmphasis	0.33800828800828797
log-sigma-1-0-mm-3D	glszm	GrayLevelNonUniformity	1.0
log-sigma-1-0-mm-3D	glszm	GrayLevelNonUniformityNormalized	0.3333333333333333
log-sigma-1-0-mm-3D	glszm	GrayLevelVariance	0.6666666666666666
log-sigma-1-0-mm-3D	glszm	HighGrayLevelZoneEmphasis	4.666666666666667
log-sigma-1-0-mm-3D	glszm	LargeAreaEmphasis	28.666666666666668
log-sigma-1-0-mm-3D	glszm	LargeAreaHighGrayLevelEmphasis	112.33333333333333
log-sigma-1-0-mm-3D	glszm	LargeAreaLowGrayLevelEmphasis	8.12037037037037
log-sigma-1-0-mm-3D	glszm	LowGrayLevelZoneEmphasis	0.4537037037037037
log-sigma-1-0-mm-3D	glszm	SizeZoneNonUniformity	1.0
log-sigma-1-0-mm-3D	glszm	SizeZoneNonUniformityNormalized	0.3333333333333333
log-sigma-1-0-mm-3D	glszm	SmallAreaEmphasis	0.4207818930041152
log-sigma-1-0-mm-3D	glszm	SmallAreaHighGrayLevelEmphasis	3.0997942386831276
log-sigma-1-0-mm-3D	glszm	SmallAreaLowGrayLevelEmphasis	0.12139917695473251
log-sigma-1-0-mm-3D	glszm	ZoneEntropy	1.5849625007211552
log-sigma-1-0-mm-3D	glszm	ZonePercentage	0.25
log-sigma-1-0-mm-3D	glszm	ZoneVariance	12.666666666666664
log-sigma-1-0-mm-3D	gldm	DependenceEntropy	2.8553885422075314
log-sigma-1-0-mm-3D	gldm	DependenceNonUniformity	1.8333333333333333
log-sigma-1-0-mm-3D	gldm	DependenceNonUniformityNormalized	0.1527777777777778
log-sigma-1-0-mm-3D	gldm	DependenceVariance	6.222222222222221
log-sigma-1-0-mm-3D	gldm	GrayLevelNonUniformity	7.166666666666667
log-sigma-1-0-mm-3D	gldm	GrayLevelVariance	0.24305555555555552
log-sigma-1-0-mm-3D	gldm	HighGrayLevelEmphasis	3.9166666666666665
log-sigma-1-0-mm-3D	gldm	LargeDependenceEmphasis	34.666666666666664
log-sigma-1-0-mm-3D	gldm	LargeDependenceHighGrayLevelEmphasis	137.08333333333334
log-sigma-1-0-mm-3D	gldm	LargeDependenceLowGrayLevelEmphasis	9.155092592592593
log-sigma-1-0-mm-3D	gldm	LowGrayLevelEmphasis	0.3634259259259259
log-sigma-1-0-mm-3D	gldm	SmallDependenceEmphasis	0.14581976463424876
log-sigma-1-0-mm-3D	gldm	SmallDependenceHighGrayLevelEmphasis	0.8749457252036615
log-sigma-1-0-mm-3D	gldm	SmallDependenceLowGrayLevelEmphasis	0.05613086708448812
log-sigma-1-0-mm-3D	ngtdm	Busyness	0.26947544642857146
log-sigma-1-0-mm-3D	ngtdm	Coarseness	0.6957962311037481
log-sigma-1-0-mm-3D	ngtdm	Complexity	0.9766143578643578
log-sigma-1-0-mm-3D	ngtdm	Contrast	0.028166259430727023
log-sigma-1-0-mm-3D	ngtdm	Strength	1.3183677351850092
log-sigma-2-0-mm-3D	firstorder	10Percentile	-12.563080310821533
log-sigma-2-0-mm-3D	firstorder	90Percentile	-7.308716058731079
log-sigma-2-0-mm-3D	firstorder	Energy	1009228.0655421731
log-sigma-2-0-mm-3D	firstorder	Entropy	-3.203426503814917e-16
log-sigma-2-0-mm-3D	firstorder	InterquartileRange	2.394272565841675
log-sigma-2-0-mm-3D	firstorder	Kurtosis	2.1269602782086285
log-sigma-2-0-mm-3D	firstorder	Maximum	-6.669525146484375
log-sigma-2-0-mm-3D	firstorder	MeanAbsoluteDeviation	1.6266980104976227
log-sigma-2-0-mm-3D	firstorder	Mean	-10.002586642901102
log-sigma-2-0-mm-3D	firstorder	Median	-10.31122636795044
log-sigma-2-0-mm-3D	firstorder	Minimum	-13.321364402770996
log-sigma-2-0-mm-3D	firstorder	Range	6.651839256286621
log-sigma-2-0-mm-3D	firstorder	RobustMeanAbsoluteDeviation	0.9199198782444
log-sigma-2-0-mm-3D	firstorder	RootMeanSquared	290.00403237745
log-sigma-2-0-mm-3D	firstorder	Skewness	0.0669296951630844
log-sigma-2-0-mm-3D	firstorder	TotalEnergy	1009228.0655421731
log-sigma-2-0-mm-3D	firstorder	Uniformity	1.0
log-sigma-2-0-mm-3D	firstorder	Variance	3.839041373005347
log-sigma-2-0-mm-3D	glcm	Autocorrelation	1.0
log-sigma-2-0-mm-3D	glcm	JointAverage	1.0
log-sigma-2-0-mm-3D	glcm	ClusterProminence	0.0
log-sigma-2-0-mm-3D	glcm	ClusterShade	0.0
log-sigma-2-0-mm-3D	glcm	ClusterTendency	0.0
log-sigma-2-0-mm-3D	glcm	Contrast	0.0
log-sigma-2-0-mm-3D	glcm	Correlation	1.0
log-sigma-2-0-mm-3D	glcm	DifferenceAverage	0.0
log-sigma-2-0-mm-3D	glcm	DifferenceEntropy	-3.2034265038149176e-16
log-sigma-2-0-mm-3D	glcm	DifferenceVariance	0.0
log-sigma-2-0-mm-3D	glcm	JointEnergy	1.0
log-sigma-2-0-mm-3D	glcm	JointEntropy	-3.2034265038149176e-16
log-sigma-2-0-mm-3D	glcm	Imc1	0.0
log-sigma-2-0-mm-3D	glcm	Imc2	0.0
log-sigma-2-0-mm-3D	glcm	Idm	1.0
log-sigma-2-0-mm-3D	glcm	Idmn	1.0
log-sigma-2-0-mm-3D	glcm	Id	1.0
log-sigma-2-0-mm-3D	glcm	Idn	1.0
log-sigma-2-0-mm-3D	glcm	InverseVariance	0.0
log-sigma-2-0-mm-3D	glcm	MaximumProbability	1.0
log-sigma-2-0-mm-3D	glcm	SumEntropy	-3.2034265038149176e-16
log-sigma-2-0-mm-3D	glcm	SumSquares	0.0
log-sigma-2-0-mm-3D	glrlm	GrayLevelNonUniformity	8.461538461538462
log-sigma-2-0-mm-3D	glrlm	GrayLevelNonUniformityNormalized	1.0
log-sigma-2-0-mm-3D	glrlm	GrayLevelVariance	0.0
log-sigma-2-0-mm-3D	glrlm	HighGrayLevelRunEmphasis	1.0
log-sigma-2-0-mm-3D	glrlm	LongRunEmphasis	2.506143856143856
log-sigma-2-0-mm-3D	glrlm	LongRunHighGrayLevelEmphasis	2.506143856143856
log-sigma-2-0-mm-3D	glrlm	LongRunLowGrayLevelEmphasis	2.506143856143856
log-sigma-2-0-mm-3D	glrlm	LowGrayLevelRunEmphasis	1.0
log-sigma-2-0-mm-3D	glrlm	RunEntropy	0.9721605845103961
log-sigma-2-0-mm-3D	glrlm	RunLengthNonUniformity	4.846769896769897
log-sigma-2-0-mm-3D	glrlm	RunLengthNonUniformityNormalized	0.5568788048171165
log-sigma-2-0-mm-3D	glrlm	RunPercentage	0.7051282051282051
log-sigma-2-0-mm-3D	glrlm	RunVariance	0.33068485626927185
log-sigma-2-0-mm-3D	glrlm	ShortRunEmphasis	0.6946255133755135
log-sigma-2-0-mm-3D	glrlm	ShortRunHighGrayLevelEmphasis	0.6946255133755135
log-sigma-2-0-mm-3D	glrlm	ShortRunLowGrayLevelEmphasis	0.6946255133755135
log-sigma-2-0-mm-3D	glszm	GrayLevelNonUniformity	1.0
log-sigma-2-0-mm-3D	glszm	GrayLevelNonUniformityNormalized	1.0
log-sigma-2-0-mm-3D	glszm	GrayLevelVariance	0.0
log-sigma-2-0-mm-3D	glszm	HighGrayLevelZoneEmphasis	1.0
log-sigma-2-0-mm-3D	glszm	LargeAreaEmphasis	144.0
log-sigma-2-0-mm-3D	glszm	LargeAreaHighGrayLevelEmphasis	144.0
log-sigma-2-0-mm-3D	glszm	LargeAreaLowGrayLevelEmphasis	144.0
log-sigma-2-0-mm-3D	glszm	LowGrayLevelZoneEmphasis	1.0
log-sigma-2-0-mm-3D	glszm	SizeZoneNonUniformity	1.0
log-sigma-2-0-mm-3D	glszm	SizeZoneNonUniformityNormalized	1.0
log-sigma-2-0-mm-3D	glszm	SmallAreaEmphasis	0.006944444444444444
log-sigma-2-0-mm-3D	glszm	SmallAreaHighGrayLevelEmphasis	0.006944444444444444
log-sigma-2-0-mm-3D	glszm	SmallAreaLowGrayLevelEmphasis	0.006944444444444444
log-sigma-2-0-mm-3D	glszm	ZoneEntropy	-3.203426503814917e-16
log-sigma-2-0-mm-3D	glszm	ZonePercentage	0.08333333333333333
log-sigma-2-0-mm-3D	glszm	ZoneVariance	0.0
log-sigma-2-0-mm-3D	gldm	DependenceEntropy	2.2516291673878213
log-sigma-2-0-mm-3D	gldm	DependenceNonUniformity	2.6666666666666665
log-sigma-2-0-mm-3D	gldm	DependenceNonUniformityNormalized	0.2222222222222222
log-sigma-2-0-mm-3D	gldm	DependenceVariance	2.5555555555555554
log-sigma-2-0-mm-3D	gldm	GrayLevelNonUniformity	12.0
log-sigma-2-0-mm-3D	gldm	GrayLevelVariance	0.0
log-sigma-2-0-mm-3D	gldm	HighGrayLevelEmphasis	1.0
log-sigma-2-0-mm-3D	gldm	LargeDependenceEmphasis	77.66666666666667
log-sigma-2-0-mm-3D	gldm	LargeDependenceHighGrayLevelEmphasis	77.66666666666667
log-sigma-2-0-mm-3D	gldm	LargeDependenceLowGrayLevelEmphasis	77.66666666666667
log-sigma-2-0-mm-3D	gldm	LowGrayLevelEmphasis	1.0
log-sigma-2-0-mm-3D	gldm	SmallDependenceEmphasis	0.014939653266673467
log-sigma-2-0-mm-3D	gldm	SmallDependenceHighGrayLevelEmphasis	0.014939653266673467
log-sigma-2-0-mm-3D	gldm	SmallDependenceLowGrayLevelEmphasis	0.014939653266673467
log-sigma-2-0-mm-3D	ngtdm	Busyness	0.0
log-sigma-2-0-mm-3D	ngtdm	Coarseness	1000000.0
log-sigma-2-0-mm-3D	ngtdm	Complexity	0.0
log-sigma-2-0-mm-3D	ngtdm	Contrast	0.0
log-sigma-2-0-mm-3D	ngtdm	Strength	0.0
log-sigma-3-0-mm-3D	firstorder	10Percentile	-7.625098133087159
log-sigma-3-0-mm-3D	firstorder	90Percentile	-6.438934278488159
log-sigma-3-0-mm-3D	firstorder	Energy	1029729.3460826982
log-sigma-3-0-mm-3D	firstorder	Entropy	-3.203426503814917e-16
log-sigma-3-0-mm-3D	firstorder	InterquartileRange	0.8273553848266602
log-sigma-3-0-mm-3D	firstorder	Kurtosis	1.4697912594204376
log-sigma-3-0-mm-3D	firstorder	Maximum	-6.30886173248291
log-sigma-3-0-mm-3D	firstorder	MeanAbsoluteDeviation	0.44502635796864826
log-sigma-3-0-mm-3D	firstorder	Mean	-7.065617601076762
log-sigma-3-0-mm-3D	firstorder	Median	-7.163702011108398
log-sigma-3-0-mm-3D	firstorder	Minimum	-7.6683244705200195
log-sigma-3-0-mm-3D	firstorder	Range	1.3594627380371094
log-sigma-3-0-mm-3D	firstorder	RobustMeanAbsoluteDeviation	0.34496617317199707
log-sigma-3-0-mm-3D	firstorder	RootMeanSquared	292.93476891660515
log-sigma-3-0-mm-3D	firstorder	Skewness	0.1971386813150395
log-sigma-3-0-mm-3D	firstorder	TotalEnergy	1029729.3460826982
log-sigma-3-0-mm-3D	firstorder	Uniformity	1.0
log-sigma-3-0-mm-3D	firstorder	Variance	0.22644878626361098
log-sigma-3-0-mm-3D	glcm	Autocorrelation	1.0
log-sigma-3-0-mm-3D	glcm	JointAverage	1.0
log-sigma-3-0-mm-3D	glcm	ClusterProminence	0.0
log-sigma-3-0-mm-3D	glcm	ClusterShade	0.0
log-sigma-3-0-mm-3D	glcm	ClusterTendency	0.0
log-sigma-3-0-mm-3D	glcm	Contrast	0.0
log-sigma-3-0-mm-3D	glcm	Correlation	1.0
log-sigma-3-0-mm-3D	glcm	DifferenceAverage	0.0
log-sigma-3-0-mm-3D	glcm	DifferenceEntropy	-3.2034265038149176e-16
log-sigma-3-0-mm-3D	glcm	DifferenceVariance	0.0
log-sigma-3-0-mm-3D	glcm	JointEnergy	1.0
log-sigma-3-0-mm-3D	glcm	JointEntropy	-3.2034265038149176e-16
log-sigma-3-0-mm-3D	glcm	Imc1	0.0
log-sigma-3-0-mm-3D	glcm	Imc2	0.0
log-sigma-3-0-mm-3D	glcm	Idm	1.0
log-sigma-3-0-mm-3D	glcm	Idmn	1.0
log-sigma-3-0-mm-3D	glcm	Id	1.0
log-sigma-3-0-mm-3D	glcm	Idn	1.0
log-sigma-3-0-mm-3D	glcm	InverseVariance	0.0
log-sigma-3-0-mm-3D	glcm	MaximumProbability	1.0
log-sigma-3-0-mm-3D	glcm	SumEntropy	-3.2034265038149176e-16
log-sigma-3-0-mm-3D	glcm	SumSquares	0.0
log-sigma-3-0-mm-3D	glrlm	GrayLevelNonUniformity	8.461538461538462
log-sigma-3-0-mm-3D	glrlm	GrayLevelNonUniformityNormalized	1.0
log-sigma-3-0-mm-3D	glrlm	GrayLevelVariance	0.0
log-sigma-3-0-mm-3D	glrlm	HighGrayLevelRunEmphasis	1.0
log-sigma-3-0-mm-3D	glrlm	LongRunEmphasis	2.506143856143856
log-sigma-3-0-mm-3D	glrlm	LongRunHighGrayLevelEmphasis	2.506143856143856
log-sigma-3-0-mm-3D	glrlm	LongRunLowGrayLevelEmphasis	2.506143856143856
log-sigma-3-0-mm-3D	glrlm	LowGrayLevelRunEmphasis	1.0
log-sigma-3-0-mm-3D	glrlm	RunEntropy	0.9721605845103961
log-sigma-3-0-mm-3D	glrlm	RunLengthNonUniformity	4.846769896769897
log-sigma-3-0-mm-3D	glrlm	RunLengthNonUniformityNormalized	0.5568788048171165
log-sigma-3-0-mm-3D	glrlm	RunPercentage	0.7051282051282051
log-sigma-3-0-mm-3D	glrlm	RunVariance	0.33068485626927185
log-sigma-3-0-mm-3D	glrlm	ShortRunEmphasis	0.6946255133755135
log-sigma-3-0-mm-3D	glrlm	ShortRunHighGrayLevelEmphasis	0.6946255133755135
log-sigma-3-0-mm-3D	glrlm	ShortRunLowGrayLevelEmphasis	0.6946255133755135
log-sigma-3-0-mm-3D	glszm	GrayLevelNonUniformity	1.0
log-sigma-3-0-mm-3D	glszm	GrayLevelNonUniformityNormalized	1.0
log-sigma-3-0-mm-3D	glszm	GrayLevelVariance	0.0
log-sigma-3-0-mm-3D	glszm	HighGrayLevelZoneEmphasis	1.0
log-sigma-3-0-mm-3D	glszm	LargeAreaEmphasis	144.0
log-sigma-3-0-mm-3D	glszm	LargeAreaHighGrayLevelEmphasis	144.0
log-sigma-3-0-mm-3D	glszm	LargeAreaLowGrayLevelEmphasis	144.0
log-sigma-3-0-mm-3D	glszm	LowGrayLevelZoneEmphasis	1.0
log-sigma-3-0-mm-3D	glszm	SizeZoneNonUniformity	1.0
log-sigma-3-0-mm-3D	glszm	SizeZoneNonUniformityNormalized	1.0
log-sigma-3-0-mm-3D	glszm	SmallAreaEmphasis	0.006944444444444444
log-sigma-3-0-mm-3D	glszm	SmallAreaHighGrayLevelEmphasis	0.006944444444444444
log-sigma-3-0-mm-3D	glszm	SmallAreaLowGrayLevelEmphasis	0.006944444444444444
log-sigma-3-0-mm-3D	glszm	ZoneEntropy	-3.203426503814917e-16
log-sigma-3-0-mm-3D	glszm	ZonePercentage	0.08333333333333333
log-sigma-3-0-mm-3D	glszm	ZoneVariance	0.0
log-sigma-3-0-mm-3D	gldm	DependenceEntropy	2.2516291673878213
log-sigma-3-0-mm-3D	gldm	DependenceNonUniformity	2.6666666666666665
log-sigma-3-0-mm-3D	gldm	DependenceNonUniformityNormalized	0.2222222222222222
log-sigma-3-0-mm-3D	gldm	DependenceVariance	2.5555555555555554
log-sigma-3-0-mm-3D	gldm	GrayLevelNonUniformity	12.0
log-sigma-3-0-mm-3D	gldm	GrayLevelVariance	0.0
log-sigma-3-0-mm-3D	gldm	HighGrayLevelEmphasis	1.0
log-sigma-3-0-mm-3D	gldm	LargeDependenceEmphasis	77.66666666666667
log-sigma-3-0-mm-3D	gldm	LargeDependenceHighGrayLevelEmphasis	77.66666666666667
log-sigma-3-0-mm-3D	gldm	LargeDependenceLowGrayLevelEmphasis	77.66666666666667
log-sigma-3-0-mm-3D	gldm	LowGrayLevelEmphasis	1.0
log-sigma-3-0-mm-3D	gldm	SmallDependenceEmphasis	0.014939653266673467
log-sigma-3-0-mm-3D	gldm	SmallDependenceHighGrayLevelEmphasis	0.014939653266673467
log-sigma-3-0-mm-3D	gldm	SmallDependenceLowGrayLevelEmphasis	0.014939653266673467
log-sigma-3-0-mm-3D	ngtdm	Busyness	0.0
log-sigma-3-0-mm-3D	ngtdm	Coarseness	1000000.0
log-sigma-3-0-mm-3D	ngtdm	Complexity	0.0
log-sigma-3-0-mm-3D	ngtdm	Contrast	0.0
log-sigma-3-0-mm-3D	ngtdm	Strength	0.0
log-sigma-4-0-mm-3D	firstorder	10Percentile	-5.450508308410645
log-sigma-4-0-mm-3D	firstorder	90Percentile	-4.819490909576416
log-sigma-4-0-mm-3D	firstorder	Energy	1043283.4303118888
log-sigma-4-0-mm-3D	firstorder	Entropy	-3.203426503814917e-16
log-sigma-4-0-mm-3D	firstorder	InterquartileRange	0.4199657440185547
log-sigma-4-0-mm-3D	firstorder	Kurtosis	1.5843121538690734
log-sigma-4-0-mm-3D	firstorder	Maximum	-4.810941219329834
log-sigma-4-0-mm-3D	firstorder	MeanAbsoluteDeviation	0.2095728317896525
log-sigma-4-0-mm-3D	firstorder	Mean	-5.14371399084727
log-sigma-4-0-mm-3D	firstorder	Median	-5.127816677093506
log-sigma-4-0-mm-3D	firstorder	Minimum	-5.485738754272461
log-sigma-4-0-mm-3D	firstorder	Range	0.674797534942627
log-sigma-4-0-mm-3D	firstorder	RobustMeanAbsoluteDeviation	0.1497272253036499
log-sigma-4-0-mm-3D	firstorder	RootMeanSquared	294.8563817510553
log-sigma-4-0-mm-3D	firstorder	Skewness	0.01766826778381871
log-sigma-4-0-mm-3D	firstorder	TotalEnergy	1043283.4303118888
log-sigma-4-0-mm-3D	firstorder	Uniformity	1.0
log-sigma-4-0-mm-3D	firstorder	Variance	0.0564602127836322
log-sigma-4-0-mm-3D	glcm	Autocorrelation	1.0
log-sigma-4-0-mm-3D	glcm	JointAverage	1.0
log-sigma-4-0-mm-3D	glcm	ClusterProminence	0.0
log-sigma-4-0-mm-3D	glcm	ClusterShade	0.0
log-sigma-4-0-mm-3D	glcm	ClusterTendency	0.0
log-sigma-4-0-mm-3D	glcm	Contrast	0.0
log-sigma-4-0-mm-3D	glcm	Correlation	1.0
log-sigma-4-0-mm-3D	glcm	DifferenceAverage	0.0
log-sigma-4-0-mm-3D	glcm	DifferenceEntropy	-3.2034265038149176e-16
log-sigma-4-0-mm-3D	glcm	DifferenceVariance	0.0
log-sigma-4-0-mm-3D	glcm	JointEnergy	1.0
log-sigma-4-0-mm-3D	glcm	JointEntropy	-3.2034265038149176e-16
log-sigma-4-0-mm-3D	glcm	Imc1	0.0
log-sigma-4-0-mm-3D	glcm	Imc2	0.0
log-sigma-4-0-mm-3D	glcm	Idm	1.0
log-sigma-4-0-mm-3D	glcm	Idmn	1.0
log-sigma-4-0-mm-3D	glcm	Id	1.0
