Image type	Feature Class	Feature Name	1: RTSTRUCT: ANON_8_segment_Lt Occipital+Cavity
logarithm	gldm	SmallDependenceLowGrayLevelEmphasis	0.00011275461127124584
logarithm	ngtdm	Busyness	4.557056281625999
logarithm	ngtdm	Coarseness	0.0006788149986452386
logarithm	ngtdm	Complexity	37.69719841788731
logarithm	ngtdm	Contrast	0.005320797965177396
logarithm	ngtdm	Strength	0.21446744861553602
gradient	firstorder	10Percentile	8.320524406433105
gradient	firstorder	90Percentile	49.98213043212891
gradient	firstorder	Energy	1606318355.5380974
gradient	firstorder	Entropy	1.3805118332629023
gradient	firstorder	InterquartileRange	20.894129753112793
gradient	firstorder	Kurtosis	5.269914555386991
gradient	firstorder	Maximum	126.69424438476562
gradient	firstorder	MeanAbsoluteDeviation	13.340516352135364
gradient	firstorder	Mean	25.826881116285747
gradient	firstorder	Median	21.324604034423828
gradient	firstorder	Minimum	0.6598470211029053
gradient	firstorder	Range	126.03439736366272
gradient	firstorder	RobustMeanAbsoluteDeviation	8.91748334939973
gradient	firstorder	RootMeanSquared	326.287152126419
gradient	firstorder	Skewness	1.3686138463231723
gradient	firstorder	TotalEnergy	1606318355.5380974
gradient	firstorder	Uniformity	0.45087908272879706
gradient	firstorder	Variance	300.14918480269745
gradient	glcm	Autocorrelation	2.532631026155613
gradient	glcm	JointAverage	1.5142262397892428
gradient	glcm	ClusterProminence	11.592769316092586
gradient	glcm	ClusterShade	2.551822531504622
gradient	glcm	ClusterTendency	1.5105612835310405
gradient	glcm	Contrast	0.5516579949624272
gradient	glcm	Correlation	0.4644941795986555
gradient	glcm	DifferenceAverage	0.43926802495103584
gradient	glcm	DifferenceEntropy	1.1874165754004389
gradient	glcm	DifferenceVariance	0.35725558086878273
gradient	glcm	JointEnergy	0.25875201444117907
gradient	glcm	JointEntropy	2.5617143886700284
gradient	glcm	Imc1	-0.11524148172618998
gradient	glcm	Imc2	0.5111720112354263
gradient	glcm	Idm	0.7915454404401091
gradient	glcm	Idmn	0.9856508704849685
gradient	glcm	Id	0.7977985633567614
gradient	glcm	Idn	0.9391905055040166
gradient	glcm	InverseVariance	0.3527773555303491
gradient	glcm	MaximumProbability	0.44875133890896635
gradient	glcm	SumEntropy	2.001272823033845
gradient	glcm	SumSquares	0.5155548196233667
gradient	glrlm	GrayLevelNonUniformity	2501.172147982069
gradient	glrlm	GrayLevelNonUniformityNormalized	0.36533187722883925
gradient	glrlm	GrayLevelVariance	0.653939545875743
gradient	glrlm	HighGrayLevelRunEmphasis	3.8607500247811384
gradient	glrlm	LongRunEmphasis	9.893555013499657
gradient	glrlm	LongRunHighGrayLevelEmphasis	18.13055235777832
gradient	glrlm	LongRunLowGrayLevelEmphasis	8.340909005419023
gradient	glrlm	LowGrayLevelRunEmphasis	0.5353751938936188
gradient	glrlm	RunEntropy	3.6073617348847296
gradient	glrlm	RunLengthNonUniformity	2457.046061405818
gradient	glrlm	RunLengthNonUniformityNormalized	0.35645947987073384
gradient	glrlm	RunPercentage	0.45332000978872666
gradient	glrlm	RunVariance	4.890435854730977
gradient	glrlm	ShortRunEmphasis	0.6146616559756493
gradient	glrlm	ShortRunHighGrayLevelEmphasis	2.7882895044767584
gradient	glrlm	ShortRunLowGrayLevelEmphasis	0.27865611221105646
gradient	glszm	GrayLevelNonUniformity	33.375
gradient	glszm	GrayLevelNonUniformityNormalized	0.2607421875
gradient	glszm	GrayLevelVariance	1.61273193359375
gradient	glszm	HighGrayLevelZoneEmphasis	9.3046875
gradient	glszm	LargeAreaEmphasis	779188.9375
gradient	glszm	LargeAreaHighGrayLevelEmphasis	1314404.1484375
gradient	glszm	LargeAreaLowGrayLevelEmphasis	649213.7978710936
gradient	glszm	LowGrayLevelZoneEmphasis	0.3416775173611111
gradient	glszm	SizeZoneNonUniformity	32.765625
gradient	glszm	SizeZoneNonUniformityNormalized	0.2559814453125
gradient	glszm	SmallAreaEmphasis	0.5232420992858315
gradient	glszm	SmallAreaHighGrayLevelEmphasis	4.398501790312009
gradient	glszm	SmallAreaLowGrayLevelEmphasis	0.21519342328839242
gradient	glszm	ZoneEntropy	4.633898733676727
gradient	glszm	ZonePercentage	0.008483563096500531
gradient	glszm	ZoneVariance	765294.421875
gradient	gldm	DependenceEntropy	5.590042123447949
gradient	gldm	DependenceNonUniformity	637.5197507953341
gradient	gldm	DependenceNonUniformityNormalized	0.0422534299307618
gradient	gldm	DependenceVariance	48.02366758354522
gradient	gldm	GrayLevelNonUniformity	6802.863600212089
gradient	gldm	GrayLevelVariance	0.5290719990618489
gradient	gldm	HighGrayLevelEmphasis	2.869233828207847
gradient	gldm	LargeDependenceEmphasis	279.47971898197244
gradient	gldm	LargeDependenceHighGrayLevelEmphasis	463.44585100742313
gradient	gldm	LargeDependenceLowGrayLevelEmphasis	241.11713110860725
gradient	gldm	LowGrayLevelEmphasis	0.6770315813891834
gradient	gldm	SmallDependenceEmphasis	0.016171428604968577
gradient	gldm	SmallDependenceHighGrayLevelEmphasis	0.0968884893394812
gradient	gldm	SmallDependenceLowGrayLevelEmphasis	0.007114932975752433
gradient	ngtdm	Busyness	216.02959671551955
gradient	ngtdm	Coarseness	0.0004595431165170373
gradient	ngtdm	Complexity	8.266293556977402
gradient	ngtdm	Contrast	0.013351925086900312
gradient	ngtdm	Strength	0.015395376668292444
log-sigma-1-0-mm-3D	firstorder	10Percentile	-25.18897933959961
log-sigma-1-0-mm-3D	firstorder	90Percentile	15.512934589385992
log-sigma-1-0-mm-3D	firstorder	Energy	1333622307.252409
log-sigma-1-0-mm-3D	firstorder	Entropy	1.5514270409076207
log-sigma-1-0-mm-3D	firstorder	InterquartileRange	20.11164689064026
log-sigma-1-0-mm-3D	firstorder	Kurtosis	5.233941216577985
log-sigma-1-0-mm-3D	firstorder	Maximum	50.61885070800781
log-sigma-1-0-mm-3D	firstorder	MeanAbsoluteDeviation	12.962741967021028
log-sigma-1-0-mm-3D	firstorder	Mean	-3.188679549585058
log-sigma-1-0-mm-3D	firstorder	Median	-0.541047215461731
log-sigma-1-0-mm-3D	firstorder	Minimum	-122.14026641845703
log-sigma-1-0-mm-3D	firstorder	Range	172.75911712646484
log-sigma-1-0-mm-3D	firstorder	RobustMeanAbsoluteDeviation	8.48910781172792
log-sigma-1-0-mm-3D	firstorder	RootMeanSquared	297.3038874419524
log-sigma-1-0-mm-3D	firstorder	Skewness	-1.070875454012298
log-sigma-1-0-mm-3D	firstorder	TotalEnergy	1333622307.252409
log-sigma-1-0-mm-3D	firstorder	Uniformity	0.39805043708230203
log-sigma-1-0-mm-3D	firstorder	Variance	292.6415405782072
log-sigma-1-0-mm-3D	glcm	Autocorrelation	29.343509080790884
log-sigma-1-0-mm-3D	glcm	JointAverage	5.39229247325001
log-sigma-1-0-mm-3D	glcm	ClusterProminence	12.07058227136837
log-sigma-1-0-mm-3D	glcm	ClusterShade	-1.9766668576075772
log-sigma-1-0-mm-3D	glcm	ClusterTendency	1.6399518586549544
log-sigma-1-0-mm-3D	glcm	Contrast	0.5733617392994602
log-sigma-1-0-mm-3D	glcm	Correlation	0.48144157270658433
log-sigma-1-0-mm-3D	glcm	DifferenceAverage	0.4621739192992236
log-sigma-1-0-mm-3D	glcm	DifferenceEntropy	1.1921159955068839
log-sigma-1-0-mm-3D	glcm	DifferenceVariance	0.3540724556078389
log-sigma-1-0-mm-3D	glcm	JointEnergy	0.19828866786669064
log-sigma-1-0-mm-3D	glcm	JointEntropy	2.8737811918502083
log-sigma-1-0-mm-3D	glcm	Imc1	-0.13392273949517713
log-sigma-1-0-mm-3D	glcm	Imc2	0.5573604810348406
log-sigma-1-0-mm-3D	glcm	Idm	0.7799504984762297
log-sigma-1-0-mm-3D	glcm	Idmn	0.9913779102703631
log-sigma-1-0-mm-3D	glcm	Id	0.7858977795747921
log-sigma-1-0-mm-3D	glcm	Idn	0.9498435836377261
log-sigma-1-0-mm-3D	glcm	InverseVariance	0.3789205770469447
log-sigma-1-0-mm-3D	glcm	MaximumProbability	0.32254797220088677
log-sigma-1-0-mm-3D	glcm	SumEntropy	2.249945057798841
log-sigma-1-0-mm-3D	glcm	SumSquares	0.5533283994886036
log-sigma-1-0-mm-3D	glrlm	GrayLevelNonUniformity	2510.7462282757074
log-sigma-1-0-mm-3D	glrlm	GrayLevelNonUniformityNormalized	0.35018863823482327
log-sigma-1-0-mm-3D	glrlm	GrayLevelVariance	0.7084995480574245
log-sigma-1-0-mm-3D	glrlm	HighGrayLevelRunEmphasis	28.262078673550864
log-sigma-1-0-mm-3D	glrlm	LongRunEmphasis	8.018693896748413
log-sigma-1-0-mm-3D	glrlm	LongRunHighGrayLevelEmphasis	249.95011893698288
log-sigma-1-0-mm-3D	glrlm	LongRunLowGrayLevelEmphasis	0.27467148492337246
log-sigma-1-0-mm-3D	glrlm	LowGrayLevelRunEmphasis	0.040685225295912675
log-sigma-1-0-mm-3D	glrlm	RunEntropy	3.770947099394687
log-sigma-1-0-mm-3D	glrlm	RunLengthNonUniformity	2437.28436534306
log-sigma-1-0-mm-3D	glrlm	RunLengthNonUniformityNormalized	0.3328806651205374
log-sigma-1-0-mm-3D	glrlm	RunPercentage	0.4744473448078962
log-sigma-1-0-mm-3D	glrlm	RunVariance	3.2739694158450714
log-sigma-1-0-mm-3D	glrlm	ShortRunEmphasis	0.5804742513862424
log-sigma-1-0-mm-3D	glrlm	ShortRunHighGrayLevelEmphasis	15.91586356404333
log-sigma-1-0-mm-3D	glrlm	ShortRunLowGrayLevelEmphasis	0.025200231166316225
log-sigma-1-0-mm-3D	glszm	GrayLevelNonUniformity	38.15151515151515
log-sigma-1-0-mm-3D	glszm	GrayLevelNonUniformityNormalized	0.23122130394857668
log-sigma-1-0-mm-3D	glszm	GrayLevelVariance	3.107952249770432
log-sigma-1-0-mm-3D	glszm	HighGrayLevelZoneEmphasis	28.963636363636365
log-sigma-1-0-mm-3D	glszm	LargeAreaEmphasis	529512.6909090909
log-sigma-1-0-mm-3D	glszm	LargeAreaHighGrayLevelEmphasis	16433062.0
log-sigma-1-0-mm-3D	glszm	LargeAreaLowGrayLevelEmphasis	17660.571801948052
log-sigma-1-0-mm-3D	glszm	LowGrayLevelZoneEmphasis	0.06969155844155843
log-sigma-1-0-mm-3D	glszm	SizeZoneNonUniformity	25.545454545454547
log-sigma-1-0-mm-3D	glszm	SizeZoneNonUniformityNormalized	0.15482093663911844
log-sigma-1-0-mm-3D	glszm	SmallAreaEmphasis	0.3839685231049583
log-sigma-1-0-mm-3D	glszm	SmallAreaHighGrayLevelEmphasis	11.765921472686973
log-sigma-1-0-mm-3D	glszm	SmallAreaLowGrayLevelEmphasis	0.02750974290249328
log-sigma-1-0-mm-3D	glszm	ZoneEntropy	5.380730863439145
log-sigma-1-0-mm-3D	glszm	ZonePercentage	0.010935843054082715
log-sigma-1-0-mm-3D	glszm	ZoneVariance	521150.97395775944
log-sigma-1-0-mm-3D	gldm	DependenceEntropy	5.869991237620752
log-sigma-1-0-mm-3D	gldm	DependenceNonUniformity	679.1809384941675
log-sigma-1-0-mm-3D	gldm	DependenceNonUniformityNormalized	0.04501464332543528
log-sigma-1-0-mm-3D	gldm	DependenceVariance	35.97735715755655
log-sigma-1-0-mm-3D	gldm	GrayLevelNonUniformity	6005.784994697773
log-sigma-1-0-mm-3D	gldm	GrayLevelVariance	0.5576442699120268
log-sigma-1-0-mm-3D	gldm	HighGrayLevelEmphasis	29.511002120890772
log-sigma-1-0-mm-3D	gldm	LargeDependenceEmphasis	251.02107635206787
log-sigma-1-0-mm-3D	gldm	LargeDependenceHighGrayLevelEmphasis	7879.69631495228
log-sigma-1-0-mm-3D	gldm	LargeDependenceLowGrayLevelEmphasis	8.401409429570256
log-sigma-1-0-mm-3D	gldm	LowGrayLevelEmphasis	0.03757440382259302
log-sigma-1-0-mm-3D	gldm	SmallDependenceEmphasis	0.014952178306018105
log-sigma-1-0-mm-3D	gldm	SmallDependenceHighGrayLevelEmphasis	0.42900869336035435
log-sigma-1-0-mm-3D	gldm	SmallDependenceLowGrayLevelEmphasis	0.0007884740587705448
log-sigma-1-0-mm-3D	ngtdm	Busyness	30.77704222432085
log-sigma-1-0-mm-3D	ngtdm	Coarseness	0.0005227929996245222
log-sigma-1-0-mm-3D	ngtdm	Complexity	11.157046385609066
log-sigma-1-0-mm-3D	ngtdm	Contrast	0.007292254902839823
log-sigma-1-0-mm-3D	ngtdm	Strength	0.019067035853335076
log-sigma-2-0-mm-3D	firstorder	10Percentile	-25.92052345275879
log-sigma-2-0-mm-3D	firstorder	90Percentile	14.949090003967287
log-sigma-2-0-mm-3D	firstorder	Energy	1314643179.7140963
log-sigma-2-0-mm-3D	firstorder	Entropy	1.525471358111302
log-sigma-2-0-mm-3D	firstorder	InterquartileRange	19.969157934188843
log-sigma-2-0-mm-3D	firstorder	Kurtosis	3.680971405034923
log-sigma-2-0-mm-3D	firstorder	Maximum	46.432228088378906
log-sigma-2-0-mm-3D	firstorder	MeanAbsoluteDeviation	12.534144353374339
log-sigma-2-0-mm-3D	firstorder	Mean	-5.2649511853450255
log-sigma-2-0-mm-3D	firstorder	Median	-4.746980667114258
log-sigma-2-0-mm-3D	firstorder	Minimum	-79.8516845703125
log-sigma-2-0-mm-3D	firstorder	Range	126.2839126586914
log-sigma-2-0-mm-3D	firstorder	RobustMeanAbsoluteDeviation	8.450395612019433
log-sigma-2-0-mm-3D	firstorder	RootMeanSquared	295.18080217481514
log-sigma-2-0-mm-3D	firstorder	Skewness	-0.4723920388643469
log-sigma-2-0-mm-3D	firstorder	TotalEnergy	1314643179.7140963
log-sigma-2-0-mm-3D	firstorder	Uniformity	0.40458868768758804
log-sigma-2-0-mm-3D	firstorder	Variance	262.95697279030827
log-sigma-2-0-mm-3D	glcm	Autocorrelation	18.793590759486825
log-sigma-2-0-mm-3D	glcm	JointAverage	4.292412954482403
log-sigma-2-0-mm-3D	glcm	ClusterProminence	10.1801738434941
log-sigma-2-0-mm-3D	glcm	ClusterShade	-0.7196596250538495
log-sigma-2-0-mm-3D	glcm	ClusterTendency	1.741872213283339
log-sigma-2-0-mm-3D	glcm	Contrast	0.2669034430598739
log-sigma-2-0-mm-3D	glcm	Correlation	0.7344304494337835
log-sigma-2-0-mm-3D	glcm	DifferenceAverage	0.25944406881251897
log-sigma-2-0-mm-3D	glcm	DifferenceEntropy	0.8387655311142562
log-sigma-2-0-mm-3D	glcm	DifferenceVariance	0.19727181506317384
log-sigma-2-0-mm-3D	glcm	JointEnergy	0.25133563126965286
log-sigma-2-0-mm-3D	glcm	JointEntropy	2.522443779146663
log-sigma-2-0-mm-3D	glcm	Imc1	-0.3601988280421558
log-sigma-2-0-mm-3D	glcm	Imc2	0.8122034349575317
log-sigma-2-0-mm-3D	glcm	Idm	0.8710239030184759
log-sigma-2-0-mm-3D	glcm	Idmn	0.9928170846600785
log-sigma-2-0-mm-3D	glcm	Id	0.8715152412972278
log-sigma-2-0-mm-3D	glcm	Idn	0.9630694812174982
log-sigma-2-0-mm-3D	glcm	InverseVariance	0.25297334231361657
log-sigma-2-0-mm-3D	glcm	MaximumProbability	0.39257708212431375
log-sigma-2-0-mm-3D	glcm	SumEntropy	2.237640257377814
log-sigma-2-0-mm-3D	glcm	SumSquares	0.5021939140858032
log-sigma-2-0-mm-3D	glrlm	GrayLevelNonUniformity	1866.8199848179602
log-sigma-2-0-mm-3D	glrlm	GrayLevelNonUniformityNormalized	0.3692120109140389
log-sigma-2-0-mm-3D	glrlm	GrayLevelVariance	0.6021966326938428
log-sigma-2-0-mm-3D	glrlm	HighGrayLevelRunEmphasis	18.142347491552975
log-sigma-2-0-mm-3D	glrlm	LongRunEmphasis	17.671252636715018
log-sigma-2-0-mm-3D	glrlm	LongRunHighGrayLevelEmphasis	343.79785315388295
log-sigma-2-0-mm-3D	glrlm	LongRunLowGrayLevelEmphasis	0.9956717324462194
log-sigma-2-0-mm-3D	glrlm	LowGrayLevelRunEmphasis	0.06545348774843518
log-sigma-2-0-mm-3D	glrlm	RunEntropy	4.365732436365869
log-sigma-2-0-mm-3D	glrlm	RunLengthNonUniformity	1088.67382026962
log-sigma-2-0-mm-3D	glrlm	RunLengthNonUniformityNormalized	0.20765592442991615
log-sigma-2-0-mm-3D	glrlm	RunPercentage	0.33457561791336976
log-sigma-2-0-mm-3D	glrlm	RunVariance	7.526739130929739
log-sigma-2-0-mm-3D	glrlm	ShortRunEmphasis	0.41990529418291705
log-sigma-2-0-mm-3D	glrlm	ShortRunHighGrayLevelEmphasis	7.457933616895695
log-sigma-2-0-mm-3D	glrlm	ShortRunLowGrayLevelEmphasis	0.029172480982111497
log-sigma-2-0-mm-3D	glszm	GrayLevelNonUniformity	15.833333333333334
log-sigma-2-0-mm-3D	glszm	GrayLevelNonUniformityNormalized	0.2638888888888889
log-sigma-2-0-mm-3D	glszm	GrayLevelVariance	1.7497222222222222
log-sigma-2-0-mm-3D	glszm	HighGrayLevelZoneEmphasis	19.25
log-sigma-2-0-mm-3D	glszm	LargeAreaEmphasis	1492998.6
log-sigma-2-0-mm-3D	glszm	LargeAreaHighGrayLevelEmphasis	27795294.716666665
log-sigma-2-0-mm-3D	glszm	LargeAreaLowGrayLevelEmphasis	84341.61885648148
log-sigma-2-0-mm-3D	glszm	LowGrayLevelZoneEmphasis	0.10761111111111112
log-sigma-2-0-mm-3D	glszm	SizeZoneNonUniformity	6.733333333333333
log-sigma-2-0-mm-3D	glszm	SizeZoneNonUniformityNormalized	0.11222222222222222
log-sigma-2-0-mm-3D	glszm	SmallAreaEmphasis	0.28566653015705906
log-sigma-2-0-mm-3D	glszm	SmallAreaHighGrayLevelEmphasis	5.9863724035952925
log-sigma-2-0-mm-3D	glszm	SmallAreaLowGrayLevelEmphasis	0.023410044930727663
log-sigma-2-0-mm-3D	glszm	ZoneEntropy	4.925711172220558
log-sigma-2-0-mm-3D	glszm	ZonePercentage	0.003976670201484623
log-sigma-2-0-mm-3D	glszm	ZoneVariance	1429763.1155555558
log-sigma-2-0-mm-3D	gldm	DependenceEntropy	5.804690597919972
log-sigma-2-0-mm-3D	gldm	DependenceNonUniformity	847.1874337221633
log-sigma-2-0-mm-3D	gldm	DependenceNonUniformityNormalized	0.05614975037925261
log-sigma-2-0-mm-3D	gldm	DependenceVariance	36.13949521942111
log-sigma-2-0-mm-3D	gldm	GrayLevelNonUniformity	6104.434119830329
log-sigma-2-0-mm-3D	gldm	GrayLevelVariance	0.49303948735815284
log-sigma-2-0-mm-3D	gldm	HighGrayLevelEmphasis	18.76968451749735
log-sigma-2-0-mm-3D	gldm	LargeDependenceEmphasis	371.0673382820785
log-sigma-2-0-mm-3D	gldm	LargeDependenceHighGrayLevelEmphasis	7173.666821314952
log-sigma-2-0-mm-3D	gldm	LargeDependenceLowGrayLevelEmphasis	21.090028149670083
log-sigma-2-0-mm-3D	gldm	LowGrayLevelEmphasis	0.0606609189053847
log-sigma-2-0-mm-3D	gldm	SmallDependenceEmphasis	0.006768140050787141
log-sigma-2-0-mm-3D	gldm	SmallDependenceHighGrayLevelEmphasis	0.12941187191653816
log-sigma-2-0-mm-3D	gldm	SmallDependenceLowGrayLevelEmphasis	0.0004792078991367854
log-sigma-2-0-mm-3D	ngtdm	Busyness	37.40114096517837
log-sigma-2-0-mm-3D	ngtdm	Coarseness	0.0008454860752389675
log-sigma-2-0-mm-3D	ngtdm	Complexity	3.672179865755644
log-sigma-2-0-mm-3D	ngtdm	Contrast	0.007205794245989153
log-sigma-2-0-mm-3D	ngtdm	Strength	0.014549846781333937
log-sigma-3-0-mm-3D	firstorder	10Percentile	-22.512454986572266
log-sigma-3-0-mm-3D	firstorder	90Percentile	13.323963356018087
log-sigma-3-0-mm-3D	firstorder	Energy	1309306391.4705424
log-sigma-3-0-mm-3D	firstorder	Entropy	1.3394038968639024
log-sigma-3-0-mm-3D	firstorder	InterquartileRange	17.11088389158249
log-sigma-3-0-mm-3D	firstorder	Kurtosis	3.275634731131968
log-sigma-3-0-mm-3D	firstorder	Maximum	36.2609748840332
log-sigma-3-0-mm-3D	firstorder	MeanAbsoluteDeviation	10.72536372669093
log-sigma-3-0-mm-3D	firstorder	Mean	-5.7462963225124435
log-sigma-3-0-mm-3D	firstorder	Median	-6.714619398117065
log-sigma-3-0-mm-3D	firstorder	Minimum	-58.33428192138672
log-sigma-3-0-mm-3D	firstorder	Range	94.59525680541992
log-sigma-3-0-mm-3D	firstorder	RobustMeanAbsoluteDeviation	7.159437425833927
log-sigma-3-0-mm-3D	firstorder	RootMeanSquared	294.58105029499853
log-sigma-3-0-mm-3D	firstorder	Skewness	0.15509861112820544
log-sigma-3-0-mm-3D	firstorder	TotalEnergy	1309306391.4705424
log-sigma-3-0-mm-3D	firstorder	Uniformity	0.4774171537583961
log-sigma-3-0-mm-3D	firstorder	Variance	192.7530649857977
log-sigma-3-0-mm-3D	glcm	Autocorrelation	10.945292772301716
log-sigma-3-0-mm-3D	glcm	JointAverage	3.260168289358357
log-sigma-3-0-mm-3D	glcm	ClusterProminence	6.835285358666216
log-sigma-3-0-mm-3D	glcm	ClusterShade	0.4324444605848259
log-sigma-3-0-mm-3D	glcm	ClusterTendency	1.4214342690880788
log-sigma-3-0-mm-3D	glcm	Contrast	0.15517516632825726
log-sigma-3-0-mm-3D	glcm	Correlation	0.8034426697643138
log-sigma-3-0-mm-3D	glcm	DifferenceAverage	0.15510372627539165
log-sigma-3-0-mm-3D	glcm	DifferenceEntropy	0.6175027221614209
log-sigma-3-0-mm-3D	glcm	DifferenceVariance	0.1301871365460741
log-sigma-3-0-mm-3D	glcm	JointEnergy	0.3603026694414285
log-sigma-3-0-mm-3D	glcm	JointEntropy	2.063005516377405
log-sigma-3-0-mm-3D	glcm	Imc1	-0.4915334989304286
log-sigma-3-0-mm-3D	glcm	Imc2	0.857076835799358
log-sigma-3-0-mm-3D	glcm	Idm	0.9224552808675907
log-sigma-3-0-mm-3D	glcm	Idmn	0.9940322928604745
log-sigma-3-0-mm-3D	glcm	Id	0.9224600435377817
log-sigma-3-0-mm-3D	glcm	Idn	0.974151079907741
log-sigma-3-0-mm-3D	glcm	InverseVariance	0.1550412162291342
log-sigma-3-0-mm-3D	glcm	MaximumProbability	0.543143141404001
log-sigma-3-0-mm-3D	glcm	SumEntropy	1.9075226708871702
log-sigma-3-0-mm-3D	glcm	SumSquares	0.394152358854084
log-sigma-3-0-mm-3D	glrlm	GrayLevelNonUniformity	1573.3624936188935
log-sigma-3-0-mm-3D	glrlm	GrayLevelNonUniformityNormalized	0.42460349168993744
log-sigma-3-0-mm-3D	glrlm	GrayLevelVariance	0.48277995789022066
log-sigma-3-0-mm-3D	glrlm	HighGrayLevelRunEmphasis	10.670678814031865
log-sigma-3-0-mm-3D	glrlm	LongRunEmphasis	33.10433125995416
log-sigma-3-0-mm-3D	glrlm	LongRunHighGrayLevelEmphasis	364.63726250057294
log-sigma-3-0-mm-3D	glrlm	LongRunLowGrayLevelEmphasis	3.361490781843676
log-sigma-3-0-mm-3D	glrlm	LowGrayLevelRunEmphasis	0.11736002680538385
log-sigma-3-0-mm-3D	glrlm	RunEntropy	4.680373123137672
log-sigma-3-0-mm-3D	glrlm	RunLengthNonUniformity	545.59634312152
log-sigma-3-0-mm-3D	glrlm	RunLengthNonUniformityNormalized	0.14070277492349115
log-sigma-3-0-mm-3D	glrlm	RunPercentage	0.24514642303613676
log-sigma-3-0-mm-3D	glrlm	RunVariance	13.439761450692645
log-sigma-3-0-mm-3D	glrlm	ShortRunEmphasis	0.2873987901533836
log-sigma-3-0-mm-3D	glrlm	ShortRunHighGrayLevelEmphasis	3.0180729519525062
log-sigma-3-0-mm-3D	glrlm	ShortRunLowGrayLevelEmphasis	0.0360484889350605
log-sigma-3-0-mm-3D	glszm	GrayLevelNonUniformity	12.2
log-sigma-3-0-mm-3D	glszm	GrayLevelNonUniformityNormalized	0.4066666666666667
log-sigma-3-0-mm-3D	glszm	GrayLevelVariance	1.1833333333333336
log-sigma-3-0-mm-3D	glszm	HighGrayLevelZoneEmphasis	13.433333333333334
log-sigma-3-0-mm-3D	glszm	LargeAreaEmphasis	3512614.1333333333
log-sigma-3-0-mm-3D	glszm	LargeAreaHighGrayLevelEmphasis	35064697.96666667
log-sigma-3-0-mm-3D	glszm	LargeAreaLowGrayLevelEmphasis	368014.9891851852
log-sigma-3-0-mm-3D	glszm	LowGrayLevelZoneEmphasis	0.15724074074074074
log-sigma-3-0-mm-3D	glszm	SizeZoneNonUniformity	3.8666666666666667
log-sigma-3-0-mm-3D	glszm	SizeZoneNonUniformityNormalized	0.1288888888888889
log-sigma-3-0-mm-3D	glszm	SmallAreaEmphasis	0.34292815270722005
log-sigma-3-0-mm-3D	glszm	SmallAreaHighGrayLevelEmphasis	4.952846156312659
log-sigma-3-0-mm-3D	glszm	SmallAreaLowGrayLevelEmphasis	0.055151102247434074
log-sigma-3-0-mm-3D	glszm	ZoneEntropy	4.164735178725497
log-sigma-3-0-mm-3D	glszm	ZonePercentage	0.0019883351007423116
log-sigma-3-0-mm-3D	glszm	ZoneVariance	3259672.195555556
log-sigma-3-0-mm-3D	gldm	DependenceEntropy	5.238334956595842
log-sigma-3-0-mm-3D	gldm	DependenceNonUniformity	1437.199098621421
log-sigma-3-0-mm-3D	gldm	DependenceNonUniformityNormalized	0.09525444715147276
log-sigma-3-0-mm-3D	gldm	DependenceVariance	31.448285294669997
log-sigma-3-0-mm-3D	gldm	GrayLevelNonUniformity	7203.270015906681
log-sigma-3-0-mm-3D	gldm	GrayLevelVariance	0.3797274397764293
log-sigma-3-0-mm-3D	gldm	HighGrayLevelEmphasis	10.885007953340404
log-sigma-3-0-mm-3D	gldm	LargeDependenceEmphasis	456.8881230116649
log-sigma-3-0-mm-3D	gldm	LargeDependenceHighGrayLevelEmphasis	5029.948634676564
log-sigma-3-0-mm-3D	gldm	LargeDependenceLowGrayLevelEmphasis	47.166974932249325
log-sigma-3-0-mm-3D	gldm	LowGrayLevelEmphasis	0.10809075645104277
log-sigma-3-0-mm-3D	gldm	SmallDependenceEmphasis	0.004367990312043461
log-sigma-3-0-mm-3D	gldm	SmallDependenceHighGrayLevelEmphasis	0.050555724632594605
log-sigma-3-0-mm-3D	gldm	SmallDependenceLowGrayLevelEmphasis	0.0005252907117340008
log-sigma-3-0-mm-3D	ngtdm	Busyness	44.77328629053709
log-sigma-3-0-mm-3D	ngtdm	Coarseness	0.0011690696176874375
log-sigma-3-0-mm-3D	ngtdm	Complexity	1.5479763255385321
log-sigma-3-0-mm-3D	ngtdm	Contrast	0.005584994269263084
log-sigma-3-0-mm-3D	ngtdm	Strength	0.010985834336839466
log-sigma-4-0-mm-3D	firstorder	10Percentile	-20.950164985656738
log-sigma-4-0-mm-3D	firstorder	90Percentile	12.093932342529296
log-sigma-4-0-mm-3D	firstorder	Energy	1306946613.060258
log-sigma-4-0-mm-3D	firstorder	Entropy	1.120686814878836
log-sigma-4-0-mm-3D	firstorder	InterquartileRange	16.83580020070076
log-sigma-4-0-mm-3D	firstorder	Kurtosis	2.8179501896243613
log-sigma-4-0-mm-3D	firstorder	Maximum	30.076936721801758
log-sigma-4-0-mm-3D	firstorder	MeanAbsoluteDeviation	9.969100211298153
log-sigma-4-0-mm-3D	firstorder	Mean	-5.947618494128308
log-sigma-4-0-mm-3D	firstorder	Median	-6.676937103271484
log-sigma-4-0-mm-3D	firstorder	Minimum	-45.52855682373047
log-sigma-4-0-mm-3D	firstorder	Range	75.60549354553223
log-sigma-4-0-mm-3D	firstorder	RobustMeanAbsoluteDeviation	7.0604488296296335
log-sigma-4-0-mm-3D	firstorder	RootMeanSquared	294.31546711785245
log-sigma-4-0-mm-3D	firstorder	Skewness	0.3777717713154866
