Image type	Feature Class	Feature Name	1: RTSTRUCT: ANON_50_segment_Rt Ventricle	1: RTSTRUCT: ANON_50_segment_Lt Ventricle	1: RTSTRUCT: ANON_50_segment_Vermis	1: RTSTRUCT: ANON_50_segment_Lt Post Cerebellum	1: RTSTRUCT: ANON_50_segment_Rt Cerebellum
squareroot	glcm	ClusterShade	-0.004268993352326621	-0.6491886070993674	-0.8263905412625334	-0.2764502859259143	-0.24228395061728367
squareroot	glcm	ClusterTendency	0.47679724596391276	1.9660104913225023	1.4792171211619847	0.8107373074256192	0.4444444444444445
squareroot	glcm	Contrast	0.4918803418803419	1.6654428978130533	1.0171854460944902	1.047069597069597	1.097222222222222
squareroot	glcm	Correlation	-0.05560041863279927	0.09154810902084008	0.18011407780548824	-0.12057055138308437	-0.38685383244206734
squareroot	glcm	DifferenceAverage	0.4918803418803419	1.0130881990438356	0.7485705412085653	0.7987734487734487	0.875
squareroot	glcm	DifferenceEntropy	0.9087784706049109	1.5650291957129845	1.3625415409174406	1.0357332010160534	0.4795739585136219
squareroot	glcm	DifferenceVariance	0.22093779677113015	0.6125683535113406	0.4293063238148541	0.3245237826947784	0.11805555555555557
squareroot	glcm	JointEnergy	0.3416369895536562	0.09803202738302783	0.14838244416361446	0.23489922625474574	0.4236111111111111
squareroot	glcm	JointEntropy	1.780545829822399	3.523260740470803	3.133703207495486	2.3186652942133414	1.396240625180288
squareroot	glcm	Imc1	-0.2049734423215815	-0.1432951597526202	-0.11436124655862677	-0.33261271796962955	-0.7546662030737297
squareroot	glcm	Imc2	0.5413188666153963	0.6111106154418728	0.5376832090503043	0.7086866163348317	0.8523840371128442
squareroot	glcm	Idm	0.754059829059829	0.558691370355004	0.6525762198843098	0.6254428904428905	0.5847222222222223
squareroot	glcm	Idmn	0.9508119658119659	0.9156295354493326	0.9449058250218404	0.9067528625220933	0.900534188034188
squareroot	glcm	Id	0.754059829059829	0.5939783061014372	0.6704838802100382	0.641995966995967	0.5995370370370371
squareroot	glcm	Idn	0.8770299145299146	0.8181899879591766	0.8592397219211512	0.8127214452214453	0.7923611111111111
squareroot	glcm	InverseVariance	0.4918803418803419	0.5197541807221131	0.513532499433381	0.581514319014319	0.6805555555555555
squareroot	glcm	MaximumProbability	0.46324786324786327	0.16031176208974754	0.2779395466580574	0.3083694083694084	0.43749999999999994
squareroot	glcm	SumEntropy	1.2886654879420574	2.315158932879781	2.175644332871004	1.456825956060783	0.6323517362913996
squareroot	glcm	SumSquares	0.24216939696106363	0.907863347283889	0.6241006418141187	0.4644517261238041	0.3854166666666667
squareroot	glrlm	GrayLevelNonUniformity	8.54261936893516	8.74937339700148	13.432378929252026	5.961398405516052	2.9761904761904763
squareroot	glrlm	GrayLevelNonUniformityNormalized	0.5110910750920314	0.28156558355776	0.3062477602446205	0.3708860315116494	0.4003684807256236
squareroot	glrlm	GrayLevelVariance	0.3179898611412429	0.909248993689054	0.7862263277362674	0.5123767011203677	0.45053854875283444
squareroot	glrlm	HighGrayLevelRunEmphasis	4.702138358717306	6.1836510224437164	7.254882892006805	4.227758026287439	3.5773809523809526
squareroot	glrlm	LongRunEmphasis	2.0583405629458262	1.482796567758617	1.99454509852171	1.3840174531351002	1.2857142857142858
squareroot	glrlm	LongRunHighGrayLevelEmphasis	9.448687423687423	9.690409550917142	15.606776130790864	6.020558608058608	4.345238095238096
squareroot	glrlm	LongRunLowGrayLevelEmphasis	0.5742444831808867	0.4881770032075417	0.421582537237096	0.562010178002825	0.6729497354497355
squareroot	glrlm	LowGrayLevelRunEmphasis	0.3085299163150041	0.36459469484478374	0.2669266212187086	0.44227641911465443	0.5077711640211641
squareroot	glrlm	RunEntropy	1.849450529301187	2.437829805786897	2.570599677151904	1.83660980897691	1.6535309160980909
squareroot	glrlm	RunLengthNonUniformity	11.726657991131676	22.971733010822195	28.288066155582747	12.992824822236587	6.607142857142858
squareroot	glrlm	RunLengthNonUniformityNormalized	0.679561712896324	0.7358659287234889	0.6325086218193936	0.7958438601685018	0.8684807256235828
squareroot	glrlm	RunPercentage	0.7948717948717949	0.8632478632478633	0.782967032967033	0.8931623931623933	0.9270833333333334
squareroot	glrlm	RunVariance	0.2539545351443724	0.13206703563825553	0.28021202078968416	0.1020780699157491	0.06575963718820861
squareroot	glrlm	ShortRunEmphasis	0.8003695804682647	0.8793008580603456	0.8048574029848813	0.9039956367162248	0.9285714285714285
squareroot	glrlm	ShortRunHighGrayLevelEmphasis	3.7753199772936616	5.306961390325361	5.650311672620804	3.7795578808446453	3.3854166666666674
squareroot	glrlm	ShortRunLowGrayLevelEmphasis	0.2583399548997137	0.3336991177540943	0.23447997792968184	0.4123429793926117	0.46647652116402116
squareroot	glszm	GrayLevelNonUniformity	1.0	1.4	1.4	1.5	1.0
squareroot	glszm	GrayLevelNonUniformityNormalized	0.3333333333333333	0.28	0.28	0.375	0.3333333333333333
squareroot	glszm	GrayLevelVariance	0.6666666666666666	1.36	1.36	0.6875	0.6666666666666666
squareroot	glszm	HighGrayLevelZoneEmphasis	4.666666666666667	6.2	6.2	3.75	4.666666666666667
squareroot	glszm	LargeAreaEmphasis	81.66666666666667	67.6	206.8	28.5	8.666666666666666
squareroot	glszm	LargeAreaHighGrayLevelEmphasis	349.3333333333333	432.4	1608.8	121.25	27.333333333333332
squareroot	glszm	LargeAreaLowGrayLevelEmphasis	20.675925925925927	17.4	34.084722222222226	9.756944444444445	4.37037037037037
squareroot	glszm	LowGrayLevelZoneEmphasis	0.4537037037037037	0.4847222222222222	0.4847222222222222	0.5902777777777778	0.4537037037037037
squareroot	glszm	SizeZoneNonUniformity	1.0	1.4	1.0	1.5	1.0
squareroot	glszm	SizeZoneNonUniformityNormalized	0.3333333333333333	0.28	0.2	0.375	0.3333333333333333
squareroot	glszm	SmallAreaEmphasis	0.10564814814814814	0.0455	0.06756953216371826	0.28433641975308643	0.3912037037037037
squareroot	glszm	SmallAreaHighGrayLevelEmphasis	0.27675925925925926	0.24827777777777776	0.1332370104324361	0.4185956790123457	3.1203703703703702
squareroot	glszm	SmallAreaLowGrayLevelEmphasis	0.08601851851851851	0.03150501543209876	0.06296098553123534	0.2681327160493827	0.0792824074074074
squareroot	glszm	ZoneEntropy	1.5849625007211552	2.321928094887361	2.321928094887361	1.9999999999999987	1.5849625007211552
squareroot	glszm	ZonePercentage	0.14285714285714285	0.1388888888888889	0.08928571428571429	0.2222222222222222	0.375
squareroot	glszm	ZoneVariance	32.666666666666664	15.76	81.36	8.25	1.5555555555555554
squareroot	gldm	DependenceEntropy	2.506144066853196	3.4830067805200704	4.144969494739725	3.1699250014423086	2.1556390622295645
squareroot	gldm	DependenceNonUniformity	3.857142857142857	7.0	5.214285714285714	3.7777777777777777	3.5
squareroot	gldm	DependenceNonUniformityNormalized	0.1836734693877551	0.19444444444444445	0.09311224489795919	0.20987654320987653	0.4375
squareroot	gldm	DependenceVariance	5.555555555555555	2.691358024691358	12.622448979591839	2.1728395061728394	0.6875
squareroot	gldm	GrayLevelNonUniformity	11.666666666666666	10.222222222222221	18.75	6.777777777777778	3.25
squareroot	gldm	GrayLevelVariance	0.2766439909297052	0.8888888888888888	0.7028061224489797	0.49691358024691357	0.4375
squareroot	gldm	HighGrayLevelEmphasis	4.666666666666667	6.333333333333333	7.5	4.277777777777778	3.5
squareroot	gldm	LargeDependenceEmphasis	45.666666666666664	23.444444444444443	56.75	16.444444444444443	8.25
squareroot	gldm	LargeDependenceHighGrayLevelEmphasis	196.76190476190476	177.61111111111111	488.35714285714283	75.16666666666667	23.5
squareroot	gldm	LargeDependenceLowGrayLevelEmphasis	11.279100529100528	5.273148148148148	7.66827876984127	4.8503086419753085	4.576388888888889
squareroot	gldm	LowGrayLevelEmphasis	0.294973544973545	0.34953703703703703	0.24243551587301587	0.42746913580246915	0.5138888888888888
squareroot	gldm	SmallDependenceEmphasis	0.049627659669403634	0.07529160017916631	0.05878844760204193	0.14235292265054167	0.23350694444444445
squareroot	gldm	SmallDependenceHighGrayLevelEmphasis	0.18660587677285267	0.331505574452003	0.3082924569898059	0.37882527084908035	1.4340277777777777
squareroot	gldm	SmallDependenceLowGrayLevelEmphasis	0.02861061862105461	0.04095275324350133	0.028527234092025823	0.10466830610845161	0.072265625
squareroot	ngtdm	Busyness	0.5545164656771798	1.3176449677661144	0.9224405731391024	1.1740632764671226	0.694047619047619
squareroot	ngtdm	Coarseness	0.33813242997396575	0.1484862604869541	0.13673089605860878	0.2948340631140927	0.5763293310463121
squareroot	ngtdm	Complexity	1.0612283190788274	4.013447454582645	2.7201690542700825	1.7312642039595643	1.890561224489796
squareroot	ngtdm	Contrast	0.034014493586893964	0.11215870762749942	0.06495744905428365	0.1060178268297267	0.09440104166666667
squareroot	ngtdm	Strength	0.7376980467767624	0.6359790635784689	0.5060133123547506	0.6075838874607	1.3517241379310345
logarithm	firstorder	10Percentile	225.5347809297137	261.3244533394998	243.52223357483933	296.8434339077214	267.9175411510573
logarithm	firstorder	90Percentile	238.98069600158522	283.56249589276	265.4679825103382	311.8638654326806	282.7322527701099
logarithm	firstorder	Energy	5926716.247132396	11818668.305443421	17279511.140550956	6558029.137468561	2641233.8142415993
logarithm	firstorder	Entropy	0.4537163391869442	0.9910760598382216	0.9059282160429987	0.9182958340544889	0.9544340029249644
logarithm	firstorder	InterquartileRange	6.988750238606713	13.944151055853354	13.96136261493956	9.000501899575795	7.473982446521347
logarithm	firstorder	Kurtosis	2.033212373490833	1.9861953794677185	2.003232981478725	2.2708266991748087	1.8523100473658094
logarithm	firstorder	Maximum	239.80660064006324	289.539019671061	267.7691227486498	313.8373213425442	283.12509146462645
logarithm	firstorder	MeanAbsoluteDeviation	4.148802847073248	7.327417081736534	7.19832654828507	5.392925017771372	4.561814740028687
logarithm	firstorder	Mean	231.22430576784873	272.9071672973002	255.42248792512459	303.5679436539809	274.5639802039816
logarithm	firstorder	Median	231.48763928204872	272.0537527696896	257.55680327035424	302.29131719269316	273.8919158348572
logarithm	firstorder	Minimum	222.7328432423922	256.992240024327	238.3669659096239	290.5578143886678	267.6189293354302
logarithm	firstorder	Range	17.073757397671045	32.546779646734024	29.402156839025906	23.27950695387642	15.506162129196241
logarithm	firstorder	RobustMeanAbsoluteDeviation	3.201750052385097	5.518232011722442	5.500019004299966	3.915790510553608	3.4082781656114682
logarithm	firstorder	RootMeanSquared	531.2481371231157	572.9715017501942	555.4842022401806	603.6016501647314	574.5904861553139
logarithm	firstorder	Skewness	0.15118196695943187	-0.05721771840030903	-0.37586082170112245	-0.14032594473701127	0.36496319527025256
logarithm	firstorder	TotalEnergy	5926716.247132396	11818668.305443421	17279511.140550956	6558029.137468561	2641233.8142415993
logarithm	firstorder	Uniformity	0.8276643990929706	0.5061728395061729	0.5637755102040817	0.5555555555555556	0.53125
logarithm	firstorder	Variance	25.320158247933716	73.7194772561931	68.55884547473785	40.68947489168565	30.459432358493324
logarithm	glcm	Autocorrelation	3.8388888888888886	2.438683702191965	3.1650255008507013	3.0996614496614496	1.8263888888888886
logarithm	glcm	JointAverage	1.9581196581196585	1.5564889369925767	1.775165471449301	1.7547841047841048	1.375
logarithm	glcm	ClusterProminence	0.10742026661039004	0.515042680858451	0.4200736309480901	0.4406333905776274	0.17361111111111108
logarithm	glcm	ClusterShade	-0.07866265695895326	-0.052633932519650276	-0.23278564926419804	-0.21899016789131912	0.0
logarithm	glcm	ClusterTendency	0.08252611585944918	0.5183015930568848	0.3743059625958116	0.39014001951231386	0.23611111111111108
logarithm	glcm	Contrast	0.07094017094017094	0.46156621757152944	0.3209418269944043	0.3293817293817293	0.5972222222222222
logarithm	glcm	Correlation	0.49971446681972986	0.05555701482671666	0.07544421085389262	0.08284215784215773	-0.3055555555555552
logarithm	glcm	DifferenceAverage	0.07094017094017094	0.46156621757152944	0.3209418269944043	0.3293817293817293	0.5972222222222222
logarithm	glcm	DifferenceEntropy	0.28005043975198446	0.9727740799410061	0.8866151130267548	0.7867827107746487	0.5697159723424144
logarithm	glcm	DifferenceVariance	0.0590218423551757	0.2407502867484085	0.21251702974447628	0.18621769844713565	0.14120370370370372
logarithm	glcm	JointEnergy	0.8642450142450142	0.26931580793738435	0.43985907546041586	0.45402142710584276	0.4421296296296296
logarithm	glcm	JointEntropy	0.3828226761001272	1.9409578611295009	1.5002635226382184	1.3925250101187647	1.3197159723424143
logarithm	glcm	Imc1	-0.08820007825887191	-0.030259360144394405	-0.04267850783833495	-0.21854238071903534	-0.3973059075872627
logarithm	glcm	Imc2	0.12034885776092871	0.18146943671269924	0.16666696533773334	0.4791415713901192	0.5300846227497998
logarithm	glcm	Idm	0.9645299145299144	0.7692168912142352	0.8395290865027979	0.8353091353091353	0.7013888888888888
logarithm	glcm	Idmn	0.9858119658119657	0.9076867564856942	0.9358116346011192	0.9341236541236543	0.8805555555555556
logarithm	glcm	Id	0.9645299145299144	0.7692168912142352	0.8395290865027979	0.8353091353091353	0.7013888888888888
logarithm	glcm	Idn	0.9763532763532764	0.8461445941428237	0.8930193910018652	0.8902060902060902	0.800925925925926
logarithm	glcm	InverseVariance	0.07094017094017094	0.46156621757152944	0.3209418269944043	0.3293817293817293	0.5972222222222222
logarithm	glcm	MaximumProbability	0.9226495726495726	0.3334627771402314	0.614694557952099	0.5900932400932402	0.4930555555555555
logarithm	glcm	SumEntropy	0.3118825051599563	1.479391643557972	1.1793216956438146	1.063143280737036	0.7224937501201921
logarithm	glcm	SumSquares	0.03836657169990503	0.24496695265710355	0.17381194739755393	0.17988043722351083	0.20833333333333334
logarithm	glrlm	GrayLevelNonUniformity	10.484730302377361	13.940667284807521	17.641368929131904	7.294536232997771	3.7380952380952386
logarithm	glrlm	GrayLevelNonUniformityNormalized	0.7550415928898793	0.5309461479647072	0.5068336934803143	0.5228860524342926	0.5285572562358277
logarithm	glrlm	GrayLevelVariance	0.12247920355506037	0.2345269260176464	0.24658315325984287	0.2385569737828537	0.23572137188208617
logarithm	glrlm	HighGrayLevelRunEmphasis	3.565939452704159	2.142936005805341	2.6100860921727485	2.798253669407515	2.1607142857142856
logarithm	glrlm	LongRunEmphasis	3.1473793363499243	2.256881875668636	3.4468884752966864	2.0002939368323984	1.4285714285714288
logarithm	glrlm	LongRunHighGrayLevelEmphasis	12.07853372118078	5.694302258051538	11.759088424415845	6.4766867747636985	2.964285714285714
logarithm	glrlm	LongRunLowGrayLevelEmphasis	0.9145907401422109	1.397526780072911	1.3688384880168971	0.8811957273495735	1.0446428571428572
logarithm	glrlm	LowGrayLevelRunEmphasis	0.35851513682396036	0.714265998548665	0.5974784769568129	0.5504365826481211	0.7098214285714285
logarithm	glrlm	RunEntropy	1.4273395848890205	1.8525506991886185	1.983427437852367	1.682217849515704	1.3699381617839588
logarithm	glrlm	RunLengthNonUniformity	7.49920814479638	14.712325681468805	15.405031376558345	8.897556289863983	5.7023809523809526
logarithm	glrlm	RunLengthNonUniformityNormalized	0.5347194773459911	0.5518002005410814	0.43196870138450577	0.6273684206940373	0.7868480725623583
logarithm	glrlm	RunPercentage	0.6556776556776557	0.7307692307692307	0.6208791208791209	0.7735042735042735	0.8854166666666666
logarithm	glrlm	RunVariance	0.38488385107059414	0.3278616207946689	0.6184371113177185	0.26342297893645583	0.10657596371882087
logarithm	glrlm	ShortRunEmphasis	0.6211857926931456	0.7475538276397462	0.6363303512278008	0.7901000175038637	0.8928571428571428
logarithm	glrlm	ShortRunHighGrayLevelEmphasis	2.06991339270751	1.4255955197666073	1.3038971173020264	2.0393393999163227	1.9598214285714286
logarithm	glrlm	ShortRunLowGrayLevelEmphasis	0.2590038926895544	0.5780434046080309	0.4694386597092443	0.47779017190074885	0.6261160714285714
logarithm	glszm	GrayLevelNonUniformity	1.0	1.0	1.6666666666666667	1.6666666666666667	1.0
logarithm	glszm	GrayLevelNonUniformityNormalized	0.5	0.5	0.5555555555555556	0.5555555555555556	0.5
logarithm	glszm	GrayLevelVariance	0.25	0.25	0.2222222222222222	0.2222222222222222	0.25
logarithm	glszm	HighGrayLevelZoneEmphasis	2.5	2.5	2.0	2.0	2.5
logarithm	glszm	LargeAreaEmphasis	182.5	328.0	546.0	56.666666666666664	17.0
logarithm	glszm	LargeAreaHighGrayLevelEmphasis	724.0	712.0	1990.0	200.66666666666666	30.5
logarithm	glszm	LargeAreaLowGrayLevelEmphasis	47.125	232.0	185.0	20.666666666666668	13.625
logarithm	glszm	LowGrayLevelZoneEmphasis	0.625	0.625	0.75	0.75	0.625
logarithm	glszm	SizeZoneNonUniformity	1.0	1.0	1.0	1.0	1.0
logarithm	glszm	SizeZoneNonUniformityNormalized	0.5	0.5	0.3333333333333333	0.3333333333333333	0.5
logarithm	glszm	SmallAreaEmphasis	0.12638504155124652	0.0032031250000000002	0.015536560179645628	0.3489814814814815	0.07555555555555556
logarithm	glszm	SmallAreaHighGrayLevelEmphasis	0.13054016620498615	0.0090625	0.016229080955268895	0.3559259259259259	0.2422222222222222
logarithm	glszm	SmallAreaLowGrayLevelEmphasis	0.12534626038781163	0.00173828125	0.015363429985739809	0.3472453703703704	0.033888888888888885
logarithm	glszm	ZoneEntropy	0.9999999999999993	0.9999999999999993	1.5849625007211552	1.5849625007211552	0.9999999999999993
logarithm	glszm	ZonePercentage	0.09523809523809523	0.05555555555555555	0.05357142857142857	0.16666666666666666	0.25
logarithm	glszm	ZoneVariance	72.25	4.0	197.55555555555554	20.666666666666664	1.0
logarithm	gldm	DependenceEntropy	2.506144066853196	3.5968919324675666	3.648250182404302	3.1496734471867374	1.905639062229565
logarithm	gldm	DependenceNonUniformity	3.857142857142857	4.166666666666667	5.464285714285714	2.5555555555555554	3.0
logarithm	gldm	DependenceNonUniformityNormalized	0.1836734693877551	0.11574074074074074	0.0975765306122449	0.1419753086419753	0.375
logarithm	gldm	DependenceVariance	12.616780045351472	9.111111111111109	36.19387755102041	9.987654320987653	0.6875
logarithm	gldm	GrayLevelNonUniformity	17.38095238095238	18.22222222222222	31.571428571428573	10.0	4.25
logarithm	gldm	GrayLevelVariance	0.08616780045351473	0.24691358024691357	0.21811224489795922	0.2222222222222222	0.234375
logarithm	gldm	HighGrayLevelEmphasis	3.7142857142857144	2.3333333333333335	3.0357142857142856	3.0	2.125
logarithm	gldm	LargeDependenceEmphasis	111.66666666666667	73.11111111111111	154.07142857142858	57.44444444444444	14.75
logarithm	gldm	LargeDependenceHighGrayLevelEmphasis	445.5238095238095	230.11111111111111	599.4642857142857	219.44444444444446	24.875
logarithm	gldm	LargeDependenceLowGrayLevelEmphasis	28.202380952380953	33.861111111111114	42.723214285714285	16.944444444444443	12.21875
logarithm	gldm	LowGrayLevelEmphasis	0.32142857142857145	0.6666666666666666	0.49107142857142855	0.5	0.71875
logarithm	gldm	SmallDependenceEmphasis	0.03284685479129924	0.028684650774356495	0.030457064496940255	0.09595592092736153	0.08118055555555555
logarithm	gldm	SmallDependenceHighGrayLevelEmphasis	0.05995884773662552	0.04190508079961798	0.0436218682890244	0.12572183185759422	0.20618055555555556
logarithm	gldm	SmallDependenceLowGrayLevelEmphasis	0.026068856554967663	0.02537954326804113	0.02716586354891922	0.08851444319480334	0.049930555555555554
logarithm	ngtdm	Busyness	0.2576879910213244	13.051487477377572	4.588015936339972	1.6206894956894955	9.035714285714285
logarithm	ngtdm	Coarseness	1.1318597560975605	0.11492942874135866	0.10522165297332625	0.3085106686566653	0.4426877470355732
logarithm	ngtdm	Complexity	0.08414301747635083	0.48338842508805807	0.33941954631086535	0.36015322126433236	0.5647321428571428
logarithm	ngtdm	Contrast	0.009880906026030742	0.116247365099115	0.08046423017325775	0.08661283846469031	0.13044084821428573
logarithm	ngtdm	Strength	0.8305369127516777	0.11800199611520452	0.09680976273925605	0.285077344910678	0.4491978609625668
gradient	firstorder	10Percentile	29.767194747924805	57.382179260253906	32.410189628601074	32.71407566070557	31.917168045043944
gradient	firstorder	90Percentile	46.69160461425781	80.38178634643555	68.90367126464844	63.96789321899414	46.24769592285156
gradient	firstorder	Energy	2405319.2246280285	4898604.285397482	7021111.165395493	2193416.4997770432	919583.7439130017
gradient	firstorder	Entropy	0.2761954276479384	1.0222670655189297	1.294486011592406	1.194173734256911	-3.203426503814917e-16
gradient	firstorder	InterquartileRange	14.620819091796875	12.741719245910645	18.542696952819824	19.2983980178833	10.001327514648438
gradient	firstorder	Kurtosis	1.6500283416559545	9.991408839224322	3.5525280917655415	2.6123949872653593	1.4058976864297419
gradient	firstorder	Maximum	50.24325942993164	85.15579986572266	75.56371307373047	64.66184997558594	46.45242691040039
gradient	firstorder	MeanAbsoluteDeviation	6.312437113720813	8.026700808678143	11.875220828518575	9.805856704711914	5.2944111824035645
gradient	firstorder	Mean	38.363169897170295	68.68727281358507	53.76878127029964	48.850908279418945	38.99137258529663
gradient	firstorder	Median	36.85602569580078	69.84934616088867	57.994598388671875	50.41585731506348	37.95882225036621
gradient	firstorder	Minimum	28.13585662841797	17.473426818847656	10.1422758102417	20.302827835083008	31.546710968017578
gradient	firstorder	Range	22.107402801513672	67.682373046875	65.42143726348877	44.35902214050293	14.905715942382812
gradient	firstorder	RobustMeanAbsoluteDeviation	5.312823866477887	4.792379651750837	7.906081136593148	6.444592339651925	4.574928919474284
gradient	firstorder	RootMeanSquared	338.4361249875267	368.8798466452744	354.0861266646126	349.0794640333856	339.0397734619424
gradient	firstorder	Skewness	0.06682812998436721	-2.0870398999311632	-1.0264992159172353	-0.6235533195137692	0.07021310883905096
gradient	firstorder	TotalEnergy	2405319.2246280285	4898604.285397482	7021111.165395493	2193416.4997770432	919583.7439130017
gradient	firstorder	Uniformity	0.909297052154195	0.5601851851851851	0.4904336734693878	0.4876543209876544	1.0
gradient	firstorder	Variance	49.37595371144579	142.03612632227504	224.63449487497977	159.51600246018478	32.81730186181062
gradient	glcm	Autocorrelation	1.0905982905982905	9.841199199078405	6.038193974160256	6.401887001887001	1.0
gradient	glcm	JointAverage	1.0452991452991454	3.1378974585484025	2.4550364490795036	2.5480741480741482	1.0
gradient	glcm	ClusterProminence	0.04416475985719811	3.0383673092497867	2.9599193291619694	0.7999483759754232	0.0
gradient	glcm	ClusterShade	0.049595652632689655	-0.4416157506227989	-0.43887671448075294	-0.16046918053092668	0.0
gradient	glcm	ClusterTendency	0.07490503323836656	0.9156073492051396	1.0489380513542037	0.5482785860924388	0.0
gradient	glcm	Contrast	0.0905982905982906	0.9398976750073544	1.0085114603609262	0.9625097125097124	0.0
gradient	glcm	Correlation	0.3349688781663198	-0.0088797143491545	0.029993823251721532	-0.2859466683563271	1.0
gradient	glcm	DifferenceAverage	0.0905982905982906	0.5562580093196855	0.7284531165753138	0.7272782772782773	0.0
gradient	glcm	DifferenceEntropy	0.3572759115055529	1.3684565204977424	1.3873616951347134	1.1468148078172886	-3.203426503814917e-16
gradient	glcm	DifferenceVariance	0.07490503323836659	0.6214790314259163	0.46331924412750597	0.3739669970081226	0.0
gradient	glcm	JointEnergy	0.8423433048433048	0.31926777786263966	0.17761522426816712	0.3004849020027592	1.0
gradient	glcm	JointEntropy	0.44787420210384327	2.1097395766513105	2.797152210001864	1.9827489501295334	-3.203426503814917e-16
gradient	glcm	Imc1	-0.01456440030986452	-0.09245313606993519	-0.09787784850222846	-0.2675593991762201	0.0
gradient	glcm	Imc2	0.0800687040625797	0.4131777197497384	0.4891970552207324	0.5944634780802792	0.0
gradient	glcm	Idm	0.9547008547008549	0.7602349619089241	0.6637792760909043	0.6598840048840049	1.0
gradient	glcm	Idmn	0.9818803418803419	0.9539130050365195	0.9459711188495442	0.9146058642212487	1.0
gradient	glcm	Id	0.9547008547008549	0.7762445366302585	0.6810602541795069	0.6755661005661007	1.0
gradient	glcm	Idn	0.9698005698005698	0.900443083793327	0.8634858458781219	0.8299420024420026	1.0
gradient	glcm	InverseVariance	0.0905982905982906	0.31092266342631125	0.49652585953185796	0.5214507714507715	0.0
gradient	glcm	MaximumProbability	0.9094017094017095	0.5069505398420409	0.28752334671113206	0.39845154845154845	1.0
gradient	glcm	SumEntropy	0.3572759115055529	1.7070357882107532	1.9424029833163141	1.3281804172583722	-3.203426503814917e-16
gradient	glcm	SumSquares	0.04137583095916429	0.46387625605312344	0.5143623779287825	0.3776970746505378	0.0
gradient	glrlm	GrayLevelNonUniformity	11.924444911548985	12.876164305929041	20.304035285978703	7.306304869087674	5.916666666666667
gradient	glrlm	GrayLevelNonUniformityNormalized	0.8578915343886029	0.5083394413327784	0.46968124887831847	0.47003668629161083	1.0
gradient	glrlm	GrayLevelVariance	0.07105423280569852	0.4266018527728737	0.45411433426455533	0.37954483459047483	0.0
gradient	glrlm	HighGrayLevelRunEmphasis	1.2328212134773222	11.001435240332139	7.144099866791076	6.728059616351471	1.0
gradient	glrlm	LongRunEmphasis	3.3186827124609932	2.486923026144569	2.0477292194967296	1.5347923192945816	2.217857142857143
gradient	glrlm	LongRunHighGrayLevelEmphasis	3.551503925938315	25.88765781086505	15.07214681057937	10.857635263178251	2.217857142857143
gradient	glrlm	LongRunLowGrayLevelEmphasis	3.2604774090916626	0.2851824221083662	0.40046359290892125	0.29611071362579655	2.217857142857143
gradient	glrlm	LowGrayLevelRunEmphasis	0.9417946966306694	0.1304126090314126	0.2213861971134236	0.21770169962571925	1.0
gradient	glrlm	RunEntropy	1.355584537005665	2.1008886658298382	2.2364054301333067	1.7202433409257467	0.8710605194926054
gradient	glrlm	RunLengthNonUniformity	7.527558640454568	13.574397281366489	26.937133862023032	11.91750783153498	3.648015873015874
gradient	glrlm	RunLengthNonUniformityNormalized	0.5231409526485901	0.5308806118965808	0.6139135885255411	0.7506834218466095	0.5981358654572939
gradient	glrlm	RunPercentage	0.6556776556776556	0.7029914529914529	0.771978021978022	0.8632478632478632	0.7395833333333334
gradient	glrlm	RunVariance	0.4288809986076994	0.41296797508154026	0.3175112183294923	0.13587623779464394	0.21655706727135296
gradient	glrlm	ShortRunEmphasis	0.6238597729152027	0.7253530350524803	0.8017901131201026	0.8734244272988617	0.7186838624338625
gradient	glrlm	ShortRunHighGrayLevelEmphasis	0.856680986392525	8.208023776386566	5.701998996162271	5.724155733134807	0.7186838624338625
gradient	glrlm	ShortRunLowGrayLevelEmphasis	0.5656544695458723	0.10212953500542356	0.18463019729253352	0.1998800729063267	0.7186838624338625
gradient	glszm	GrayLevelNonUniformity	1.0	1.0	1.0	1.0	1.0
gradient	glszm	GrayLevelNonUniformityNormalized	0.5	0.3333333333333333	0.25	0.3333333333333333	1.0
gradient	glszm	GrayLevelVariance	0.25	1.5555555555555554	1.25	0.6666666666666666	0.0
gradient	glszm	HighGrayLevelZoneEmphasis	2.5	8.666666666666666	7.5	4.666666666666667	1.0
gradient	glszm	LargeAreaEmphasis	200.5	242.0	384.5	52.666666666666664	64.0
gradient	glszm	LargeAreaHighGrayLevelEmphasis	202.0	2408.6666666666665	3149.0	411.3333333333333	64.0
gradient	glszm	LargeAreaLowGrayLevelEmphasis	200.125	25.564814814814813	54.078125	7.814814814814814	64.0
gradient	glszm	LowGrayLevelZoneEmphasis	0.625	0.3912037037037037	0.3559027777777778	0.4537037037037037	1.0
gradient	glszm	SizeZoneNonUniformity	1.0	1.0	1.0	1.0	1.0
gradient	glszm	SizeZoneNonUniformityNormalized	0.5	0.3333333333333333	0.25	0.3333333333333333	1.0
gradient	glszm	SmallAreaEmphasis	0.50125	0.3372	0.266929012345679	0.34534741352923165	0.015625
gradient	glszm	SmallAreaHighGrayLevelEmphasis	2.00125	0.39146666666666663	4.021805555555555	0.39516375880012244	0.015625
gradient	glszm	SmallAreaLowGrayLevelEmphasis	0.12625	0.3336009259259259	0.03154921124828532	0.3359542393633303	0.015625
gradient	glszm	ZoneEntropy	0.9999999999999993	1.5849625007211552	1.9999999999999987	1.5849625007211552	-3.203426503814917e-16
