Image type	Feature Class	Feature Name	RTSTRUCT: ANON_5_segment_Rt Med Frontal Flax	RTSTRUCT: ANON_5_segment_Rt Sup Frontal	RTSTRUCT: ANON_5_segment_Lt Temporal	RTSTRUCT: ANON_5_segment_Lt Parietal
logarithm	glcm	Imc1	-0.05621655677903766	-0.2927382501333417	-0.17395791464176882	-0.28115091951587645
logarithm	glcm	Imc2	0.29810427380330573	0.7708855318426848	0.8320293671798328	0.828406979884964
logarithm	glcm	Idm	0.8235331017506282	0.84047193908747	0.4793365334400527	0.7348905532269274
logarithm	glcm	Idmn	0.9597688437844821	0.9983955802853661	0.9631112292641242	0.9914012655407772
logarithm	glcm	Id	0.8279908167057232	0.8464585461240273	0.5236104317040103	0.751728089608879
logarithm	glcm	Idn	0.9117665508753141	0.9840330185995724	0.9103105389045432	0.9601016867859565
logarithm	glcm	InverseVariance	0.3077994325784079	0.2541557328460443	0.3473405539254721	0.3274415639814582
logarithm	glcm	MaximumProbability	0.5928809309698851	0.45725116238257146	0.09981002555193658	0.3905484179630271
logarithm	glcm	SumEntropy	1.4639600239477732	2.2171701802285306	4.753315229336621	2.979046244937453
logarithm	glcm	SumSquares	0.2786764565030698	1.0007030126830943	39.88019220258837	2.9377908712063525
logarithm	glrlm	GrayLevelNonUniformity	44.10389304014898	834.7545424900758	613.4601387134492	107.34135929407469
logarithm	glrlm	GrayLevelNonUniformityNormalized	0.41374675130733124	0.3106558688595743	0.0903999038924892	0.22448198358419494
logarithm	glrlm	GrayLevelVariance	0.42569956853678614	2.5270410509286707	43.78945522103417	5.194906223565722
logarithm	glrlm	HighGrayLevelRunEmphasis	5.735297485340762	399.79316061058097	307.93316476555555	185.75516036407106
logarithm	glrlm	LongRunEmphasis	5.320551029004268	13.775008057789535	2.6629316914653414	5.414019466918494
logarithm	glrlm	LongRunHighGrayLevelEmphasis	42.58533773392735	5847.792713241521	983.908661303613	1072.9660019439355
logarithm	glrlm	LongRunLowGrayLevelEmphasis	0.8231139829655536	0.03536328262899366	0.030750160555354025	0.032994116298528095
logarithm	glrlm	LowGrayLevelRunEmphasis	0.2737381711096903	0.005062709931620831	0.018952236702851684	0.010516677977980822
logarithm	glrlm	RunEntropy	2.604854590221175	4.3005727405326315	4.8889014930823755	4.190715381259416
logarithm	glrlm	RunLengthNonUniformity	42.01202925859488	662.3306837581933	4260.900987993664	186.506072171589
logarithm	glrlm	RunLengthNonUniformityNormalized	0.39104265452310966	0.24363150209626783	0.626664876434305	0.38693907013594264
logarithm	glrlm	RunPercentage	0.5300420972062764	0.36718651211801895	0.7331360946745561	0.5406518310846329
logarithm	glrlm	RunVariance	1.5961658961254699	5.940403660854007	0.7755869069613396	1.821393908975288
logarithm	glrlm	ShortRunEmphasis	0.6355916546917195	0.4890623967977162	0.8187250561599252	0.6382876953973434
logarithm	glrlm	ShortRunHighGrayLevelEmphasis	2.7798962804039484	187.81879441011384	238.1725730939794	112.74036568541707
logarithm	glrlm	ShortRunLowGrayLevelEmphasis	0.22104348198034643	0.003767644818013858	0.01701553890518007	0.008613421808995454
logarithm	glszm	GrayLevelNonUniformity	3.75	14.555555555555555	72.19662058371736	2.8974358974358974
logarithm	glszm	GrayLevelNonUniformityNormalized	0.46875	0.14702581369248036	0.05545055344371533	0.07429322813938198
logarithm	glszm	GrayLevelVariance	0.5	25.46189164370983	33.28780547945852	16.69033530571992
logarithm	glszm	HighGrayLevelZoneEmphasis	2.75	297.2121212121212	194.1021505376344	101.8974358974359
logarithm	glszm	LargeAreaEmphasis	2487.875	191476.52525252526	5170.377880184332	6209.948717948718
logarithm	glszm	LargeAreaHighGrayLevelEmphasis	20178.75	82934488.05050506	2163617.420890937	1231238.1538461538
logarithm	glszm	LargeAreaLowGrayLevelEmphasis	340.71180555555554	443.1540487053621	17.768628901295337	31.52826188935453
logarithm	glszm	LowGrayLevelZoneEmphasis	0.7013888888888888	0.05254144065641474	0.025295017504756906	0.05696636802698209
logarithm	glszm	SizeZoneNonUniformity	1.75	27.88888888888889	533.5975422427035	10.435897435897436
logarithm	glszm	SizeZoneNonUniformityNormalized	0.21875	0.28170594837261503	0.4098291415074528	0.2675871137409599
logarithm	glszm	SmallAreaEmphasis	0.24049492750490822	0.5462836698598146	0.6656550387561521	0.5317968632243019
logarithm	glszm	SmallAreaHighGrayLevelEmphasis	0.33441369032562246	145.8762148218002	119.4445884704456	36.34795806517211
logarithm	glszm	SmallAreaLowGrayLevelEmphasis	0.21702371390476438	0.03609289785391169	0.016148382842159713	0.04652710236442412
logarithm	glszm	ZoneEntropy	2.749999999999998	5.112639671408672	6.186658974746144	4.8877156802897535
logarithm	glszm	ZonePercentage	0.03980099502487562	0.013561643835616439	0.14106175514626218	0.04441913439635535
logarithm	glszm	ZoneVariance	1856.609375	186039.32496684015	5120.122630668639	5703.121630506246
logarithm	gldm	DependenceEntropy	4.738904390025817	5.874370888612521	7.335203395546966	6.072863559433002
logarithm	gldm	DependenceNonUniformity	9.199004975124378	339.28	563.3044420368363	37.31662870159453
logarithm	gldm	DependenceNonUniformityNormalized	0.045766193906091435	0.04647671232876712	0.06102973369846548	0.042501855013205615
logarithm	gldm	DependenceVariance	60.99685651345263	45.26670925126666	33.04713392782732	44.463727357163975
logarithm	gldm	GrayLevelNonUniformity	100.7412935323383	2921.729589041096	1045.7271939328277	291.25740318906605
logarithm	gldm	GrayLevelVariance	0.36345635009034427	1.3309757740664288	39.9142036484261	3.227805999346205
logarithm	gldm	HighGrayLevelEmphasis	7.0049751243781095	413.7491780821918	332.16489707475625	193.15261958997723
logarithm	gldm	LargeDependenceEmphasis	235.7363184079602	349.8791780821918	96.06630552546045	211.98633257403188
logarithm	gldm	LargeDependenceHighGrayLevelEmphasis	2071.0049751243782	148602.5987671233	39883.80043336945	42769.05922551253
logarithm	gldm	LargeDependenceLowGrayLevelEmphasis	27.831260364842457	0.8299393570267526	0.5530293424294641	1.065272441617718
logarithm	gldm	LowGrayLevelEmphasis	0.20632946379215036	0.0033770216850142237	0.016160909942752908	0.00800222074129379
logarithm	gldm	SmallDependenceEmphasis	0.03520780838106552	0.016307844729387705	0.13644570288223415	0.04122696583145354
logarithm	gldm	SmallDependenceHighGrayLevelEmphasis	0.10844607932771058	5.3323087351851735	28.222651239919493	4.550010005976346
logarithm	gldm	SmallDependenceLowGrayLevelEmphasis	0.019836052333912068	0.0005816518528278049	0.003331432219726866	0.00227253349017701
logarithm	ngtdm	Busyness	4.0795079301095765	1.332096194096251	2.451428263301629	0.2393942232579069
logarithm	ngtdm	Coarseness	0.03311199474924468	0.0015730310636892766	0.0006638124158418642	0.011743053880069894
logarithm	ngtdm	Complexity	1.1866882609323468	60.41767305267694	633.2970977674577	72.06403553863036
logarithm	ngtdm	Contrast	0.04778714407997079	0.004407318048887667	0.29316893766748603	0.014086527206308732
logarithm	ngtdm	Strength	0.10316434573316575	1.4279128947713382	0.267196192333447	3.6446984211639117
gradient	firstorder	10Percentile	3.6613571643829346	4.244822692871094	8.37457799911499	6.806597328186035
gradient	firstorder	90Percentile	126.2693862915039	93.43664550781254	72.24140777587893	54.734487152099646
gradient	firstorder	Energy	28631831.077366676	868505089.6444278	1043723625.065171	93431159.48300868
gradient	firstorder	Entropy	2.563485419954209	2.2153581722545264	1.880697478394022	1.3947201991468687
gradient	firstorder	InterquartileRange	67.27367401123047	48.85498523712158	29.927769422531128	25.02222204208374
gradient	firstorder	Kurtosis	2.0307357049735297	4.634668063577601	8.495137343998556	3.142787201928793
gradient	firstorder	Maximum	162.25074768066406	220.89300537109375	217.2522430419922	99.92835998535156
gradient	firstorder	MeanAbsoluteDeviation	37.47493599727335	28.839632282457035	21.3464484680106	14.825247221898465
gradient	firstorder	Mean	74.82197508794158	42.972393436334414	34.939296523514706	25.716696534721617
gradient	firstorder	Median	85.47028350830078	34.368303298950195	26.528972625732422	20.24851894378662
gradient	firstorder	Minimum	0.6897934079170227	0.03033861517906189	1.1850123405456543	1.0954161882400513
gradient	firstorder	Range	161.56095427274704	220.8626667559147	216.06723070144653	98.83294379711151
gradient	firstorder	RobustMeanAbsoluteDeviation	29.28323365494009	20.147862126913587	13.007625070228471	10.744243964211439
gradient	firstorder	RootMeanSquared	377.4214100748907	344.92506425496464	336.27292884245514	326.21100729290725
gradient	firstorder	Skewness	-0.2941305400964965	1.2312233351381947	2.0474690414329144	0.9395379158098723
gradient	firstorder	TotalEnergy	28631831.077366676	868505089.6444278	1043723625.065171	93431159.48300868
gradient	firstorder	Uniformity	0.18724784039999012	0.2637156689810471	0.3430973238380194	0.43864965416327223
gradient	firstorder	Variance	1955.4077740932905	1343.237291843706	895.1503166159843	322.2548775612424
gradient	glcm	Autocorrelation	10.892629971123426	5.867674603018021	4.358142888960275	2.7242848698956412
gradient	glcm	JointAverage	3.127999527696933	2.2456877504887927	1.8990558409892229	1.5654485209720101
gradient	glcm	ClusterProminence	144.2868443281848	145.6976940973983	146.48929969085086	7.544776285632566
gradient	glcm	ClusterShade	1.9468133611096274	15.777418071098435	16.76121980966361	1.8723395122180675
gradient	glcm	ClusterTendency	8.219756926109069	5.563610929761724	4.253625665795415	1.607622436717495
gradient	glcm	Contrast	3.8069100380335823	2.265600358923175	1.2472944861299153	0.5135911824031344
gradient	glcm	Correlation	0.36875818227846363	0.4199176102743243	0.5433132761592	0.5156609194496643
gradient	glcm	DifferenceAverage	1.4235569599067028	0.9917090214273819	0.6717366851083652	0.4245575649001975
gradient	glcm	DifferenceEntropy	2.216095628662126	1.9236393679698094	1.5573583476221047	1.146557320074377
gradient	glcm	DifferenceVariance	1.7290546164103966	1.2687354924265055	0.7870145556039105	0.3300111887765148
gradient	glcm	JointEnergy	0.052867109072045684	0.09463565584283783	0.15824059254831113	0.24630701719605666
gradient	glcm	JointEntropy	4.755836076713626	4.215255540991532	3.484508945500461	2.588552660307013
gradient	glcm	Imc1	-0.1034539181385224	-0.0818146917202403	-0.13247146419087946	-0.15946211677406147
gradient	glcm	Imc2	0.620922147893782	0.5298052375349326	0.6062728103986481	0.5899985327086518
gradient	glcm	Idm	0.5046317913281273	0.6184155169892414	0.7162078944527244	0.7966245793001948
gradient	glcm	Idmn	0.9368287662986549	0.9752997641755857	0.9860498391685106	0.9714423138283219
gradient	glcm	Id	0.5602853186233286	0.6517020691546614	0.7328646174160838	0.8022359796722136
gradient	glcm	Idn	0.8503378692567263	0.9109740372022532	0.9374571519073178	0.9180192257982669
gradient	glcm	InverseVariance	0.36760014454971757	0.3976409355609997	0.38692671696456177	0.3497147941290235
gradient	glcm	MaximumProbability	0.1520427819581611	0.23516380905159495	0.31468308865415984	0.43808478352028807
gradient	glcm	SumEntropy	3.309548800455732	2.9623224814125155	2.609731368161463	2.052922643466813
gradient	glcm	SumSquares	3.0066667410356627	1.9573028221712248	1.3752300379813325	0.5303034047801574
gradient	glrlm	GrayLevelNonUniformity	29.401653788522804	1033.8317732270884	1342.6042979759745	160.51805927949525
gradient	glrlm	GrayLevelNonUniformityNormalized	0.18588380684653924	0.22146062529716135	0.27375708947064403	0.3667049149254998
gradient	glrlm	GrayLevelVariance	2.5546265894390006	2.286899059266588	1.9313093792434954	0.6261009405520686
gradient	glrlm	HighGrayLevelRunEmphasis	17.062279989799478	8.893123986918441	6.975404643984605	3.6789961148412047
gradient	glrlm	LongRunEmphasis	1.9776280460392535	3.7426898856245265	5.996466562902034	6.327727067256749
gradient	glrlm	LongRunHighGrayLevelEmphasis	25.99864999684445	18.360370562248793	19.428214538591014	14.028223828279524
gradient	glrlm	LongRunLowGrayLevelEmphasis	0.757690424880552	2.357847912146584	4.228774776811707	4.938611956870531
gradient	glrlm	LowGrayLevelRunEmphasis	0.19718921337243892	0.3893503660722996	0.4583474176530227	0.5645473354620484
gradient	glrlm	RunEntropy	3.28924545275384	3.7469000079613437	3.900014115466649	3.4155841417056028
gradient	glrlm	RunLengthNonUniformity	104.23853894033586	2357.4737024993888	1949.598834352774	149.45701314457654
gradient	glrlm	RunLengthNonUniformityNormalized	0.6548918161722151	0.5032610465602919	0.39478277317107113	0.3372836120700472
gradient	glrlm	RunPercentage	0.7876004592422503	0.6388092729188618	0.5302275189599134	0.4973716488522867
gradient	glrlm	RunVariance	0.3464930694143868	1.257618729621017	2.348863102575938	2.0996514738409497
gradient	glrlm	ShortRunEmphasis	0.835641268244746	0.7361639040868421	0.6479895812916235	0.5846448299411323
gradient	glrlm	ShortRunHighGrayLevelEmphasis	15.34345069999741	7.562466989176567	5.621859542808128	2.5671085256446275
gradient	glrlm	ShortRunLowGrayLevelEmphasis	0.11570533443862016	0.23529010411465912	0.24257539677852408	0.27627231113494927
gradient	glszm	GrayLevelNonUniformity	3.8421052631578947	28.886255924170616	24.736526946107784	4.2
gradient	glszm	GrayLevelNonUniformityNormalized	0.20221606648199447	0.1369016868444105	0.1481229158449568	0.42
gradient	glszm	GrayLevelVariance	3.1966759002770084	4.06900114552683	3.6439456416508302	1.4900000000000002
gradient	glszm	HighGrayLevelZoneEmphasis	23.210526315789473	23.412322274881518	25.51497005988024	11.1
gradient	glszm	LargeAreaEmphasis	322.4736842105263	54898.2654028436	169382.70658682636	33707.4
gradient	glszm	LargeAreaHighGrayLevelEmphasis	4247.684210526316	166255.42180094786	364521.8143712575	61709.4
gradient	glszm	LargeAreaLowGrayLevelEmphasis	108.67926274018377	36368.44595922905	125819.18962443403	27866.275
gradient	glszm	LowGrayLevelZoneEmphasis	0.11955275092493137	0.1547033989126632	0.11126680784311951	0.27361111111111114
gradient	glszm	SizeZoneNonUniformity	2.1578947368421053	52.23222748815166	44.32934131736527	3.2
gradient	glszm	SizeZoneNonUniformityNormalized	0.11357340720221606	0.2475461018395813	0.2654451575890136	0.32
gradient	glszm	SmallAreaEmphasis	0.25510593324016906	0.5083994262966934	0.530173981073122	0.5500115205309383
gradient	glszm	SmallAreaHighGrayLevelEmphasis	7.770743681373477	12.096589724946876	12.911250695952674	7.300092991670157
gradient	glszm	SmallAreaLowGrayLevelEmphasis	0.012685700426541447	0.07001984358194933	0.0743507540824884	0.1281268323992587
gradient	glszm	ZoneEntropy	3.9321380397593697	5.439647228325613	5.242504508020191	2.3219280948873604
gradient	glszm	ZonePercentage	0.0945273631840796	0.028904109589041094	0.0180931744312026	0.011389521640091117
gradient	glszm	ZoneVariance	210.55955678670358	53701.30217200871	166327.993258991	25998.56
gradient	gldm	DependenceEntropy	5.317225768713209	6.16230136886081	6.0343016614546325	5.443538491367891
gradient	gldm	DependenceNonUniformity	20.203980099502488	374.44602739726025	405.25590465872153	42.817767653758544
gradient	gldm	DependenceNonUniformityNormalized	0.10051731392787307	0.05129397635578908	0.04390638186985066	0.04876738912728763
gradient	gldm	DependenceVariance	23.294274894185786	32.91564428598236	40.14420032655303	37.24589951276716
gradient	gldm	GrayLevelNonUniformity	37.63681592039801	1925.1243835616438	3166.7882990249186	385.1343963553531
gradient	gldm	GrayLevelVariance	2.92482859335165	2.0476801651341714	1.471146644849512	0.5343890909656964
gradient	gldm	HighGrayLevelEmphasis	15.472636815920398	7.167671232876712	5.106717226435537	2.940774487471526
gradient	gldm	LargeDependenceEmphasis	65.83582089552239	140.8876712328767	214.75622968580714	235.1640091116173
gradient	gldm	LargeDependenceHighGrayLevelEmphasis	389.96019900497515	413.66657534246576	497.87963163596964	426.20501138952164
gradient	gldm	LargeDependenceLowGrayLevelEmphasis	48.53814428424769	105.84419189769517	164.4255658371611	197.9259364717793
gradient	gldm	LowGrayLevelEmphasis	0.2714148926568969	0.4859375825317443	0.5694489194016357	0.6695140470766895
gradient	gldm	SmallDependenceEmphasis	0.08512140392599794	0.04118640337188928	0.026241253732083848	0.016546716132391323
gradient	gldm	SmallDependenceHighGrayLevelEmphasis	1.9157905073882786	0.7000372884926573	0.4383574090721025	0.12757461179761734
gradient	gldm	SmallDependenceLowGrayLevelEmphasis	0.00755707897729726	0.00839661733221555	0.006354465561807336	0.006879582377432897
gradient	ngtdm	Busyness	1.899784787020259	68.24679164640418	71.81431992703735	29.04924445096439
gradient	ngtdm	Coarseness	0.02798980365455265	0.000833188465868893	0.0007560346975675759	0.009181208459465974
gradient	ngtdm	Complexity	18.582509116656233	33.13691385785041	25.448147658349633	2.4010739930341543
gradient	ngtdm	Contrast	0.14237666338183566	0.041650220947068245	0.021046408063672646	0.03034633733823766
gradient	ngtdm	Strength	0.4861019757316495	0.054574906404186205	0.06704585493916308	0.07178944402258486
log-sigma-1-0-mm-3D	firstorder	10Percentile	-74.54979705810547	-38.86268081665039	-26.59020881652832	-25.901588439941406
log-sigma-1-0-mm-3D	firstorder	90Percentile	-1.0367927551269531	37.66820983886719	28.69032821655274	19.499908256530794
log-sigma-1-0-mm-3D	firstorder	Energy	13366654.992342718	649000315.4149367	842744908.528757	78844469.12732509
log-sigma-1-0-mm-3D	firstorder	Entropy	2.1063292009070933	2.36680394336781	1.9928173502285134	1.6872211605973424
log-sigma-1-0-mm-3D	firstorder	InterquartileRange	43.43581008911133	43.03463554382324	25.81316876411438	17.99328339099884
log-sigma-1-0-mm-3D	firstorder	Kurtosis	2.1210130682338613	2.829092041260092	7.935440497256038	4.560775791408107
log-sigma-1-0-mm-3D	firstorder	Maximum	15.704370498657227	99.67615509033203	78.09486389160156	48.35508346557617
log-sigma-1-0-mm-3D	firstorder	MeanAbsoluteDeviation	22.93939625729736	24.85187448734794	17.749654300274027	12.893260612270975
log-sigma-1-0-mm-3D	firstorder	Mean	-43.53669050795522	-3.3897360602511117	1.1390575924272752	-0.8584035839164176
log-sigma-1-0-mm-3D	firstorder	Median	-49.25994110107422	-6.434901237487793	2.9591281414031982	-0.4196943938732147
log-sigma-1-0-mm-3D	firstorder	Minimum	-88.66097259521484	-103.9712142944336	-176.0110321044922	-69.19904327392578
log-sigma-1-0-mm-3D	firstorder	Range	104.36534309387207	203.64736938476562	254.10589599609375	117.55412673950195
log-sigma-1-0-mm-3D	firstorder	RobustMeanAbsoluteDeviation	17.60706314855343	17.847848292200442	10.931082898323705	7.996648057202467
log-sigma-1-0-mm-3D	firstorder	RootMeanSquared	257.8774342709782	298.16799425251304	302.16712898400317	299.6666126426441
log-sigma-1-0-mm-3D	firstorder	Skewness	0.4449370034970934	0.21278101748861053	-1.2760273197941545	-0.9228469682440477
log-sigma-1-0-mm-3D	firstorder	TotalEnergy	13366654.992342718	649000315.4149367	842744908.528757	78844469.12732509
log-sigma-1-0-mm-3D	firstorder	Uniformity	0.2636320883146457	0.2226415837868268	0.3143623236208651	0.3646826241042751
log-sigma-1-0-mm-3D	firstorder	Variance	727.3419905703314	926.5041221591691	620.2418307799823	314.3840263534633
log-sigma-1-0-mm-3D	glcm	Autocorrelation	6.641305303228792	29.884901577702554	73.65510501960621	12.174875042966837
log-sigma-1-0-mm-3D	glcm	JointAverage	2.5258556587149394	5.379023718303197	8.550894337135556	3.4397893826123322
log-sigma-1-0-mm-3D	glcm	ClusterProminence	24.252854135877673	69.5843238391419	63.59528455784229	13.136582778420085
log-sigma-1-0-mm-3D	glcm	ClusterShade	3.242796306169492	1.6686322574832189	-5.521561615370981	-1.6060952253760645
log-sigma-1-0-mm-3D	glcm	ClusterTendency	2.7292643643513697	5.023792313347182	3.154176834955084	1.944017746773242
log-sigma-1-0-mm-3D	glcm	Contrast	1.6872977042144737	1.22003139216836	1.0050159541190542	0.5740153334208389
log-sigma-1-0-mm-3D	glcm	Correlation	0.23544352825938475	0.6088155901080013	0.5139769397269153	0.5437814003636295
log-sigma-1-0-mm-3D	glcm	DifferenceAverage	0.9368509348786458	0.7406828515245825	0.6120320012075573	0.46959403751041656
log-sigma-1-0-mm-3D	glcm	DifferenceEntropy	1.7434590466905033	1.575395230217598	1.4405650991777768	1.1869753587302772
log-sigma-1-0-mm-3D	glcm	DifferenceVariance	0.7897064912692187	0.6568183248928843	0.6156656370056682	0.3452706022830061
log-sigma-1-0-mm-3D	glcm	JointEnergy	0.10716309597644379	0.07330151551273077	0.13421826501661438	0.17511636938873254
log-sigma-1-0-mm-3D	glcm	JointEntropy	3.835334008855075	4.305286459527786	3.65450090198774	3.069665922525801
log-sigma-1-0-mm-3D	glcm	Imc1	-0.05971156134364524	-0.1739335181552774	-0.15668043534956796	-0.17504376458504597
log-sigma-1-0-mm-3D	glcm	Imc2	0.43647495551210697	0.7291831403824678	0.6490638333185079	0.6432645896081186
log-sigma-1-0-mm-3D	glcm	Idm	0.6056364183736301	0.6762925585579483	0.7300580547221889	0.7756451108358339
log-sigma-1-0-mm-3D	glcm	Idmn	0.943771229040007	0.9858352530834088	0.9933465762171733	0.9788252944069004
log-sigma-1-0-mm-3D	glcm	Id	0.6377795424541606	0.6959874209604913	0.7429313604764414	0.7820734224027436
log-sigma-1-0-mm-3D	glcm	Idn	0.8603339401659519	0.9300208329294298	0.9548995722318262	0.9241824692584799
log-sigma-1-0-mm-3D	glcm	InverseVariance	0.45150840584205654	0.44023783812066924	0.4021047898308781	0.38326031399306426
log-sigma-1-0-mm-3D	glcm	MaximumProbability	0.24983748394380756	0.15195470182121437	0.2647089382788177	0.29363425058514436
log-sigma-1-0-mm-3D	glcm	SumEntropy	2.634162297198321	3.180005019819567	2.7480475020953716	2.4190908295089626
log-sigma-1-0-mm-3D	glcm	SumSquares	1.1041405171414607	1.560955926378885	1.0397981972685346	0.6295082700485202
log-sigma-1-0-mm-3D	glrlm	GrayLevelNonUniformity	34.767834833832666	913.311201808082	1277.4942541976257	151.2704965546879
log-sigma-1-0-mm-3D	glrlm	GrayLevelNonUniformityNormalized	0.23313404254131942	0.20797746814510706	0.26433961276676593	0.32604632634423064
log-sigma-1-0-mm-3D	glrlm	GrayLevelVariance	1.3791640313396425	1.7780182032996252	1.4667207021631408	0.7727575939928885
log-sigma-1-0-mm-3D	glrlm	HighGrayLevelRunEmphasis	10.085627487552834	31.369738220549568	73.01132040775438	12.12805209318007
log-sigma-1-0-mm-3D	glrlm	LongRunEmphasis	2.357981814533836	4.283559454853248	6.076505922058756	5.62866690486962
log-sigma-1-0-mm-3D	glrlm	LongRunHighGrayLevelEmphasis	17.876916717695728	124.08034347664835	455.91940666355606	71.12132652388792
log-sigma-1-0-mm-3D	glrlm	LongRunLowGrayLevelEmphasis	0.5897193910647982	0.18125464456707013	0.0852244943793533	0.5671351223140048
log-sigma-1-0-mm-3D	glrlm	LowGrayLevelRunEmphasis	0.22158416921932084	0.0421454286858518	0.015736258526316327	0.12563251895525238
log-sigma-1-0-mm-3D	glrlm	RunEntropy	3.0910255358757768	4.016720964921064	4.056432399628682	3.627248544220346
log-sigma-1-0-mm-3D	glrlm	RunLengthNonUniformity	90.95599356632512	2015.133212269152	1832.0128430643658	168.54716052124078
log-sigma-1-0-mm-3D	glrlm	RunLengthNonUniformityNormalized	0.6038354557499441	0.4536822761416591	0.37288713929468315	0.3542772882246578
log-sigma-1-0-mm-3D	glrlm	RunPercentage	0.7416762342135477	0.6016332982086406	0.5228435702975248	0.5271596285263711
log-sigma-1-0-mm-3D	glrlm	RunVariance	0.49896733791498166	1.4366277391068771	2.2326741633845972	1.7311620742389855
log-sigma-1-0-mm-3D	glrlm	ShortRunEmphasis	0.8018052754610058	0.6957664141082621	0.6244407410738576	0.5930116066911849
log-sigma-1-0-mm-3D	glrlm	ShortRunHighGrayLevelEmphasis	8.843618704297189	22.35806146842863	44.874849721069005	7.1617169134697685
log-sigma-1-0-mm-3D	glrlm	ShortRunLowGrayLevelEmphasis	0.16599139463508625	0.029333002537901318	0.010453356921557688	0.08091971907915117
log-sigma-1-0-mm-3D	glszm	GrayLevelNonUniformity	4.375	17.11764705882353	16.503875968992247	3.3636363636363638
log-sigma-1-0-mm-3D	glszm	GrayLevelNonUniformityNormalized	0.2734375	0.14384577360355907	0.1279370230154438	0.30578512396694213
log-sigma-1-0-mm-3D	glszm	GrayLevelVariance	1.71484375	4.062707435915542	6.412595396911243	2.9586776859504127
log-sigma-1-0-mm-3D	glszm	HighGrayLevelZoneEmphasis	15.3125	40.87394957983193	56.50387596899225	14.272727272727273
log-sigma-1-0-mm-3D	glszm	LargeAreaEmphasis	606.1875	78943.3781512605	202244.62015503875	25467.454545454544
log-sigma-1-0-mm-3D	glszm	LargeAreaHighGrayLevelEmphasis	3650.0	2074590.512605042	15316077.356589148	320667.7272727273
log-sigma-1-0-mm-3D	glszm	LargeAreaLowGrayLevelEmphasis	138.77241319444445	3332.730001552208	2717.74203396994	2265.891136363636
log-sigma-1-0-mm-3D	glszm	LowGrayLevelZoneEmphasis	0.1904513888888889	0.052513497462477056	0.04129724673792847	0.32941919191919194
log-sigma-1-0-mm-3D	glszm	SizeZoneNonUniformity	2.625	17.605042016806724	24.782945736434108	1.5454545454545454
log-sigma-1-0-mm-3D	glszm	SizeZoneNonUniformityNormalized	0.1640625	0.14794152955299766	0.19211585842196982	0.14049586776859505
log-sigma-1-0-mm-3D	glszm	SmallAreaEmphasis	0.32837649042641015	0.36991788606631587	0.4430298645180794	0.21437935708071879
log-sigma-1-0-mm-3D	glszm	SmallAreaHighGrayLevelEmphasis	4.261673948095711	13.933113612142824	25.428328078838902	3.019153089102984
log-sigma-1-0-mm-3D	glszm	SmallAreaLowGrayLevelEmphasis	0.08137484298286206	0.024505849189739304	0.022535025839664286	0.10217837698531819
log-sigma-1-0-mm-3D	glszm	ZoneEntropy	3.624999999999995	5.634783618627745	5.621953054593455	3.277613436819112
log-sigma-1-0-mm-3D	glszm	ZonePercentage	0.07960199004975124	0.0163013698630137	0.013976164680390032	0.012528473804100227
log-sigma-1-0-mm-3D	glszm	ZoneVariance	448.37109375	75180.22583150907	197125.16218977224	19096.512396694216
log-sigma-1-0-mm-3D	gldm	DependenceEntropy	5.124645110357217	6.656150148802206	6.319825179434516	5.864428066891444
log-sigma-1-0-mm-3D	gldm	DependenceNonUniformity	14.82089552238806	379.8717808219178	420.98223185265437	44.004555808656036
log-sigma-1-0-mm-3D	gldm	DependenceNonUniformityNormalized	0.07373579861884606	0.05203723024957778	0.04561020930147935	0.050119084064528516
log-sigma-1-0-mm-3D	gldm	DependenceVariance	23.387242890027473	29.39463501595046	35.28906394781724	30.380622765552275
log-sigma-1-0-mm-3D	gldm	GrayLevelNonUniformity	52.99004975124378	1625.2835616438356	2901.564247020585	320.19134396355355
log-sigma-1-0-mm-3D	gldm	GrayLevelVariance	1.2881859359916836	1.578242428222931	1.0708979856302578	0.630518988589723
log-sigma-1-0-mm-3D	gldm	HighGrayLevelEmphasis	8.99502487562189	30.36808219178082	74.09653304442037	12.313211845102506
log-sigma-1-0-mm-3D	gldm	LargeDependenceEmphasis	82.93034825870647	158.38821917808218	215.01170097508125	207.10706150341684
log-sigma-1-0-mm-3D	gldm	LargeDependenceHighGrayLevelEmphasis	403.48258706467664	4446.388356164383	16231.669664138679	2647.5478359908884
log-sigma-1-0-mm-3D	gldm	LargeDependenceLowGrayLevelEmphasis	22.841687396351578	6.6670032013731415	2.9304658920985784	19.389950961781828
log-sigma-1-0-mm-3D	gldm	LowGrayLevelEmphasis	0.23535793255942508	0.04213414339987644	0.01481113361300926	0.11373481397114653
log-sigma-1-0-mm-3D	gldm	SmallDependenceEmphasis	0.07135814829951376	0.025355258989474914	0.020623497745887197	0.01438097996153407
log-sigma-1-0-mm-3D	gldm	SmallDependenceHighGrayLevelEmphasis	0.977349374559577	0.8751885121169335	1.329508901865469	0.1895774765078744
log-sigma-1-0-mm-3D	gldm	SmallDependenceLowGrayLevelEmphasis	0.012444777814992432	0.0012060906237395398	0.0005945090488328163	0.0028115656815309396
log-sigma-1-0-mm-3D	ngtdm	Busyness	4.687277851432854	11.999694325285406	5.894693870482691	5.0284359980950875
log-sigma-1-0-mm-3D	ngtdm	Coarseness	0.03258513089070251	0.0015845058284138728	0.0010903411833840485	0.011098841550770937
