Image type	Feature Class	Feature Name	1: RTSTRUCT: ANON_28_segment_Lt Post Central Gyrus	1: RTSTRUCT: ANON_28_segment_Lt Temporal
squareroot	glrlm	ShortRunEmphasis	0.7024294041348991	0.8571207638515331
squareroot	glrlm	ShortRunHighGrayLevelEmphasis	11.056696477614487	4.65679256640795
squareroot	glrlm	ShortRunLowGrayLevelEmphasis	0.06493526278059711	0.32405750410558104
squareroot	glszm	GrayLevelNonUniformity	4.6	1.0
squareroot	glszm	GrayLevelNonUniformityNormalized	0.23	0.3333333333333333
squareroot	glszm	GrayLevelVariance	2.2275	0.6666666666666666
squareroot	glszm	HighGrayLevelZoneEmphasis	17.05	4.666666666666667
squareroot	glszm	LargeAreaEmphasis	5188.0	24.666666666666668
squareroot	glszm	LargeAreaHighGrayLevelEmphasis	83121.45	171.33333333333334
squareroot	glszm	LargeAreaLowGrayLevelEmphasis	355.2799444444444	6.148148148148148
squareroot	glszm	LowGrayLevelZoneEmphasis	0.140125	0.4537037037037037
squareroot	glszm	SizeZoneNonUniformity	3.6	1.0
squareroot	glszm	SizeZoneNonUniformityNormalized	0.18	0.3333333333333333
squareroot	glszm	SmallAreaEmphasis	0.4083604463384778	0.06467309145880575
squareroot	glszm	SmallAreaHighGrayLevelEmphasis	6.839899965440246	0.18159486016628876
squareroot	glszm	SmallAreaLowGrayLevelEmphasis	0.04364361887045377	0.043001228269085416
squareroot	glszm	ZoneEntropy	3.984183719779183	1.5849625007211552
squareroot	glszm	ZonePercentage	0.03460207612456748	0.21428571428571427
squareroot	glszm	ZoneVariance	4352.79	2.888888888888889
squareroot	gldm	DependenceEntropy	5.730892112002122	2.270942421748536
squareroot	gldm	DependenceNonUniformity	37.055363321799305	3.857142857142857
squareroot	gldm	DependenceNonUniformityNormalized	0.06410962512422026	0.2755102040816326
squareroot	gldm	DependenceVariance	21.450281965014785	2.2448979591836737
squareroot	gldm	GrayLevelNonUniformity	189.9757785467128	5.285714285714286
squareroot	gldm	GrayLevelVariance	0.7551903114186851	0.6326530612244898
squareroot	gldm	HighGrayLevelEmphasis	16.057093425605537	5.857142857142857
squareroot	gldm	LargeDependenceEmphasis	129.2076124567474	23.142857142857142
squareroot	gldm	LargeDependenceHighGrayLevelEmphasis	2167.8391003460206	175.0
squareroot	gldm	LargeDependenceLowGrayLevelEmphasis	9.016030372933487	4.781746031746032
squareroot	gldm	LowGrayLevelEmphasis	0.08309111880046136	0.3412698412698413
squareroot	gldm	SmallDependenceEmphasis	0.035908406245075436	0.06441286038224814
squareroot	gldm	SmallDependenceHighGrayLevelEmphasis	0.6075865422361825	0.2652316164561062
squareroot	gldm	SmallDependenceLowGrayLevelEmphasis	0.0035766440263742616	0.03176567055393586
squareroot	ngtdm	Busyness	2.7850223702368693	0.5498737373737373
squareroot	ngtdm	Coarseness	0.013702543769891584	0.3536165327210103
squareroot	ngtdm	Complexity	7.094155480014133	1.657210322145387
squareroot	ngtdm	Contrast	0.024352028141763196	0.12187472391554026
squareroot	ngtdm	Strength	0.16488219551919345	1.0240770465489566
logarithm	firstorder	10Percentile	308.41193460236997	222.85673448866305
logarithm	firstorder	90Percentile	330.05473401945005	239.91211460061862
logarithm	firstorder	Energy	221329775.55539867	3981931.3828191734
logarithm	firstorder	Entropy	0.9700753710703536	0.7495952572594793
logarithm	firstorder	InterquartileRange	10.806919676982943	8.295014928736776
logarithm	firstorder	Kurtosis	3.692376989800393	3.440057176212221
logarithm	firstorder	Maximum	335.5763307617079	240.45531705080919
logarithm	firstorder	MeanAbsoluteDeviation	6.587306656235694	6.315240882534662
logarithm	firstorder	Mean	318.7497934373725	233.25540182165068
logarithm	firstorder	Median	318.67809981988813	235.8465303859684
logarithm	firstorder	Minimum	285.44227356881373	213.41987405373317
logarithm	firstorder	Range	50.13405719289415	27.035442997076018
logarithm	firstorder	RobustMeanAbsoluteDeviation	4.448230678475376	4.009259782477082
logarithm	firstorder	RootMeanSquared	618.808118175632	533.3138571248355
logarithm	firstorder	Skewness	-0.5485874168750419	-1.2046172624746785
logarithm	firstorder	TotalEnergy	221329775.55539867	3981931.3828191734
logarithm	firstorder	Uniformity	0.5924857221537098	0.6632653061224489
logarithm	firstorder	Variance	72.18024127580728	62.34662939936062
logarithm	glcm	Autocorrelation	4.928648566677851	3.441391941391941
logarithm	glcm	JointAverage	2.1997377217673413	1.8473443223443224
logarithm	glcm	ClusterProminence	1.374611982972657	0.33492079646746176
logarithm	glcm	ClusterShade	0.2509247657896537	-0.20157087829026593
logarithm	glcm	ClusterTendency	0.6411888723716962	0.2867150706436421
logarithm	glcm	Contrast	0.28222677083280845	0.2012820512820513
logarithm	glcm	Correlation	0.38790655401770446	0.2625152625152624
logarithm	glcm	DifferenceAverage	0.2715409902884428	0.2012820512820513
logarithm	glcm	DifferenceEntropy	0.8599582615846578	0.5480527222783798
logarithm	glcm	DifferenceVariance	0.20645479148410603	0.13143162393162394
logarithm	glcm	JointEnergy	0.39976620622507375	0.6245698151055294
logarithm	glcm	JointEntropy	1.852594873306052	0.9210191356776753
logarithm	glcm	Imc1	-0.1365422315584047	-0.27732991658322426
logarithm	glcm	Imc2	0.4678084799093639	0.3854874169570526
logarithm	glcm	Idm	0.865298082910215	0.8993589743589744
logarithm	glcm	Idmn	0.9722705127879975	0.9597435897435898
logarithm	glcm	Id	0.8660104682798395	0.8993589743589744
logarithm	glcm	Idn	0.9326490414551075	0.9329059829059829
logarithm	glcm	InverseVariance	0.262190932312123	0.2012820512820513
logarithm	glcm	MaximumProbability	0.5987613301030699	0.7467032967032967
logarithm	glcm	SumEntropy	1.5513304351291632	0.7197370843956242
logarithm	glcm	SumSquares	0.23085391080112613	0.12199928048142333
logarithm	glrlm	GrayLevelNonUniformity	123.51853932990532	6.496228984690523
logarithm	glrlm	GrayLevelNonUniformityNormalized	0.4977356137591063	0.6128030353724211
logarithm	glrlm	GrayLevelVariance	0.2970965007602452	0.19359848231378946
logarithm	glrlm	HighGrayLevelRunEmphasis	5.549888514936187	3.1988274545966857
logarithm	glrlm	LongRunEmphasis	8.541571559634438	2.1706511437280667
logarithm	glrlm	LongRunHighGrayLevelEmphasis	40.59656583253958	7.642670790747714
logarithm	glrlm	LongRunLowGrayLevelEmphasis	2.0327772085574876	0.8026462319731551
logarithm	glrlm	LowGrayLevelRunEmphasis	0.23720240168608006	0.4502931363508287
logarithm	glrlm	RunEntropy	3.2625113040369227	1.5119140487232559
logarithm	glrlm	RunLengthNonUniformity	67.78151465091763	6.65867807406269
logarithm	glrlm	RunLengthNonUniformityNormalized	0.26643314101440096	0.6125024137574407
logarithm	glrlm	RunPercentage	0.4294649986691509	0.7527472527472526
logarithm	glrlm	RunVariance	2.707179710126616	0.22730452310558097
logarithm	glrlm	ShortRunEmphasis	0.4974758305907608	0.7409147476455169
logarithm	glrlm	ShortRunHighGrayLevelEmphasis	2.9887942769400095	2.2221767548690625
logarithm	glrlm	ShortRunLowGrayLevelEmphasis	0.11781327279374183	0.3705992458396305
logarithm	glszm	GrayLevelNonUniformity	4.75	1.0
logarithm	glszm	GrayLevelNonUniformityNormalized	0.59375	0.5
logarithm	glszm	GrayLevelVariance	0.484375	0.25
logarithm	glszm	HighGrayLevelZoneEmphasis	7.375	2.5
logarithm	glszm	LargeAreaEmphasis	24253.5	65.0
logarithm	glszm	LargeAreaHighGrayLevelEmphasis	106723.0	246.5
logarithm	glszm	LargeAreaLowGrayLevelEmphasis	5815.013888888889	19.625
logarithm	glszm	LowGrayLevelZoneEmphasis	0.23958333333333331	0.625
logarithm	glszm	SizeZoneNonUniformity	1.25	1.0
logarithm	glszm	SizeZoneNonUniformityNormalized	0.15625	0.5
logarithm	glszm	SmallAreaEmphasis	0.27567059427706087	0.05968778696051423
logarithm	glszm	SmallAreaHighGrayLevelEmphasis	2.477125588913799	0.07208448117539026
logarithm	glszm	SmallAreaLowGrayLevelEmphasis	0.031064191296888678	0.05658861340679522
logarithm	glszm	ZoneEntropy	2.749999999999998	0.9999999999999993
logarithm	glszm	ZonePercentage	0.01384083044982699	0.14285714285714285
logarithm	glszm	ZoneVariance	19033.4375	16.0
logarithm	gldm	DependenceEntropy	5.244904595797565	2.7534343861887827
logarithm	gldm	DependenceNonUniformity	27.68166089965398	2.142857142857143
logarithm	gldm	DependenceNonUniformityNormalized	0.047892146885214495	0.15306122448979592
logarithm	gldm	DependenceVariance	37.536427964224565	7.673469387755102
logarithm	gldm	GrayLevelNonUniformity	342.4567474048443	9.285714285714286
logarithm	gldm	GrayLevelVariance	0.22387184061493515	0.16836734693877553
logarithm	gldm	HighGrayLevelEmphasis	5.1280276816609	3.357142857142857
logarithm	gldm	LargeDependenceEmphasis	288.24913494809687	62.857142857142854
logarithm	gldm	LargeDependenceHighGrayLevelEmphasis	1344.287197231834	245.64285714285714
logarithm	gldm	LargeDependenceLowGrayLevelEmphasis	68.22270280661283	17.160714285714285
logarithm	gldm	LowGrayLevelEmphasis	0.23712033833141097	0.4107142857142857
logarithm	gldm	SmallDependenceEmphasis	0.014307536535302859	0.03584052398562294
logarithm	gldm	SmallDependenceHighGrayLevelEmphasis	0.1033201553511255	0.07193352451392031
logarithm	gldm	SmallDependenceLowGrayLevelEmphasis	0.002667854268327562	0.02681727385354859
logarithm	ngtdm	Busyness	10.459630845823913	0.4894736842105263
logarithm	ngtdm	Coarseness	0.016684805686257808	0.7526881720430108
logarithm	ngtdm	Complexity	0.8278297104489748	0.18979591836734694
logarithm	ngtdm	Contrast	0.017775840718626718	0.03782798833819242
logarithm	ngtdm	Strength	0.04081392939464279	0.6358381502890174
gradient	firstorder	10Percentile	14.540561389923097	19.848308181762697
gradient	firstorder	90Percentile	68.8163513183594	64.58340911865234
gradient	firstorder	Energy	66363008.20168001	1682919.6590007073
gradient	firstorder	Entropy	1.7749846647881808	1.492614068017125
gradient	firstorder	InterquartileRange	29.859041690826416	24.816646099090576
gradient	firstorder	Kurtosis	3.061167239567144	1.9204183827108658
gradient	firstorder	Maximum	117.50360107421875	71.88990783691406
gradient	firstorder	MeanAbsoluteDeviation	17.069154721053387	14.71933364868164
gradient	firstorder	Mean	38.199348433207476	46.27437210083008
gradient	firstorder	Median	34.65542793273926	49.909759521484375
gradient	firstorder	Minimum	1.9217479228973389	16.2578182220459
gradient	firstorder	Range	115.58185315132141	55.632089614868164
gradient	firstorder	RobustMeanAbsoluteDeviation	12.472200095855712	10.354197311401364
gradient	firstorder	RootMeanSquared	338.8434639807759	346.7110426154308
gradient	firstorder	Skewness	0.7259181849699154	-0.42444235073330167
gradient	firstorder	TotalEnergy	66363008.20168001	1682919.6590007073
gradient	firstorder	Uniformity	0.32226625639060835	0.37755102040816324
gradient	firstorder	Variance	436.0938018452962	302.6062976549708
gradient	glcm	Autocorrelation	4.024548806767629	5.760744810744811
gradient	glcm	JointAverage	1.9597920418115535	2.3598595848595854
gradient	glcm	ClusterProminence	9.024356415569127	4.346693554765458
gradient	glcm	ClusterShade	1.1741293712623178	-0.78392049379332
gradient	glcm	ClusterTendency	1.7861795834357581	1.4812575828052017
gradient	glcm	Contrast	1.0516298032219473	0.7866300366300366
gradient	glcm	Correlation	0.2591481049830687	0.2546787221192268
gradient	glcm	DifferenceAverage	0.7258647631266956	0.6156898656898656
gradient	glcm	DifferenceEntropy	1.4913553083287034	0.9228807021447261
gradient	glcm	DifferenceVariance	0.523097366481784	0.31388971258018883
gradient	glcm	JointEnergy	0.12063913724739936	0.2990580605461558
gradient	glcm	JointEntropy	3.373816967598757	1.9637648416750662
gradient	glcm	Imc1	-0.03964192121166318	-0.523089091305651
gradient	glcm	Imc2	0.35021331217216317	0.8033479547936724
gradient	glcm	Idm	0.6695253432412791	0.7092490842490842
gradient	glcm	Idmn	0.962783861241888	0.9292265426880811
gradient	glcm	Id	0.6867588559023481	0.7206450956450957
gradient	glcm	Idn	0.8864447269008925	0.854624542124542
gradient	glcm	InverseVariance	0.4834570153022547	0.4661172161172161
gradient	glcm	MaximumProbability	0.20735786293571115	0.39578754578754577
gradient	glcm	SumEntropy	2.3866585934220312	1.4335450614552863
gradient	glcm	SumSquares	0.7094523466644262	0.5669719048588097
gradient	glrlm	GrayLevelNonUniformity	116.70199915752141	4.290240528702067
gradient	glrlm	GrayLevelNonUniformityNormalized	0.29920381742432106	0.3619550105879161
gradient	glrlm	GrayLevelVariance	0.8648418493545823	0.6367140043798
gradient	glrlm	HighGrayLevelRunEmphasis	5.306735275519811	5.5625092855862075
gradient	glrlm	LongRunEmphasis	2.94666457728935	1.6353415814954277
gradient	glrlm	LongRunHighGrayLevelEmphasis	12.35012377878297	10.13198212044366
gradient	glrlm	LongRunLowGrayLevelEmphasis	1.4113662526032786	0.5119833514064283
gradient	glrlm	LowGrayLevelRunEmphasis	0.42365206576928105	0.36344695190849036
gradient	glrlm	RunEntropy	3.1295994130868867	1.9448925889648523
gradient	glrlm	RunLengthNonUniformity	201.15389264908669	8.846521427290657
gradient	glrlm	RunLengthNonUniformityNormalized	0.5146412457792736	0.7272079324506705
gradient	glrlm	RunPercentage	0.6746073995208944	0.8461538461538461
gradient	glrlm	RunVariance	0.733663632982765	0.14721334146697246
gradient	glrlm	ShortRunEmphasis	0.7436825980100377	0.8518483653099037
gradient	glrlm	ShortRunHighGrayLevelEmphasis	4.302192164901279	4.4628761196068885
gradient	glrlm	ShortRunLowGrayLevelEmphasis	0.2992710209641991	0.328983792204946
gradient	glszm	GrayLevelNonUniformity	6.583333333333333	1.0
gradient	glszm	GrayLevelNonUniformityNormalized	0.2743055555555556	0.3333333333333333
gradient	glszm	GrayLevelVariance	1.75	0.6666666666666666
gradient	glszm	HighGrayLevelZoneEmphasis	10.75	4.666666666666667
gradient	glszm	LargeAreaEmphasis	4152.416666666667	24.666666666666668
gradient	glszm	LargeAreaHighGrayLevelEmphasis	15455.916666666666	171.33333333333334
gradient	glszm	LargeAreaLowGrayLevelEmphasis	1875.8028125	6.148148148148148
gradient	glszm	LowGrayLevelZoneEmphasis	0.3149652777777778	0.4537037037037037
gradient	glszm	SizeZoneNonUniformity	6.083333333333333	1.0
gradient	glszm	SizeZoneNonUniformityNormalized	0.2534722222222222	0.3333333333333333
gradient	glszm	SmallAreaEmphasis	0.48769929814221574	0.06467309145880575
gradient	glszm	SmallAreaHighGrayLevelEmphasis	5.607221742804395	0.18159486016628876
gradient	glszm	SmallAreaLowGrayLevelEmphasis	0.16245534239973264	0.043001228269085416
gradient	glszm	ZoneEntropy	3.740601562950718	1.5849625007211552
gradient	glszm	ZonePercentage	0.04152249134948097	0.21428571428571427
gradient	glszm	ZoneVariance	3572.4097222222217	2.888888888888889
gradient	gldm	DependenceEntropy	5.594904552561431	1.9211854965885529
gradient	gldm	DependenceNonUniformity	34.761245674740486	5.428571428571429
gradient	gldm	DependenceNonUniformityNormalized	0.0601405634511081	0.3877551020408163
gradient	gldm	DependenceVariance	22.708624178350355	4.142857142857142
gradient	gldm	GrayLevelNonUniformity	186.26989619377161	5.285714285714286
gradient	gldm	GrayLevelVariance	0.7681181978185128	0.6326530612244898
gradient	gldm	HighGrayLevelEmphasis	4.795847750865052	5.857142857142857
gradient	gldm	LargeDependenceEmphasis	112.20415224913495	29.142857142857142
gradient	gldm	LargeDependenceHighGrayLevelEmphasis	373.87543252595157	233.28571428571428
gradient	gldm	LargeDependenceLowGrayLevelEmphasis	59.94577229911572	5.32936507936508
gradient	gldm	LowGrayLevelEmphasis	0.44807910419069585	0.3412698412698413
gradient	gldm	SmallDependenceEmphasis	0.046497512197284985	0.07220804988662131
gradient	gldm	SmallDependenceHighGrayLevelEmphasis	0.42974300029399715	0.2684240362811791
gradient	gldm	SmallDependenceLowGrayLevelEmphasis	0.015652029743115334	0.03449192176870748
gradient	ngtdm	Busyness	11.048046417858478	0.32396184062850725
gradient	ngtdm	Coarseness	0.011037329466043183	0.6002078641953924
gradient	ngtdm	Complexity	6.587411289014365	1.0137561140158542
gradient	ngtdm	Contrast	0.0455978977884552	0.0735052173827684
gradient	ngtdm	Strength	0.10941762669764507	1.6979625632078543
log-sigma-1-0-mm-3D	firstorder	10Percentile	-57.49421272277832	-59.75811004638672
log-sigma-1-0-mm-3D	firstorder	90Percentile	8.356695461273205	-16.302529144287103
log-sigma-1-0-mm-3D	firstorder	Energy	44542014.42528781	943055.4368681044
log-sigma-1-0-mm-3D	firstorder	Entropy	2.101061647878806	1.7273966735744781
log-sigma-1-0-mm-3D	firstorder	InterquartileRange	33.77560329437256	25.046574592590332
log-sigma-1-0-mm-3D	firstorder	Kurtosis	3.2858692404286294	2.6455851859709907
log-sigma-1-0-mm-3D	firstorder	Maximum	67.9368667602539	0.39411354064941406
log-sigma-1-0-mm-3D	firstorder	MeanAbsoluteDeviation	20.427602801977525	14.609665072694117
log-sigma-1-0-mm-3D	firstorder	Mean	-23.618069847356075	-41.12069116319929
log-sigma-1-0-mm-3D	firstorder	Median	-24.674259185791016	-41.6140079498291
log-sigma-1-0-mm-3D	firstorder	Minimum	-82.0352783203125	-64.73876953125
log-sigma-1-0-mm-3D	firstorder	Range	149.9721450805664	65.13288307189941
log-sigma-1-0-mm-3D	firstorder	RobustMeanAbsoluteDeviation	14.028290509507409	9.677302398681642
log-sigma-1-0-mm-3D	firstorder	RootMeanSquared	277.60098828042663	259.54017537451887
log-sigma-1-0-mm-3D	firstorder	Skewness	0.4999339366577383	0.7398942502163336
log-sigma-1-0-mm-3D	firstorder	TotalEnergy	44542014.42528781	943055.4368681044
log-sigma-1-0-mm-3D	firstorder	Uniformity	0.26820799559392244	0.336734693877551
log-sigma-1-0-mm-3D	firstorder	Variance	675.33737936864	342.6060896163922
log-sigma-1-0-mm-3D	glcm	Autocorrelation	14.296314309042602	2.9404761904761902
log-sigma-1-0-mm-3D	glcm	JointAverage	3.7022236942716114	1.6975274725274723
log-sigma-1-0-mm-3D	glcm	ClusterProminence	38.96443649187784	7.886746122690749
log-sigma-1-0-mm-3D	glcm	ClusterShade	2.0754906985971946	1.680252778400738
log-sigma-1-0-mm-3D	glcm	ClusterTendency	3.562393371244199	1.529511163439735
log-sigma-1-0-mm-3D	glcm	Contrast	1.2080158996015553	1.420818070818071
log-sigma-1-0-mm-3D	glcm	Correlation	0.4929182838631574	0.0017510659934330585
log-sigma-1-0-mm-3D	glcm	DifferenceAverage	0.7641971889367883	0.9028693528693528
log-sigma-1-0-mm-3D	glcm	DifferenceEntropy	1.5449766479857752	0.9694434092411206
log-sigma-1-0-mm-3D	glcm	DifferenceVariance	0.6038700738568473	0.39212333081380696
log-sigma-1-0-mm-3D	glcm	JointEnergy	0.08607036461605871	0.25387287536097064
log-sigma-1-0-mm-3D	glcm	JointEntropy	4.001710699916921	2.128453495591486
log-sigma-1-0-mm-3D	glcm	Imc1	-0.13252319317791056	-0.5120601406150423
log-sigma-1-0-mm-3D	glcm	Imc2	0.6234106103944299	0.8363774899669318
log-sigma-1-0-mm-3D	glcm	Idm	0.6617704231589141	0.6003601953601954
log-sigma-1-0-mm-3D	glcm	Idmn	0.9773285822171665	0.9296351361057243
log-sigma-1-0-mm-3D	glcm	Id	0.6820005017304683	0.6188644688644689
log-sigma-1-0-mm-3D	glcm	Idn	0.9102969026111124	0.834859584859585
log-sigma-1-0-mm-3D	glcm	InverseVariance	0.4654798516277741	0.6010175010175011
log-sigma-1-0-mm-3D	glcm	MaximumProbability	0.18672835665925153	0.3141636141636142
log-sigma-1-0-mm-3D	glcm	SumEntropy	2.9075932428097433	1.364045681183672
log-sigma-1-0-mm-3D	glcm	SumSquares	1.1926023177114387	0.7375823085644514
log-sigma-1-0-mm-3D	glrlm	GrayLevelNonUniformity	101.04417474724106	4.05635390250775
log-sigma-1-0-mm-3D	glrlm	GrayLevelNonUniformityNormalized	0.2601606145347548	0.3247462655218361
log-sigma-1-0-mm-3D	glrlm	GrayLevelVariance	1.224931986452846	0.8608150208953252
log-sigma-1-0-mm-3D	glrlm	HighGrayLevelRunEmphasis	13.683095555868722	4.590588898281206
log-sigma-1-0-mm-3D	glrlm	LongRunEmphasis	3.056865989158458	1.4363905325443784
log-sigma-1-0-mm-3D	glrlm	LongRunHighGrayLevelEmphasis	42.57925196032625	5.546210200056352
log-sigma-1-0-mm-3D	glrlm	LongRunLowGrayLevelEmphasis	0.30970831786882214	0.8422381793776025
log-sigma-1-0-mm-3D	glrlm	LowGrayLevelRunEmphasis	0.1113471081689388	0.5036040570896341
log-sigma-1-0-mm-3D	glrlm	RunEntropy	3.4213038966544556	2.042594021346625
log-sigma-1-0-mm-3D	glrlm	RunLengthNonUniformity	202.9201824019804	10.380670611439843
log-sigma-1-0-mm-3D	glrlm	RunLengthNonUniformityNormalized	0.5159509258961317	0.8206202902948464
log-sigma-1-0-mm-3D	glrlm	RunPercentage	0.6731434655310088	0.8901098901098901
log-sigma-1-0-mm-3D	glrlm	RunVariance	0.7841881308032435	0.08968985485257676
log-sigma-1-0-mm-3D	glrlm	ShortRunEmphasis	0.7414143741042801	0.8909023668639052
log-sigma-1-0-mm-3D	glrlm	ShortRunHighGrayLevelEmphasis	10.074934248978025	4.35168357283742
log-sigma-1-0-mm-3D	glrlm	ShortRunLowGrayLevelEmphasis	0.08496599902396919	0.41894552651764205
log-sigma-1-0-mm-3D	glszm	GrayLevelNonUniformity	2.230769230769231	1.0
log-sigma-1-0-mm-3D	glszm	GrayLevelNonUniformityNormalized	0.17159763313609466	0.25
log-sigma-1-0-mm-3D	glszm	GrayLevelVariance	3.4674556213017755	1.25
log-sigma-1-0-mm-3D	glszm	HighGrayLevelZoneEmphasis	16.53846153846154	7.5
log-sigma-1-0-mm-3D	glszm	LargeAreaEmphasis	6695.384615384615	16.5
log-sigma-1-0-mm-3D	glszm	LargeAreaHighGrayLevelEmphasis	83944.76923076923	47.0
log-sigma-1-0-mm-3D	glszm	LargeAreaLowGrayLevelEmphasis	656.0777886795743	10.68923611111111
log-sigma-1-0-mm-3D	glszm	LowGrayLevelZoneEmphasis	0.24263823478109192	0.3559027777777778
log-sigma-1-0-mm-3D	glszm	SizeZoneNonUniformity	1.9230769230769231	1.0
log-sigma-1-0-mm-3D	glszm	SizeZoneNonUniformityNormalized	0.14792899408284024	0.25
log-sigma-1-0-mm-3D	glszm	SmallAreaEmphasis	0.28064036617771726	0.32944444444444443
log-sigma-1-0-mm-3D	glszm	SmallAreaHighGrayLevelEmphasis	2.7803080692338673	4.609444444444445
log-sigma-1-0-mm-3D	glszm	SmallAreaLowGrayLevelEmphasis	0.16484980631208807	0.03201388888888888
log-sigma-1-0-mm-3D	glszm	ZoneEntropy	3.5465935642949344	1.9999999999999987
log-sigma-1-0-mm-3D	glszm	ZonePercentage	0.02249134948096886	0.2857142857142857
log-sigma-1-0-mm-3D	glszm	ZoneVariance	4718.556213017752	4.25
log-sigma-1-0-mm-3D	gldm	DependenceEntropy	5.874887355341155	2.074164743022574
log-sigma-1-0-mm-3D	gldm	DependenceNonUniformity	42.200692041522494	4.428571428571429
log-sigma-1-0-mm-3D	gldm	DependenceNonUniformityNormalized	0.0730115779265095	0.3163265306122449
log-sigma-1-0-mm-3D	gldm	DependenceVariance	20.931657906394797	3.6938775510204076
log-sigma-1-0-mm-3D	gldm	GrayLevelNonUniformity	155.0242214532872	4.714285714285714
log-sigma-1-0-mm-3D	gldm	GrayLevelVariance	1.1325534895415525	0.836734693877551
log-sigma-1-0-mm-3D	gldm	HighGrayLevelEmphasis	13.785467128027681	4.285714285714286
log-sigma-1-0-mm-3D	gldm	LargeDependenceEmphasis	111.14878892733564	18.571428571428573
log-sigma-1-0-mm-3D	gldm	LargeDependenceHighGrayLevelEmphasis	1586.2941176470588	31.714285714285715
log-sigma-1-0-mm-3D	gldm	LargeDependenceLowGrayLevelEmphasis	10.341568853031408	16.12152777777778
log-sigma-1-0-mm-3D	gldm	LowGrayLevelEmphasis	0.10719669240245118	0.5381944444444444
log-sigma-1-0-mm-3D	gldm	SmallDependenceEmphasis	0.02917744530803121	0.17857142857142858
log-sigma-1-0-mm-3D	gldm	SmallDependenceHighGrayLevelEmphasis	0.379117726547865	1.7142857142857142
log-sigma-1-0-mm-3D	gldm	SmallDependenceLowGrayLevelEmphasis	0.006227604206848926	0.03521825396825397
log-sigma-1-0-mm-3D	ngtdm	Busyness	2.474689788513999	1.1045454545454543
log-sigma-1-0-mm-3D	ngtdm	Coarseness	0.015897401854932266	0.35208047553726574
log-sigma-1-0-mm-3D	ngtdm	Complexity	10.064799084144003	4.089560727872416
log-sigma-1-0-mm-3D	ngtdm	Contrast	0.02681722205783334	0.09774985030087067
log-sigma-1-0-mm-3D	ngtdm	Strength	0.25956654414605185	2.038085434894493
log-sigma-2-0-mm-3D	firstorder	10Percentile	-67.66109924316406	-35.20794677734375
log-sigma-2-0-mm-3D	firstorder	90Percentile	-27.167612838745107	4.674677467346193
log-sigma-2-0-mm-3D	firstorder	Energy	37335035.40361898	1137826.6109250896
log-sigma-2-0-mm-3D	firstorder	Entropy	1.5327611034139341	1.4926140680171247
log-sigma-2-0-mm-3D	firstorder	InterquartileRange	20.136531829833984	22.746055364608765
log-sigma-2-0-mm-3D	firstorder	Kurtosis	3.205006545428975	1.9782437114151714
log-sigma-2-0-mm-3D	firstorder	Maximum	-0.386505126953125	13.2346830368042
log-sigma-2-0-mm-3D	firstorder	MeanAbsoluteDeviation	12.695800525078697	13.313532965523857
log-sigma-2-0-mm-3D	firstorder	Mean	-46.36593217998227	-15.334562574114118
log-sigma-2-0-mm-3D	firstorder	Median	-45.2574348449707	-17.14868974685669
log-sigma-2-0-mm-3D	firstorder	Minimum	-92.94915771484375	-37.769386291503906
log-sigma-2-0-mm-3D	firstorder	Range	92.56265258789062	51.004069328308105
log-sigma-2-0-mm-3D	firstorder	RobustMeanAbsoluteDeviation	8.555599635161327	9.296384525299072
log-sigma-2-0-mm-3D	firstorder	RootMeanSquared	254.15248741153857	285.08477572783875
log-sigma-2-0-mm-3D	firstorder	Skewness	-0.01905816551517846	0.22797726938883273
log-sigma-2-0-mm-3D	firstorder	TotalEnergy	37335035.40361898	1137826.6109250896
log-sigma-2-0-mm-3D	firstorder	Uniformity	0.3996240466469511	0.37755102040816324
log-sigma-2-0-mm-3D	firstorder	Variance	263.24649854294	238.9180869211535
log-sigma-2-0-mm-3D	glcm	Autocorrelation	6.821221463015375	3.8713064713064713
log-sigma-2-0-mm-3D	glcm	JointAverage	2.5608969237357524	1.9380036630036628
log-sigma-2-0-mm-3D	glcm	ClusterProminence	6.028348656459373	1.9101977306983324
log-sigma-2-0-mm-3D	glcm	ClusterShade	-0.5132670139750698	0.28853026546393934
log-sigma-2-0-mm-3D	glcm	ClusterTendency	1.4305224913873418	0.853920722135008
log-sigma-2-0-mm-3D	glcm	Contrast	0.3788397054319705	0.49603174603174605
log-sigma-2-0-mm-3D	glcm	Correlation	0.5801071040123094	0.24347574592309418
log-sigma-2-0-mm-3D	glcm	DifferenceAverage	0.3604211908442464	0.49603174603174605
log-sigma-2-0-mm-3D	glcm	DifferenceEntropy	0.9850102884341063	0.6992935118424987
log-sigma-2-0-mm-3D	glcm	DifferenceVariance	0.2457607032422081	0.1695022481927244
log-sigma-2-0-mm-3D	glcm	JointEnergy	0.22405532542997764	0.3515651830532783
log-sigma-2-0-mm-3D	glcm	JointEntropy	2.608943261163328	1.7989245425815419
log-sigma-2-0-mm-3D	glcm	Imc1	-0.21862683222421975	-0.34622672911763874
log-sigma-2-0-mm-3D	glcm	Imc2	0.6761462322391091	0.6459406023823645
log-sigma-2-0-mm-3D	glcm	Idm	0.8216312560366492	0.7519841269841271
log-sigma-2-0-mm-3D	glcm	Idmn	0.9780403440555498	0.9503968253968255
log-sigma-2-0-mm-3D	glcm	Id	0.8228591570091641	0.7519841269841271
