Image type	Feature Class	Feature Name	1: RTSTRUCT: ANON_3_segment_RT Temporal
gradient	glrlm	LowGrayLevelRunEmphasis	0.191226724
gradient	glrlm	RunEntropy	3.540488297
gradient	glrlm	RunLengthNonUniformity	1665.702552
gradient	glrlm	RunLengthNonUniformityNormalized	0.632049919
gradient	glrlm	RunPercentage	0.763066202
gradient	glrlm	RunVariance	0.477073368
gradient	glrlm	ShortRunEmphasis	0.82262694
gradient	glrlm	ShortRunHighGrayLevelEmphasis	11.78207643
gradient	glrlm	ShortRunLowGrayLevelEmphasis	0.148980419
gradient	glszm	GrayLevelNonUniformity	22.02898551
gradient	glszm	GrayLevelNonUniformityNormalized	0.15963033
gradient	glszm	GrayLevelVariance	4.612266331
gradient	glszm	HighGrayLevelZoneEmphasis	16.91304348
gradient	glszm	LargeAreaEmphasis	12884.94203
gradient	glszm	LargeAreaHighGrayLevelEmphasis	153496.6812
gradient	glszm	LargeAreaLowGrayLevelEmphasis	1771.591411
gradient	glszm	LowGrayLevelZoneEmphasis	0.322203305
gradient	glszm	SizeZoneNonUniformity	44.75362319
gradient	glszm	SizeZoneNonUniformityNormalized	0.324301617
gradient	glszm	SmallAreaEmphasis	0.589859647
gradient	glszm	SmallAreaHighGrayLevelEmphasis	10.08511023
gradient	glszm	SmallAreaLowGrayLevelEmphasis	0.17809254
gradient	glszm	ZoneEntropy	4.791359352
gradient	glszm	ZonePercentage	0.040069686
gradient	glszm	ZoneVariance	12262.11405
gradient	gldm	DependenceEntropy	6.137019239
gradient	gldm	DependenceNonUniformity	295.0319396
gradient	gldm	DependenceNonUniformityNormalized	0.085665488
gradient	gldm	DependenceVariance	15.36107031
gradient	gldm	GrayLevelNonUniformity	640.8728223
gradient	gldm	GrayLevelVariance	2.121385675
gradient	gldm	HighGrayLevelEmphasis	13.32171893
gradient	gldm	LargeDependenceEmphasis	66.63066202
gradient	gldm	LargeDependenceHighGrayLevelEmphasis	644.5458769
gradient	gldm	LargeDependenceLowGrayLevelEmphasis	24.1589014
gradient	gldm	LowGrayLevelEmphasis	0.210667313
gradient	gldm	SmallDependenceEmphasis	0.063372519
gradient	gldm	SmallDependenceHighGrayLevelEmphasis	0.999715249
gradient	gldm	SmallDependenceLowGrayLevelEmphasis	0.01476271
gradient	ngtdm	Busyness	21.87468212
gradient	ngtdm	Coarseness	0.001962338
gradient	ngtdm	Complexity	24.97342182
gradient	ngtdm	Contrast	0.069955672
gradient	ngtdm	Strength	0.043781448
log-sigma-1-0-mm-3D	firstorder	10Percentile	-71.13405838
log-sigma-1-0-mm-3D	firstorder	90Percentile	45.21855469
log-sigma-1-0-mm-3D	firstorder	Energy	282720503.5
log-sigma-1-0-mm-3D	firstorder	Entropy	2.835211373
log-sigma-1-0-mm-3D	firstorder	InterquartileRange	62.5862639
log-sigma-1-0-mm-3D	firstorder	Kurtosis	2.575717699
log-sigma-1-0-mm-3D	firstorder	Maximum	126.7825928
log-sigma-1-0-mm-3D	firstorder	MeanAbsoluteDeviation	35.78487387
log-sigma-1-0-mm-3D	firstorder	Mean	-16.8488331
log-sigma-1-0-mm-3D	firstorder	Median	-21.31965256
log-sigma-1-0-mm-3D	firstorder	Minimum	-122.4821014
log-sigma-1-0-mm-3D	firstorder	Range	249.2646942
log-sigma-1-0-mm-3D	firstorder	RobustMeanAbsoluteDeviation	25.92436282
log-sigma-1-0-mm-3D	firstorder	RootMeanSquared	286.5148138
log-sigma-1-0-mm-3D	firstorder	Skewness	0.366707238
log-sigma-1-0-mm-3D	firstorder	TotalEnergy	282720503.5
log-sigma-1-0-mm-3D	firstorder	Uniformity	0.158026516
log-sigma-1-0-mm-3D	firstorder	Variance	1916.1552
log-sigma-1-0-mm-3D	glcm	Autocorrelation	25.56634227
log-sigma-1-0-mm-3D	glcm	JointAverage	4.863357642
log-sigma-1-0-mm-3D	glcm	ClusterProminence	284.4481562
log-sigma-1-0-mm-3D	glcm	ClusterShade	13.73958767
log-sigma-1-0-mm-3D	glcm	ClusterTendency	10.49701207
log-sigma-1-0-mm-3D	glcm	Contrast	2.842967943
log-sigma-1-0-mm-3D	glcm	Correlation	0.57522797
log-sigma-1-0-mm-3D	glcm	DifferenceAverage	1.243344177
log-sigma-1-0-mm-3D	glcm	DifferenceEntropy	2.03125995
log-sigma-1-0-mm-3D	glcm	DifferenceVariance	1.254835445
log-sigma-1-0-mm-3D	glcm	JointEnergy	0.031401506
log-sigma-1-0-mm-3D	glcm	JointEntropy	5.397576559
log-sigma-1-0-mm-3D	glcm	Imc1	-0.120246271
log-sigma-1-0-mm-3D	glcm	Imc2	0.680801297
log-sigma-1-0-mm-3D	glcm	Idm	0.525262995
log-sigma-1-0-mm-3D	glcm	Idmn	0.97829673
log-sigma-1-0-mm-3D	glcm	Id	0.570103745
log-sigma-1-0-mm-3D	glcm	Idn	0.905659029
log-sigma-1-0-mm-3D	glcm	InverseVariance	0.459738426
log-sigma-1-0-mm-3D	glcm	MaximumProbability	0.062938262
log-sigma-1-0-mm-3D	glcm	SumEntropy	3.680448693
log-sigma-1-0-mm-3D	glcm	SumSquares	3.334995003
log-sigma-1-0-mm-3D	glrlm	GrayLevelNonUniformity	411.4558293
log-sigma-1-0-mm-3D	glrlm	GrayLevelNonUniformityNormalized	0.156964087
log-sigma-1-0-mm-3D	glrlm	GrayLevelVariance	3.147864062
log-sigma-1-0-mm-3D	glrlm	HighGrayLevelRunEmphasis	26.36756811
log-sigma-1-0-mm-3D	glrlm	LongRunEmphasis	2.246423206
log-sigma-1-0-mm-3D	glrlm	LongRunHighGrayLevelEmphasis	59.75794055
log-sigma-1-0-mm-3D	glrlm	LongRunLowGrayLevelEmphasis	0.159327619
log-sigma-1-0-mm-3D	glrlm	LowGrayLevelRunEmphasis	0.076923159
log-sigma-1-0-mm-3D	glrlm	RunEntropy	3.856904376
log-sigma-1-0-mm-3D	glrlm	RunLengthNonUniformity	1663.896612
log-sigma-1-0-mm-3D	glrlm	RunLengthNonUniformityNormalized	0.630376656
log-sigma-1-0-mm-3D	glrlm	RunPercentage	0.761592066
log-sigma-1-0-mm-3D	glrlm	RunVariance	0.495405122
log-sigma-1-0-mm-3D	glrlm	ShortRunEmphasis	0.820845366
log-sigma-1-0-mm-3D	glrlm	ShortRunHighGrayLevelEmphasis	21.64936732
log-sigma-1-0-mm-3D	glrlm	ShortRunLowGrayLevelEmphasis	0.064556461
log-sigma-1-0-mm-3D	glszm	GrayLevelNonUniformity	18.2519084
log-sigma-1-0-mm-3D	glszm	GrayLevelNonUniformityNormalized	0.139327545
log-sigma-1-0-mm-3D	glszm	GrayLevelVariance	6.157216945
log-sigma-1-0-mm-3D	glszm	HighGrayLevelZoneEmphasis	36.78625954
log-sigma-1-0-mm-3D	glszm	LargeAreaEmphasis	12021.80153
log-sigma-1-0-mm-3D	glszm	LargeAreaHighGrayLevelEmphasis	252896.7405
log-sigma-1-0-mm-3D	glszm	LargeAreaLowGrayLevelEmphasis	746.4715805
log-sigma-1-0-mm-3D	glszm	LowGrayLevelZoneEmphasis	0.142667499
log-sigma-1-0-mm-3D	glszm	SizeZoneNonUniformity	25.85496183
log-sigma-1-0-mm-3D	glszm	SizeZoneNonUniformityNormalized	0.197366121
log-sigma-1-0-mm-3D	glszm	SmallAreaEmphasis	0.438996153
log-sigma-1-0-mm-3D	glszm	SmallAreaHighGrayLevelEmphasis	17.39454348
log-sigma-1-0-mm-3D	glszm	SmallAreaLowGrayLevelEmphasis	0.056693683
log-sigma-1-0-mm-3D	glszm	ZoneEntropy	5.521261526
log-sigma-1-0-mm-3D	glszm	ZonePercentage	0.038037166
log-sigma-1-0-mm-3D	glszm	ZoneVariance	11330.63341
log-sigma-1-0-mm-3D	gldm	DependenceEntropy	6.472262509
log-sigma-1-0-mm-3D	gldm	DependenceNonUniformity	296.4947735
log-sigma-1-0-mm-3D	gldm	DependenceNonUniformityNormalized	0.086090236
log-sigma-1-0-mm-3D	gldm	DependenceVariance	12.42861594
log-sigma-1-0-mm-3D	gldm	GrayLevelNonUniformity	544.2433217
log-sigma-1-0-mm-3D	gldm	GrayLevelVariance	3.133020227
log-sigma-1-0-mm-3D	gldm	HighGrayLevelEmphasis	26.41840883
log-sigma-1-0-mm-3D	gldm	LargeDependenceEmphasis	64.2485482
log-sigma-1-0-mm-3D	gldm	LargeDependenceHighGrayLevelEmphasis	1750.214576
log-sigma-1-0-mm-3D	gldm	LargeDependenceLowGrayLevelEmphasis	4.078908837
log-sigma-1-0-mm-3D	gldm	LowGrayLevelEmphasis	0.074605265
log-sigma-1-0-mm-3D	gldm	SmallDependenceEmphasis	0.054614634
log-sigma-1-0-mm-3D	gldm	SmallDependenceHighGrayLevelEmphasis	1.675874373
log-sigma-1-0-mm-3D	gldm	SmallDependenceLowGrayLevelEmphasis	0.005356523
log-sigma-1-0-mm-3D	ngtdm	Busyness	6.942544595
log-sigma-1-0-mm-3D	ngtdm	Coarseness	0.002858873
log-sigma-1-0-mm-3D	ngtdm	Complexity	39.04841832
log-sigma-1-0-mm-3D	ngtdm	Contrast	0.043312914
log-sigma-1-0-mm-3D	ngtdm	Strength	0.121922663
log-sigma-2-0-mm-3D	firstorder	10Percentile	-76.52907944
log-sigma-2-0-mm-3D	firstorder	90Percentile	36.59179077
log-sigma-2-0-mm-3D	firstorder	Energy	265748697.8
log-sigma-2-0-mm-3D	firstorder	Entropy	2.793334416
log-sigma-2-0-mm-3D	firstorder	InterquartileRange	52.78056526
log-sigma-2-0-mm-3D	firstorder	Kurtosis	3.582246566
log-sigma-2-0-mm-3D	firstorder	Maximum	120.2687225
log-sigma-2-0-mm-3D	firstorder	MeanAbsoluteDeviation	34.33545393
log-sigma-2-0-mm-3D	firstorder	Mean	-25.81654001
log-sigma-2-0-mm-3D	firstorder	Median	-32.82092476
log-sigma-2-0-mm-3D	firstorder	Minimum	-120.9094238
log-sigma-2-0-mm-3D	firstorder	Range	241.1781464
log-sigma-2-0-mm-3D	firstorder	RobustMeanAbsoluteDeviation	22.4871773
log-sigma-2-0-mm-3D	firstorder	RootMeanSquared	277.7819365
log-sigma-2-0-mm-3D	firstorder	Skewness	0.827472056
log-sigma-2-0-mm-3D	firstorder	TotalEnergy	265748697.8
log-sigma-2-0-mm-3D	firstorder	Uniformity	0.173220002
log-sigma-2-0-mm-3D	firstorder	Variance	1986.234518
log-sigma-2-0-mm-3D	glcm	Autocorrelation	22.91674857
log-sigma-2-0-mm-3D	glcm	JointAverage	4.483328206
log-sigma-2-0-mm-3D	glcm	ClusterProminence	573.0674991
log-sigma-2-0-mm-3D	glcm	ClusterShade	39.79470378
log-sigma-2-0-mm-3D	glcm	ClusterTendency	12.67087811
log-sigma-2-0-mm-3D	glcm	Contrast	1.406398359
log-sigma-2-0-mm-3D	glcm	Correlation	0.801039362
log-sigma-2-0-mm-3D	glcm	DifferenceAverage	0.864132393
log-sigma-2-0-mm-3D	glcm	DifferenceEntropy	1.613509616
log-sigma-2-0-mm-3D	glcm	DifferenceVariance	0.630237616
log-sigma-2-0-mm-3D	glcm	JointEnergy	0.048111666
log-sigma-2-0-mm-3D	glcm	JointEntropy	4.905570869
log-sigma-2-0-mm-3D	glcm	Imc1	-0.264174597
log-sigma-2-0-mm-3D	glcm	Imc2	0.869078595
log-sigma-2-0-mm-3D	glcm	Idm	0.621641611
log-sigma-2-0-mm-3D	glcm	Idmn	0.98653311
log-sigma-2-0-mm-3D	glcm	Id	0.647551069
log-sigma-2-0-mm-3D	glcm	Idn	0.925393272
log-sigma-2-0-mm-3D	glcm	InverseVariance	0.487635039
log-sigma-2-0-mm-3D	glcm	MaximumProbability	0.112627269
log-sigma-2-0-mm-3D	glcm	SumEntropy	3.725654429
log-sigma-2-0-mm-3D	glcm	SumSquares	3.519319118
log-sigma-2-0-mm-3D	glrlm	GrayLevelNonUniformity	397.5208291
log-sigma-2-0-mm-3D	glrlm	GrayLevelNonUniformityNormalized	0.168711846
log-sigma-2-0-mm-3D	glrlm	GrayLevelVariance	3.174975721
log-sigma-2-0-mm-3D	glrlm	HighGrayLevelRunEmphasis	23.939835
log-sigma-2-0-mm-3D	glrlm	LongRunEmphasis	3.075620652
log-sigma-2-0-mm-3D	glrlm	LongRunHighGrayLevelEmphasis	67.78889953
log-sigma-2-0-mm-3D	glrlm	LongRunLowGrayLevelEmphasis	0.289153917
log-sigma-2-0-mm-3D	glrlm	LowGrayLevelRunEmphasis	0.087635519
log-sigma-2-0-mm-3D	glrlm	RunEntropy	4.057419986
log-sigma-2-0-mm-3D	glrlm	RunLengthNonUniformity	1300.579479
log-sigma-2-0-mm-3D	glrlm	RunLengthNonUniformityNormalized	0.543616729
log-sigma-2-0-mm-3D	glrlm	RunPercentage	0.684870008
log-sigma-2-0-mm-3D	glrlm	RunVariance	0.862215225
log-sigma-2-0-mm-3D	glrlm	ShortRunEmphasis	0.762747486
log-sigma-2-0-mm-3D	glrlm	ShortRunHighGrayLevelEmphasis	18.6891535
log-sigma-2-0-mm-3D	glrlm	ShortRunLowGrayLevelEmphasis	0.064464766
log-sigma-2-0-mm-3D	glszm	GrayLevelNonUniformity	9.212765957
log-sigma-2-0-mm-3D	glszm	GrayLevelNonUniformityNormalized	0.196016297
log-sigma-2-0-mm-3D	glszm	GrayLevelVariance	4.321412404
log-sigma-2-0-mm-3D	glszm	HighGrayLevelZoneEmphasis	35.87234043
log-sigma-2-0-mm-3D	glszm	LargeAreaEmphasis	40537.2766
log-sigma-2-0-mm-3D	glszm	LargeAreaHighGrayLevelEmphasis	723526.7447
log-sigma-2-0-mm-3D	glszm	LargeAreaLowGrayLevelEmphasis	2949.865766
log-sigma-2-0-mm-3D	glszm	LowGrayLevelZoneEmphasis	0.107544634
log-sigma-2-0-mm-3D	glszm	SizeZoneNonUniformity	5.425531915
log-sigma-2-0-mm-3D	glszm	SizeZoneNonUniformityNormalized	0.115436849
log-sigma-2-0-mm-3D	glszm	SmallAreaEmphasis	0.311034579
log-sigma-2-0-mm-3D	glszm	SmallAreaHighGrayLevelEmphasis	11.18100793
log-sigma-2-0-mm-3D	glszm	SmallAreaLowGrayLevelEmphasis	0.015498545
log-sigma-2-0-mm-3D	glszm	ZoneEntropy	4.66097183
log-sigma-2-0-mm-3D	glszm	ZonePercentage	0.013646922
log-sigma-2-0-mm-3D	glszm	ZoneVariance	35167.81711
log-sigma-2-0-mm-3D	gldm	DependenceEntropy	6.447300116
log-sigma-2-0-mm-3D	gldm	DependenceNonUniformity	267.5296167
log-sigma-2-0-mm-3D	gldm	DependenceNonUniformityNormalized	0.077679912
log-sigma-2-0-mm-3D	gldm	DependenceVariance	14.60429996
log-sigma-2-0-mm-3D	gldm	GrayLevelNonUniformity	596.5696864
log-sigma-2-0-mm-3D	gldm	GrayLevelVariance	3.260460297
log-sigma-2-0-mm-3D	gldm	HighGrayLevelEmphasis	23.20586527
log-sigma-2-0-mm-3D	gldm	LargeDependenceEmphasis	99.12253194
log-sigma-2-0-mm-3D	gldm	LargeDependenceHighGrayLevelEmphasis	2072.373693
log-sigma-2-0-mm-3D	gldm	LargeDependenceLowGrayLevelEmphasis	9.829690476
log-sigma-2-0-mm-3D	gldm	LowGrayLevelEmphasis	0.090647034
log-sigma-2-0-mm-3D	gldm	SmallDependenceEmphasis	0.025734842
log-sigma-2-0-mm-3D	gldm	SmallDependenceHighGrayLevelEmphasis	0.726984752
log-sigma-2-0-mm-3D	gldm	SmallDependenceLowGrayLevelEmphasis	0.001899453
log-sigma-2-0-mm-3D	ngtdm	Busyness	6.182011712
log-sigma-2-0-mm-3D	ngtdm	Coarseness	0.004338989
log-sigma-2-0-mm-3D	ngtdm	Complexity	17.72181876
log-sigma-2-0-mm-3D	ngtdm	Contrast	0.032111769
log-sigma-2-0-mm-3D	ngtdm	Strength	0.164829307
log-sigma-3-0-mm-3D	firstorder	10Percentile	-72.11943817
log-sigma-3-0-mm-3D	firstorder	90Percentile	17.03080006
log-sigma-3-0-mm-3D	firstorder	Energy	260950973.3
log-sigma-3-0-mm-3D	firstorder	Entropy	2.52185608
log-sigma-3-0-mm-3D	firstorder	InterquartileRange	41.995224
log-sigma-3-0-mm-3D	firstorder	Kurtosis	3.665542855
log-sigma-3-0-mm-3D	firstorder	Maximum	103.0952988
log-sigma-3-0-mm-3D	firstorder	MeanAbsoluteDeviation	27.13509133
log-sigma-3-0-mm-3D	firstorder	Mean	-27.04447826
log-sigma-3-0-mm-3D	firstorder	Median	-28.02544975
log-sigma-3-0-mm-3D	firstorder	Minimum	-102.1944656
log-sigma-3-0-mm-3D	firstorder	Range	205.2897644
log-sigma-3-0-mm-3D	firstorder	RobustMeanAbsoluteDeviation	17.84034016
log-sigma-3-0-mm-3D	firstorder	RootMeanSquared	275.2630319
log-sigma-3-0-mm-3D	firstorder	Skewness	0.566400318
log-sigma-3-0-mm-3D	firstorder	TotalEnergy	260950973.3
log-sigma-3-0-mm-3D	firstorder	Uniformity	0.207227706
log-sigma-3-0-mm-3D	firstorder	Variance	1265.019888
log-sigma-3-0-mm-3D	glcm	Autocorrelation	21.2232874
log-sigma-3-0-mm-3D	glcm	JointAverage	4.400251082
log-sigma-3-0-mm-3D	glcm	ClusterProminence	244.5992279
log-sigma-3-0-mm-3D	glcm	ClusterShade	15.39308662
log-sigma-3-0-mm-3D	glcm	ClusterTendency	8.114618491
log-sigma-3-0-mm-3D	glcm	Contrast	0.672070548
log-sigma-3-0-mm-3D	glcm	Correlation	0.847163851
log-sigma-3-0-mm-3D	glcm	DifferenceAverage	0.546306788
log-sigma-3-0-mm-3D	glcm	DifferenceEntropy	1.233985531
log-sigma-3-0-mm-3D	glcm	DifferenceVariance	0.358593048
log-sigma-3-0-mm-3D	glcm	JointEnergy	0.082311366
log-sigma-3-0-mm-3D	glcm	JointEntropy	4.140587666
log-sigma-3-0-mm-3D	glcm	Imc1	-0.36853079
log-sigma-3-0-mm-3D	glcm	Imc2	0.911399408
log-sigma-3-0-mm-3D	glcm	Idm	0.739422982
log-sigma-3-0-mm-3D	glcm	Idmn	0.99342518
log-sigma-3-0-mm-3D	glcm	Id	0.747204372
log-sigma-3-0-mm-3D	glcm	Idn	0.951280071
log-sigma-3-0-mm-3D	glcm	InverseVariance	0.441957185
log-sigma-3-0-mm-3D	glcm	MaximumProbability	0.17289417
log-sigma-3-0-mm-3D	glcm	SumEntropy	3.430230099
log-sigma-3-0-mm-3D	glcm	SumSquares	2.19667226
log-sigma-3-0-mm-3D	glrlm	GrayLevelNonUniformity	381.2601348
log-sigma-3-0-mm-3D	glrlm	GrayLevelNonUniformityNormalized	0.199413733
log-sigma-3-0-mm-3D	glrlm	GrayLevelVariance	2.196154884
log-sigma-3-0-mm-3D	glrlm	HighGrayLevelRunEmphasis	23.33206498
log-sigma-3-0-mm-3D	glrlm	LongRunEmphasis	5.345201909
log-sigma-3-0-mm-3D	glrlm	LongRunHighGrayLevelEmphasis	105.5107381
log-sigma-3-0-mm-3D	glrlm	LongRunLowGrayLevelEmphasis	0.429175682
log-sigma-3-0-mm-3D	glrlm	LowGrayLevelRunEmphasis	0.069697622
log-sigma-3-0-mm-3D	glrlm	RunEntropy	4.248976005
log-sigma-3-0-mm-3D	glrlm	RunLengthNonUniformity	794.867903
log-sigma-3-0-mm-3D	glrlm	RunLengthNonUniformityNormalized	0.402198565
log-sigma-3-0-mm-3D	glrlm	RunPercentage	0.556642544
log-sigma-3-0-mm-3D	glrlm	RunVariance	1.815782355
log-sigma-3-0-mm-3D	glrlm	ShortRunEmphasis	0.646760832
log-sigma-3-0-mm-3D	glrlm	ShortRunHighGrayLevelEmphasis	16.10853753
log-sigma-3-0-mm-3D	glrlm	ShortRunLowGrayLevelEmphasis	0.041006379
log-sigma-3-0-mm-3D	glszm	GrayLevelNonUniformity	3.916666667
log-sigma-3-0-mm-3D	glszm	GrayLevelNonUniformityNormalized	0.163194444
log-sigma-3-0-mm-3D	glszm	GrayLevelVariance	4.817708333
log-sigma-3-0-mm-3D	glszm	HighGrayLevelZoneEmphasis	33.70833333
log-sigma-3-0-mm-3D	glszm	LargeAreaEmphasis	91673.25
log-sigma-3-0-mm-3D	glszm	LargeAreaHighGrayLevelEmphasis	1861203.167
log-sigma-3-0-mm-3D	glszm	LargeAreaLowGrayLevelEmphasis	5413.505905
log-sigma-3-0-mm-3D	glszm	LowGrayLevelZoneEmphasis	0.096927917
log-sigma-3-0-mm-3D	glszm	SizeZoneNonUniformity	1.583333333
log-sigma-3-0-mm-3D	glszm	SizeZoneNonUniformityNormalized	0.065972222
log-sigma-3-0-mm-3D	glszm	SmallAreaEmphasis	0.161282314
log-sigma-3-0-mm-3D	glszm	SmallAreaHighGrayLevelEmphasis	6.789149967
log-sigma-3-0-mm-3D	glszm	SmallAreaLowGrayLevelEmphasis	0.005830602
log-sigma-3-0-mm-3D	glszm	ZoneEntropy	4.501629167
log-sigma-3-0-mm-3D	glszm	ZonePercentage	0.006968641
log-sigma-3-0-mm-3D	glszm	ZoneVariance	71081
log-sigma-3-0-mm-3D	gldm	DependenceEntropy	6.560766391
log-sigma-3-0-mm-3D	gldm	DependenceNonUniformity	209.2334495
log-sigma-3-0-mm-3D	gldm	DependenceNonUniformityNormalized	0.060753034
log-sigma-3-0-mm-3D	gldm	DependenceVariance	25.19408664
log-sigma-3-0-mm-3D	gldm	GrayLevelNonUniformity	713.6922184
log-sigma-3-0-mm-3D	gldm	GrayLevelVariance	2.102738894
log-sigma-3-0-mm-3D	gldm	HighGrayLevelEmphasis	21.6533101
log-sigma-3-0-mm-3D	gldm	LargeDependenceEmphasis	182.1271777
log-sigma-3-0-mm-3D	gldm	LargeDependenceHighGrayLevelEmphasis	3346.00813
log-sigma-3-0-mm-3D	gldm	LargeDependenceLowGrayLevelEmphasis	15.45872127
log-sigma-3-0-mm-3D	gldm	LowGrayLevelEmphasis	0.074897809
log-sigma-3-0-mm-3D	gldm	SmallDependenceEmphasis	0.012568487
log-sigma-3-0-mm-3D	gldm	SmallDependenceHighGrayLevelEmphasis	0.341758077
log-sigma-3-0-mm-3D	gldm	SmallDependenceLowGrayLevelEmphasis	0.00078356
log-sigma-3-0-mm-3D	ngtdm	Busyness	4.176137072
log-sigma-3-0-mm-3D	ngtdm	Coarseness	0.004971939
log-sigma-3-0-mm-3D	ngtdm	Complexity	13.57461113
log-sigma-3-0-mm-3D	ngtdm	Contrast	0.014429722
log-sigma-3-0-mm-3D	ngtdm	Strength	0.216556533
log-sigma-4-0-mm-3D	firstorder	10Percentile	-61.80581055
log-sigma-4-0-mm-3D	firstorder	90Percentile	4.240191603
log-sigma-4-0-mm-3D	firstorder	Energy	258818631.5
log-sigma-4-0-mm-3D	firstorder	Entropy	2.073210676
log-sigma-4-0-mm-3D	firstorder	InterquartileRange	35.53459334
log-sigma-4-0-mm-3D	firstorder	Kurtosis	2.567729244
log-sigma-4-0-mm-3D	firstorder	Maximum	34.18330383
log-sigma-4-0-mm-3D	firstorder	MeanAbsoluteDeviation	20.44347105
log-sigma-4-0-mm-3D	firstorder	Mean	-27.01022265
log-sigma-4-0-mm-3D	firstorder	Median	-23.73732853
log-sigma-4-0-mm-3D	firstorder	Minimum	-99.15084839
log-sigma-4-0-mm-3D	firstorder	Range	133.3341522
log-sigma-4-0-mm-3D	firstorder	RobustMeanAbsoluteDeviation	14.70118456
log-sigma-4-0-mm-3D	firstorder	RootMeanSquared	274.1360791
log-sigma-4-0-mm-3D	firstorder	Skewness	-0.246109836
log-sigma-4-0-mm-3D	firstorder	TotalEnergy	258818631.5
log-sigma-4-0-mm-3D	firstorder	Uniformity	0.272179663
log-sigma-4-0-mm-3D	firstorder	Variance	627.1713366
log-sigma-4-0-mm-3D	glcm	Autocorrelation	12.31561621
log-sigma-4-0-mm-3D	glcm	JointAverage	3.381958527
log-sigma-4-0-mm-3D	glcm	ClusterProminence	38.67460431
log-sigma-4-0-mm-3D	glcm	ClusterShade	-1.60945357
log-sigma-4-0-mm-3D	glcm	ClusterTendency	3.863030228
log-sigma-4-0-mm-3D	glcm	Contrast	0.352746686
log-sigma-4-0-mm-3D	glcm	Correlation	0.832351191
log-sigma-4-0-mm-3D	glcm	DifferenceAverage	0.349035743
log-sigma-4-0-mm-3D	glcm	DifferenceEntropy	0.92686484
log-sigma-4-0-mm-3D	glcm	DifferenceVariance	0.224810549
log-sigma-4-0-mm-3D	glcm	JointEnergy	0.141190551
log-sigma-4-0-mm-3D	glcm	JointEntropy	3.259378381
log-sigma-4-0-mm-3D	glcm	Imc1	-0.419443581
log-sigma-4-0-mm-3D	glcm	Imc2	0.902030213
log-sigma-4-0-mm-3D	glcm	Idm	0.825853223
log-sigma-4-0-mm-3D	glcm	Idmn	0.99048135
log-sigma-4-0-mm-3D	glcm	Id	0.826100619
log-sigma-4-0-mm-3D	glcm	Idn	0.950204018
log-sigma-4-0-mm-3D	glcm	InverseVariance	0.345788668
log-sigma-4-0-mm-3D	glcm	MaximumProbability	0.26482431
log-sigma-4-0-mm-3D	glcm	SumEntropy	2.89783954
log-sigma-4-0-mm-3D	glcm	SumSquares	1.053944228
log-sigma-4-0-mm-3D	glrlm	GrayLevelNonUniformity	392.9687044
log-sigma-4-0-mm-3D	glrlm	GrayLevelNonUniformityNormalized	0.261040817
log-sigma-4-0-mm-3D	glrlm	GrayLevelVariance	1.146915781
log-sigma-4-0-mm-3D	glrlm	HighGrayLevelRunEmphasis	13.14911648
log-sigma-4-0-mm-3D	glrlm	LongRunEmphasis	8.798914632
log-sigma-4-0-mm-3D	glrlm	LongRunHighGrayLevelEmphasis	112.2691635
log-sigma-4-0-mm-3D	glrlm	LongRunLowGrayLevelEmphasis	1.137880892
log-sigma-4-0-mm-3D	glrlm	LowGrayLevelRunEmphasis	0.137251101
log-sigma-4-0-mm-3D	glrlm	RunEntropy	4.29181653
log-sigma-4-0-mm-3D	glrlm	RunLengthNonUniformity	436.3549468
log-sigma-4-0-mm-3D	glrlm	RunLengthNonUniformityNormalized	0.276834149
log-sigma-4-0-mm-3D	glrlm	RunPercentage	0.438041633
log-sigma-4-0-mm-3D	glrlm	RunVariance	2.811510072
log-sigma-4-0-mm-3D	glrlm	ShortRunEmphasis	0.48609628
log-sigma-4-0-mm-3D	glrlm	ShortRunHighGrayLevelEmphasis	6.812194585
log-sigma-4-0-mm-3D	glrlm	ShortRunLowGrayLevelEmphasis	0.061725367
log-sigma-4-0-mm-3D	glszm	GrayLevelNonUniformity	2.538461538
log-sigma-4-0-mm-3D	glszm	GrayLevelNonUniformityNormalized	0.195266272
log-sigma-4-0-mm-3D	glszm	GrayLevelVariance	2.556213018
log-sigma-4-0-mm-3D	glszm	HighGrayLevelZoneEmphasis	15.07692308
log-sigma-4-0-mm-3D	glszm	LargeAreaEmphasis	197834.3077
log-sigma-4-0-mm-3D	glszm	LargeAreaHighGrayLevelEmphasis	2839602.308
log-sigma-4-0-mm-3D	glszm	LargeAreaLowGrayLevelEmphasis	16999.67286
log-sigma-4-0-mm-3D	glszm	LowGrayLevelZoneEmphasis	0.233461538
log-sigma-4-0-mm-3D	glszm	SizeZoneNonUniformity	1.153846154
log-sigma-4-0-mm-3D	glszm	SizeZoneNonUniformityNormalized	0.088757396
log-sigma-4-0-mm-3D	glszm	SmallAreaEmphasis	0.029028979
log-sigma-4-0-mm-3D	glszm	SmallAreaHighGrayLevelEmphasis	0.647323357
log-sigma-4-0-mm-3D	glszm	SmallAreaLowGrayLevelEmphasis	0.00144997
log-sigma-4-0-mm-3D	glszm	ZoneEntropy	3.700439718
log-sigma-4-0-mm-3D	glszm	ZonePercentage	0.003774681
log-sigma-4-0-mm-3D	glszm	ZoneVariance	127650.071
log-sigma-4-0-mm-3D	gldm	DependenceEntropy	6.269760645
