Image type	Feature Class	Feature Name	1: RTSTRUCT: ANON_9_segment_Left cerebellar	1: RTSTRUCT: ANON_9_segment_RT Sup Frontal
squareroot	glszm	GrayLevelNonUniformityNormalized	0.44	0.24
squareroot	glszm	GrayLevelVariance	0.64	2.0500000000000003
squareroot	glszm	HighGrayLevelZoneEmphasis	3.2	14.3
squareroot	glszm	LargeAreaEmphasis	190.2	3170.4
squareroot	glszm	LargeAreaHighGrayLevelEmphasis	770.2	94214.1
squareroot	glszm	LargeAreaLowGrayLevelEmphasis	50.75555555555555	111.424
squareroot	glszm	LowGrayLevelZoneEmphasis	0.6722222222222223	0.1928888888888889
squareroot	glszm	SizeZoneNonUniformity	1.0	3.2
squareroot	glszm	SizeZoneNonUniformityNormalized	0.2	0.32
squareroot	glszm	SmallAreaEmphasis	0.24294444444444446	0.5250128743045902
squareroot	glszm	SmallAreaHighGrayLevelEmphasis	0.3076111111111111	6.880957769660926
squareroot	glszm	SmallAreaLowGrayLevelEmphasis	0.2356666666666667	0.06419795655139157
squareroot	glszm	ZoneEntropy	2.321928094887361	2.5219280948873606
squareroot	glszm	ZonePercentage	0.11627906976744186	0.03731343283582089
squareroot	glszm	ZoneVariance	116.23999999999998	2452.16
squareroot	gldm	DependenceEntropy	3.68898046623145	4.624899620459834
squareroot	gldm	DependenceNonUniformity	3.883720930232558	25.19402985074627
squareroot	gldm	DependenceNonUniformityNormalized	0.09031909140075717	0.09400757406994877
squareroot	gldm	DependenceVariance	16.136289886425097	9.84979950991312
squareroot	gldm	GrayLevelNonUniformity	23.0	118.36567164179104
squareroot	gldm	GrayLevelVariance	0.29745808545159547	0.7719286032523947
squareroot	gldm	HighGrayLevelEmphasis	4.023255813953488	28.72761194029851
squareroot	gldm	LargeDependenceEmphasis	82.76744186046511	86.4776119402985
squareroot	gldm	LargeDependenceHighGrayLevelEmphasis	341.0	2646.242537313433
squareroot	gldm	LargeDependenceLowGrayLevelEmphasis	21.439276485788113	3.0020729684908787
squareroot	gldm	LowGrayLevelEmphasis	0.3733850129198967	0.0504726368159204
squareroot	gldm	SmallDependenceEmphasis	0.05691695543954103	0.042258895927807065
squareroot	gldm	SmallDependenceHighGrayLevelEmphasis	0.12059417834731138	0.7551525435692218
squareroot	gldm	SmallDependenceLowGrayLevelEmphasis	0.04616560836892919	0.005668052303556821
squareroot	ngtdm	Busyness	0.9290652853867312	1.4549813848524826
squareroot	ngtdm	Coarseness	0.2225147925365824	0.016796899182497077
squareroot	ngtdm	Complexity	0.9230792087386721	12.054151308307537
squareroot	ngtdm	Contrast	0.03386405708584751	0.02970872923729241
squareroot	ngtdm	Strength	0.3958846233616626	0.5338648862287813
logarithm	firstorder	10Percentile	197.3246834601429	336.49264884568646
logarithm	firstorder	90Percentile	218.64022717399888	344.180306830187
logarithm	firstorder	Energy	11120940.759570751	109837032.250286
logarithm	firstorder	Entropy	0.6931274153282874	0.35164213109777964
logarithm	firstorder	InterquartileRange	9.130598002111384	2.5705297486666154
logarithm	firstorder	Kurtosis	2.6201395178241538	19.981063569773937
logarithm	firstorder	Maximum	224.02497477461125	346.62002229888805
logarithm	firstorder	MeanAbsoluteDeviation	6.11608850990665	4.310356014086163
logarithm	firstorder	Mean	208.4941803845856	340.133926974221
logarithm	firstorder	Median	208.79298608191257	342.50835428253697
logarithm	firstorder	Minimum	190.12390983273497	285.99920749308683
logarithm	firstorder	Range	33.901064941876285	60.62081480580122
logarithm	firstorder	RobustMeanAbsoluteDeviation	4.002891044108296	1.2856059934155466
logarithm	firstorder	RootMeanSquared	508.5533691682153	640.1872168168418
logarithm	firstorder	Skewness	-0.09636302583729482	-3.9602273666682013
logarithm	firstorder	TotalEnergy	11120940.759570751	109837032.250286
logarithm	firstorder	Uniformity	0.697133585722012	0.893322566273112
logarithm	firstorder	Variance	60.19780735154975	68.22811225662377
logarithm	glcm	Autocorrelation	3.551837090751829	8.685940444171955
logarithm	glcm	JointAverage	1.881796992741648	2.944060919143454
logarithm	glcm	ClusterProminence	0.2918193474032472	0.8292803036628892
logarithm	glcm	ClusterShade	-0.20157220461397257	-0.34619616454742047
logarithm	glcm	ClusterTendency	0.22817382015934368	0.18284845920930476
logarithm	glcm	Contrast	0.18710777494623188	0.10970498156585434
logarithm	glcm	Correlation	0.08477166517543497	0.18219890997310006
logarithm	glcm	DifferenceAverage	0.18710777494623188	0.08314441681414389
logarithm	glcm	DifferenceEntropy	0.6826884099551128	0.4087436403000529
logarithm	glcm	DifferenceVariance	0.14954323077029905	0.10225323891697008
logarithm	glcm	JointEnergy	0.6428159716769132	0.8524695664764927
logarithm	glcm	JointEntropy	1.000605750072252	0.5453104503631383
logarithm	glcm	Imc1	-0.07826692980410002	-0.15641322714760164
logarithm	glcm	Imc2	0.2518468464210796	0.21495080069131028
logarithm	glcm	Idm	0.9064461125268841	0.9610838480680991
logarithm	glcm	Idmn	0.9625784450107535	0.9902553740627243
logarithm	glcm	Id	0.9064461125268841	0.9628545523848798
logarithm	glcm	Idn	0.9376307416845893	0.9805419240340496
logarithm	glcm	InverseVariance	0.18710777494623188	0.05990392265639725
logarithm	glcm	MaximumProbability	0.7882431052685324	0.9222745561208138
logarithm	glcm	SumEntropy	0.8134979751260206	0.4712472447904827
logarithm	glcm	SumSquares	0.1038203987763939	0.07313836019378978
logarithm	glrlm	GrayLevelNonUniformity	15.353832709190801	71.10078689637895
logarithm	glrlm	GrayLevelNonUniformityNormalized	0.5897348388575294	0.7475489469087706
logarithm	glrlm	GrayLevelVariance	0.20513258057123523	0.20491000374075152
logarithm	glrlm	HighGrayLevelRunEmphasis	3.126567542389824	8.187517406617593
logarithm	glrlm	LongRunEmphasis	3.579525954937096	12.4313544166267
logarithm	glrlm	LongRunHighGrayLevelEmphasis	13.240696490855642	110.56977964202581
logarithm	glrlm	LongRunLowGrayLevelEmphasis	1.164233320957459	1.4455551455216973
logarithm	glrlm	LowGrayLevelRunEmphasis	0.46835811440254405	0.15419177206405477
logarithm	glrlm	RunEntropy	2.026673785852978	2.8165619573741654
logarithm	glrlm	RunLengthNonUniformity	10.894711579804417	21.279625270403056
logarithm	glrlm	RunLengthNonUniformityNormalized	0.41231328306901277	0.21279167773596178
logarithm	glrlm	RunPercentage	0.6028622540250448	0.3530424799081515
logarithm	glrlm	RunVariance	0.6846476586955759	2.9363084569941154
logarithm	glrlm	ShortRunEmphasis	0.621034408749005	0.3651733498119428
logarithm	glrlm	ShortRunHighGrayLevelEmphasis	1.6616988952064842	2.536916621239978
logarithm	glrlm	ShortRunLowGrayLevelEmphasis	0.36086828713463515	0.08109594716485602
logarithm	glszm	GrayLevelNonUniformity	2.5	1.0
logarithm	glszm	GrayLevelNonUniformityNormalized	0.625	0.3333333333333333
logarithm	glszm	GrayLevelVariance	0.1875	0.6666666666666666
logarithm	glszm	HighGrayLevelZoneEmphasis	1.75	4.666666666666667
logarithm	glszm	LargeAreaEmphasis	312.75	21387.333333333332
logarithm	glszm	LargeAreaHighGrayLevelEmphasis	1231.5	192222.0
logarithm	glszm	LargeAreaLowGrayLevelEmphasis	83.0625	2385.703703703704
logarithm	glszm	LowGrayLevelZoneEmphasis	0.8125	0.4537037037037037
logarithm	glszm	SizeZoneNonUniformity	1.0	1.0
logarithm	glszm	SizeZoneNonUniformityNormalized	0.25	0.3333333333333333
logarithm	glszm	SmallAreaEmphasis	0.29360685941043085	0.03935705945286629
logarithm	glszm	SmallAreaHighGrayLevelEmphasis	0.29421910430839004	0.046343164705426265
logarithm	glszm	SmallAreaLowGrayLevelEmphasis	0.29345379818594103	0.037616319363075676
logarithm	glszm	ZoneEntropy	1.9999999999999987	1.5849625007211552
logarithm	glszm	ZonePercentage	0.09302325581395349	0.011194029850746268
logarithm	glszm	ZoneVariance	197.1875	13406.888888888889
logarithm	gldm	DependenceEntropy	3.81035909294944	4.405150837038532
logarithm	gldm	DependenceNonUniformity	3.6511627906976742	14.037313432835822
logarithm	gldm	DependenceNonUniformityNormalized	0.08491076257436452	0.052378035197148586
logarithm	gldm	DependenceVariance	31.196322336398055	39.68433949654712
logarithm	gldm	GrayLevelNonUniformity	29.976744186046513	239.41044776119404
logarithm	gldm	GrayLevelVariance	0.15143320713899405	0.08504121185119179
logarithm	gldm	HighGrayLevelEmphasis	3.441860465116279	8.686567164179104
logarithm	gldm	LargeDependenceEmphasis	159.46511627906978	357.2686567164179
logarithm	gldm	LargeDependenceHighGrayLevelEmphasis	633.2558139534884	3210.768656716418
logarithm	gldm	LargeDependenceLowGrayLevelEmphasis	41.01744186046512	39.867951907131015
logarithm	gldm	LowGrayLevelEmphasis	0.38953488372093026	0.12728026533996684
logarithm	gldm	SmallDependenceEmphasis	0.04966000936278423	0.009693224675499308
logarithm	gldm	SmallDependenceHighGrayLevelEmphasis	0.0683105800867959	0.050526750106027765
logarithm	gldm	SmallDependenceLowGrayLevelEmphasis	0.04499736668178134	0.0036169871898518668
logarithm	ngtdm	Busyness	1.4985576284615658	0.7620557987033147
logarithm	ngtdm	Coarseness	0.23140531065487882	0.11629639033668984
logarithm	ngtdm	Complexity	0.20099637201647827	0.24481943428169833
logarithm	ngtdm	Contrast	0.03579987417466767	0.0021934619897293417
logarithm	ngtdm	Strength	0.19674384744606188	0.46926273950851094
gradient	firstorder	10Percentile	11.525452613830566	3.838705611228943
gradient	firstorder	90Percentile	22.590724563598634	83.20392456054694
gradient	firstorder	Energy	4282408.383634323	29916261.341803294
gradient	firstorder	Entropy	0.2713895875081105	1.8220110654776638
gradient	firstorder	InterquartileRange	4.507898807525635	40.07312297821045
gradient	firstorder	Kurtosis	3.135279676282363	4.044376794113839
gradient	firstorder	Maximum	26.43998908996582	134.0955352783203
gradient	firstorder	MeanAbsoluteDeviation	3.422400328583044	25.249525278218307
gradient	firstorder	Mean	15.550898241442303	32.54300184870389
gradient	firstorder	Median	14.28661823272705	20.30345630645752
gradient	firstorder	Minimum	9.080007553100586	0.471472829580307
gradient	firstorder	Range	17.359981536865234	133.62406244874
gradient	firstorder	RobustMeanAbsoluteDeviation	2.1658432385153024	16.859319502385446
gradient	firstorder	RootMeanSquared	315.5802475483196	334.107528840079
gradient	firstorder	Skewness	0.9635814389996091	1.3537837026433945
gradient	firstorder	TotalEnergy	4282408.383634323	29916261.341803294
gradient	firstorder	Uniformity	0.9113034072471606	0.37633660057919355
gradient	firstorder	Variance	18.52326167761328	1042.9927490771463
gradient	glcm	Autocorrelation	1.0900652735083391	3.6234950292691894
gradient	glcm	JointAverage	1.0426287906003233	1.729563678790418
gradient	glcm	ClusterProminence	0.11088147499941468	86.52325029971449
gradient	glcm	ClusterShade	0.08739399662477826	13.717696865618425
gradient	glcm	ClusterTendency	0.08658338455300864	4.061117408037616
gradient	glcm	Contrast	0.07564219658526221	1.5441089385806088
gradient	glcm	Correlation	0.03723320092840384	0.439148705985383
gradient	glcm	DifferenceAverage	0.07564219658526221	0.7503470071504197
gradient	glcm	DifferenceEntropy	0.36892606662412647	1.6666573734445622
gradient	glcm	DifferenceVariance	0.06855453839916249	0.9506819273021277
gradient	glcm	JointEnergy	0.850332671031702	0.2441852344210797
gradient	glcm	JointEntropy	0.47051365294915865	3.046412790021157
gradient	glcm	Imc1	-0.0867025190955753	-0.14926530269719454
gradient	glcm	Imc2	0.11958432976855699	0.6005330168259042
gradient	glcm	Idm	0.9621789017073689	0.7008738335668602
gradient	glcm	Idmn	0.9848715606829478	0.9640642090512548
gradient	glcm	Id	0.9621789017073689	0.728151467096059
gradient	glcm	Idn	0.9747859344715792	0.9054838008182409
gradient	glcm	InverseVariance	0.07564219658526221	0.30610044351755006
gradient	glcm	MaximumProbability	0.9195501111070455	0.45944132168755303
gradient	glcm	SumEntropy	0.39487145636389676	2.3074275376478917
gradient	glcm	SumSquares	0.04055639528456771	1.401306586654556
gradient	glrlm	GrayLevelNonUniformity	20.026184552778936	45.070438198073674
gradient	glrlm	GrayLevelNonUniformityNormalized	0.8455497840338779	0.267957933881826
gradient	glrlm	GrayLevelVariance	0.07722510798306104	1.772319109064714
gradient	glrlm	HighGrayLevelRunEmphasis	1.2546811496269354	6.795765772564774
gradient	glrlm	LongRunEmphasis	4.443768317311271	4.0331208032527455
gradient	glrlm	LongRunHighGrayLevelEmphasis	4.724090492579232	12.77875992564703
gradient	glrlm	LongRunLowGrayLevelEmphasis	4.3736877734942805	3.22096628988725
gradient	glrlm	LowGrayLevelRunEmphasis	0.9363297125932661	0.475413175584361
gradient	glrlm	RunEntropy	1.816744436454003	3.2307467414043387
gradient	glrlm	RunLengthNonUniformity	9.016563363617335	84.17482491367315
gradient	glrlm	RunLengthNonUniformityNormalized	0.3741544495610806	0.4955630472783494
gradient	glrlm	RunPercentage	0.5474060822898031	0.6228473019517795
gradient	glrlm	RunVariance	0.7526260589141274	1.3084775943604023
gradient	glrlm	ShortRunEmphasis	0.5297933182620947	0.7265266905864117
gradient	glrlm	ShortRunHighGrayLevelEmphasis	0.7780642114787736	6.05563367196474
gradient	glrlm	ShortRunLowGrayLevelEmphasis	0.46772559495792504	0.24853477009069447
gradient	glszm	GrayLevelNonUniformity	1.0	4.2631578947368425
gradient	glszm	GrayLevelNonUniformityNormalized	0.5	0.22437673130193905
gradient	glszm	GrayLevelVariance	0.25	1.8282548476454292
gradient	glszm	HighGrayLevelZoneEmphasis	2.5	14.263157894736842
gradient	glszm	LargeAreaEmphasis	842.5	1371.8947368421052
gradient	glszm	LargeAreaHighGrayLevelEmphasis	848.5	2280.5263157894738
gradient	glszm	LargeAreaLowGrayLevelEmphasis	841.0	1225.5577339181286
gradient	glszm	LowGrayLevelZoneEmphasis	0.625	0.15214912280701753
gradient	glszm	SizeZoneNonUniformity	1.0	4.368421052631579
gradient	glszm	SizeZoneNonUniformityNormalized	0.5	0.2299168975069252
gradient	glszm	SmallAreaEmphasis	0.12529744199881024	0.44696442788114343
gradient	glszm	SmallAreaHighGrayLevelEmphasis	0.5002974419988102	7.4268398971363405
gradient	glszm	SmallAreaLowGrayLevelEmphasis	0.03154744199881023	0.043196377642863465
gradient	glszm	ZoneEntropy	0.9999999999999993	3.7871439606981347
gradient	glszm	ZonePercentage	0.046511627906976744	0.0708955223880597
gradient	glszm	ZoneVariance	380.25	1172.9362880886426
gradient	gldm	DependenceEntropy	3.817114768657657	5.403738487266585
gradient	gldm	DependenceNonUniformity	3.511627906976744	13.14179104477612
gradient	gldm	DependenceNonUniformityNormalized	0.08166576527852894	0.049036533749164626
gradient	gldm	DependenceVariance	24.87614926987561	49.34294943194475
gradient	gldm	GrayLevelNonUniformity	39.18604651162791	100.85820895522389
gradient	gldm	GrayLevelVariance	0.04434829637641968	1.5565827578525284
gradient	gldm	HighGrayLevelEmphasis	1.1395348837209303	5.037313432835821
gradient	gldm	LargeDependenceEmphasis	187.88372093023256	166.11194029850745
gradient	gldm	LargeDependenceHighGrayLevelEmphasis	188.4418604651163	246.06716417910448
gradient	gldm	LargeDependenceLowGrayLevelEmphasis	187.74418604651163	158.07809183250416
gradient	gldm	LowGrayLevelEmphasis	0.9651162790697675	0.6308468076285241
gradient	gldm	SmallDependenceEmphasis	0.019170002711557072	0.0679228381509205
gradient	gldm	SmallDependenceHighGrayLevelEmphasis	0.054053723641789626	0.864919838339885
gradient	gldm	SmallDependenceLowGrayLevelEmphasis	0.010449072478998933	0.01164581883987933
gradient	ngtdm	Busyness	0.9959062512855085	7.606519609856208
gradient	ngtdm	Coarseness	0.5834696592485747	0.021072328681309076
gradient	ngtdm	Complexity	0.07971558961073837	10.478459998552356
gradient	ngtdm	Contrast	0.0036368625398035394	0.06493128190886424
gradient	ngtdm	Strength	0.567167836780486	0.5112482258381481
log-sigma-1-0-mm-3D	firstorder	10Percentile	-20.550861358642578	-67.07476577758788
log-sigma-1-0-mm-3D	firstorder	90Percentile	-0.36492985486984164	-7.1791129112243555
log-sigma-1-0-mm-3D	firstorder	Energy	3622223.840888449	19132754.528488055
log-sigma-1-0-mm-3D	firstorder	Entropy	0.5219490794046284	2.0284985908391855
log-sigma-1-0-mm-3D	firstorder	InterquartileRange	8.855376243591309	35.98627710342407
log-sigma-1-0-mm-3D	firstorder	Kurtosis	2.5970188186622667	3.087879963796691
log-sigma-1-0-mm-3D	firstorder	Maximum	4.721121788024902	48.6383056640625
log-sigma-1-0-mm-3D	firstorder	MeanAbsoluteDeviation	5.75755643638293	19.738085987493662
log-sigma-1-0-mm-3D	firstorder	Mean	-9.854906708695168	-33.920597582221475
log-sigma-1-0-mm-3D	firstorder	Median	-9.528823852539062	-29.752666473388672
log-sigma-1-0-mm-3D	firstorder	Minimum	-26.284116744995117	-83.83625030517578
log-sigma-1-0-mm-3D	firstorder	Range	31.00523853302002	132.47455596923828
log-sigma-1-0-mm-3D	firstorder	RobustMeanAbsoluteDeviation	3.790466290203336	14.146616901494665
log-sigma-1-0-mm-3D	firstorder	RootMeanSquared	290.23742650042885	267.1907092439756
log-sigma-1-0-mm-3D	firstorder	Skewness	-0.30416487785284135	0.15414567452465797
log-sigma-1-0-mm-3D	firstorder	TotalEnergy	3622223.840888449	19132754.528488055
log-sigma-1-0-mm-3D	firstorder	Uniformity	0.8280151433207138	0.2808810425484518
log-sigma-1-0-mm-3D	firstorder	Variance	53.5885805718683	592.6267152965851
log-sigma-1-0-mm-3D	glcm	Autocorrelation	4.055765839147833	10.627477129302356
log-sigma-1-0-mm-3D	glcm	JointAverage	2.013172229017727	3.20265286838955
log-sigma-1-0-mm-3D	glcm	ClusterProminence	0.17264936844835782	17.933758967622186
log-sigma-1-0-mm-3D	glcm	ClusterShade	0.029790095509782503	-0.5558062386199715
log-sigma-1-0-mm-3D	glcm	ClusterTendency	0.14689795773769732	2.444222323171034
log-sigma-1-0-mm-3D	glcm	Contrast	0.13718741642716187	0.9715343074936034
log-sigma-1-0-mm-3D	glcm	Correlation	0.02846989073493372	0.4196899694767413
log-sigma-1-0-mm-3D	glcm	DifferenceAverage	0.13718741642716187	0.6875770654584592
log-sigma-1-0-mm-3D	glcm	DifferenceEntropy	0.5611090289754244	1.3978929390643204
log-sigma-1-0-mm-3D	glcm	DifferenceVariance	0.11602478469927799	0.471187957198072
log-sigma-1-0-mm-3D	glcm	JointEnergy	0.7471892830163587	0.12069100951439096
log-sigma-1-0-mm-3D	glcm	JointEntropy	0.8382417814858292	3.4840275966086995
log-sigma-1-0-mm-3D	glcm	Imc1	-0.039396251274835196	-0.15432080710564833
log-sigma-1-0-mm-3D	glcm	Imc2	0.1528181861394483	0.6375727258794571
log-sigma-1-0-mm-3D	glcm	Idm	0.9314062917864192	0.6845471929742473
log-sigma-1-0-mm-3D	glcm	Idmn	0.986281258357284	0.9752055031636012
log-sigma-1-0-mm-3D	glcm	Id	0.9314062917864192	0.6995020293147183
log-sigma-1-0-mm-3D	glcm	Idn	0.9657031458932097	0.906651172642303
log-sigma-1-0-mm-3D	glcm	InverseVariance	0.13718741642716187	0.4768068652578051
log-sigma-1-0-mm-3D	glcm	MaximumProbability	0.8597356604959151	0.1918575188373242
log-sigma-1-0-mm-3D	glcm	SumEntropy	0.7010543650586681	2.5902183095875317
log-sigma-1-0-mm-3D	glcm	SumSquares	0.07102134354121482	0.8539391576661595
log-sigma-1-0-mm-3D	glrlm	GrayLevelNonUniformity	18.025015194671155	47.38281413036668
log-sigma-1-0-mm-3D	glrlm	GrayLevelNonUniformityNormalized	0.7210390651820849	0.2561355115615719
log-sigma-1-0-mm-3D	glrlm	GrayLevelVariance	0.15456524875808184	1.214783151820098
log-sigma-1-0-mm-3D	glrlm	HighGrayLevelRunEmphasis	4.475154941919231	10.72481390997872
log-sigma-1-0-mm-3D	glrlm	LongRunEmphasis	3.913081405308824	2.978625254359997
log-sigma-1-0-mm-3D	glrlm	LongRunHighGrayLevelEmphasis	16.185172870846838	32.904383013558665
log-sigma-1-0-mm-3D	glrlm	LongRunLowGrayLevelEmphasis	0.9909349116796633	0.429143030545335
log-sigma-1-0-mm-3D	glrlm	LowGrayLevelRunEmphasis	0.26426712445502143	0.18853385538036352
log-sigma-1-0-mm-3D	glrlm	RunEntropy	2.048016970320179	3.280442730652184
log-sigma-1-0-mm-3D	glrlm	RunLengthNonUniformity	9.961356829432809	101.03315653500142
log-sigma-1-0-mm-3D	glrlm	RunLengthNonUniformityNormalized	0.3910495397316722	0.5306685243976597
log-sigma-1-0-mm-3D	glrlm	RunPercentage	0.5778175313059034	0.6882893226176807
log-sigma-1-0-mm-3D	glrlm	RunVariance	0.6954712404464135	0.7243369699784475
log-sigma-1-0-mm-3D	glrlm	ShortRunEmphasis	0.5719955001803044	0.7447519311987152
log-sigma-1-0-mm-3D	glrlm	ShortRunHighGrayLevelEmphasis	2.748713865717373	7.913775231801396
log-sigma-1-0-mm-3D	glrlm	ShortRunLowGrayLevelEmphasis	0.15766664052573856	0.15563488065441053
log-sigma-1-0-mm-3D	glszm	GrayLevelNonUniformity	1.5	3.8
log-sigma-1-0-mm-3D	glszm	GrayLevelNonUniformityNormalized	0.375	0.25333333333333335
log-sigma-1-0-mm-3D	glszm	GrayLevelVariance	0.6875	3.3955555555555548
log-sigma-1-0-mm-3D	glszm	HighGrayLevelZoneEmphasis	5.75	14.066666666666666
log-sigma-1-0-mm-3D	glszm	LargeAreaEmphasis	381.75	1308.0
log-sigma-1-0-mm-3D	glszm	LargeAreaHighGrayLevelEmphasis	1532.5	14324.933333333332
log-sigma-1-0-mm-3D	glszm	LargeAreaLowGrayLevelEmphasis	95.45138888888889	156.06446296296295
log-sigma-1-0-mm-3D	glszm	LowGrayLevelZoneEmphasis	0.3680555555555556	0.3809259259259259
log-sigma-1-0-mm-3D	glszm	SizeZoneNonUniformity	1.5	2.7333333333333334
log-sigma-1-0-mm-3D	glszm	SizeZoneNonUniformityNormalized	0.375	0.18222222222222223
log-sigma-1-0-mm-3D	glszm	SmallAreaEmphasis	0.5626643655489809	0.353392279964685
log-sigma-1-0-mm-3D	glszm	SmallAreaHighGrayLevelEmphasis	3.0631574621959237	4.705030713915378
log-sigma-1-0-mm-3D	glszm	SmallAreaLowGrayLevelEmphasis	0.28476331360946744	0.17546456175213182
log-sigma-1-0-mm-3D	glszm	ZoneEntropy	1.9999999999999987	3.373557262275182
log-sigma-1-0-mm-3D	glszm	ZonePercentage	0.09302325581395349	0.055970149253731345
log-sigma-1-0-mm-3D	glszm	ZoneVariance	266.1875	988.7822222222221
log-sigma-1-0-mm-3D	gldm	DependenceEntropy	3.957398255661855	5.455767219641713
log-sigma-1-0-mm-3D	gldm	DependenceNonUniformity	3.372093023255814	17.686567164179106
log-sigma-1-0-mm-3D	gldm	DependenceNonUniformityNormalized	0.07842076798269335	0.06599465359768322
log-sigma-1-0-mm-3D	gldm	DependenceVariance	27.371552190373176	19.39953218979728
log-sigma-1-0-mm-3D	gldm	GrayLevelNonUniformity	35.604651162790695	75.27611940298507
log-sigma-1-0-mm-3D	gldm	GrayLevelVariance	0.09085992428339643	1.034194698151036
log-sigma-1-0-mm-3D	gldm	HighGrayLevelEmphasis	4.27906976744186	10.85820895522388
log-sigma-1-0-mm-3D	gldm	LargeDependenceEmphasis	170.8139534883721	102.2910447761194
log-sigma-1-0-mm-3D	gldm	LargeDependenceHighGrayLevelEmphasis	684.2325581395348	1191.0820895522388
log-sigma-1-0-mm-3D	gldm	LargeDependenceLowGrayLevelEmphasis	42.69186046511628	11.220160655058045
log-sigma-1-0-mm-3D	gldm	LowGrayLevelEmphasis	0.25775193798449614	0.16771869817578774
log-sigma-1-0-mm-3D	gldm	SmallDependenceEmphasis	0.06533277322525811	0.04751192395678282
log-sigma-1-0-mm-3D	gldm	SmallDependenceHighGrayLevelEmphasis	0.3659822556917302	0.5808083257182647
log-sigma-1-0-mm-3D	gldm	SmallDependenceLowGrayLevelEmphasis	0.028930092531120728	0.017717474977057092
log-sigma-1-0-mm-3D	ngtdm	Busyness	0.3010859275202036	1.5840134855951653
log-sigma-1-0-mm-3D	ngtdm	Coarseness	0.46368952132783237	0.0330967290231266
log-sigma-1-0-mm-3D	ngtdm	Complexity	0.4125754757876595	6.691280220837395
log-sigma-1-0-mm-3D	ngtdm	Contrast	0.004125787369107146	0.03393253203648319
log-sigma-1-0-mm-3D	ngtdm	Strength	0.778150201208983	0.3716108039530413
log-sigma-2-0-mm-3D	firstorder	10Percentile	-10.453433418273926	-84.75341186523437
log-sigma-2-0-mm-3D	firstorder	90Percentile	-0.5633066177368069	-23.029995155334458
log-sigma-2-0-mm-3D	firstorder	Energy	3708889.5954765845	15964370.50368987
log-sigma-2-0-mm-3D	firstorder	Entropy	0.44648134689680236	1.9668358515188604
log-sigma-2-0-mm-3D	firstorder	InterquartileRange	5.168295860290527	34.00429344177246
log-sigma-2-0-mm-3D	firstorder	Kurtosis	2.7142248578020474	2.840862016661535
log-sigma-2-0-mm-3D	firstorder	Maximum	2.109060287475586	15.485206604003906
log-sigma-2-0-mm-3D	firstorder	MeanAbsoluteDeviation	2.8587436994518574	19.58017450539857
log-sigma-2-0-mm-3D	firstorder	Mean	-6.333462170043657	-57.10994459577461
log-sigma-2-0-mm-3D	firstorder	Median	-6.5168962478637695	-61.20999717712402
log-sigma-2-0-mm-3D	firstorder	Minimum	-12.928289413452148	-97.17057800292969
log-sigma-2-0-mm-3D	firstorder	Range	15.037349700927734	112.6557846069336
log-sigma-2-0-mm-3D	firstorder	RobustMeanAbsoluteDeviation	1.8219300901484774	14.082573232551633
log-sigma-2-0-mm-3D	firstorder	RootMeanSquared	293.68903010911424	244.0666848538719
log-sigma-2-0-mm-3D	firstorder	Skewness	0.44037751073801323	0.6389674113898921
log-sigma-2-0-mm-3D	firstorder	TotalEnergy	3708889.5954765845	15964370.50368987
log-sigma-2-0-mm-3D	firstorder	Uniformity	0.8312601406165494	0.2817721096012475
log-sigma-2-0-mm-3D	firstorder	Variance	13.210965399015649	572.9676412915389
log-sigma-2-0-mm-3D	glcm	Autocorrelation	1.1306780187976548	4.939966304513515
log-sigma-2-0-mm-3D	glcm	JointAverage	1.0557537730985274	2.1044874557569453
log-sigma-2-0-mm-3D	glcm	ClusterProminence	0.27178471933701076	22.879360431069657
log-sigma-2-0-mm-3D	glcm	ClusterShade	0.17168617191708557	2.9231759970921476
log-sigma-2-0-mm-3D	glcm	ClusterTendency	0.13603264198408843	2.9083308013062252
log-sigma-2-0-mm-3D	glcm	Contrast	0.07316660099585587	0.8737806793000432
log-sigma-2-0-mm-3D	glcm	Correlation	0.22792312500632095	0.5362398957522265
log-sigma-2-0-mm-3D	glcm	DifferenceAverage	0.07316660099585587	0.6521390511198059
log-sigma-2-0-mm-3D	glcm	DifferenceEntropy	0.3492780458146632	1.297166310818049
log-sigma-2-0-mm-3D	glcm	DifferenceVariance	0.06576293445779441	0.3953925273816077
log-sigma-2-0-mm-3D	glcm	JointEnergy	0.8296374440522334	0.11941546971913883
log-sigma-2-0-mm-3D	glcm	JointEntropy	0.5248170820280407	3.401092299686153
log-sigma-2-0-mm-3D	glcm	Imc1	-0.23631363182275555	-0.2085093044633277
log-sigma-2-0-mm-3D	glcm	Imc2	0.2529755548166523	0.6994565665304721
log-sigma-2-0-mm-3D	glcm	Idm	0.9634166995020722	0.6960946372581207
log-sigma-2-0-mm-3D	glcm	Idmn	0.9853666798008287	0.9683841163071902
log-sigma-2-0-mm-3D	glcm	Id	0.9634166995020722	0.7091843848971601
log-sigma-2-0-mm-3D	glcm	Idn	0.9756111330013814	0.8964668854195872
log-sigma-2-0-mm-3D	glcm	InverseVariance	0.07316660099585587	0.4741293683550239
log-sigma-2-0-mm-3D	glcm	MaximumProbability	0.9076629264035445	0.19240553683123382
log-sigma-2-0-mm-3D	glcm	SumEntropy	0.45165048103218497	2.623563996007361
log-sigma-2-0-mm-3D	glcm	SumSquares	0.05229981074498607	0.945527870151567
