Image type	Feature Class	Feature Name	RTSTRUCT: ANON_6_segment_Lt flax frontal071720	RTSTRUCT: ANON_6_segment_Rt ant frontal071720	RTSTRUCT: ANON_6_segment_Lt occipital 071720	RTSTRUCT: ANON_6_segment_Ltlat pcerebellar 071720	RTSTRUCT: ANON_6_segment_Lt temporal071720
logarithm	glcm	SumEntropy	1.6337781033791572	1.8268593404161086	1.9578605625980734	1.54058447893552	1.0211755036993162
logarithm	glcm	SumSquares	0.3579247805722385	0.3306217093126605	0.37781766252605287	0.2585712141854403	0.20916666666666664
logarithm	glrlm	GrayLevelNonUniformity	29.03672255668822	28.977908225368328	30.60838435593611	15.716867685691215	8.592452996977883
logarithm	glrlm	GrayLevelNonUniformityNormalized	0.38041555175711095	0.4891652171225526	0.41874031660457284	0.5178717464327695	0.6226171466659894
logarithm	glrlm	GrayLevelVariance	0.5743407660844846	0.3363881315705867	0.44451862895067784	0.312448780411688	0.18869142666700534
logarithm	glrlm	HighGrayLevelRunEmphasis	10.92381285152503	6.048345787034615	8.333081092898436	3.9717102684370236	1.7606666335173127
logarithm	glrlm	LongRunEmphasis	4.009152587774699	2.672988592453024	3.1494263561805718	2.7779565730846563	1.8484173945712405
logarithm	glrlm	LongRunHighGrayLevelEmphasis	55.72176266350502	17.74248701984441	28.73668224458583	11.068002372741462	3.0194813231012327
logarithm	glrlm	LongRunLowGrayLevelEmphasis	0.34743595555293083	0.489353385457701	0.40497016404636016	0.8923901246632112	1.5556514124387428
logarithm	glrlm	LowGrayLevelRunEmphasis	0.13284094904362015	0.20923504691176695	0.1581242263931212	0.3867185604179596	0.809833341620672
logarithm	glrlm	RunEntropy	2.673410814569261	2.2665356181441747	2.599539347379458	2.2822442131851814	1.4329356669710513
logarithm	glrlm	RunLengthNonUniformity	32.54694050668332	30.366913782742763	35.59175956862855	14.800669689787338	10.048445571522496
logarithm	glrlm	RunLengthNonUniformityNormalized	0.42184512352167935	0.5045689668602731	0.47481755974770556	0.47928334818583285	0.7068799559811112
logarithm	glrlm	RunPercentage	0.590339892665474	0.6896243291592128	0.656964656964657	0.6735042735042734	0.8144796380090499
logarithm	glrlm	RunVariance	1.0055968370471566	0.46376265161647623	0.6643504473607336	0.47573857807409736	0.15795603340545575
logarithm	glrlm	ShortRunEmphasis	0.6581702684826	0.7163500926652523	0.6992512324479924	0.688480272748273	0.8068890036838755
logarithm	glrlm	ShortRunHighGrayLevelEmphasis	6.012193761666833	4.0975473506409825	5.3796806813276525	2.7295149064386623	1.464956313448018
logarithm	glrlm	ShortRunLowGrayLevelEmphasis	0.10692355775238818	0.16078955278394427	0.12374842603491963	0.2935430233615059	0.6423721762428399
logarithm	glszm	GrayLevelNonUniformity	2.7777777777777777	1.0	2.0	1.0	1.0
logarithm	glszm	GrayLevelNonUniformityNormalized	0.30864197530864196	0.25	0.3333333333333333	0.3333333333333333	0.5
logarithm	glszm	GrayLevelVariance	0.8395061728395061	1.25	0.8888888888888888	0.6666666666666666	0.25
logarithm	glszm	HighGrayLevelZoneEmphasis	5.777777777777778	7.5	6.333333333333333	4.666666666666667	2.5
logarithm	glszm	LargeAreaEmphasis	810.5555555555555	877.5	916.1666666666666	407.0	92.5
logarithm	glszm	LargeAreaHighGrayLevelEmphasis	11523.444444444445	5141.25	8315.0	1605.6666666666667	116.5
logarithm	glszm	LargeAreaLowGrayLevelEmphasis	61.48456790123456	174.375	105.44560185185185	113.25925925925925	86.5
logarithm	glszm	LowGrayLevelZoneEmphasis	0.36496913580246915	0.3559027777777778	0.32060185185185186	0.4537037037037037	0.625
logarithm	glszm	SizeZoneNonUniformity	4.333333333333333	1.0	1.0	1.0	1.0
logarithm	glszm	SizeZoneNonUniformityNormalized	0.48148148148148145	0.25	0.16666666666666666	0.3333333333333333	0.5
logarithm	glszm	SmallAreaEmphasis	0.6690175190818691	0.31280607461618853	0.17972295922069317	0.027924405056140102	0.034208579881656806
logarithm	glszm	SmallAreaHighGrayLevelEmphasis	2.56551739273747	1.2521888046375937	0.22794603688718107	0.195456123625921	0.1279585798816568
logarithm	glszm	SmallAreaLowGrayLevelEmphasis	0.3184763948362368	0.2539559768159127	0.16978725894085334	0.009189623561843037	0.010771079881656804
logarithm	glszm	ZoneEntropy	2.4193819456463697	1.9999999999999987	2.5849625007211543	1.5849625007211552	0.9999999999999993
logarithm	glszm	ZonePercentage	0.06976744186046512	0.046511627906976744	0.05405405405405406	0.06666666666666667	0.11764705882352941
logarithm	glszm	ZoneVariance	605.1111111111111	415.25	573.9166666666666	181.99999999999997	20.25
logarithm	gldm	DependenceEntropy	4.812552044137773	3.802744477218276	4.2833137021662	3.858876575099357	2.351593723348753
logarithm	gldm	DependenceNonUniformity	6.395348837209302	8.930232558139535	9.342342342342342	4.022222222222222	4.764705882352941
logarithm	gldm	DependenceNonUniformityNormalized	0.04957634757526591	0.10383991346673878	0.08416524632740849	0.08938271604938272	0.28027681660899656
logarithm	gldm	DependenceVariance	47.63800252388678	12.832341806381827	16.759191624056488	16.20543209876543	2.968858131487889
logarithm	gldm	GrayLevelNonUniformity	57.58914728682171	40.81395348837209	52.63963963963964	27.133333333333333	10.882352941176471
logarithm	gldm	GrayLevelVariance	0.49684514151793757	0.31760411032990804	0.37756675594513434	0.24	0.17993079584775087
logarithm	gldm	HighGrayLevelEmphasis	12.503875968992247	6.337209302325581	8.792792792792794	3.977777777777778	1.7058823529411764
logarithm	gldm	LargeDependenceEmphasis	183.3875968992248	95.09302325581395	115.14414414414415	106.24444444444444	36.88235294117647
logarithm	gldm	LargeDependenceHighGrayLevelEmphasis	2827.217054263566	715.0581395348837	1123.7477477477478	423.35555555555555	48.1764705882353
logarithm	gldm	LargeDependenceLowGrayLevelEmphasis	12.301571920757967	14.497739018087854	12.571258758758757	28.546913580246912	34.05882352941177
logarithm	gldm	LowGrayLevelEmphasis	0.10777347114556418	0.19622093023255813	0.14258008008008008	0.354320987654321	0.8235294117647058
logarithm	gldm	SmallDependenceEmphasis	0.07134332336875471	0.03276759201188609	0.03410115275485714	0.026040709505678054	0.0375063543936093
logarithm	gldm	SmallDependenceHighGrayLevelEmphasis	0.3892898444632188	0.18218367644613823	0.15209605841429633	0.09234802320789741	0.08162400145243283
logarithm	gldm	SmallDependenceLowGrayLevelEmphasis	0.025692272893077735	0.015371890082338748	0.014303626054787365	0.015636720586296057	0.026476942628903412
logarithm	ngtdm	Busyness	1.2872970000436061	1.880936349832919	0.9333576173729086	0.7616558046653801	7.47542069042069
logarithm	ngtdm	Coarseness	0.050560027674517234	0.056169420969768846	0.09176348545718116	0.24213854654363345	0.227411950497776
logarithm	ngtdm	Complexity	2.9596432000467017	2.9452185672574034	2.0701670309664912	0.7931952237890452	0.5173301515862069
logarithm	ngtdm	Contrast	0.0377148709943999	0.023873898585687874	0.022161322361046135	0.02348839926917731	0.08341812765789969
logarithm	ngtdm	Strength	0.3646832265207752	0.32377131728225567	0.3659749562454721	0.4137582304840867	0.25376173641869276
gradient	firstorder	10Percentile	38.056884765625	45.72786903381348	45.487464904785156	45.79714660644531	52.08280792236328
gradient	firstorder	90Percentile	91.96343994140625	93.27758407592773	96.30059814453125	79.41793365478516	78.72991790771485
gradient	firstorder	Energy	17152121.036391698	11801871.251049086	15535807.926335815	5900438.375637673	2270353.939817235
gradient	firstorder	Entropy	1.9359325207605826	1.668642341655796	1.816383894931726	1.3709505944546678	1.4504674634085477
gradient	firstorder	InterquartileRange	31.348133087158203	22.47184658050537	26.8183650970459	20.94226837158203	17.06686019897461
gradient	firstorder	Kurtosis	2.669350569634459	2.8038156364398183	3.821389289263863	2.4112855582399573	4.573993863235221
gradient	firstorder	Maximum	118.33747100830078	109.48216247558594	112.1650161743164	92.69824981689453	88.48943328857422
gradient	firstorder	MeanAbsoluteDeviation	17.837559001247055	13.926436694007492	16.91409947796501	11.58219159161603	11.451397206131563
gradient	firstorder	Mean	63.97907781231311	70.0361137168352	73.48705132372744	61.841881052652994	65.14592484866871
gradient	firstorder	Median	62.54844665527344	72.43774795532227	77.6965103149414	59.62762451171875	68.53083038330078
gradient	firstorder	Minimum	8.122117042541504	22.000246047973633	2.803372859954834	32.71500778198242	22.84022331237793
gradient	firstorder	Range	110.21535396575928	87.4819164276123	109.36164331436157	59.98324203491211	65.64920997619629
gradient	firstorder	RobustMeanAbsoluteDeviation	12.736072959184355	9.516798052408292	11.159336573125556	8.32625684465681	7.356769268329327
gradient	firstorder	RootMeanSquared	364.639792914432	370.4471096644031	374.11526775927354	362.10613470631546	365.4452513769402
gradient	firstorder	Skewness	-0.0334357791876702	-0.3156118224432156	-0.9420897186291392	0.32434382437866505	-1.1077640964383932
gradient	firstorder	TotalEnergy	17152121.036391698	11801871.251049086	15535807.926335815	5900438.375637673	2270353.939817235
gradient	firstorder	Uniformity	0.29463373595336817	0.35478637101135757	0.355084814544274	0.44000000000000006	0.43944636678200694
gradient	firstorder	Variance	481.4094915779638	304.33560405172597	469.65606410034394	191.30590822600607	218.68532036538775
gradient	glcm	Autocorrelation	8.733552842393555	10.93675507367174	11.397628750894045	3.9706603275017964	10.06794871794872
gradient	glcm	JointAverage	2.9071500832800927	3.2954289823299723	3.34576274496137	1.99076251513585	3.174358974358974
gradient	glcm	ClusterProminence	16.814008667539415	5.345083847525353	19.49222209837649	2.4300990726311413	1.4210941239316242
gradient	glcm	ClusterShade	-0.2943889702752082	-0.34948197764124606	-2.6161179378645545	0.1320708154980585	-0.07844301994302037
gradient	glcm	ClusterTendency	2.436896442380332	1.4265181460346017	2.5298834756203594	0.9640307248067158	0.7085897435897436
gradient	glcm	Contrast	1.3137059329873466	1.1224184034032054	1.7235632828316103	0.9382874797883993	0.8166666666666667
gradient	glcm	Correlation	0.30430443239361177	0.12136616632049228	0.1938574430093831	0.01068298919497703	-0.07311327916495788
gradient	glcm	DifferenceAverage	0.82579159837779	0.7560080269624889	0.9420666140113046	0.714146556940838	0.6064102564102565
gradient	glcm	DifferenceEntropy	1.5740031049514585	1.4858396626202715	1.7303097598413653	1.3499420875822226	1.1114128277954551
gradient	glcm	DifferenceVariance	0.603439491609526	0.5457428029841535	0.8081996297212904	0.4174761897638793	0.3934829059829059
gradient	glcm	JointEnergy	0.09778545084041974	0.13421917879199297	0.11694365864668335	0.16215710544729978	0.2877510683760684
gradient	glcm	JointEntropy	3.726985550242755	3.217250242938779	3.68314035099005	2.841232451960436	2.0501277483709615
gradient	glcm	Imc1	-0.11245209040185974	-0.08620874561486429	-0.09201980901864318	-0.07030493237249943	-0.1879005937631059
gradient	glcm	Imc2	0.579561077370867	0.4946049458488479	0.5300074788514889	0.39512707398696123	0.5444021060703859
gradient	glcm	Idm	0.6357448047094663	0.6584009431083319	0.6059595980553256	0.6653408138143372	0.7178205128205128
gradient	glcm	Idmn	0.9543562666143711	0.9606865931021485	0.9430912373463717	0.9165162176910475	0.9571372549019609
gradient	glcm	Id	0.6611721994644348	0.6763561354545314	0.6370762357040477	0.6802835420041746	0.726068376068376
gradient	glcm	Idn	0.8734603589127461	0.8822329408430847	0.8599625159502201	0.8326704069071685	0.885067155067155
gradient	glcm	InverseVariance	0.46628780488975113	0.497093986968931	0.4592192754567487	0.5180232494492216	0.47692307692307695
gradient	glcm	MaximumProbability	0.19664152365711657	0.2092688296898076	0.257672942365336	0.27824317610076543	0.41538461538461535
gradient	glcm	SumEntropy	2.5960360427491063	2.225960439127476	2.5478642897687496	1.9206142852521588	1.510384158627372
gradient	glcm	SumSquares	0.9376505938419194	0.6372341373594517	1.0633616896129925	0.47557955114877876	0.38131410256410264
gradient	glrlm	GrayLevelNonUniformity	27.213719222306658	21.489940198144122	26.815019223318163	14.926132954991882	5.572048464356157
gradient	glrlm	GrayLevelNonUniformityNormalized	0.2836013381619209	0.33289386252696296	0.3168394710011787	0.42232388403418014	0.3983682539166479
gradient	glrlm	GrayLevelVariance	0.9491482132185188	0.6923539156332261	0.9693786420354571	0.4241823053716519	0.676926417130348
gradient	glrlm	HighGrayLevelRunEmphasis	10.391318365131674	11.053403453227604	12.835413632190619	4.387664067099456	10.334939419554804
gradient	glrlm	LongRunEmphasis	2.252492439248463	2.1750741280539447	2.1248254046835338	1.8936180771969726	1.758389687235841
gradient	glrlm	LongRunHighGrayLevelEmphasis	23.180751402341897	25.590473038818196	28.652345588799967	8.367688528353318	17.96429275852353
gradient	glrlm	LongRunLowGrayLevelEmphasis	0.3664334662208239	0.23908550982042082	0.25813110250981547	0.6755368498136514	0.24882884654519266
gradient	glrlm	LowGrayLevelRunEmphasis	0.17362871561211884	0.13025819871685956	0.1427610108689439	0.3842012349682987	0.1701455906984753
gradient	glrlm	RunEntropy	2.9524213463176716	2.6740513439951616	2.8003024143094213	2.230601355993545	2.130557530889112
gradient	glrlm	RunLengthNonUniformity	56.08599573742053	38.16872031084894	52.040311357474714	22.165260313281827	9.621118624964781
gradient	glrlm	RunLengthNonUniformityNormalized	0.576888895125284	0.5889158313915789	0.6076850304233109	0.621490192016592	0.6767834829653301
gradient	glrlm	RunPercentage	0.7429934406678591	0.7504472271914133	0.7616077616077617	0.7863247863247861	0.8190045248868778
gradient	glrlm	RunVariance	0.3917399636212242	0.38318557673171527	0.3612414990702929	0.25324828748385164	0.19834016566344334
gradient	glrlm	ShortRunEmphasis	0.7788908089641835	0.7920715592990302	0.8016977998885212	0.8101796109800167	0.834071217244294
gradient	glrlm	ShortRunHighGrayLevelEmphasis	8.194725931083184	8.507510023386928	10.118324839999609	3.546593193284482	8.640618836291914
gradient	glrlm	ShortRunLowGrayLevelEmphasis	0.1352129635153889	0.11054691260070935	0.12080867439900865	0.3208948389561159	0.15310462552049092
gradient	glszm	GrayLevelNonUniformity	1.0	1.3333333333333333	2.0	1.5	1.0
gradient	glszm	GrayLevelNonUniformityNormalized	0.2	0.2222222222222222	0.25	0.375	0.25
gradient	glszm	GrayLevelVariance	2.0	1.8055555555555554	2.0	0.6875	1.25
gradient	glszm	HighGrayLevelZoneEmphasis	11.0	9.833333333333334	14.25	3.75	7.5
gradient	glszm	LargeAreaEmphasis	980.6	427.3333333333333	533.625	218.75	31.75
gradient	glszm	LargeAreaHighGrayLevelEmphasis	10338.0	5193.666666666667	7703.5	927.5	326.25
gradient	glszm	LargeAreaLowGrayLevelEmphasis	122.00555555555556	40.180601851851854	43.47138888888889	64.0625	3.4809027777777777
gradient	glszm	LowGrayLevelZoneEmphasis	0.2927222222222222	0.2856018518518519	0.2068402777777778	0.5902777777777778	0.3559027777777778
gradient	glszm	SizeZoneNonUniformity	1.0	1.3333333333333333	1.0	1.0	1.5
gradient	glszm	SizeZoneNonUniformityNormalized	0.2	0.2222222222222222	0.125	0.25	0.375
gradient	glszm	SmallAreaEmphasis	0.012560981075557795	0.22879062736205594	0.18419307264925433	0.25733560528120714	0.5125
gradient	glszm	SmallAreaHighGrayLevelEmphasis	0.20789902634304752	1.2924754346182918	2.4600546938247705	0.28305576989026066	1.4324999999999999
gradient	glszm	SmallAreaLowGrayLevelEmphasis	0.004486921147574255	0.17340325018896444	0.02128658326510543	0.2543349194101509	0.31340277777777775
gradient	glszm	ZoneEntropy	2.321928094887361	2.5849625007211543	2.9999999999999973	1.9999999999999987	1.9999999999999987
gradient	glszm	ZonePercentage	0.03875968992248062	0.06976744186046512	0.07207207207207207	0.08888888888888889	0.23529411764705882
gradient	glszm	ZoneVariance	314.96000000000004	221.88888888888889	341.109375	92.1875	13.6875
gradient	gldm	DependenceEntropy	4.630117340022926	4.650865883406718	4.634229484986399	4.064323519495725	3.146286370662101
gradient	gldm	DependenceNonUniformity	16.751937984496124	7.5813953488372094	10.00900900900901	6.333333333333333	2.411764705882353
gradient	gldm	DependenceNonUniformityNormalized	0.12985998437593896	0.0881557598702001	0.0901712523334145	0.14074074074074075	0.14186851211072665
gradient	gldm	DependenceVariance	8.681930172465599	12.482422931314225	10.267023780537293	4.8691358024691365	8.560553633217992
gradient	gldm	GrayLevelNonUniformity	38.007751937984494	30.511627906976745	39.414414414414416	19.8	7.470588235294118
gradient	gldm	GrayLevelVariance	0.8866053722733009	0.6197944835045971	0.8806103400697994	0.4	0.5743944636678201
gradient	gldm	HighGrayLevelEmphasis	10.310077519379846	11.372093023255815	13.0990990990991	4.4	10.294117647058824
gradient	gldm	LargeDependenceEmphasis	67.69767441860465	68.55813953488372	62.08108108108108	47.84444444444444	41.11764705882353
gradient	gldm	LargeDependenceHighGrayLevelEmphasis	668.015503875969	860.1395348837209	899.9459459459459	209.77777777777777	394.4117647058824
gradient	gldm	LargeDependenceLowGrayLevelEmphasis	10.222256675279931	6.111036821705427	5.527792792792793	14.990740740740739	4.4546568627450975
gradient	gldm	LowGrayLevelEmphasis	0.17058570198105083	0.12100452196382429	0.13374874874874873	0.37222222222222223	0.15727124183006536
gradient	gldm	SmallDependenceEmphasis	0.025079566175365966	0.05922784007738056	0.04942468794422396	0.05388169649725687	0.15743232478176455
gradient	gldm	SmallDependenceHighGrayLevelEmphasis	0.26816148142714946	0.4989303096216895	0.6029475039922231	0.16291028939038799	0.8516621648659464
gradient	gldm	SmallDependenceLowGrayLevelEmphasis	0.004239719264893698	0.018731778871035443	0.0077002337826799815	0.03565190613069702	0.07656473906435002
gradient	ngtdm	Busyness	1.3536817752283516	0.8075652977238771	1.0674668636730593	1.6920520705775286	0.20886354386354386
gradient	ngtdm	Coarseness	0.05527590564352835	0.07137596282641386	0.05038008353944854	0.14774959018528927	0.3875850206068959
gradient	ngtdm	Complexity	5.102351064790938	5.480111537806655	5.843489319621366	1.3276229300123277	3.3901521928259895
gradient	ngtdm	Contrast	0.051050873455678505	0.03487738903720648	0.05717296735773079	0.0675328678158579	0.05330592186382945
gradient	ngtdm	Strength	0.3892750710840532	0.557435756856876	0.4337870318308513	0.2807960564427582	1.8642620052735919
log-sigma-1-0-mm-3D	firstorder	10Percentile	-77.89122619628907	-78.9172477722168	-85.14201354980469	-64.1608413696289	-67.12530822753907
log-sigma-1-0-mm-3D	firstorder	90Percentile	-4.151705265045166	-0.8239588737487793	-6.441286087036133	-5.456205558776854	-26.147933959960934
log-sigma-1-0-mm-3D	firstorder	Energy	8880938.374979999	6198887.422934248	7579819.27415459	3168417.1885049697	1127768.0730246392
log-sigma-1-0-mm-3D	firstorder	Entropy	2.0740392276983597	2.2075713716876653	2.179019509586319	1.944681010471715	1.4516607643577653
log-sigma-1-0-mm-3D	firstorder	InterquartileRange	39.014774322509766	43.92901563644409	46.161149978637695	28.522254943847656	13.904727935791016
log-sigma-1-0-mm-3D	firstorder	Kurtosis	2.1348762132042496	2.8172154663967746	2.25148254451411	2.858951739561921	2.4588918341585533
log-sigma-1-0-mm-3D	firstorder	Maximum	26.27553367614746	11.93155574798584	28.03006935119629	4.207619667053223	-19.90741729736328
log-sigma-1-0-mm-3D	firstorder	MeanAbsoluteDeviation	21.818690184969203	26.01254153071127	24.541709774046137	18.4280079858097	12.856989098255198
log-sigma-1-0-mm-3D	firstorder	Mean	-38.890817464784135	-33.336909953937976	-40.356302510510695	-35.665117814805775	-42.93019339617561
log-sigma-1-0-mm-3D	firstorder	Median	-37.49455261230469	-22.257837295532227	-38.000755310058594	-33.8790397644043	-38.4287223815918
log-sigma-1-0-mm-3D	firstorder	Minimum	-90.57682800292969	-118.55238342285156	-98.4740219116211	-89.24699401855469	-76.0943832397461
log-sigma-1-0-mm-3D	firstorder	Range	116.85236167907715	130.4839391708374	126.50409126281738	93.45461368560791	56.18696594238281
log-sigma-1-0-mm-3D	firstorder	RobustMeanAbsoluteDeviation	16.774829894346414	18.798589020142515	18.51117625005948	11.988375354688996	8.433862020278116
log-sigma-1-0-mm-3D	firstorder	RootMeanSquared	262.38232319837545	268.4773478586023	261.31716385939677	265.34745307928995	257.5641636820116
log-sigma-1-0-mm-3D	firstorder	Skewness	-0.03940702736433945	-0.8515090317791154	-0.19993177034392048	-0.45513233938308206	-0.650311676343001
log-sigma-1-0-mm-3D	firstorder	TotalEnergy	8880938.374979999	6198887.422934248	7579819.27415459	3168417.1885049697	1127768.0730246392
log-sigma-1-0-mm-3D	firstorder	Uniformity	0.26242413316507424	0.26473769605192	0.24226929632335037	0.3135802469135802	0.46712802768166095
log-sigma-1-0-mm-3D	firstorder	Variance	666.4783227680549	970.8827202747577	871.8104815053981	536.3409158054717	254.41294588639659
log-sigma-1-0-mm-3D	glcm	Autocorrelation	7.136900406717335	14.775982557376741	7.21123366947484	8.258532464968166	7.044871794871795
log-sigma-1-0-mm-3D	glcm	JointAverage	2.599015188153829	3.788494742138894	2.604722937929598	2.850380647702832	2.669871794871795
log-sigma-1-0-mm-3D	glcm	ClusterProminence	19.205672575999127	48.57778937487202	32.78981460595047	16.69925274127394	1.89416988960114
log-sigma-1-0-mm-3D	glcm	ClusterShade	-0.03998351090427484	-3.3618138177261585	1.0657166927245014	-0.004778980221736822	-0.23887108262108322
log-sigma-1-0-mm-3D	glcm	ClusterTendency	2.9185580533685314	4.487534507173184	3.6753328580259135	2.464214252824937	0.865405982905983
log-sigma-1-0-mm-3D	glcm	Contrast	1.402822883569896	2.8066255877967756	1.9742091075857242	1.949549575871526	1.2782051282051279
log-sigma-1-0-mm-3D	glcm	Correlation	0.34562054932140457	0.2360200765380313	0.30770489777307464	0.11969923298320946	-0.19618538455774573
log-sigma-1-0-mm-3D	glcm	DifferenceAverage	0.8936843667893333	1.3271045731539544	1.0780823949091125	1.0854129168487678	0.8499999999999999
log-sigma-1-0-mm-3D	glcm	DifferenceEntropy	1.552797282696182	1.9295151942382516	1.7517876313469416	1.6839643203942847	1.2570720352535125
log-sigma-1-0-mm-3D	glcm	DifferenceVariance	0.5664839587864013	1.0151531641565514	0.7706920638956449	0.7068263434602972	0.5266025641025641
log-sigma-1-0-mm-3D	glcm	JointEnergy	0.08058392806961855	0.05795486401671135	0.06613961432204998	0.10474925118053992	0.23354700854700858
log-sigma-1-0-mm-3D	glcm	JointEntropy	3.8269269545028615	4.410273430638666	4.0921142993403405	3.565640799252042	2.3809278365965834
log-sigma-1-0-mm-3D	glcm	Imc1	-0.11424016348940401	-0.11248539059038566	-0.11229311785508164	-0.21698427061898606	-0.3329670204237217
log-sigma-1-0-mm-3D	glcm	Imc2	0.5393067870945084	0.6292024942837366	0.5953776858888399	0.7489468038349861	0.7436723227057873
log-sigma-1-0-mm-3D	glcm	Idm	0.6039287771188266	0.48099277936010004	0.550079153374637	0.543707207477892	0.6178205128205128
log-sigma-1-0-mm-3D	glcm	Idmn	0.9647182659801474	0.9341520626528581	0.9517484552777131	0.934191450306125	0.933996983408748
log-sigma-1-0-mm-3D	glcm	Id	0.6307122452738436	0.5350210134876814	0.5915716744500561	0.584272329822318	0.639957264957265
log-sigma-1-0-mm-3D	glcm	Idn	0.8810700303835662	0.8344323718327751	0.8610814297781422	0.8384551018169073	0.8435409035409035
log-sigma-1-0-mm-3D	glcm	InverseVariance	0.5161462940437141	0.4620192790568035	0.4675122817728259	0.49026434040971556	0.5358618233618233
log-sigma-1-0-mm-3D	glcm	MaximumProbability	0.12564288821217073	0.12088412411178046	0.10208621444931841	0.2041039155228012	0.35192307692307695
log-sigma-1-0-mm-3D	glcm	SumEntropy	2.6951349264947106	2.9499483234762875	2.842164787627139	2.4225635586803724	1.5976590132620005
log-sigma-1-0-mm-3D	glcm	SumSquares	1.0803452342346067	1.8235400237424895	1.4123854914029095	1.1034409571741155	0.5359027777777778
log-sigma-1-0-mm-3D	glrlm	GrayLevelNonUniformity	26.79244143327298	18.835635362248556	22.11584580991947	11.207903524871561	6.357497705913994
log-sigma-1-0-mm-3D	glrlm	GrayLevelNonUniformityNormalized	0.2661661719172486	0.25461021941769196	0.24799916851430745	0.2943926663935076	0.4281631081337481
log-sigma-1-0-mm-3D	glrlm	GrayLevelVariance	1.1214033136531416	1.6618752965055754	1.3134418035433493	1.051613501277267	0.5640357413420831
log-sigma-1-0-mm-3D	glrlm	HighGrayLevelRunEmphasis	9.838036603524412	18.993360939709177	10.424834907087385	10.832184775362508	8.478148171587087
log-sigma-1-0-mm-3D	glrlm	LongRunEmphasis	2.0447036905866542	1.5311011589039707	1.8249946201490674	1.5890895598423935	1.504572350726197
log-sigma-1-0-mm-3D	glrlm	LongRunHighGrayLevelEmphasis	18.74000420607804	29.095117984099602	17.143604316512903	16.580561944736704	12.729492980624201
log-sigma-1-0-mm-3D	glrlm	LongRunLowGrayLevelEmphasis	0.5008205371241375	0.158825381321265	0.5358638994623471	0.29074276957089706	0.2555746582895904
log-sigma-1-0-mm-3D	glrlm	LowGrayLevelRunEmphasis	0.21462434139152264	0.1095900297702152	0.22473341050759787	0.19084643461308143	0.19146088744505035
log-sigma-1-0-mm-3D	glrlm	RunEntropy	2.920432085190593	2.8102952116035476	2.8813607845874456	2.511217584533076	1.966279523006204
log-sigma-1-0-mm-3D	glrlm	RunLengthNonUniformity	64.80748222748207	55.039719568076634	58.92982119573178	27.87103844362345	11.56464048771741
log-sigma-1-0-mm-3D	glrlm	RunLengthNonUniformityNormalized	0.6328398023963793	0.7426756016105933	0.6561458107459003	0.7205786370119334	0.7667446201369009
log-sigma-1-0-mm-3D	glrlm	RunPercentage	0.7811568276684555	0.8595706618962432	0.803880803880804	0.847863247863248	0.8687782805429863
log-sigma-1-0-mm-3D	glrlm	RunVariance	0.3392270645062045	0.16924939170906445	0.25399582653364583	0.1647571640293552	0.11662768993154954
log-sigma-1-0-mm-3D	glrlm	ShortRunEmphasis	0.8177868966941736	0.884878226267297	0.8336241412415113	0.8643724322310989	0.8738569123184509
log-sigma-1-0-mm-3D	glrlm	ShortRunHighGrayLevelEmphasis	8.445549197953603	16.88114441874969	9.099584163420547	9.499893882744233	7.415311969327807
log-sigma-1-0-mm-3D	glrlm	ShortRunLowGrayLevelEmphasis	0.1598604866050581	0.09809260817570559	0.1613520455331498	0.1671662200060383	0.17543244473391528
log-sigma-1-0-mm-3D	glszm	GrayLevelNonUniformity	3.1666666666666665	3.0	1.2857142857142858	2.0	1.4
log-sigma-1-0-mm-3D	glszm	GrayLevelNonUniformityNormalized	0.2638888888888889	0.3	0.1836734693877551	0.25	0.28
log-sigma-1-0-mm-3D	glszm	GrayLevelVariance	1.7430555555555556	3.25	2.775510204081632	1.609375	1.36
log-sigma-1-0-mm-3D	glszm	HighGrayLevelZoneEmphasis	17.083333333333332	23.5	16.571428571428573	11.375	9.2
log-sigma-1-0-mm-3D	glszm	LargeAreaEmphasis	315.25	191.0	425.2857142857143	72.625	26.6
log-sigma-1-0-mm-3D	glszm	LargeAreaHighGrayLevelEmphasis	2737.3333333333335	4092.6	4419.285714285715	736.75	231.6
log-sigma-1-0-mm-3D	glszm	LargeAreaLowGrayLevelEmphasis	59.17782407407407	11.798222222222222	84.86400793650793	9.373125	3.3638888888888885
log-sigma-1-0-mm-3D	glszm	LowGrayLevelZoneEmphasis	0.15178240740740742	0.16025	0.21876984126984128	0.2298263888888889	0.2972222222222222
log-sigma-1-0-mm-3D	glszm	SizeZoneNonUniformity	3.5	1.8	1.2857142857142858	1.5	2.2
log-sigma-1-0-mm-3D	glszm	SizeZoneNonUniformityNormalized	0.2916666666666667	0.18	0.1836734693877551	0.1875	0.44
log-sigma-1-0-mm-3D	glszm	SmallAreaEmphasis	0.5237774293499818	0.34975859732284686	0.295697604653125	0.3183737244897959	0.6238751147842058
log-sigma-1-0-mm-3D	glszm	SmallAreaHighGrayLevelEmphasis	12.290137561059765	12.130029098320605	8.942378734207015	4.558141298185941	6.70376492194674
log-sigma-1-0-mm-3D	glszm	SmallAreaLowGrayLevelEmphasis	0.02458424656960496	0.020922181109860834	0.010631593575277546	0.0353873968568909	0.23073921028466482
log-sigma-1-0-mm-3D	glszm	ZoneEntropy	3.0220552088741974	2.8464393446710132	2.807354922057602	2.749999999999998	1.9219280948873612
