Image type	Feature Class	Feature Name	1: RTSTRUCT: ANON_48_segment_Lt Med Cerebellar	1: RTSTRUCT: ANON_48_segment_Lt Lat Cerebellar
squareroot	glrlm	RunVariance	0.2529331898282287	0.3035139675640304
squareroot	glrlm	ShortRunEmphasis	0.8630736594450585	0.8468867842544247
squareroot	glrlm	ShortRunHighGrayLevelEmphasis	20.098874297076954	17.405324819189797
squareroot	glrlm	ShortRunLowGrayLevelEmphasis	0.058177682709142316	0.07813208798305242
squareroot	glszm	GrayLevelNonUniformity	3.533333333333333	4.545454545454546
squareroot	glszm	GrayLevelNonUniformityNormalized	0.23555555555555555	0.2066115702479339
squareroot	glszm	GrayLevelVariance	2.2488888888888887	2.241735537190083
squareroot	glszm	HighGrayLevelZoneEmphasis	14.733333333333333	13.863636363636363
squareroot	glszm	LargeAreaEmphasis	283.46666666666664	229.0
squareroot	glszm	LargeAreaHighGrayLevelEmphasis	7036.533333333334	6670.227272727273
squareroot	glszm	LargeAreaLowGrayLevelEmphasis	13.140826152683296	9.692549732014017
squareroot	glszm	LowGrayLevelZoneEmphasis	0.16282350718065	0.1936422902494331
squareroot	glszm	SizeZoneNonUniformity	2.8666666666666667	4.909090909090909
squareroot	glszm	SizeZoneNonUniformityNormalized	0.19111111111111112	0.2231404958677686
squareroot	glszm	SmallAreaEmphasis	0.3920166200410529	0.4267879812000141
squareroot	glszm	SmallAreaHighGrayLevelEmphasis	3.1116532195712656	4.150668846721263
squareroot	glszm	SmallAreaLowGrayLevelEmphasis	0.1107512893541029	0.1377238438265857
squareroot	glszm	ZoneEntropy	3.6402239289418477	3.845350936622432
squareroot	glszm	ZonePercentage	0.10273972602739725	0.11956521739130435
squareroot	glszm	ZoneVariance	188.72888888888883	159.04958677685954
squareroot	gldm	DependenceEntropy	4.910629333085366	5.261192133069581
squareroot	gldm	DependenceNonUniformity	18.205479452054796	17.619565217391305
squareroot	gldm	DependenceNonUniformityNormalized	0.12469506474010134	0.0957585066162571
squareroot	gldm	DependenceVariance	4.924376055545129	13.606805293005669
squareroot	gldm	GrayLevelNonUniformity	32.58904109589041	36.76086956521739
squareroot	gldm	GrayLevelVariance	1.5796584725089136	2.0240725425330814
squareroot	gldm	HighGrayLevelEmphasis	24.698630136986303	23.11413043478261
squareroot	gldm	LargeDependenceEmphasis	34.054794520547944	50.130434782608695
squareroot	gldm	LargeDependenceHighGrayLevelEmphasis	997.1643835616438	1576.2445652173913
squareroot	gldm	LargeDependenceLowGrayLevelEmphasis	1.3990211381356197	2.0211836673075023
squareroot	gldm	LowGrayLevelEmphasis	0.06053660733699872	0.07833589051562653
squareroot	gldm	SmallDependenceEmphasis	0.08952524109068763	0.1061570055172712
squareroot	gldm	SmallDependenceHighGrayLevelEmphasis	1.3290312413955523	1.4310668939987061
squareroot	gldm	SmallDependenceLowGrayLevelEmphasis	0.0146538623022762	0.021722554403089043
squareroot	ngtdm	Busyness	0.7894004984690072	0.9925364925014566
squareroot	ngtdm	Coarseness	0.04399392925817467	0.03469004715159162
squareroot	ngtdm	Complexity	15.857925352367271	16.15896070733268
squareroot	ngtdm	Contrast	0.0626069819275765	0.08843629594819327
squareroot	ngtdm	Strength	0.7180998805021488	0.5286480519514357
logarithm	firstorder	10Percentile	231.73625027598968	273.54402527927635
logarithm	firstorder	90Percentile	268.99692284672585	311.2444801498012
logarithm	firstorder	Energy	44126519.63380143	65171295.26264892
logarithm	firstorder	Entropy	1.3084931411688419	1.4050566216219524
logarithm	firstorder	InterquartileRange	21.676715134727573	22.981338188608447
logarithm	firstorder	Kurtosis	3.6742976241912766	2.556177194500354
logarithm	firstorder	Maximum	275.84086061407174	320.91829073434747
logarithm	firstorder	MeanAbsoluteDeviation	12.026488264842708	12.918617696339322
logarithm	firstorder	Mean	249.5568279656698	294.9384345939659
logarithm	firstorder	Median	250.01328758618646	297.9774722181978
logarithm	firstorder	Minimum	192.56229585689272	254.86659302803582
logarithm	firstorder	Range	83.27856475717903	66.05169770631164
logarithm	firstorder	RobustMeanAbsoluteDeviation	8.724822799422705	9.453152954779254
logarithm	firstorder	RootMeanSquared	549.7603440117839	595.1401701108855
logarithm	firstorder	Skewness	-0.6154751352551692	-0.6178495404141752
logarithm	firstorder	TotalEnergy	44126519.63380143	65171295.26264892
logarithm	firstorder	Uniformity	0.4493338337399136	0.40400519848771266
logarithm	firstorder	Variance	223.7286842661626	240.08112249510285
logarithm	glcm	Autocorrelation	12.896259616715563	6.322199394948201
logarithm	glcm	JointAverage	3.5839294462282756	2.491253317683549
logarithm	glcm	ClusterProminence	2.1713759147817537	2.907253944430602
logarithm	glcm	ClusterShade	-0.48204696249711454	-0.7546838577844681
logarithm	glcm	ClusterTendency	0.7963617121922866	1.0380087610778093
logarithm	glcm	Contrast	0.5940200510129172	0.5750746490058553
logarithm	glcm	Correlation	0.14261647740335479	0.2893638733210292
logarithm	glcm	DifferenceAverage	0.4996885277997478	0.4753968239986758
logarithm	glcm	DifferenceEntropy	1.1620461907389523	1.185570965262688
logarithm	glcm	DifferenceVariance	0.3271666726941627	0.34393530436277264
logarithm	glcm	JointEnergy	0.2592768676413725	0.23416031991694877
logarithm	glcm	JointEntropy	2.324458570981938	2.4608779906666536
logarithm	glcm	Imc1	-0.0863170999211308	-0.07387877641222881
logarithm	glcm	Imc2	0.3900495694820181	0.3753734082021143
logarithm	glcm	Idm	0.7595888884214429	0.7722693705013801
logarithm	glcm	Idmn	0.9780043551753536	0.9470930500997459
logarithm	glcm	Id	0.765131189957815	0.7789145588351919
logarithm	glcm	Idn	0.9189112482995576	0.88613468525069
logarithm	glcm	InverseVariance	0.42419840805670617	0.38817872711739376
logarithm	glcm	MaximumProbability	0.3924717557503123	0.3927211661803402
logarithm	glcm	SumEntropy	1.7443326766336904	1.8813710446095124
logarithm	glcm	SumSquares	0.34759544080130095	0.40327085252091616
logarithm	glrlm	GrayLevelNonUniformity	41.90346191308497	42.359332188513264
logarithm	glrlm	GrayLevelNonUniformityNormalized	0.4406287542715238	0.3800143958908405
logarithm	glrlm	GrayLevelVariance	0.4235621638587089	0.4914332012740505
logarithm	glrlm	HighGrayLevelRunEmphasis	11.356232520200717	5.123676927079937
logarithm	glrlm	LongRunEmphasis	3.4246024582877146	3.84363597935214
logarithm	glrlm	LongRunHighGrayLevelEmphasis	45.51824857172231	26.43626427288422
logarithm	glrlm	LongRunLowGrayLevelEmphasis	0.2952076886639237	0.8122532361902632
logarithm	glrlm	LowGrayLevelRunEmphasis	0.11080229445129866	0.34030059228492726
logarithm	glrlm	RunEntropy	2.534360891627065	2.74092044474377
logarithm	glrlm	RunLengthNonUniformity	47.51482152697136	48.96352198716285
logarithm	glrlm	RunLengthNonUniformityNormalized	0.4822577797760181	0.4334030541785116
logarithm	glrlm	RunPercentage	0.6506849315068494	0.6057692307692307
logarithm	glrlm	RunVariance	0.814854328827612	0.9905363609690804
logarithm	glrlm	ShortRunEmphasis	0.7070487986013732	0.6749692904193778
logarithm	glrlm	ShortRunHighGrayLevelEmphasis	7.365111225618464	2.8458086485522283
logarithm	glrlm	ShortRunLowGrayLevelEmphasis	0.08748290847477017	0.27750883686209016
logarithm	glszm	GrayLevelNonUniformity	2.5	3.0
logarithm	glszm	GrayLevelNonUniformityNormalized	0.3125	0.5
logarithm	glszm	GrayLevelVariance	1.484375	0.5833333333333333
logarithm	glszm	HighGrayLevelZoneEmphasis	8.375	2.8333333333333335
logarithm	glszm	LargeAreaEmphasis	1194.25	2232.6666666666665
logarithm	glszm	LargeAreaHighGrayLevelEmphasis	15277.75	15137.166666666666
logarithm	glszm	LargeAreaLowGrayLevelEmphasis	101.505	408.2083333333333
logarithm	glszm	LowGrayLevelZoneEmphasis	0.2767013888888889	0.7268518518518517
logarithm	glszm	SizeZoneNonUniformity	3.5	1.6666666666666667
logarithm	glszm	SizeZoneNonUniformityNormalized	0.4375	0.2777777777777778
logarithm	glszm	SmallAreaEmphasis	0.6389416975946332	0.3367183159378165
logarithm	glszm	SmallAreaHighGrayLevelEmphasis	4.806199622487501	0.33698336195886736
logarithm	glszm	SmallAreaLowGrayLevelEmphasis	0.22722691771327544	0.33667652070090964
logarithm	glszm	ZoneEntropy	2.4056390622295645	1.9182958340544882
logarithm	glszm	ZonePercentage	0.0547945205479452	0.03260869565217391
logarithm	glszm	ZoneVariance	861.1875	1292.2222222222222
logarithm	gldm	DependenceEntropy	4.710083331418732	5.068110547608133
logarithm	gldm	DependenceNonUniformity	8.849315068493151	10.021739130434783
logarithm	gldm	DependenceNonUniformityNormalized	0.060611747044473634	0.054465973534971644
logarithm	gldm	DependenceVariance	29.226121223494086	41.69836956521739
logarithm	gldm	GrayLevelNonUniformity	65.6027397260274	74.33695652173913
logarithm	gldm	GrayLevelVariance	0.38468755864139614	0.46759806238185253
logarithm	gldm	HighGrayLevelEmphasis	12.301369863013699	6.005434782608695
logarithm	gldm	LargeDependenceEmphasis	130.87671232876713	168.2608695652174
logarithm	gldm	LargeDependenceHighGrayLevelEmphasis	1937.0958904109589	1323.7228260869565
logarithm	gldm	LargeDependenceLowGrayLevelEmphasis	9.289847792998478	24.89658816425121
logarithm	gldm	LowGrayLevelEmphasis	0.09844748858447487	0.27400362318840576
logarithm	gldm	SmallDependenceEmphasis	0.058602753648324166	0.03842455453632154
logarithm	gldm	SmallDependenceHighGrayLevelEmphasis	0.4829355495440623	0.09909613303689814
logarithm	gldm	SmallDependenceLowGrayLevelEmphasis	0.015378525839498511	0.02650933665037619
logarithm	ngtdm	Busyness	1.2401097686797917	5.312240916608246
logarithm	ngtdm	Coarseness	0.03837402657168451	0.036231154096405156
logarithm	ngtdm	Complexity	4.839458851853466	1.2141204432794097
logarithm	ngtdm	Contrast	0.017432823820820356	0.06796927712723425
logarithm	ngtdm	Strength	0.39131499300542294	0.09414948554955713
gradient	firstorder	10Percentile	37.27505302429199	29.02806167602539
gradient	firstorder	90Percentile	102.50090789794922	116.88222198486329
gradient	firstorder	Energy	20044751.182796277	25965318.08672399
gradient	firstorder	Entropy	2.0043631119968777	2.3952479163376057
gradient	firstorder	InterquartileRange	34.63192653656006	50.377326011657715
gradient	firstorder	Kurtosis	2.1982055164806042	2.141072259137902
gradient	firstorder	Maximum	123.20942687988281	143.1793212890625
gradient	firstorder	MeanAbsoluteDeviation	19.817130935104863	27.21719724215947
gradient	firstorder	Mean	69.75796583254044	74.27531539616378
gradient	firstorder	Median	69.31681823730469	75.39297103881836
gradient	firstorder	Minimum	18.690624237060547	4.477498531341553
gradient	firstorder	Range	104.51880264282227	138.70182275772095
gradient	firstorder	RobustMeanAbsoluteDeviation	14.761673093834334	20.54097983134265
gradient	firstorder	RootMeanSquared	370.5304526223485	375.65390876041505
gradient	firstorder	Skewness	0.03786217242849458	-0.07176271759706035
gradient	firstorder	TotalEnergy	20044751.182796277	25965318.08672399
gradient	firstorder	Uniformity	0.27237755676487146	0.20516304347826092
gradient	firstorder	Variance	571.8630239043131	1033.8474520803536
gradient	glcm	Autocorrelation	10.531251590540666	11.056954232527088
gradient	glcm	JointAverage	3.220301543332137	3.256362481029886
gradient	glcm	ClusterProminence	13.213094075793201	50.872649160756836
gradient	glcm	ClusterShade	0.28187150906876074	1.0840800549690472
gradient	glcm	ClusterTendency	2.283560152290992	4.483460682408474
gradient	glcm	Contrast	1.642533756354697	2.6785691680732344
gradient	glcm	Correlation	0.16385614890760197	0.25243301043728744
gradient	glcm	DifferenceAverage	0.9549012690711179	1.2300158611109218
gradient	glcm	DifferenceEntropy	1.6737841859901939	1.9656721650465132
gradient	glcm	DifferenceVariance	0.7012772878900118	1.1363391749250327
gradient	glcm	JointEnergy	0.08233178337268472	0.04790990933415426
gradient	glcm	JointEntropy	3.87234013175745	4.604928150582253
gradient	glcm	Imc1	-0.06622291542097214	-0.08719619022558214
gradient	glcm	Imc2	0.4647560993648288	0.5701352758089858
gradient	glcm	Idm	0.5907872686519734	0.5228238798878203
gradient	glcm	Idmn	0.9443972045644311	0.9386846596284204
gradient	glcm	Id	0.6221813459788835	0.5683902370139281
gradient	glcm	Idn	0.8561288329126762	0.8471373683341639
gradient	glcm	InverseVariance	0.4909432526325345	0.4614044959143201
gradient	glcm	MaximumProbability	0.1538220387307729	0.09361599373757244
gradient	glcm	SumEntropy	2.5731812616046836	3.037792781177266
gradient	glcm	SumSquares	0.9815234771614221	1.790507462620427
gradient	glrlm	GrayLevelNonUniformity	30.37141366049189	30.383997746395526
gradient	glrlm	GrayLevelNonUniformityNormalized	0.2635969443061559	0.20312930339627752
gradient	glrlm	GrayLevelVariance	1.0489688226681073	1.7914985721848615
gradient	glrlm	HighGrayLevelRunEmphasis	12.130290603375663	14.264235915783557
gradient	glrlm	LongRunEmphasis	1.9512241425440564	1.7844375915097794
gradient	glrlm	LongRunHighGrayLevelEmphasis	22.15038015263936	24.12136956194213
gradient	glrlm	LongRunLowGrayLevelEmphasis	0.2589604512763159	0.301943343019956
gradient	glrlm	LowGrayLevelRunEmphasis	0.13681915114763654	0.17046738439902365
gradient	glrlm	RunEntropy	2.889840974296114	3.188110333113386
gradient	glrlm	RunLengthNonUniformity	74.92813070721891	101.71047331141423
gradient	glrlm	RunLengthNonUniformityNormalized	0.6434535438448183	0.6765319493642207
gradient	glrlm	RunPercentage	0.7892518440463647	0.8131270903010033
gradient	glrlm	RunVariance	0.31282234365197853	0.25780638387087607
gradient	glrlm	ShortRunEmphasis	0.8252179256165868	0.8477161079346212
gradient	glrlm	ShortRunHighGrayLevelEmphasis	10.271397355869217	12.341682662791293
gradient	glrlm	ShortRunLowGrayLevelEmphasis	0.114115124850951	0.14391051332043858
gradient	glszm	GrayLevelNonUniformity	2.111111111111111	3.111111111111111
gradient	glszm	GrayLevelNonUniformityNormalized	0.2345679012345679	0.1728395061728395
gradient	glszm	GrayLevelVariance	2.5432098765432096	2.839506172839506
gradient	glszm	HighGrayLevelZoneEmphasis	12.222222222222221	13.222222222222221
gradient	glszm	LargeAreaEmphasis	616.2222222222222	277.3333333333333
gradient	glszm	LargeAreaHighGrayLevelEmphasis	6912.444444444444	3955.277777777778
gradient	glszm	LargeAreaLowGrayLevelEmphasis	69.0067901234568	33.258672839506175
gradient	glszm	LowGrayLevelZoneEmphasis	0.31040123456790125	0.30257716049382716
gradient	glszm	SizeZoneNonUniformity	1.4444444444444444	3.5555555555555554
gradient	glszm	SizeZoneNonUniformityNormalized	0.16049382716049382	0.19753086419753085
gradient	glszm	SmallAreaEmphasis	0.29087224329645334	0.42448806999375427
gradient	glszm	SmallAreaHighGrayLevelEmphasis	3.6748129784415693	4.294592750321158
gradient	glszm	SmallAreaLowGrayLevelEmphasis	0.14759705303555692	0.16512270026578482
gradient	glszm	ZoneEntropy	3.169925001442309	3.8365916681089742
gradient	glszm	ZonePercentage	0.06164383561643835	0.09782608695652174
gradient	glszm	ZoneVariance	353.06172839506166	172.8395061728395
gradient	gldm	DependenceEntropy	4.9448186053634915	5.39273019243077
gradient	gldm	DependenceNonUniformity	15.178082191780822	20.217391304347824
gradient	gldm	DependenceNonUniformityNormalized	0.10395946706699193	0.10987712665406427
gradient	gldm	DependenceVariance	8.619440795646463	7.730033081285444
gradient	gldm	GrayLevelNonUniformity	39.76712328767123	37.75
gradient	gldm	GrayLevelVariance	0.9857384124601238	1.739100897920605
gradient	gldm	HighGrayLevelEmphasis	11.794520547945206	13.951086956521738
gradient	gldm	LargeDependenceEmphasis	50.602739726027394	42.05434782608695
gradient	gldm	LargeDependenceHighGrayLevelEmphasis	493.67123287671234	485.8097826086956
gradient	gldm	LargeDependenceLowGrayLevelEmphasis	6.835224505327245	7.279103260869565
gradient	gldm	LowGrayLevelEmphasis	0.13516362252663622	0.17047403381642512
gradient	gldm	SmallDependenceEmphasis	0.05806828925567066	0.08667946731293145
gradient	gldm	SmallDependenceHighGrayLevelEmphasis	0.768122145842395	1.126866671734304
gradient	gldm	SmallDependenceLowGrayLevelEmphasis	0.014954838571738262	0.02265890782100737
gradient	ngtdm	Busyness	1.9384222839169045	1.8736133653802884
gradient	ngtdm	Coarseness	0.04389218272380959	0.03634565522518198
gradient	ngtdm	Complexity	6.355701870535183	10.43319233982178
gradient	ngtdm	Contrast	0.06878215828746503	0.10005570366335362
gradient	ngtdm	Strength	0.30120223057586015	0.3518431808792766
log-sigma-1-0-mm-3D	firstorder	10Percentile	-83.38101196289062	-82.27108917236328
log-sigma-1-0-mm-3D	firstorder	90Percentile	-12.932878017425537	-16.280217552185047
log-sigma-1-0-mm-3D	firstorder	Energy	9705480.631248608	11670678.844345497
log-sigma-1-0-mm-3D	firstorder	Entropy	2.134509676780077	2.15552919629461
log-sigma-1-0-mm-3D	firstorder	InterquartileRange	42.46897268295288	36.7694149017334
log-sigma-1-0-mm-3D	firstorder	Kurtosis	2.222000148051254	2.4899969498219803
log-sigma-1-0-mm-3D	firstorder	Maximum	14.408745765686035	14.597321510314941
log-sigma-1-0-mm-3D	firstorder	MeanAbsoluteDeviation	22.07634337996649	21.62769935768809
log-sigma-1-0-mm-3D	firstorder	Mean	-43.5414710502102	-49.49587165531905
log-sigma-1-0-mm-3D	firstorder	Median	-39.35637283325195	-53.83702850341797
log-sigma-1-0-mm-3D	firstorder	Minimum	-103.05903625488281	-104.98678588867188
log-sigma-1-0-mm-3D	firstorder	Range	117.46778202056885	119.58410739898682
log-sigma-1-0-mm-3D	firstorder	RobustMeanAbsoluteDeviation	16.43318836711675	15.785585548399448
log-sigma-1-0-mm-3D	firstorder	RootMeanSquared	257.82919682336114	251.84837187268292
log-sigma-1-0-mm-3D	firstorder	Skewness	-0.32149492004088914	0.20986287487764138
log-sigma-1-0-mm-3D	firstorder	TotalEnergy	9705480.631248608	11670678.844345497
log-sigma-1-0-mm-3D	firstorder	Uniformity	0.2508913492212423	0.2549031190926276
log-sigma-1-0-mm-3D	firstorder	Variance	704.9176634893449	675.2840971927951
log-sigma-1-0-mm-3D	glcm	Autocorrelation	12.632576954832622	11.224954592119188
log-sigma-1-0-mm-3D	glcm	JointAverage	3.5108342369929564	3.29788908580544
log-sigma-1-0-mm-3D	glcm	ClusterProminence	24.979295418364465	25.102515023707603
log-sigma-1-0-mm-3D	glcm	ClusterShade	0.16626828080081463	1.5437644938576751
log-sigma-1-0-mm-3D	glcm	ClusterTendency	3.2921738736485433	2.980402917291392
log-sigma-1-0-mm-3D	glcm	Contrast	2.076040384010152	1.58709840608565
log-sigma-1-0-mm-3D	glcm	Correlation	0.23051357938720388	0.30787131593724293
log-sigma-1-0-mm-3D	glcm	DifferenceAverage	1.1107604846226773	0.9328058970768076
log-sigma-1-0-mm-3D	glcm	DifferenceEntropy	1.7449636694029276	1.6741542444495905
log-sigma-1-0-mm-3D	glcm	DifferenceVariance	0.7547596857912797	0.6903448360880577
log-sigma-1-0-mm-3D	glcm	JointEnergy	0.07223103093344382	0.08008221539955346
log-sigma-1-0-mm-3D	glcm	JointEntropy	4.065948727950085	4.014819313285926
log-sigma-1-0-mm-3D	glcm	Imc1	-0.1054760725298901	-0.09109970377713049
log-sigma-1-0-mm-3D	glcm	Imc2	0.5680807279138986	0.5363242726543501
log-sigma-1-0-mm-3D	glcm	Idm	0.5401617882149333	0.5988510998729096
log-sigma-1-0-mm-3D	glcm	Idmn	0.9496326134020386	0.9607250722068655
log-sigma-1-0-mm-3D	glcm	Id	0.5827723557962086	0.6301214676294793
log-sigma-1-0-mm-3D	glcm	Idn	0.8574415588267333	0.8778235029786121
log-sigma-1-0-mm-3D	glcm	InverseVariance	0.47385271881611585	0.4773529414993165
log-sigma-1-0-mm-3D	glcm	MaximumProbability	0.12702987006896577	0.1658333698287405
log-sigma-1-0-mm-3D	glcm	SumEntropy	2.7747354162927684	2.7682880663576745
log-sigma-1-0-mm-3D	glcm	SumSquares	1.3420535644146736	1.1418753308442602
log-sigma-1-0-mm-3D	glrlm	GrayLevelNonUniformity	29.81321023156376	34.17366653509315
log-sigma-1-0-mm-3D	glrlm	GrayLevelNonUniformityNormalized	0.2501847405143879	0.24348446712422842
log-sigma-1-0-mm-3D	glrlm	GrayLevelVariance	1.279221985826834	1.2800350359791204
log-sigma-1-0-mm-3D	glrlm	HighGrayLevelRunEmphasis	15.961622097611723	14.28464679097446
log-sigma-1-0-mm-3D	glrlm	LongRunEmphasis	1.8800242046405762	2.1420644591244153
log-sigma-1-0-mm-3D	glrlm	LongRunHighGrayLevelEmphasis	27.87100518429179	26.736921245706693
log-sigma-1-0-mm-3D	glrlm	LongRunLowGrayLevelEmphasis	0.20307979302402707	0.2632887491719307
log-sigma-1-0-mm-3D	glrlm	LowGrayLevelRunEmphasis	0.10087233933498539	0.1177339845399783
log-sigma-1-0-mm-3D	glrlm	RunEntropy	2.8773391634498466	3.1234197173096527
log-sigma-1-0-mm-3D	glrlm	RunLengthNonUniformity	83.69200910678676	86.18719028887622
log-sigma-1-0-mm-3D	glrlm	RunLengthNonUniformityNormalized	0.6889548168888703	0.6083831094211806
log-sigma-1-0-mm-3D	glrlm	RunPercentage	0.815068493150685	0.7625418060200668
log-sigma-1-0-mm-3D	glrlm	RunVariance	0.2988983749856402	0.38606403877883555
log-sigma-1-0-mm-3D	glrlm	ShortRunEmphasis	0.8500398579067071	0.8050753010606283
log-sigma-1-0-mm-3D	glrlm	ShortRunHighGrayLevelEmphasis	13.939601164484124	12.10739493499663
log-sigma-1-0-mm-3D	glrlm	ShortRunLowGrayLevelEmphasis	0.08316738652559368	0.09271932018906541
log-sigma-1-0-mm-3D	glszm	GrayLevelNonUniformity	1.5	3.4
log-sigma-1-0-mm-3D	glszm	GrayLevelNonUniformityNormalized	0.1875	0.22666666666666666
log-sigma-1-0-mm-3D	glszm	GrayLevelVariance	3.0	2.0
log-sigma-1-0-mm-3D	glszm	HighGrayLevelZoneEmphasis	19.0	18.0
log-sigma-1-0-mm-3D	glszm	LargeAreaEmphasis	641.5	465.73333333333335
log-sigma-1-0-mm-3D	glszm	LargeAreaHighGrayLevelEmphasis	9999.75	5121.4
log-sigma-1-0-mm-3D	glszm	LargeAreaLowGrayLevelEmphasis	56.82934027777778	53.064870370370365
log-sigma-1-0-mm-3D	glszm	LowGrayLevelZoneEmphasis	0.19489583333333335	0.1426111111111111
log-sigma-1-0-mm-3D	glszm	SizeZoneNonUniformity	1.5	2.466666666666667
log-sigma-1-0-mm-3D	glszm	SizeZoneNonUniformityNormalized	0.1875	0.16444444444444445
log-sigma-1-0-mm-3D	glszm	SmallAreaEmphasis	0.18455379018993603	0.36935387560466826
log-sigma-1-0-mm-3D	glszm	SmallAreaHighGrayLevelEmphasis	2.1030982905982905	7.635505236281194
log-sigma-1-0-mm-3D	glszm	SmallAreaLowGrayLevelEmphasis	0.12688351599647738	0.03699734141694163
log-sigma-1-0-mm-3D	glszm	ZoneEntropy	2.9999999999999973	3.773557262275181
log-sigma-1-0-mm-3D	glszm	ZonePercentage	0.0547945205479452	0.08152173913043478
log-sigma-1-0-mm-3D	glszm	ZoneVariance	308.4375	315.26222222222225
log-sigma-1-0-mm-3D	gldm	DependenceEntropy	4.782601657448535	5.363240588928627
log-sigma-1-0-mm-3D	gldm	DependenceNonUniformity	17.15068493150685	14.33695652173913
log-sigma-1-0-mm-3D	gldm	DependenceNonUniformityNormalized	0.11747044473634828	0.07791824196597354
log-sigma-1-0-mm-3D	gldm	DependenceVariance	6.22349408894727	13.458884688090736
log-sigma-1-0-mm-3D	gldm	GrayLevelNonUniformity	36.63013698630137	46.90217391304348
log-sigma-1-0-mm-3D	gldm	GrayLevelVariance	1.288234190279602	1.2064922022684312
log-sigma-1-0-mm-3D	gldm	HighGrayLevelEmphasis	15.479452054794521	13.494565217391305
log-sigma-1-0-mm-3D	gldm	LargeDependenceEmphasis	39.95890410958904	64.92391304347827
log-sigma-1-0-mm-3D	gldm	LargeDependenceHighGrayLevelEmphasis	495.2191780821918	650.1467391304348
log-sigma-1-0-mm-3D	gldm	LargeDependenceLowGrayLevelEmphasis	5.194446347031963	8.667003321256038
log-sigma-1-0-mm-3D	gldm	LowGrayLevelEmphasis	0.10407724505327245	0.12017059178743959
log-sigma-1-0-mm-3D	gldm	SmallDependenceEmphasis	0.0638788415360274	0.07264692434209652
log-sigma-1-0-mm-3D	gldm	SmallDependenceHighGrayLevelEmphasis	1.152915939197295	1.3734586508055615
log-sigma-1-0-mm-3D	gldm	SmallDependenceLowGrayLevelEmphasis	0.010737086338186383	0.007292449722531547
log-sigma-1-0-mm-3D	ngtdm	Busyness	1.2425148630873581	1.5836348657986974
log-sigma-1-0-mm-3D	ngtdm	Coarseness	0.039011827547853664	0.037748017938963305
log-sigma-1-0-mm-3D	ngtdm	Complexity	11.002024115207783	9.236794467763765
log-sigma-1-0-mm-3D	ngtdm	Contrast	0.06641683849250139	0.05644185126029087
log-sigma-1-0-mm-3D	ngtdm	Strength	0.45448276714526925	0.3832027467592571
log-sigma-2-0-mm-3D	firstorder	10Percentile	-82.62872314453125	-116.35991973876953
log-sigma-2-0-mm-3D	firstorder	90Percentile	-20.067626953125	-20.65007438659667
log-sigma-2-0-mm-3D	firstorder	Energy	9231367.345818298	10466334.961806819
log-sigma-2-0-mm-3D	firstorder	Entropy	1.9513790869841607	2.53298499848328
log-sigma-2-0-mm-3D	firstorder	InterquartileRange	31.520102500915527	51.4766960144043
log-sigma-2-0-mm-3D	firstorder	Kurtosis	2.378315979396702	2.3949794128155917
log-sigma-2-0-mm-3D	firstorder	Maximum	-4.73676872253418	4.704778671264648
log-sigma-2-0-mm-3D	firstorder	MeanAbsoluteDeviation	18.046793897909392	29.365613629073184
log-sigma-2-0-mm-3D	firstorder	Mean	-49.529444266672	-64.25306286241697
log-sigma-2-0-mm-3D	firstorder	Median	-47.43746376037598	-62.28554153442383
log-sigma-2-0-mm-3D	firstorder	Minimum	-102.14420318603516	-151.97242736816406
log-sigma-2-0-mm-3D	firstorder	Range	97.40743446350098	156.6772060394287
log-sigma-2-0-mm-3D	firstorder	RobustMeanAbsoluteDeviation	12.972298549273352	21.115964927465747
log-sigma-2-0-mm-3D	firstorder	RootMeanSquared	251.45286529389338	238.50001095851331
log-sigma-2-0-mm-3D	firstorder	Skewness	-0.25419652056674025	-0.34875087262199783
log-sigma-2-0-mm-3D	firstorder	TotalEnergy	9231367.345818298	10466334.961806819
log-sigma-2-0-mm-3D	firstorder	Uniformity	0.28457496716081815	0.19376181474480153
log-sigma-2-0-mm-3D	firstorder	Variance	493.04417514673315	1305.6368574594596
log-sigma-2-0-mm-3D	glcm	Autocorrelation	11.199822986103232	21.52791047386033
log-sigma-2-0-mm-3D	glcm	JointAverage	3.2888251050062514	4.5252995087227905
log-sigma-2-0-mm-3D	glcm	ClusterProminence	16.64400598696765	96.79386873700986
log-sigma-2-0-mm-3D	glcm	ClusterShade	-0.031231669503198573	-1.8159226121084373
log-sigma-2-0-mm-3D	glcm	ClusterTendency	2.582544511511554	6.407322294701966
log-sigma-2-0-mm-3D	glcm	Contrast	1.0590512341337164	2.2151501932281397
log-sigma-2-0-mm-3D	glcm	Correlation	0.4205359821277836	0.4900046801041778
log-sigma-2-0-mm-3D	glcm	DifferenceAverage	0.779927816652842	1.179911983165802
log-sigma-2-0-mm-3D	glcm	DifferenceEntropy	1.3739147398435638	1.7802485507037953
log-sigma-2-0-mm-3D	glcm	DifferenceVariance	0.42959704404442434	0.7835068932088051
log-sigma-2-0-mm-3D	glcm	JointEnergy	0.09301612286622327	0.04391677747149815
log-sigma-2-0-mm-3D	glcm	JointEntropy	3.68169110556102	4.74015295110111
log-sigma-2-0-mm-3D	glcm	Imc1	-0.12237643609985907	-0.14063959549243993
log-sigma-2-0-mm-3D	glcm	Imc2	0.5820856821972816	0.7022102734831114
log-sigma-2-0-mm-3D	glcm	Idm	0.6379484334216664	0.5130124382099156
