Image type	Feature Class	Feature Name	1: RTSTRUCT: ANON_49_segment_Lt Frontal	1: RTSTRUCT: ANON_49_segment_Left Ventricle	1: RTSTRUCT: ANON_49_segment_Rt Post Parietal	1: RTSTRUCT: ANON_49_segment_Rt Post Parietal 2	1: RTSTRUCT: ANON_49_segment_Lt inf Frontal	1: RTSTRUCT: ANON_49_segment_Lt Hippocampal	1: RTSTRUCT: ANON_49_segment_Rt Sup Cerebellar	1: RTSTRUCT: ANON_49_segment_Lt lat Frontal
wavelet-HLH	glrlm	HighGrayLevelRunEmphasis	6.521598791608593	6.419630877008266	2.5431880680539	12.786238258765561	2.5178143919502696	13.31229822236124	2.454621657001827	2.06875
wavelet-HLH	glrlm	LongRunEmphasis	5.327427036632722	4.3069688473902605	2.257247817712934	3.451865069017024	3.125204336105625	3.4918194633726545	2.678502710436428	1.4875
wavelet-HLH	glrlm	LongRunHighGrayLevelEmphasis	34.63969032088267	28.107348672416737	5.666581767342053	45.220703636889795	7.608507042718601	44.365984527184715	6.333402007023215	2.8375
wavelet-HLH	glrlm	LongRunLowGrayLevelEmphasis	0.9659671174778233	0.7761652338704863	1.4351565456502349	0.2945025780923206	2.004378659452381	0.3196954844130626	1.7647778862897305	1.15
wavelet-HLH	glrlm	LowGrayLevelRunEmphasis	0.18329118008027281	0.18441864440757186	0.6444451983311057	0.09331419876644345	0.6205464020124326	0.0953635030397454	0.6363445857495432	0.7328125
wavelet-HLH	glrlm	RunEntropy	2.8373475168462603	2.646275821295971	2.1171676647874977	2.7645202801304256	2.2424981465884337	3.1198238554946682	2.1783830803341435	1.2928249852141138
wavelet-HLH	glrlm	RunLengthNonUniformity	1337.5940630347422	177.38308858143893	22.03087740574324	84.36281123159748	41.02396295404363	438.86431114068364	25.65175062533551	4.199999999999999
wavelet-HLH	glrlm	RunLengthNonUniformityNormalized	0.39009589636476466	0.4174905825372395	0.5809555865320923	0.4491020961600182	0.493948102166962	0.48269714347250275	0.5174423515267683	0.7775000000000001
wavelet-HLH	glrlm	RunPercentage	0.5489372469635627	0.5864304235090751	0.7446153846153847	0.6308742452087162	0.6660256410256409	0.6427030913012222	0.6945054945054945	0.875
wavelet-HLH	glrlm	RunVariance	1.5923950551957995	1.178585365470398	0.3767945401458237	0.8207536893138888	0.5812381874253693	0.9419373872521979	0.49363896693511095	0.11125
wavelet-HLH	glrlm	ShortRunEmphasis	0.60912702900708	0.6491740329534716	0.7770951125459423	0.6825696481047868	0.6902240795830461	0.7130193309047941	0.7290365635202869	0.878125
wavelet-HLH	glrlm	ShortRunHighGrayLevelEmphasis	3.9921891580150706	4.159669090372398	1.9650470963648015	8.611891104453218	1.770103049404756	9.677423233246612	1.8167140239999795	1.8765625
wavelet-HLH	glrlm	ShortRunLowGrayLevelEmphasis	0.11218519278921761	0.12050820593621081	0.5103493319358082	0.06700410875273356	0.4202543371276188	0.06971579479516522	0.45711719840036363	0.628515625
wavelet-HLH	glszm	GrayLevelNonUniformity	6.555555555555555	1.0	1.5	2.0	1.0	14.272727272727273	1.0	1.0
wavelet-HLH	glszm	GrayLevelNonUniformityNormalized	0.36419753086419754	0.3333333333333333	0.375	0.25	0.5	0.3243801652892562	0.5	0.5
wavelet-HLH	glszm	GrayLevelVariance	1.9135802469135799	0.6666666666666666	0.5	2.0	0.25	2.878099173553719	0.25	0.25
wavelet-HLH	glszm	HighGrayLevelZoneEmphasis	8.444444444444445	4.666666666666667	4.5	11.0	2.5	15.772727272727273	2.5	2.5
wavelet-HLH	glszm	LargeAreaEmphasis	1016082.7777777778	84274.0	280.5	4999.625	3601.0	16747.477272727272	1229.0	10.0
wavelet-HLH	glszm	LargeAreaHighGrayLevelEmphasis	6586059.722222222	541261.6666666666	616.25	66336.0	8822.5	206730.9090909091	2862.5	16.0
wavelet-HLH	glszm	LargeAreaLowGrayLevelEmphasis	183975.12538580247	15397.453703703703	196.84027777777777	407.6751388888889	2295.625	1475.8531881313131	820.625	8.5
wavelet-HLH	glszm	LowGrayLevelZoneEmphasis	0.4506172839506173	0.4537037037037037	0.4027777777777778	0.2504513888888889	0.625	0.17477904040404038	0.625	0.625
wavelet-HLH	glszm	SizeZoneNonUniformity	5.777777777777778	1.0	1.0	2.0	1.0	10.681818181818182	1.0	1.0
wavelet-HLH	glszm	SizeZoneNonUniformityNormalized	0.32098765432098764	0.3333333333333333	0.25	0.25	0.5	0.2427685950413223	0.5	0.5
wavelet-HLH	glszm	SmallAreaEmphasis	0.4517510829496657	0.3333386122085669	0.3134367159092434	0.4425131364234057	0.0002780093664683029	0.49656625841450414	0.0008243669177330111	0.15625
wavelet-HLH	glszm	SmallAreaHighGrayLevelEmphasis	2.169343742593622	0.3333680542764446	2.502637396181352	4.125154182774491	0.0007089200243252405	8.819517384901983	0.0022017773860525704	0.53125
wavelet-HLH	glszm	SmallAreaLowGrayLevelEmphasis	0.31315153594944023	0.3333342751231924	0.043914323618993945	0.17707620991535175	0.00017028170200406845	0.099682137508049	0.0004800143006531213	0.0625
wavelet-HLH	glszm	ZoneEntropy	2.4331958387289743	1.5849625007211552	1.9999999999999987	2.749999999999998	0.9999999999999993	3.802753141601358	0.9999999999999993	0.9999999999999993
wavelet-HLH	glszm	ZonePercentage	0.0029605263157894738	0.004213483146067416	0.08	0.027303754266211604	0.016666666666666666	0.03163191948238677	0.02857142857142857	0.3333333333333333
wavelet-HLH	glszm	ZoneVariance	901988.9506172839	27946.88888888889	124.25	3658.234375	1.0	15748.055268595042	4.0	1.0
wavelet-HLH	gldm	DependenceEntropy	4.634188053471679	4.826459757170965	4.359079570624166	4.854323822562685	4.62196418815937	5.290884002750218	4.469097311108321	1.5849625007211552
wavelet-HLH	gldm	DependenceNonUniformity	588.8240131578947	55.28089887640449	4.68	22.112627986348123	9.883333333333333	93.70309130122214	6.142857142857143	2.0
wavelet-HLH	gldm	DependenceNonUniformityNormalized	0.09684605479570638	0.07764171190506249	0.0936	0.07546972008992534	0.08236111111111111	0.06736383271115898	0.08775510204081632	0.3333333333333333
wavelet-HLH	gldm	DependenceVariance	9.95213123268698	13.332155030930437	11.9504	14.745658074060268	12.149722222222222	17.358909410966362	12.339591836734693	0.6666666666666666
wavelet-HLH	gldm	GrayLevelNonUniformity	3009.2023026315787	355.0870786516854	24.12	136.59726962457339	60.016666666666666	537.6383896477355	35.114285714285714	3.3333333333333335
wavelet-HLH	gldm	GrayLevelVariance	0.2601960428930055	0.2527123311450575	0.29	0.34311407238290487	0.24993055555555554	0.5508710871624664	0.24918367346938775	0.2222222222222222
wavelet-HLH	gldm	HighGrayLevelEmphasis	6.504440789473684	6.453651685393258	2.54	12.941979522184301	2.475	13.030913012221424	2.414285714285714	2.0
wavelet-HLH	gldm	LargeDependenceEmphasis	171.94473684210527	151.46067415730337	70.32	127.04778156996586	105.91666666666667	123.2372393961179	92.31428571428572	9.666666666666666
wavelet-HLH	gldm	LargeDependenceHighGrayLevelEmphasis	1115.1590460526315	992.9733146067416	184.66	1692.0341296928327	247.84166666666667	1511.5341480948957	207.55714285714285	13.666666666666666
wavelet-HLH	gldm	LargeDependenceLowGrayLevelEmphasis	31.136002604166663	27.1124765917603	41.757222222222225	10.32811717861206	70.43541666666667	11.108118260244428	63.503571428571426	8.666666666666666
wavelet-HLH	gldm	LowGrayLevelEmphasis	0.1823750456871345	0.18277933832709115	0.6372222222222222	0.08917709518392111	0.63125	0.09331036824027478	0.6464285714285715	0.75
wavelet-HLH	gldm	SmallDependenceEmphasis	0.010067700411353363	0.01281068764492695	0.05673465075381077	0.027425971103917205	0.018450167978112605	0.0364661282165903	0.025766571220763538	0.1412037037037037
wavelet-HLH	gldm	SmallDependenceHighGrayLevelEmphasis	0.06706022879360622	0.07595184281306104	0.2689068194174629	0.29350949535466625	0.04516064734768277	0.5733331856725706	0.06363841428052583	0.3912037037037037
wavelet-HLH	gldm	SmallDependenceLowGrayLevelEmphasis	0.0025168645469356636	0.003452637826098017	0.02591383081011994	0.006458043140815234	0.011772548135720066	0.005357249302494571	0.016298610455822964	0.0787037037037037
wavelet-HLH	ngtdm	Busyness	134.5720496764152	29.193831030270292	3.6358854719680416	2.6937096787986206	30.737339601827717	10.651076035197026	20.287548400460125	0.0
wavelet-HLH	ngtdm	Coarseness	0.0006829145162335878	0.005812372295527299	0.07995237381920477	0.016879567003238158	0.034246021047468156	0.0037394666591590462	0.05948952174510969	0.5769230769230771
wavelet-HLH	ngtdm	Complexity	3.395996496709009	1.9292252492389936	2.0354407534937438	5.317617329251647	0.48667454369560553	9.00138192968143	0.4802766560108927	0.5777777777777776
wavelet-HLH	ngtdm	Contrast	0.02130586212483151	0.040923185332079844	0.05183912542511009	0.01639654213754637	0.12166003855636731	0.02200826251573607	0.11965118719863461	0.1259259259259259
wavelet-HLH	ngtdm	Strength	0.004044552169886361	0.020115543151335038	0.2700148433938131	0.18890903207030493	0.034238927660123195	0.04993237965113334	0.05950240607205639	0.5882352941176471
wavelet-HHL	firstorder	10Percentile	-8.223855910138417	-7.070432091342092	-13.226878037437775	-14.454849732647244	-7.06230686673825	-14.871106731440701	-8.2709956839269	-1.8385951518672174
wavelet-HHL	firstorder	90Percentile	8.116087689575558	7.686110021555948	15.096707755052774	17.274472389807865	7.599412735067215	15.061727267762524	10.466599706070811	4.0571019542235645
wavelet-HHL	firstorder	Energy	547655949.1937641	64143560.78795836	4502756.498557215	26547636.606788192	10814143.52553039	125646536.442961	6346264.278926117	543242.2067741224
wavelet-HHL	firstorder	Entropy	1.0261580891557092	0.9977221075331736	1.3148542187742762	1.4017370993478668	0.9997996164111453	1.2718349186474778	1.081605811175205	0.9182958340544889
wavelet-HHL	firstorder	InterquartileRange	8.288971559021416	7.476770162181464	16.3024819099765	14.124376180438114	6.573734096242466	13.603893190276352	9.289283609837966	2.128580562527756
wavelet-HHL	firstorder	Kurtosis	4.335450743077051	3.6865113164217864	3.849378909001235	3.909448103959843	3.1426426068977067	3.8752741537396083	4.553175383333135	2.528715617615421
wavelet-HHL	firstorder	Maximum	41.509466349398615	24.549577290775154	28.74343458287503	40.8473246908675	14.144257441458468	54.04814342819113	18.643897311870393	5.6879310932010245
wavelet-HHL	firstorder	MeanAbsoluteDeviation	5.2176198810950165	4.5831943340118535	9.968701290466289	9.928570836096808	4.3813420248394515	9.07895606321494	6.027239913867746	2.1137307544217308
wavelet-HHL	firstorder	Mean	0.04667643342926293	0.09028635724413663	-0.18571695009548556	0.7076011788034896	0.14361906129424498	0.312353615902931	0.9937342554900204	0.8865058225909683
wavelet-HHL	firstorder	Median	0.0697126844410855	-0.2557696733834255	1.233248860646472	0.6475327565807109	0.06075110090368432	0.04472677993831739	0.8652950059296003	0.44101066541655787
wavelet-HHL	firstorder	Minimum	-33.74861928343183	-15.99849152064048	-41.26567918428929	-40.97883376018467	-16.506674537089257	-40.0611342355773	-28.15171068229177	-3.456129157720605
wavelet-HHL	firstorder	Range	75.25808563283044	40.54806881141563	70.00911376716432	81.82615845105218	30.650931978547725	94.10927766376844	46.79560799416217	9.14406025092163
wavelet-HHL	firstorder	RobustMeanAbsoluteDeviation	3.4467542846964903	3.08009186708704	6.79350475504057	6.176713179909879	3.0037671366858447	5.9751438316094525	4.053518222311641	0.8272322826148786
wavelet-HHL	firstorder	RootMeanSquared	300.1249600478294	300.148747739524	300.0918692186516	301.0087511727085	300.19637358361484	300.54651447611076	301.09951555984463	300.8992651963229
wavelet-HHL	firstorder	Skewness	0.04250685555502436	0.38567059059490466	-0.28563044476364324	0.31717371912072156	-0.25325862667789983	0.24350811144167792	-0.6932349825474516	0.24041246305377376
wavelet-HHL	firstorder	TotalEnergy	547655949.1937641	64143560.78795836	4502756.498557215	26547636.606788192	10814143.52553039	125646536.442961	6346264.278926117	543242.2067741224
wavelet-HHL	firstorder	Uniformity	0.49742106345221615	0.5015780835753061	0.44880000000000003	0.42545632447669746	0.5001388888888889	0.4567820966767465	0.4942857142857143	0.5555555555555556
wavelet-HHL	firstorder	Variance	46.983604964204396	35.09080363165091	166.5256504160142	181.20687584321016	31.67064954195035	140.69762941591455	63.69020930854248	7.678409559013946
wavelet-HHL	glcm	Autocorrelation	6.2929586216974815	2.203162823046651	6.81137109766795	6.563019127821409	2.277386771100595	6.349145995982807	6.5728521292843975	2.5625
wavelet-HHL	glcm	JointAverage	2.5070165800864546	1.48034441605249	2.60980349860035	2.5538951205483653	1.5065546412809387	2.5147304751433173	2.5655134836741524	1.625
wavelet-HHL	glcm	ClusterProminence	0.5622900726115238	0.5226368183625876	1.2216847466531846	2.874361863580013	0.5146056527487199	1.841879380776517	0.5946018252384335	0.15625
wavelet-HHL	glcm	ClusterShade	-0.003691123656633481	0.021229825450032713	0.01965845620057482	0.1596811029810178	-0.006118496309883566	0.16138787372756694	-0.10478294027877669	0.0
wavelet-HHL	glcm	ClusterTendency	0.5263162464563801	0.5225834816672229	0.6924009883158931	0.9369714908515735	0.5145984611074492	0.741380300185209	0.5078431351419382	0.25
wavelet-HHL	glcm	Contrast	0.49501703428830024	0.4757408502216363	0.6956198105298554	0.7759984076471379	0.484554305484445	0.6408269996188726	0.5441712774797131	0.625
wavelet-HHL	glcm	Correlation	0.030629103613815475	0.04686036046077396	-0.004668486125576337	0.09201720379455917	0.030046559027030198	0.07234404417283798	-0.030361819253769576	-0.4166666666666663
wavelet-HHL	glcm	DifferenceAverage	0.48971984728155904	0.4757408502216363	0.5922653416881304	0.6193841092241688	0.484554305484445	0.5550539593307249	0.5207199823629968	0.625
wavelet-HHL	glcm	DifferenceEntropy	1.0073402589153475	0.983551421504407	1.148235410665805	1.2836467559614724	0.972461089074964	1.1856143173059244	1.0175797204149666	0.4999999999999995
wavelet-HHL	glcm	DifferenceVariance	0.2498506981891046	0.24444790294415508	0.3247682159685771	0.3838922051609573	0.2407740716643666	0.3277187207297016	0.2524955043342812	0.125
wavelet-HHL	glcm	JointEnergy	0.25286850969364555	0.2563899311114154	0.22877992515938497	0.1836734270209051	0.2596495450396863	0.21563301012634145	0.2709680746966159	0.4375
wavelet-HHL	glcm	JointEntropy	2.0357186512650154	1.981126243319159	2.396596708835302	2.796624440030853	1.9712284026123064	2.501213217144634	2.008969639909945	1.2499999999999991
wavelet-HHL	glcm	Imc1	-0.017111243971196954	-0.01647235528288387	-0.11924762200507612	-0.046496172713287424	-0.02755430947390957	-0.02710929095242716	-0.06841788259645218	-0.5755328198945164
wavelet-HHL	glcm	Imc2	0.10783077238398937	0.12192526618057083	0.4924207308153666	0.3214266716923367	0.1628875131255769	0.2183220209291093	0.3438817095269909	0.6980587699489048
wavelet-HHL	glcm	Idm	0.7556697950598945	0.7621295748891819	0.7142027760401073	0.7059693752302125	0.7577228472577775	0.7310205365969031	0.7419851383301731	0.6875
wavelet-HHL	glcm	Idmn	0.9709748306949246	0.9048518299556727	0.9610531772141263	0.9576062764005863	0.9030891389031109	0.9761813844830538	0.946665239718954	0.875
wavelet-HHL	glcm	Id	0.7560229408603438	0.7621295748891819	0.7205103233801384	0.7144842134282677	0.7577228472577775	0.7357194048199243	0.7435485580046208	0.6875
wavelet-HHL	glcm	Idn	0.9022326034439128	0.8414197165927878	0.8849254805571647	0.8811235273372487	0.8384818981718518	0.9094569450596095	0.8709925691650865	0.7916666666666666
wavelet-HHL	glcm	InverseVariance	0.4850848086506608	0.4757408502216363	0.5073339369553762	0.5005376844998632	0.484554305484445	0.4897013942646358	0.5002000991358699	0.625
wavelet-HHL	glcm	MaximumProbability	0.27186917828115287	0.28621816992711707	0.3111451442111113	0.23874259490368893	0.291466559887096	0.2572292808318247	0.34645797312201626	0.5
wavelet-HHL	glcm	SumEntropy	1.5254402766172457	1.5053853930975234	1.6763205427967556	1.9632109815417245	1.4866740971278616	1.7996030972568406	1.4561457718305966	0.6249999999999994
wavelet-HHL	glcm	SumSquares	0.25533332018617005	0.2495810829722148	0.34700519971143723	0.4282424746246779	0.2497881916479735	0.3455518249510204	0.2630036031554128	0.21875
wavelet-HHL	glrlm	GrayLevelNonUniformity	1641.8874102789398	206.43822958813297	16.189925559447627	79.8450575599505	40.14471744800567	362.00653702571003	24.07897426406026	2.8625
wavelet-HHL	glrlm	GrayLevelNonUniformityNormalized	0.4952674062720649	0.5011175416725053	0.4275764893981164	0.407403568372666	0.500373402544441	0.4356917826446764	0.48198690416046686	0.5464583333333334
wavelet-HHL	glrlm	GrayLevelVariance	0.25953100044988303	0.24944122916374736	0.40737771406543755	0.4554202418558889	0.24981329872777946	0.3968572800884826	0.2905886338272821	0.2267708333333333
wavelet-HHL	glrlm	HighGrayLevelRunEmphasis	6.512574343033754	2.434311696783444	6.977816361742994	6.977759678121408	2.5196038967411307	6.811743258994427	6.5253074571617296	2.93125
wavelet-HHL	glrlm	LongRunEmphasis	5.353863063153289	4.305684005350908	2.2217030722807367	3.0021562269679545	2.9427153858185737	4.009367792760255	2.5083225245372445	1.4875
wavelet-HHL	glrlm	LongRunHighGrayLevelEmphasis	35.13648314119379	10.366194454494421	15.874171426973344	20.651459303554134	7.477046924963564	26.218464972315132	17.48363774073126	4.6
wavelet-HHL	glrlm	LongRunLowGrayLevelEmphasis	0.9591087312018034	2.7905563930650295	0.3871416337864323	0.5612265730658298	1.8091325010323267	0.750173278885826	0.4337049452831234	0.709375
wavelet-HHL	glrlm	LowGrayLevelRunEmphasis	0.18184755908983238	0.641422075804139	0.19309205394145407	0.2017775353856483	0.6200990258147173	0.19628304786609416	0.19343098596604988	0.5171875
wavelet-HHL	glrlm	RunEntropy	2.8372979907588842	2.66058930285452	2.3225516301309272	2.764512161139506	2.2880537200378757	2.949469968515689	2.205772302033842	1.2928249852141138
wavelet-HHL	glrlm	RunLengthNonUniformity	1295.0384819439819	167.85680140203866	23.048270101578094	97.98282950293296	39.2065743636188	355.9361872954692	27.774178104177928	4.199999999999999
wavelet-HHL	glrlm	RunLengthNonUniformityNormalized	0.38337725133360867	0.40040404013716613	0.5971710063604292	0.4941452749629868	0.48067601122267767	0.4238135055153643	0.540915913605615	0.7775000000000001
wavelet-HHL	glrlm	RunPercentage	0.5451923076923078	0.5786516853932584	0.7553846153846153	0.6692045156208979	0.6685897435897435	0.5970801305093183	0.7131868131868132	0.875
wavelet-HHL	glrlm	RunVariance	1.6787643423123855	1.133185369266969	0.3705440834257135	0.6998655500470281	0.5823279761341011	1.1087398249323064	0.44127010781580994	0.11125
wavelet-HHL	glrlm	ShortRunEmphasis	0.6128523763570238	0.6311509412091247	0.7869764292491902	0.7222889463147416	0.7029368452295285	0.6648048766503726	0.7445703802459432	0.878125
wavelet-HHL	glrlm	ShortRunHighGrayLevelEmphasis	3.981050799384079	1.5526355559894385	5.492612096388263	5.087555002073622	1.771892570876283	4.621705061633298	4.675281925838643	2.5140625
wavelet-HHL	glrlm	ShortRunLowGrayLevelEmphasis	0.11232899361737209	0.4007797875140463	0.15742254965240413	0.1506627149965726	0.4356979138178398	0.1347776352374302	0.1525821102582818	0.469140625
wavelet-HHL	glszm	GrayLevelNonUniformity	4.714285714285714	1.0	1.4	1.6666666666666667	1.6666666666666667	9.08	1.0	1.0
wavelet-HHL	glszm	GrayLevelNonUniformityNormalized	0.336734693877551	0.5	0.28	0.2777777777777778	0.5555555555555556	0.3632	0.3333333333333333	0.5
wavelet-HHL	glszm	GrayLevelVariance	1.816326530612245	0.25	1.36	1.5833333333333333	0.2222222222222222	2.1696	0.6666666666666666	0.25
wavelet-HHL	glszm	HighGrayLevelZoneEmphasis	8.428571428571429	2.5	9.2	7.833333333333333	3.0	8.52	4.666666666666667	2.5
wavelet-HHL	glszm	LargeAreaEmphasis	1312982.7142857143	127136.0	224.0	6072.166666666667	2360.6666666666665	35238.92	807.3333333333334	10.0
wavelet-HHL	glszm	LargeAreaHighGrayLevelEmphasis	8598278.642857144	296480.0	1576.2	40489.666666666664	5961.666666666667	227994.88	5763.333333333333	34.0
wavelet-HHL	glszm	LargeAreaLowGrayLevelEmphasis	235292.20436507935	84800.0	37.297222222222224	1077.8958333333333	1460.4166666666667	6396.214177777778	131.66666666666666	4.0
wavelet-HHL	glszm	LowGrayLevelZoneEmphasis	0.42757936507936506	0.625	0.2972222222222222	0.41435185185185186	0.5	0.4910444444444444	0.4537037037037037	0.625
wavelet-HHL	glszm	SizeZoneNonUniformity	6.285714285714286	1.0	2.2	1.0	1.0	6.44	1.0	1.0
wavelet-HHL	glszm	SizeZoneNonUniformityNormalized	0.4489795918367347	0.5	0.44	0.16666666666666666	0.3333333333333333	0.2576	0.3333333333333333	0.5
wavelet-HHL	glszm	SmallAreaEmphasis	0.6830357298349911	7.965523050928535e-06	0.6007493727273947	0.18959120262985285	0.33352168384989417	0.48373474964857466	0.3339228577690116	0.15625
wavelet-HHL	glszm	SmallAreaHighGrayLevelEmphasis	5.517857243170951	2.1252087676778875e-05	6.604476780850407	0.48226102894968736	1.333799461627672	3.749754273940429	0.33678720140258606	0.25
wavelet-HHL	glszm	SmallAreaLowGrayLevelEmphasis	0.3406808063999505	4.64388189446595e-06	0.22514625179460346	0.17129047209207626	0.0834522394054497	0.26250844313812566	0.3334502763776268	0.1328125
wavelet-HHL	glszm	ZoneEntropy	2.6644977792004587	0.9999999999999993	1.9219280948873612	2.5849625007211543	1.5849625007211552	3.3990795706241705	1.5849625007211552	0.9999999999999993
wavelet-HHL	glszm	ZonePercentage	0.002302631578947368	0.0028089887640449437	0.1	0.020477815699658702	0.025	0.017972681524083392	0.04285714285714286	0.3333333333333333
wavelet-HHL	glszm	ZoneVariance	1124378.6326530613	400.0	124.00000000000001	3687.4722222222217	760.6666666666667	32143.110400000005	262.8888888888889	1.0
wavelet-HHL	gldm	DependenceEntropy	4.709173468052142	4.787119770898521	4.1630741894285626	4.9978489971844215	4.7166966921183455	4.953534317141942	4.216933247473991	1.5849625007211552
wavelet-HHL	gldm	DependenceNonUniformity	551.1950657894737	56.79494382022472	4.68	23.30716723549488	9.583333333333334	109.10496046010064	6.542857142857143	2.0
wavelet-HHL	gldm	DependenceNonUniformityNormalized	0.09065708318905817	0.07976817952278753	0.0936	0.07954664585493133	0.0798611111111111	0.078436348281884	0.09346938775510204	0.3333333333333333
wavelet-HHL	gldm	DependenceVariance	10.724638157894736	12.571013760888777	13.150400000000001	13.311535370243101	12.153055555555556	14.298305683915446	11.191020408163265	0.6666666666666666
wavelet-HHL	gldm	GrayLevelNonUniformity	3024.3200657894736	357.12359550561797	22.44	124.65870307167235	60.016666666666666	635.3838964773544	34.6	3.3333333333333335
wavelet-HHL	gldm	GrayLevelVariance	0.2552300196935596	0.2492109582123469	0.3636	0.41102400726857624	0.24993055555555554	0.34607192897134237	0.276734693877551	0.2222222222222222
wavelet-HHL	gldm	HighGrayLevelEmphasis	6.534046052631579	2.4157303370786516	7.02	6.928327645051194	2.525	6.677210639827463	6.742857142857143	3.0
wavelet-HHL	gldm	LargeDependenceEmphasis	175.20526315789473	155.4943820224719	67.32	105.48464163822526	104.63333333333334	145.99496764917325	82.71428571428571	9.666666666666666
wavelet-HHL	gldm	LargeDependenceHighGrayLevelEmphasis	1155.5225328947367	368.3174157303371	505.3	714.7713310580205	267.2083333333333	929.9410496046011	624.3142857142857	34.666666666666664
wavelet-HHL	gldm	LargeDependenceLowGrayLevelEmphasis	31.172946363304092	102.28862359550561	10.293055555555556	18.75312855517634	63.989583333333336	27.044882179087786	12.536507936507935	3.4166666666666665
wavelet-HHL	gldm	LowGrayLevelEmphasis	0.1805075840643275	0.6460674157303371	0.1852777777777778	0.1948236632536974	0.61875	0.1911770109433661	0.18333333333333332	0.5
wavelet-HHL	gldm	SmallDependenceEmphasis	0.01015000136467898	0.01118956088802428	0.08719650794273777	0.02334386532370383	0.02542586717372384	0.02302035621896041	0.03579373782570126	0.1412037037037037
wavelet-HHL	gldm	SmallDependenceHighGrayLevelEmphasis	0.0697459315850777	0.02731313415935041	0.834865793706862	0.14779586716126125	0.07629990035954017	0.17253041002175032	0.14033749273501211	0.3148148148148148
wavelet-HHL	gldm	SmallDependenceLowGrayLevelEmphasis	0.0023465712284979016	0.007158667570192744	0.027463578043020243	0.008496000099750873	0.012707358877269754	0.008339901515897108	0.018551062273784644	0.09780092592592593
wavelet-HHL	ngtdm	Busyness	133.15730954844457	203.23629579746355	0.9932766184324235	6.172329385644651	27.918265848585513	19.825412014312406	2.60922349670038	0.8666666666666665
wavelet-HHL	ngtdm	Coarseness	0.0006815577471774796	0.005917755477600634	0.0949781973025752	0.016761978422283354	0.03411318444871121	0.0033417068141618827	0.05781876069884285	0.5769230769230771
wavelet-HHL	ngtdm	Complexity	3.3920623963160264	0.474671313249978	3.281593822129606	3.2199591003415016	0.4885696523502464	5.704881526054291	1.9675449294970202	0.5777777777777776
wavelet-HHL	ngtdm	Contrast	0.020748989525532665	0.11820349854758946	0.032579346636228225	0.03700334150248916	0.1220857971540751	0.01762757365960264	0.0483305078650123	0.1259259259259259
wavelet-HHL	ngtdm	Strength	0.0040605269010927664	0.005922250949395713	0.4821312156866045	0.08410161995402934	0.03411952378049586	0.036416066537691236	0.20254814008250507	0.5882352941176471
wavelet-HHH	firstorder	10Percentile	-3.7329709301758895	-3.7133872323222974	-6.530040992127147	-7.430683675961026	-3.3140879060499757	-8.377704195464984	-6.4706628776198745	-1.045773465688173
wavelet-HHH	firstorder	90Percentile	3.823101755569917	3.755376639132395	6.506297535820614	7.243203227333578	3.1565225951289446	8.043032047093487	5.308375579598234	1.579814118971329
wavelet-HHH	firstorder	Energy	547283216.0971447	64087314.653448634	4513166.743312662	26362450.73399405	10812434.922085024	125091958.15145805	6290088.006862776	540954.1333735707
wavelet-HHH	firstorder	Entropy	0.9999905553972854	0.9996356983994268	0.9999999999999993	0.9981086074066078	0.9981958790428094	1.007729135594699	0.9994110647387546	0.9999999999999993
wavelet-HHH	firstorder	InterquartileRange	3.8816842790160573	3.8819939517338957	7.198793712152456	7.938362517211711	3.4626103889166138	8.3489931708928	6.309544174042379	0.9566174718228893
wavelet-HHH	firstorder	Kurtosis	3.9209224743010407	2.9133192108456556	2.6254652321908276	2.859247958393405	3.585235396321783	3.6423710805600717	2.5279917691901024	2.5679449194852375
wavelet-HHH	firstorder	Maximum	16.552475874458132	8.315503833040037	11.861852881703456	16.886169865343046	6.746328113784594	24.9653844755846	8.995466673038619	2.2434117412360903
wavelet-HHH	firstorder	MeanAbsoluteDeviation	2.376125894816955	2.31903385304291	4.320524639233575	4.704124658188367	2.1721846342601285	5.146939987800651	3.6808314158445983	0.9683154846885392
wavelet-HHH	firstorder	Mean	0.007233600708867775	0.002951994368249598	0.393268956080594	-0.10040611857944653	0.16032375762643708	-0.19084165702510977	-0.27089792255955014	0.2622962349344719
wavelet-HHH	firstorder	Median	-0.01865886815368945	0.08529281518483182	0.5309994595873119	-0.23684969939665873	0.3730944460243011	-0.11397643932652293	-0.2905352936324453	0.25284805152025985
wavelet-HHH	firstorder	Minimum	-14.72551051334699	-9.25718021567608	-12.136387297730888	-15.040469928206743	-9.770573478006982	-28.510805078398832	-10.374990915150208	-1.9185127119231387
wavelet-HHH	firstorder	Range	31.27798638780512	17.572684048716116	23.998240179434344	31.92663979354979	16.516901591791576	53.47618955398343	19.370457588188827	4.161924453159229
wavelet-HHH	firstorder	RobustMeanAbsoluteDeviation	1.6196299946623607	1.6002460273372356	3.1713089460417914	3.280165147956063	1.4993974762361122	3.4853797845400227	2.573028072285755	0.4119921137430017
wavelet-HHH	firstorder	RootMeanSquared	300.0228105629354	300.0171218275301	300.4385708697424	299.9570545711676	300.1726575667886	299.88250533034585	299.76390726376593	300.2649200771353
wavelet-HHH	firstorder	Skewness	0.07138953514156832	-0.01703051199710156	-0.061276920705190106	0.00852313248995097	-0.3237782764558851	-0.05166061072329438	-0.19878131888148973	-0.20253348276876265
