Image type	Feature Class	Feature Name	1: RTSTRUCT: ANON_26_segment_Rt Sup Frontal	1: RTSTRUCT: ANON_26_segment_Lt Temporal	1: RTSTRUCT: ANON_26_segment_Lt Parietal
diagnostics	Versions	PyRadiomics	v3.0.1.post15+g2791e23	v3.0.1.post15+g2791e23	v3.0.1.post15+g2791e23
diagnostics	Versions	Numpy	1.23.4	1.23.4	1.23.4
wavelet-HHH	glrlm	RunLengthNonUniformityNormalized	0.41853197785327867	0.3995518438370219	0.4403266935915224
wavelet-HHH	glrlm	RunPercentage	0.5836032064621789	0.54625577072966	0.5945900253592561
wavelet-HHH	glrlm	RunVariance	1.2716616685593896	1.5834475342266254	1.0402974752104557
wavelet-HHH	glrlm	ShortRunEmphasis	0.6572646048298361	0.6202651943268799	0.6530768406723614
wavelet-HHH	glrlm	ShortRunHighGrayLevelEmphasis	8.306934912484873	4.044711962856639	1.6133071908157683
wavelet-HHH	glrlm	ShortRunLowGrayLevelEmphasis	0.05995738875011026	0.11269442955254996	0.41301925313650967
wavelet-HHH	glszm	GrayLevelNonUniformity	51.85217391304348	5.153846153846154	1.0
wavelet-HHH	glszm	GrayLevelNonUniformityNormalized	0.45088846880907374	0.39644970414201186	0.5
wavelet-HHH	glszm	GrayLevelVariance	2.3006427221172023	1.8224852071005917	0.25
wavelet-HHH	glszm	HighGrayLevelZoneEmphasis	14.278260869565218	6.461538461538462	2.5
wavelet-HHH	glszm	LargeAreaEmphasis	160099.8347826087	4042095.5384615385	207050.0
wavelet-HHH	glszm	LargeAreaHighGrayLevelEmphasis	1995360.556521739	26062687.846153848	510800.0
wavelet-HHH	glszm	LargeAreaLowGrayLevelEmphasis	13938.823797101451	735682.6511752137	131112.5
wavelet-HHH	glszm	LowGrayLevelZoneEmphasis	0.15323188405797103	0.5854700854700854	0.625
wavelet-HHH	glszm	SizeZoneNonUniformity	67.4	6.6923076923076925	1.0
wavelet-HHH	glszm	SizeZoneNonUniformityNormalized	0.5860869565217391	0.514792899408284	0.5
wavelet-HHH	glszm	SmallAreaEmphasis	0.7921335860470996	0.730769236627322	4.832084762771593e-06
wavelet-HHH	glszm	SmallAreaHighGrayLevelEmphasis	11.300834192846402	4.480769269152524	1.2239492170179e-05
wavelet-HHH	glszm	SmallAreaLowGrayLevelEmphasis	0.12452501140423289	0.49639423181845	2.9802329109197414e-06
wavelet-HHH	glszm	ZoneEntropy	2.431317092067735	2.141619525334136	0.9999999999999993
wavelet-HHH	glszm	ZonePercentage	0.01840883624139587	0.0012665627435697584	0.002197802197802198
wavelet-HHH	glszm	ZoneVariance	157148.9834404537	3418724.5562130176	25.0
wavelet-HHH	gldm	DependenceEntropy	4.530938045871656	4.298280444908298	4.5205571996052285
wavelet-HHH	gldm	DependenceNonUniformity	671.3345605890828	1302.350350740452	89.63516483516483
wavelet-HHH	gldm	DependenceNonUniformityNormalized	0.1074651129484685	0.12688526410175877	0.09850018113754377
wavelet-HHH	gldm	DependenceVariance	9.872027140339673	6.844357747363599	9.105489675160005
wavelet-HHH	gldm	GrayLevelNonUniformity	2951.50360172883	5119.574629773967	455.05494505494505
wavelet-HHH	gldm	GrayLevelVariance	0.3085841184559368	0.25250119373861313	0.24996981040937086
wavelet-HHH	gldm	HighGrayLevelEmphasis	12.544581399071554	6.474279033515199	2.4835164835164836
wavelet-HHH	gldm	LargeDependenceEmphasis	149.73379222026574	170.6165237724084	142.2923076923077
wavelet-HHH	gldm	LargeDependenceHighGrayLevelEmphasis	1868.974227629262	1094.2879968823072	356.8021978021978
wavelet-HHH	gldm	LargeDependenceLowGrayLevelEmphasis	13.026300268573358	31.215699288776307	88.66483516483517
wavelet-HHH	gldm	LowGrayLevelEmphasis	0.08867047293812141	0.18186068351086862	0.6291208791208791
wavelet-HHH	gldm	SmallDependenceEmphasis	0.02486297977486075	0.008815899261618302	0.010789021515842143
wavelet-HHH	gldm	SmallDependenceHighGrayLevelEmphasis	0.3411321229631263	0.057327355294768866	0.02691438679733331
wavelet-HHH	gldm	SmallDependenceLowGrayLevelEmphasis	0.0032864540667023527	0.0020630090486997315	0.006757680195469349
wavelet-HHH	ngtdm	Busyness	53.39264709675953	234.47796611750078	233.34434296716825
wavelet-HHH	ngtdm	Coarseness	0.0006642507617559335	0.00039110321158211024	0.004431609080132732
wavelet-HHH	ngtdm	Complexity	8.888984851579014	3.4942382063611603	0.49593774136241536
wavelet-HHH	ngtdm	Contrast	0.011083693839662057	0.021073928973374494	0.12396107109689647
wavelet-HHH	ngtdm	Strength	0.011499304120106319	0.002338643762785309	0.004431909097271978
wavelet-LLL	firstorder	10Percentile	371.6001605933028	-5.688656994051912	57.237707008750824
wavelet-LLL	firstorder	90Percentile	863.010160513584	385.5846820786256	524.1752848116115
wavelet-LLL	firstorder	Energy	6205218313.515822	2596571556.1205688	308700922.0245397
wavelet-LLL	firstorder	Entropy	4.511597531935949	4.281535586325571	4.617102790468464
wavelet-LLL	firstorder	InterquartileRange	250.8766877882665	290.36808901975843	242.02569592980853
wavelet-LLL	firstorder	Kurtosis	3.157371695351517	1.831731110241241	2.6228792056046917
wavelet-LLL	firstorder	Maximum	945.6373974191578	604.7692674952383	698.6074217915487
wavelet-LLL	firstorder	MeanAbsoluteDeviation	148.49658862959578	135.10488285029737	138.67665901213584
wavelet-LLL	firstorder	Mean	679.501770407714	179.06783951313312	256.595395468789
wavelet-LLL	firstorder	Median	731.5804532131326	176.26653038160362	224.5655189304577
wavelet-LLL	firstorder	Minimum	72.3710060006172	-77.32060865786141	-30.40937059909603
wavelet-LLL	firstorder	Range	873.2663914185406	682.0898761530997	729.0167923906448
wavelet-LLL	firstorder	RobustMeanAbsoluteDeviation	105.42054984157582	112.06620434150258	98.6682714369426
wavelet-LLL	firstorder	RootMeanSquared	996.6502494797409	502.9697034762833	582.4360758439926
wavelet-LLL	firstorder	Skewness	-1.0190246620303147	0.24314623120710885	0.6823852914900859
wavelet-LLL	firstorder	TotalEnergy	6205218313.515822	2596571556.1205688	308700922.0245397
wavelet-LLL	firstorder	Uniformity	0.056705406525338654	0.06234616946592802	0.04689047216519744
wavelet-LLL	firstorder	Variance	33888.001556183815	23472.527759239252	29433.348187491483
wavelet-LLL	glcm	Autocorrelation	698.5040127994641	158.42155967918114	200.13413398394977
wavelet-LLL	glcm	JointAverage	25.59603264389492	11.31441587515714	12.613907976764201
wavelet-LLL	glcm	ClusterProminence	131276.13862081172	33901.14129899916	79587.5507798772
wavelet-LLL	glcm	ClusterShade	-3052.225806010399	400.5531878991334	1485.5602260848318
wavelet-LLL	glcm	ClusterTendency	203.6016012160636	138.45314987085038	187.28991439101588
wavelet-LLL	glcm	Contrast	30.231441499325545	16.879233851304534	23.2449213544084
wavelet-LLL	glcm	Correlation	0.7424241140815669	0.7825736418571043	0.7802574897804857
wavelet-LLL	glcm	DifferenceAverage	3.9697043409794257	2.7734085048407873	3.530438645641702
wavelet-LLL	glcm	DifferenceEntropy	3.533704429259364	3.099657957385159	3.3113770953427966
wavelet-LLL	glcm	DifferenceVariance	14.09085985943614	9.009267317572936	10.289980977431666
wavelet-LLL	glcm	JointEnergy	0.007021608058681335	0.015704508104365543	0.005052901453103569
wavelet-LLL	glcm	JointEntropy	8.417951987298316	7.664087422747595	8.186907632499542
wavelet-LLL	glcm	Imc1	-0.13488184648584245	-0.1959342475842994	-0.2395488191133962
wavelet-LLL	glcm	Imc2	0.8283007330184791	0.8934205033911871	0.9401726260373977
wavelet-LLL	glcm	Idm	0.2789450718847966	0.39759242708455034	0.2809176450504662
wavelet-LLL	glcm	Idmn	0.9786734693386037	0.9816251713013917	0.9765535363986301
wavelet-LLL	glcm	Id	0.3592361200288184	0.4623609606040309	0.3641315753586166
wavelet-LLL	glcm	Idn	0.9080415586270916	0.9201295334614114	0.9024158399643079
wavelet-LLL	glcm	InverseVariance	0.25671572826693606	0.30649098619966514	0.27866294023539795
wavelet-LLL	glcm	MaximumProbability	0.0447938403901191	0.07250266249031555	0.019347082581870716
wavelet-LLL	glcm	SumEntropy	5.431351361830554	5.1281798620546475	5.532356103904788
wavelet-LLL	glcm	SumSquares	58.45826067884731	38.83309593053875	52.633708936356065
wavelet-LLL	glrlm	GrayLevelNonUniformity	285.77109645712716	420.81981898874886	37.86385217979801
wavelet-LLL	glrlm	GrayLevelNonUniformityNormalized	0.051759548570336995	0.05163568401631472	0.0460058151571766
wavelet-LLL	glrlm	GrayLevelVariance	52.905192769923744	34.750706327481815	47.0739088026868
wavelet-LLL	glrlm	HighGrayLevelRunEmphasis	696.781545449089	196.34820348675208	218.2449838212883
wavelet-LLL	glrlm	LongRunEmphasis	1.493300250744555	2.1994009596407094	1.3590466374737835
wavelet-LLL	glrlm	LongRunHighGrayLevelEmphasis	1124.2727276288967	278.6748296564504	263.999980136178
wavelet-LLL	glrlm	LongRunLowGrayLevelEmphasis	0.004360327892070287	0.06553183410710775	0.03033710672034323
wavelet-LLL	glrlm	LowGrayLevelRunEmphasis	0.0031472038608844786	0.016632744073759673	0.01929690502744301
wavelet-LLL	glrlm	RunEntropy	5.084207971390298	5.149798516425601	5.0556334345206295
wavelet-LLL	glrlm	RunLengthNonUniformity	4495.058794983272	5894.887440800803	687.8589346220767
wavelet-LLL	glrlm	RunLengthNonUniformityNormalized	0.8135521992323961	0.722674966835786	0.8348535120536551
wavelet-LLL	glrlm	RunPercentage	0.8835256307643053	0.7937301396966245	0.9042265426880812
wavelet-LLL	glrlm	RunVariance	0.20876302759872883	0.6053211010717205	0.13271864048437967
wavelet-LLL	glrlm	ShortRunEmphasis	0.9202175246036993	0.8731771930671253	0.9303977261411686
wavelet-LLL	glrlm	ShortRunHighGrayLevelEmphasis	631.7425336297424	182.2393320905687	208.72622372756467
wavelet-LLL	glrlm	ShortRunLowGrayLevelEmphasis	0.0029223692456869883	0.012464938148993444	0.017159768656871785
wavelet-LLL	glszm	GrayLevelNonUniformity	92.08116710875332	123.285987565758	13.405594405594405
wavelet-LLL	glszm	GrayLevelNonUniformityNormalized	0.04884942552188505	0.05896030012709613	0.04687270771186855
wavelet-LLL	glszm	GrayLevelVariance	39.308865608004	23.49654333744789	38.85192429947675
wavelet-LLL	glszm	HighGrayLevelZoneEmphasis	598.6	225.9631755141081	295.97202797202794
wavelet-LLL	glszm	LargeAreaEmphasis	418.9766578249337	1733.6738402678145	46.44755244755245
wavelet-LLL	glszm	LargeAreaHighGrayLevelEmphasis	435651.39310344827	55949.80105212817	4516.328671328672
wavelet-LLL	glszm	LargeAreaLowGrayLevelEmphasis	0.5108357308100134	83.15889553500448	1.4531480571919337
wavelet-LLL	glszm	LowGrayLevelZoneEmphasis	0.003525113071908821	0.009027961183888735	0.011027653495818508
wavelet-LLL	glszm	SizeZoneNonUniformity	715.8254641909814	654.8488761358202	99.47552447552448
wavelet-LLL	glszm	SizeZoneNonUniformityNormalized	0.37974825686524216	0.3131749766311909	0.34781651914519046
wavelet-LLL	glszm	SmallAreaEmphasis	0.6393092815994879	0.5776666181096417	0.6104286517428045
wavelet-LLL	glszm	SmallAreaHighGrayLevelEmphasis	367.6971750241083	123.601605904943	184.47801997303856
wavelet-LLL	glszm	SmallAreaLowGrayLevelEmphasis	0.0024121499656745205	0.005269036101306928	0.0042022698522283675
wavelet-LLL	glszm	ZoneEntropy	6.526598817498868	6.5676539159192355	6.110591944816609
wavelet-LLL	glszm	ZonePercentage	0.3017448375220106	0.20372174590802805	0.3142857142857143
wavelet-LLL	glszm	ZoneVariance	407.9936750416875	1709.5789351141887	36.32358550540369
wavelet-LLL	gldm	DependenceEntropy	7.256254222667431	7.514035952644617	6.997350733317172
wavelet-LLL	gldm	DependenceNonUniformity	893.046102129022	1003.67907248636	148.54505494505494
wavelet-LLL	gldm	DependenceNonUniformityNormalized	0.14295599521834831	0.0977863476701442	0.163236324115445
wavelet-LLL	gldm	DependenceVariance	10.890985265371754	33.72324639645852	5.8718802077043835
wavelet-LLL	gldm	GrayLevelNonUniformity	354.2386745637906	639.9210833982853	42.67032967032967
wavelet-LLL	gldm	GrayLevelVariance	54.36517905735781	37.66107118144888	47.12949643762832
wavelet-LLL	gldm	HighGrayLevelEmphasis	713.737473987514	173.6024941543258	209.84615384615384
wavelet-LLL	gldm	LargeDependenceEmphasis	27.11845685929246	74.2112236944661	18.052747252747253
wavelet-LLL	gldm	LargeDependenceHighGrayLevelEmphasis	24539.29374099568	3734.238113795791	1880.5868131868133
wavelet-LLL	gldm	LargeDependenceLowGrayLevelEmphasis	0.0614642931290963	3.266641072564437	0.6319613541896687
wavelet-LLL	gldm	LowGrayLevelEmphasis	0.0030872426648581707	0.020915971317070837	0.020402585519254487
wavelet-LLL	gldm	SmallDependenceEmphasis	0.2661955890331112	0.18211779525850055	0.27259898066031196
wavelet-LLL	gldm	SmallDependenceHighGrayLevelEmphasis	161.0929355223894	39.99803351215173	76.55714480288744
wavelet-LLL	gldm	SmallDependenceLowGrayLevelEmphasis	0.0009408489459204134	0.001762713388865585	0.002773185035325953
wavelet-LLL	ngtdm	Busyness	0.6318777209212535	2.9505865651490577	0.3756083372408785
wavelet-LLL	ngtdm	Coarseness	0.001364421405935775	0.001179367839873606	0.013169622450886917
wavelet-LLL	ngtdm	Complexity	1421.3776550760797	572.4853875370135	643.4959142062035
wavelet-LLL	ngtdm	Contrast	0.2006364094312709	0.15652773704064812	0.21361677520120725
wavelet-LLL	ngtdm	Strength	1.0598822296975896	0.39790454911568207	4.333120815853887
